size_charge,size_pay,lat,lon,charge,pay,name
7.78,2.23,36.18082,-94.13644,19068.22,3725.44,NW ARKANSAS HOSPITALS, LLC
6.61,2.18,34.46784,-93.06667,15825.68,3599.09,ST JOSEPHS MERCY HEALTH CENTER INC
3.02,2.11,36.34295,-92.39442,5905.88,3391.67,BAXTER REGIONAL MEDICAL CENTER
4.20,2.22,35.08546,-92.45774,9160.94,3700.00,CONWAY REGIONAL MEDICAL CENTER
5.40,2.22,34.77770,-92.12539,12504.42,3711.54,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
4.79,2.36,36.05214,-90.49908,10794.53,4080.00,ARKANSAS METHODIST MEDICAL CENTER
8.41,2.24,35.28275,-93.14901,20803.39,3764.39,ST MARYS REGIONAL MEDICAL CENTER
5.49,2.55,35.14320,-90.18837,12742.58,4613.33,CRITTENDEN MEMORIAL HOSPITAL
7.67,2.10,35.35395,-94.35262,18771.38,3361.08,ST EDWARD MERCY MEDICAL CENTER
6.73,2.34,34.18894,-92.01886,16171.71,4029.62,JEFFERSON REGIONAL MEDICAL CENTER
3.66,2.28,34.35877,-92.78638,7693.82,3874.73,HOT SPRING COUNTY MEDICAL CENTER
5.22,2.20,34.74866,-92.35422,12000.59,3641.61,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
6.19,2.27,35.80838,-90.66658,14669.58,3825.17,NEA BAPTIST MEMORIAL HOSPITAL
10.10,2.99,37.59283,-122.38249,25500.41,5839.53,PENINSULA MEDICAL CENTER
14.33,2.80,38.32472,-122.29671,37184.94,5314.78,QUEEN OF THE VALLEY MEDICAL CENTER
7.33,2.41,35.11346,-120.59054,17832.59,4216.12,ARROYO GRANDE COMMUNITY HOSPITAL
14.24,3.12,33.97659,-117.38184,36934.88,6197.62,RIVERSIDE COMMUNITY HOSPITAL
6.27,3.52,32.75426,-117.16592,14902.00,7287.44,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
11.29,2.67,32.77495,-117.01467,28767.36,4935.23,GROSSMONT HOSPITAL
8.03,2.70,39.50528,-121.54100,19773.00,5034.57,OROVILLE HOSPITAL
9.27,2.65,35.38736,-119.01690,23187.82,4885.55,BAKERSFIELD MEMORIAL HOSPITAL
9.96,2.46,39.74221,-121.85000,25099.26,4365.74,ENLOE MEDICAL CENTER
13.27,3.31,37.82206,-122.26275,34254.11,6721.68,ALTA BATES SUMMIT MEDICAL CENTER
10.94,2.85,32.78037,-115.56848,27803.15,5443.30,EL CENTRO REGIONAL MEDICAL CENTER
13.91,3.74,37.79100,-122.43125,36035.52,7889.56,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
5.39,2.81,34.67486,-118.15771,12457.14,5336.00,ANTELOPE VALLEY HOSPITAL MED CENTER
9.55,2.66,36.32737,-119.29548,23981.06,4914.00,KAWEAH DELTA MEDICAL CENTER
10.23,3.12,34.12834,-118.25777,25851.16,6195.26,GLENDALE MEM HOSPITAL & HLTH CENTER
