size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
6.11,2.16,34.80175,-87.67514,AL,15000,4000,50,65,2,Eliza Coffee Memorial Hospital
5.28,2.46,32.32785,-86.27750,AL,13000,5000,50,67,54,Baptist Medical Center South
8.46,2.23,32.36656,-86.28572,AL,22000,4000,50,68,82,Jackson Hospital & Clinic Inc
11.17,2.72,33.50619,-86.80210,AL,30000,5000,66,45,11,University Of Alabama Hospital
4.98,2.22,31.31122,-86.46762,AL,12000,4000,0,0,0,Andalusia Regional Hospital
7.70,2.70,34.72007,-86.58108,AL,20000,5000,50,65,44,Huntsville Hospital
7.02,2.00,31.31857,-85.85470,AL,18000,3000,0,0,0,Medical Center Enterprise
9.76,2.13,31.23767,-85.45625,AL,26000,4000,50,55,79,Flowers Hospital
4.27,2.10,33.50734,-86.78958,AL,10000,4000,50,72,21,St Vincent'S Birmingham
4.64,2.18,33.65640,-85.82284,AL,11000,4000,50,60,5,Northeast Alabama Regional Med Center
3.87,2.15,30.68199,-88.19897,AL,9000,4000,83,86,0,Providence Hospital
6.16,2.29,33.20521,-87.52546,AL,15000,4000,66,66,21,D C H Regional Medical Center
5.69,2.16,30.69697,-88.08081,AL,14000,4000,66,55,24,Mobile Infirmary
16.64,2.13,33.46420,-86.77409,AL,45000,4000,50,65,29,Brookwood Medical Center
6.77,2.66,33.46514,-112.05797,AZ,17000,5000,50,48,69,Banner Good Samaritan Medical Center
6.18,2.50,32.25294,-110.88135,AZ,15000,5000,50,48,3,Tucson Medical Center
5.75,2.54,34.56017,-112.48217,AZ,14000,5000,25,67,17,Yavapai Regional Medical Center
8.06,2.76,32.68274,-114.63506,AZ,21000,6000,50,63,69,Yuma Regional Medical Center
8.56,2.80,33.56894,-112.07108,AZ,22000,6000,50,80,16,John C Lincoln North Mountain Hospital
7.74,2.45,33.48885,-111.92387,AZ,20000,5000,66,76,54,Scottsdale Healthcare-Osborn Medical Center
10.50,2.33,33.60432,-112.28378,AZ,28000,4000,83,75,95,Banner Boswell Medical Center
9.48,3.55,32.24152,-110.94631,AZ,25000,8000,50,37,39,University Of Arizona Medical Ctr-Universit The
6.87,2.44,33.39097,-111.87638,AZ,17000,5000,66,80,56,Banner Desert Medical Center
7.55,2.42,33.58235,-111.88527,AZ,19000,5000,66,68,63,Scottsdale Healthcare-Shea Medical Center
5.58,2.32,33.41128,-111.68916,AZ,14000,4000,50,70,63,Banner Baywood Medical Center
9.55,2.28,33.65965,-112.37283,AZ,25000,4000,50,77,97,Banner Del E Webb Medical Center
7.40,2.31,34.75031,-92.33897,AR,19000,4000,66,63,82,St Vincent Infirmary Medical Center
2.40,2.30,35.83746,-90.70386,AR,5000,4000,50,75,2,St Bernards Medical Ctr
8.28,2.23,36.18082,-94.13644,AR,21000,4000,50,68,29,Nw Arkansas Hospitals Llc
5.96,2.20,34.46784,-93.06667,AR,15000,4000,66,66,85,St Josephs Mercy Health Center Inc
4.89,2.15,34.77770,-92.12539,AR,12000,4000,50,60,13,Baptist Health Medical Center North Little Rock
5.33,2.25,34.74866,-92.35422,AR,13000,4000,50,43,21,Baptist Health Medical Center-Little Rock
4.85,2.23,35.76927,-91.63408,AR,12000,4000,33,63,37,White River Medical Center
13.66,3.58,37.63362,-122.08802,CA,37000,8000,50,60,6,St Rose Hospital
16.10,2.75,37.59283,-122.38249,CA,44000,6000,50,71,33,Peninsula Medical Center
19.50,3.05,33.97659,-117.38184,CA,53000,6000,50,65,57,Riverside Community Hospital
10.14,3.54,32.75426,-117.16592,CA,27000,8000,50,72,69,University Of California San Diego Medical Center
10.64,2.67,32.77495,-117.01467,CA,28000,5000,83,71,33,Grossmont Hospital
10.04,2.73,39.50528,-121.54100,CA,26000,5000,50,73,63,Oroville Hospital
10.40,2.69,35.38736,-119.01690,CA,27000,5000,33,85,79,Bakersfield Memorial Hospital
11.11,2.54,39.74221,-121.85000,CA,29000,5000,83,71,48,Enloe Medical Center
11.62,3.36,37.82206,-122.26275,CA,31000,7000,50,63,32,Alta Bates Summit Medical Center
12.74,3.48,37.79100,-122.43125,CA,34000,8000,83,63,11,California Pacific Medical Ctr-Pacific Campus Hosp
6.58,2.88,34.67486,-118.15771,CA,16000,6000,50,67,44,Antelope Valley Hospital Med Center
9.50,2.83,36.32737,-119.29548,CA,25000,6000,50,56,12,Kaweah Delta Medical Center
12.14,3.19,34.12834,-118.25777,CA,32000,7000,50,72,44,Glendale Mem Hospital & Hlth Center
13.98,3.55,34.09643,-118.29103,CA,38000,8000,75,76,74,Hollywood Presbyterian Medical Center
11.45,3.04,32.75143,-117.16083,CA,30000,6000,33,62,69,Scripps Mercy Hospital
9.90,2.66,36.83532,-119.76562,CA,26000,5000,50,66,57,Saint Agnes Medical Center
16.76,2.83,32.79949,-117.15394,CA,46000,6000,66,62,11,Sharp Memorial Hospital
