size_charge,size_pay,lat,lon,charge,pay,name
4.44,2.13,36.18082,-94.13644,24356.86,5382.71,NW ARKANSAS HOSPITALS, LLC
4.13,2.11,34.46784,-93.06667,21793.31,5264.31,ST JOSEPHS MERCY HEALTH CENTER INC
2.44,2.08,36.34295,-92.39442,7947.93,5041.75,BAXTER REGIONAL MEDICAL CENTER
2.97,2.09,35.08546,-92.45774,12278.68,5106.82,CONWAY REGIONAL MEDICAL CENTER
3.54,2.08,34.77770,-92.12539,16966.12,5025.79,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
2.73,2.29,36.05214,-90.49908,10345.05,6756.80,ARKANSAS METHODIST MEDICAL CENTER
4.51,2.13,35.28275,-93.14901,24933.38,5424.00,ST MARYS REGIONAL MEDICAL CENTER
3.43,2.29,35.14320,-90.18837,16063.83,6735.83,CRITTENDEN MEMORIAL HOSPITAL
3.24,2.12,35.37445,-94.41868,14506.38,5332.35,SPARKS REGIONAL MEDICAL CENTER
4.62,2.12,35.35395,-94.35262,25833.62,5342.17,ST EDWARD MERCY MEDICAL CENTER
4.16,2.17,34.18894,-92.01886,22043.48,5752.90,JEFFERSON REGIONAL MEDICAL CENTER
5.26,2.15,34.48600,-93.03521,31019.00,5616.36,NATIONAL PARK MEDICAL CENTER
2.93,2.09,34.57290,-92.58508,11960.85,5091.15,SALINE MEMORIAL HOSPITAL
4.06,2.12,34.74866,-92.35422,21184.62,5361.32,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
3.80,2.23,35.80838,-90.66658,19072.10,6263.38,NEA BAPTIST MEMORIAL HOSPITAL
3.87,2.16,35.76927,-91.63408,19628.64,5656.18,WHITE RIVER MEDICAL CENTER
5.23,2.33,37.59283,-122.38249,30831.56,7017.78,PENINSULA MEDICAL CENTER
6.57,2.45,38.32472,-122.29671,41771.00,8035.74,QUEEN OF THE VALLEY MEDICAL CENTER
4.65,2.24,35.11346,-120.59054,26021.31,6288.46,ARROYO GRANDE COMMUNITY HOSPITAL
7.63,2.57,38.57053,-121.45216,50416.68,9055.84,MERCY GENERAL HOSPITAL
4.43,2.79,34.06505,-118.23913,24257.56,10840.62,PACIFIC ALLIANCE MEDICAL CENTER
8.56,2.47,33.97659,-117.38184,58051.92,8199.35,RIVERSIDE COMMUNITY HOSPITAL
4.39,2.78,32.75426,-117.16592,23932.97,10730.95,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
6.47,2.29,32.77495,-117.01467,40915.67,6757.43,GROSSMONT HOSPITAL
4.31,2.34,39.50528,-121.54100,23270.12,7145.00,OROVILLE HOSPITAL
6.50,2.34,35.38736,-119.01690,41219.29,7140.50,BAKERSFIELD MEMORIAL HOSPITAL
6.33,2.24,39.74221,-121.85000,39827.46,6301.61,ENLOE MEDICAL CENTER
6.66,2.80,37.82206,-122.26275,42522.39,10929.78,ALTA BATES SUMMIT MEDICAL CENTER
6.15,2.45,32.78037,-115.56848,38338.38,7999.75,EL CENTRO REGIONAL MEDICAL CENTER
6.72,2.73,37.79100,-122.43125,42963.13,10294.77,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
3.94,2.42,34.67486,-118.15771,20242.04,7789.04,ANTELOPE VALLEY HOSPITAL MED CENTER
5.78,2.36,36.32737,-119.29548,35263.56,7295.56,KAWEAH DELTA MEDICAL CENTER
5.32,2.57,34.12834,-118.25777,31541.14,8990.19,GLENDALE MEM HOSPITAL & HLTH CENTER
4.71,2.56,36.73000,-119.78000,26536.27,8962.40,COMMUNITY REGIONAL MEDICAL CENTER
5.80,2.75,34.09643,-118.29103,35478.33,10470.00,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
6.05,2.32,33.78036,-117.86495,37501.56,6980.67,ST JOSEPH HOSPITAL
5.48,2.48,32.75143,-117.16083,32841.38,8261.79,SCRIPPS MERCY HOSPITAL
5.89,2.44,34.21674,-119.15631,36219.59,7928.12,ST JOHNS REGIONAL MEDICAL CENTER
6.84,2.41,37.96987,-121.28873,43990.95,7751.05,ST JOSEPHS MED CENTER OF STOCKTON
