size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
7.75,2.33,31.21673,-85.36307,AL,54000,10000,50,51,21,Southeast Alabama Medical Center
5.38,2.12,34.80175,-87.67514,AL,35000,8000,50,65,2,Eliza Coffee Memorial Hospital
8.37,2.31,33.25607,-86.81035,AL,59000,9000,83,70,63,Shelby Baptist Medical Center
6.25,2.37,32.32785,-86.27750,AL,42000,10000,50,67,54,Baptist Medical Center South
3.47,2.21,32.63806,-85.40413,AL,19000,8000,50,80,13,East Alabama Medical Center And Snf
7.63,2.65,33.50619,-86.80210,AL,53000,12000,66,45,11,University Of Alabama Hospital
3.85,2.11,34.20768,-86.87489,AL,22000,8000,50,63,79,Cullman Regional Medical Center
5.14,2.29,34.72007,-86.58108,AL,33000,9000,50,65,44,Huntsville Hospital
7.64,2.11,34.00426,-86.00339,AL,53000,8000,75,81,90,Riverview Regional Medical Center
9.73,2.31,34.57705,-87.01588,AL,70000,9000,0,0,0,Parkway Medical Center
3.66,2.16,33.50734,-86.78958,AL,20000,8000,50,72,21,St Vincent'S Birmingham
4.10,2.14,33.65640,-85.82284,AL,24000,8000,50,60,5,Northeast Alabama Regional Med Center
2.73,2.15,34.59052,-86.97262,AL,13000,8000,50,77,54,Decatur General Hospital
5.54,2.23,33.83218,-87.30385,AL,36000,9000,50,78,95,Walker Baptist Medical Center
5.06,2.26,33.20521,-87.52546,AL,32000,9000,66,66,21,D C H Regional Medical Center
7.85,2.25,33.49854,-86.84633,AL,55000,9000,66,70,8,Baptist Medical Center-Princeton
4.35,2.15,30.69697,-88.08081,AL,26000,8000,66,55,24,Mobile Infirmary
12.40,3.03,34.69279,-86.57179,AL,92000,15000,50,77,33,Crestwood Medical Center
16.08,2.14,33.46420,-86.77409,AL,122000,8000,50,65,29,Brookwood Medical Center
6.36,2.55,33.46514,-112.05797,AZ,43000,11000,50,48,69,Banner Good Samaritan Medical Center
5.38,2.35,32.25294,-110.88135,AZ,35000,10000,50,48,3,Tucson Medical Center
4.49,2.27,32.22734,-111.00065,AZ,27000,9000,33,75,63,Carondelet St  Marys Hospital
5.97,2.25,32.22685,-110.85520,AZ,39000,9000,66,55,21,Carondelet St Josephs Hospital
6.74,2.34,33.56894,-112.07108,AZ,46000,10000,50,80,16,John C Lincoln North Mountain Hospital
7.77,2.75,33.48073,-112.07948,AZ,54000,13000,33,52,11,St Joseph'S Hospital And Medical Center
6.24,2.56,33.52511,-112.10189,AZ,42000,11000,50,71,56,Phoenix Baptist Hospital
7.13,2.33,33.29750,-111.87461,AZ,49000,10000,50,78,54,Chandler Regional Medical Center
7.25,2.37,33.60432,-112.28378,AZ,50000,10000,83,75,95,Banner Boswell Medical Center
8.86,3.12,32.24152,-110.94631,AZ,63000,16000,50,37,39,University Of Arizona Medical Ctr-Universit The
5.86,2.37,33.39097,-111.87638,AZ,38000,10000,66,80,56,Banner Desert Medical Center
7.76,2.27,32.32103,-111.01102,AZ,54000,9000,50,71,20,Northwest Medical Center
8.08,2.57,33.58235,-111.88527,AZ,57000,11000,66,68,63,Scottsdale Healthcare-Shea Medical Center
4.59,2.26,33.41128,-111.68916,AZ,28000,9000,50,70,63,Banner Baywood Medical Center
5.99,2.44,33.60949,-112.18129,AZ,40000,10000,66,73,76,Banner Thunderbird Medical Center
7.68,2.39,33.66596,-112.11618,AZ,53000,10000,50,73,69,John C Lincoln Deer Valley Hospital
7.13,2.25,33.65965,-112.37283,AZ,49000,9000,50,77,97,Banner Del E Webb Medical Center
7.30,2.28,33.28686,-111.75246,AZ,50000,9000,50,63,63,Mercy Gilbert Medical Center
6.57,2.32,33.42537,-111.82251,AZ,44000,9000,50,82,8,Arizona Regional Medical Center
9.28,2.39,36.10940,-94.16036,AR,66000,10000,33,77,74,Washington Regional Med Ctr At North Hills
5.28,2.72,34.74866,-92.35422,AR,34000,13000,50,51,33,Uams Medical Center
2.87,2.28,35.83746,-90.70386,AR,14000,9000,50,75,2,St Bernards Medical Ctr
5.43,2.25,34.46784,-93.06667,AR,35000,9000,66,66,85,St Josephs Mercy Health Center Inc
3.19,2.09,36.34295,-92.39442,AR,17000,8000,50,65,57,Baxter Regional Medical Center
3.38,2.15,35.37445,-94.41868,AR,18000,8000,50,53,85,Sparks Regional Medical Center
5.40,2.27,35.35395,-94.35262,AR,35000,9000,50,66,11,St Edward Mercy Medical Center
5.59,2.37,34.74866,-92.35422,AR,36000,10000,50,43,21,Baptist Health Medical Center-Little Rock
5.41,2.32,37.59283,-122.38249,CA,35000,9000,50,71,33,Peninsula Medical Center
5.54,2.80,32.68425,-117.08161,CA,36000,13000,0,0,0,Paradise Valley Hospital
5.66,3.18,32.75426,-117.16592,CA,37000,16000,50,72,69,University Of California San Diego Medical Center
10.21,2.54,32.77495,-117.01467,CA,74000,11000,83,71,33,Grossmont Hospital
5.35,2.54,39.50528,-121.54100,CA,34000,11000,50,73,63,Oroville Hospital
9.16,3.75,37.31288,-121.93329,CA,66000,21000,66,65,1,Santa Clara Valley Medical Center
8.63,2.47,39.74221,-121.85000,CA,61000,11000,83,71,48,Enloe Medical Center
7.06,2.52,40.14813,-122.21934,CA,48000,11000,0,0,0,St Elizabeth Community Hospital
9.99,3.00,37.82206,-122.26275,CA,72000,15000,50,63,32,Alta Bates Summit Medical Center
7.42,2.98,34.67486,-118.15771,CA,51000,15000,50,67,44,Antelope Valley Hospital Med Center
6.20,2.61,36.32737,-119.29548,CA,41000,12000,50,56,12,Kaweah Delta Medical Center
6.96,2.93,36.73000,-119.78000,CA,48000,14000,50,71,0,Community Regional Medical Center
