size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
7.70,2.20,36.18082,-94.13644,30846.43,5813.36,0.50,0.69,0.30,NW ARKANSAS HOSPITALS LLC
6.53,2.17,34.46784,-93.06667,25520.64,5710.43,0.67,0.66,0.86,ST JOSEPHS MERCY HEALTH CENTER INC
3.77,2.19,36.05214,-90.49908,12967.50,5764.00,0.00,0.00,0.00,ARKANSAS METHODIST MEDICAL CENTER
4.90,2.19,35.37445,-94.41868,18101.57,5800.79,0.50,0.54,0.86,SPARKS REGIONAL MEDICAL CENTER
8.65,2.24,35.35395,-94.35262,35143.33,5999.00,0.50,0.66,0.11,ST EDWARD MERCY MEDICAL CENTER
6.71,2.32,34.18894,-92.01886,26350.07,6356.29,0.50,0.75,0.05,JEFFERSON REGIONAL MEDICAL CENTER
3.96,2.10,34.57290,-92.58508,13851.79,5397.64,0.50,0.89,0.72,SALINE MEMORIAL HOSPITAL
7.58,2.25,34.74866,-92.35422,30295.07,6073.39,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
7.83,2.25,35.80838,-90.66658,31440.73,6054.07,0.50,0.57,0.70,NEA BAPTIST MEMORIAL HOSPITAL
4.81,2.26,35.76927,-91.63408,17687.53,6097.65,0.33,0.64,0.38,WHITE RIVER MEDICAL CENTER
11.40,2.99,33.97659,-117.38184,47654.73,9414.95,0.50,0.65,0.58,RIVERSIDE COMMUNITY HOSPITAL
7.94,3.56,32.75426,-117.16592,31938.88,12031.29,0.50,0.72,0.70,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
9.76,2.55,32.77495,-117.01467,40197.00,7433.94,0.83,0.71,0.33,GROSSMONT HOSPITAL
9.18,2.62,35.38736,-119.01690,37576.33,7744.67,0.33,0.85,0.80,BAKERSFIELD MEMORIAL HOSPITAL
10.57,2.46,39.74221,-121.85000,43893.91,7020.09,0.83,0.71,0.48,ENLOE MEDICAL CENTER
11.61,3.22,37.82206,-122.26275,48601.94,10490.94,0.50,0.64,0.32,ALTA BATES SUMMIT MEDICAL CENTER
8.13,2.82,32.78037,-115.56848,32769.38,8630.77,0.50,0.97,0.70,EL CENTRO REGIONAL MEDICAL CENTER
14.13,3.55,37.79100,-122.43125,60042.45,11985.36,0.83,0.64,0.11,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
6.96,2.82,34.67486,-118.15771,27466.62,8650.62,0.50,0.68,0.45,ANTELOPE VALLEY HOSPITAL MED CENTER
8.83,2.63,36.32737,-119.29548,35968.50,7785.00,0.50,0.56,0.12,KAWEAH DELTA MEDICAL CENTER
13.45,3.08,34.12834,-118.25777,56984.69,9809.46,0.50,0.72,0.45,GLENDALE MEM HOSPITAL & HLTH CENTER
6.53,3.11,36.73000,-119.78000,25493.21,9980.50,0.50,0.71,0.00,COMMUNITY REGIONAL MEDICAL CENTER
10.95,3.03,32.75143,-117.16083,45617.62,9607.04,0.33,0.62,0.70,SCRIPPS MERCY HOSPITAL
8.33,2.64,34.21674,-119.15631,33705.33,7837.00,0.50,0.64,0.07,ST JOHNS REGIONAL MEDICAL CENTER
11.65,2.80,37.96987,-121.28873,48769.74,8546.05,0.83,0.69,0.97,ST JOSEPHS MED CENTER OF STOCKTON
7.65,2.55,36.83532,-119.76562,30610.27,7438.60,0.50,0.66,0.58,SAINT AGNES MEDICAL CENTER
11.21,2.85,38.57155,-121.46874,46793.00,8806.74,0.83,0.78,0.80,SUTTER GENERAL HOSPITAL
8.02,2.82,34.02685,-118.48651,32307.09,8643.64,0.50,0.76,0.21,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
7.95,2.57,36.32362,-119.66726,31966.14,7534.00,0.50,0.89,0.25,ADVENTIST MEDICAL CENTER
19.49,3.48,37.36257,-121.84974,84409.18,11645.00,0.50,0.70,0.02,REGIONAL MEDICAL CENTER OF SAN JOSE
10.70,2.95,39.13822,-121.59436,44490.24,9255.71,0.50,0.51,0.21,RIDEOUT MEMORIAL HOSPITAL
13.54,2.60,37.51164,-120.83800,57368.27,7639.45,0.33,0.86,0.16,EMANUEL MEDICAL CENTER INC
13.54,3.09,37.55717,-121.98126,57373.62,9897.48,0.50,0.54,0.89,WASHINGTON HOSPITAL
10.42,2.68,32.61972,-117.02278,43200.79,8029.14,0.50,0.71,0.58,SHARP CHULA VISTA MEDICAL CENTER
12.33,2.87,33.62229,-117.92995,51892.95,8893.60,0.50,0.70,0.51,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
15.50,2.47,39.75720,-121.57018,66280.00,7055.00,0.50,0.65,0.58,FEATHER RIVER HOSPITAL
11.72,2.53,33.84780,-117.93661,49115.53,7328.18,0.50,0.74,0.58,AHMC ANAHEIM REGIONAL MEDICAL CENTER
13.57,3.06,34.14987,-118.23117,57536.00,9737.85,0.67,0.75,0.89,GLENDALE ADVENTIST MEDICAL CENTER
16.65,2.93,36.98999,-121.98357,71527.50,9164.50,0.50,0.64,0.64,DOMINICAN HOSPITAL
7.97,2.78,40.58654,-122.39168,32053.33,8489.00,0.83,0.71,0.45,MERCY MEDICAL CENTER REDDING
7.94,2.29,34.03009,-118.47833,31918.62,6221.31,0.50,0.81,0.76,SAINT JOHN'S HEALTH CENTER
11.21,2.54,38.76514,-121.24979,46798.92,7388.92,0.67,0.78,0.16,SUTTER ROSEVILLE MEDICAL CENTER
8.37,2.86,37.97780,-120.37150,33869.88,8818.00,0.00,0.00,0.00,SONORA REGIONAL MEDICAL CENTER
15.34,2.53,33.83891,-118.35677,65553.58,7318.33,0.50,0.86,0.94,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
6.96,2.75,36.22008,-119.33764,27487.25,8335.00,0.00,0.00,0.00,TULARE REGIONAL MEDICAL CENTER
23.85,3.17,38.26174,-122.04662,104234.31,10252.92,0.50,0.69,0.30,NORTHBAY MEDICAL CENTER
7.23,2.95,34.08802,-117.89341,28678.50,9233.00,0.67,0.68,0.29,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS
10.24,2.75,33.93530,-118.13030,42380.92,8312.15,0.50,0.90,0.83,DOWNEY REGIONAL MEDICAL CENTER
7.14,2.67,32.89810,-117.24217,28294.00,7976.00,0.50,0.75,0.38,SCRIPPS GREEN HOSPITAL
11.44,2.61,34.13364,-118.15275,47819.71,7699.47,0.67,0.65,0.58,HUNTINGTON MEMORIAL HOSPITAL
18.62,4.11,37.43436,-122.18013,80496.42,14528.12,0.50,0.59,0.28,STANFORD HOSPITAL
15.06,4.33,37.76421,-122.45716,64276.93,15505.37,0.67,0.53,0.91,UCSF MEDICAL CENTER
12.57,3.04,37.69824,-122.08730,52993.32,9665.82,0.67,0.61,0.54,EDEN MEDICAL CENTER
14.46,2.99,37.98396,-122.03464,61544.21,9420.21,0.50,0.76,0.98,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS
4.43,2.35,32.79197,-117.09498,15958.67,6520.08,0.67,0.72,0.48,KAISER FOUNDATION HOSPITAL - SAN DIEGO
8.11,3.19,37.98224,-121.80362,32677.82,10348.91,0.50,0.59,0.25,SUTTER DELTA MEDICAL CENTER
19.38,2.69,34.20777,-118.88305,83939.15,8039.23,0.50,0.51,0.70,LOS ROBLES HOSPITAL & MEDICAL CENTER
10.11,2.54,37.66867,-120.97339,41792.58,7380.25,0.67,0.80,0.54,MEMORIAL  MEDICAL CENTER
