size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
7.65,2.41,36.18082,-94.13644,75255.55,16940.73,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
5.04,2.38,34.46784,-93.06667,46241.93,16601.07,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
5.64,2.34,34.77770,-92.12539,52881.00,16174.15,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
5.59,2.42,35.37445,-94.41868,52305.78,17072.94,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
4.25,2.22,35.35395,-94.35262,37462.80,14798.70,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
5.98,2.54,34.18894,-92.01886,56666.27,18352.91,JEFFERSON REGIONAL MEDICAL CENTER,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0
6.64,2.74,34.74866,-92.35422,64073.28,20567.12,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
9.60,3.35,40.78366,-124.14246,96988.72,27435.83,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
14.06,3.15,37.59283,-122.38249,146673.94,25147.19,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
11.37,3.04,38.32472,-122.29671,116697.54,23945.62,QUEEN OF THE VALLEY MEDICAL CENTER,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0
10.37,2.99,38.57053,-121.45216,105564.33,23427.42,MERCY GENERAL HOSPITAL,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083
9.74,2.76,32.77495,-117.01467,98491.95,20786.67,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
6.23,2.86,39.50528,-121.54100,59506.25,21956.58,OROVILLE HOSPITAL,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0
