size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
3.51,2.64,35.83746,-90.70386,8357.75,5146.33,0.50,0.75,0.03,ST BERNARDS MEDICAL CTR
7.49,2.54,36.18082,-94.13644,22985.34,4776.45,0.50,0.69,0.30,NW ARKANSAS HOSPITALS LLC
5.96,2.50,34.46784,-93.06667,17344.72,4622.42,0.67,0.66,0.86,ST JOSEPHS MERCY HEALTH CENTER INC
3.49,2.46,36.34295,-92.39442,8264.61,4483.36,0.50,0.65,0.58,BAXTER REGIONAL MEDICAL CENTER
5.06,2.50,35.08546,-92.45774,14057.48,4625.33,0.50,0.72,0.80,CONWAY REGIONAL MEDICAL CENTER
4.53,2.43,34.77770,-92.12539,12101.70,4394.30,0.50,0.60,0.14,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
4.39,2.52,36.05214,-90.49908,11576.41,4724.22,0.00,0.00,0.00,ARKANSAS METHODIST MEDICAL CENTER
6.77,2.59,35.28275,-93.14901,20347.08,4958.59,0.00,0.00,0.00,ST MARYS REGIONAL MEDICAL CENTER
2.54,2.46,33.62900,-91.79096,4764.10,4491.59,0.00,0.00,0.00,DREW MEMORIAL HOSPITAL
4.78,2.53,35.37445,-94.41868,13022.59,4761.43,0.50,0.54,0.86,SPARKS REGIONAL MEDICAL CENTER
7.74,2.46,35.35395,-94.35262,23890.20,4470.85,0.50,0.66,0.11,ST EDWARD MERCY MEDICAL CENTER
3.18,2.58,33.27510,-93.24001,7136.42,4916.17,0.00,0.00,0.00,MAGNOLIA HOSPITAL
7.16,2.69,34.18894,-92.01886,21775.98,5345.94,0.50,0.75,0.05,JEFFERSON REGIONAL MEDICAL CENTER
4.13,2.65,34.51764,-91.55932,10637.95,5177.35,0.00,0.00,0.00,BAPTIST HEALTH MEDICAL CENTER-STUTTGART
4.66,2.40,34.87240,-92.12256,12591.67,4271.20,0.00,0.00,0.00,NORTH METRO MEDICAL CENTER
3.18,2.63,34.35877,-92.78638,7129.10,5106.62,0.00,0.00,0.00,HOT SPRING COUNTY MEDICAL CENTER
13.91,2.61,34.48600,-93.03521,46577.19,5056.81,0.50,0.51,0.08,NATIONAL PARK MEDICAL CENTER
6.76,2.54,35.60836,-91.26499,20283.69,4773.00,0.00,0.00,0.00,HARRIS HOSPITAL
3.92,2.51,34.57290,-92.58508,9845.76,4653.21,0.50,0.89,0.72,SALINE MEMORIAL HOSPITAL
6.32,2.73,34.51022,-90.62718,18687.10,5479.90,0.00,0.00,0.00,HELENA REGIONAL MEDICAL CENTER
6.32,2.61,33.22053,-92.67102,18697.04,5023.76,0.50,0.70,0.14,MEDICAL CENTER SOUTH ARKANSAS
5.84,2.66,34.74866,-92.35422,16918.86,5238.18,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
6.27,2.64,35.80838,-90.66658,18489.25,5156.78,0.50,0.57,0.70,NEA BAPTIST MEMORIAL HOSPITAL
5.61,2.62,35.76927,-91.63408,16052.60,5079.61,0.33,0.64,0.38,WHITE RIVER MEDICAL CENTER
6.25,2.44,34.81290,-92.20814,18409.79,4430.86,0.00,0.00,0.00,ST VINCENT MEDICAL CENTER/NORTH
15.91,3.68,37.63362,-122.08802,53950.09,8987.41,0.50,0.60,0.07,ST ROSE HOSPITAL
9.52,3.14,40.78366,-124.14246,30464.49,6985.63,0.50,0.64,0.64,ST JOSEPH HOSPITAL
9.30,2.97,37.59283,-122.38249,29655.93,6365.47,0.50,0.71,0.33,PENINSULA MEDICAL CENTER
10.46,3.14,37.76862,-122.43525,33921.20,6998.00,0.50,0.50,0.74,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP
12.08,3.13,38.32472,-122.29671,39870.30,6957.54,0.50,0.72,0.83,QUEEN OF THE VALLEY MEDICAL CENTER
10.80,3.31,38.54384,-122.47401,35137.85,7599.20,0.50,0.75,0.33,ST HELENA HOSPITAL
7.61,3.09,38.35073,-120.76468,23434.85,6822.20,0.00,0.00,0.00,SUTTER AMADOR HOSPITAL
7.37,2.75,35.11346,-120.59054,22541.08,5541.33,0.00,0.00,0.00,ARROYO GRANDE COMMUNITY HOSPITAL
11.68,3.45,38.57053,-121.45216,38394.07,8133.20,0.83,0.54,0.28,MERCY GENERAL HOSPITAL
5.45,3.85,34.06505,-118.23913,15490.30,9613.85,0.00,0.00,0.00,PACIFIC ALLIANCE MEDICAL CENTER
12.81,3.28,33.97659,-117.38184,42560.09,7520.28,0.50,0.65,0.58,RIVERSIDE COMMUNITY HOSPITAL
8.73,3.26,32.68425,-117.08161,27530.96,7420.29,0.00,0.00,0.00,PARADISE VALLEY HOSPITAL
6.54,3.82,32.75426,-117.16592,19490.52,9478.18,0.50,0.72,0.70,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
8.69,2.86,32.77495,-117.01467,27382.66,5957.43,0.83,0.71,0.33,GROSSMONT HOSPITAL
