size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
6.77,2.60,34.46784,-93.06667,65425.60,19424.80,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0,ST JOSEPHS MERCY HEALTH CENTER INC
6.92,2.63,35.37445,-94.41868,67073.67,19735.24,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
4.96,2.33,35.35395,-94.35262,45513.79,16442.54,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0,ST EDWARD MERCY MEDICAL CENTER
12.35,2.67,34.48600,-93.03521,127092.00,20216.60,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0,NATIONAL PARK MEDICAL CENTER
5.97,2.45,34.74866,-92.35422,56645.06,17750.89,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
6.53,2.72,35.76927,-91.63408,62771.93,20707.64,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0,WHITE RIVER MEDICAL CENTER
9.82,2.96,37.59283,-122.38249,99108.00,23405.50,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0,PENINSULA MEDICAL CENTER
14.46,3.31,38.32472,-122.29671,150343.88,27241.00,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0,QUEEN OF THE VALLEY MEDICAL CENTER
13.59,3.34,38.57053,-121.45216,140767.91,27601.00,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083,MERCY GENERAL HOSPITAL
8.91,3.73,32.75426,-117.16592,89088.77,31922.00,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
10.99,3.42,32.77495,-117.01467,112005.00,28442.91,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0,GROSSMONT HOSPITAL
9.56,2.79,39.74221,-121.85000,96234.66,21551.07,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0,ENLOE MEDICAL CENTER
