size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
7.18,2.53,36.18082,-94.13644,48699.86,11241.68,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
7.78,2.60,34.46784,-93.06667,53528.43,11779.17,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
4.04,2.44,36.34295,-92.39442,23434.67,10557.60,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
4.43,2.54,35.08546,-92.45774,26560.34,11346.67,CONWAY REGIONAL MEDICAL CENTER,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0
3.18,2.42,34.77770,-92.12539,16499.71,10401.71,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
2.54,2.36,36.28982,-90.99750,11324.50,9897.08,FIVE RIVERS MEDICAL CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.82,2.52,35.37445,-94.41868,29736.22,11200.48,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
7.94,2.51,35.35395,-94.35262,54816.91,11122.03,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
3.04,2.69,34.51764,-91.55932,15396.92,12558.15,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,0.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0
11.21,2.64,34.48600,-93.03521,81190.88,12160.47,NATIONAL PARK MEDICAL CENTER,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0
5.02,2.54,33.64905,-93.58704,31342.35,11310.57,MEDICAL PARK HOSPITAL,0.0,0.0,0.569,0.0,0.0,0.0,0.0,0.0
5.44,2.54,34.74866,-92.35422,34661.33,11298.37,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
6.13,2.72,35.80838,-90.66658,40224.74,12757.26,NEA BAPTIST MEMORIAL HOSPITAL,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134
5.70,2.63,35.76927,-91.63408,36792.61,12094.22,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
25.14,4.36,37.63362,-122.08802,193382.22,25984.61,ST ROSE HOSPITAL,0.0,1.826,0.609,0.812,0.0,0.0,0.203,0.0
7.44,3.00,40.78366,-124.14246,50821.23,15065.03,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
11.18,3.69,37.59283,-122.38249,80941.59,20614.24,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
10.37,3.10,38.32472,-122.29671,74398.38,15842.41,QUEEN OF THE VALLEY MEDICAL CENTER,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0
13.59,3.47,38.54384,-122.47401,100378.29,18834.94,ST HELENA HOSPITAL,0.0,0.206,0.618,1.648,0.0,0.0,0.0,0.0
10.78,3.65,38.57053,-121.45216,77677.87,20278.04,MERCY GENERAL HOSPITAL,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083
21.78,3.93,33.97659,-117.38184,166323.93,22559.67,RIVERSIDE COMMUNITY HOSPITAL,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216
8.11,3.33,32.68425,-117.08161,56217.37,17724.26,PARADISE VALLEY HOSPITAL,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0
8.45,4.12,32.75426,-117.16592,58934.85,24083.95,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0
9.08,2.85,32.77495,-117.01467,64036.03,13791.46,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
9.24,3.08,39.50528,-121.54100,65349.29,15694.65,OROVILLE HOSPITAL,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0
14.55,3.11,35.38736,-119.01690,108086.96,15947.68,BAKERSFIELD MEMORIAL HOSPITAL,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0
9.38,4.27,37.31288,-121.93329,66406.13,25233.67,SANTA CLARA VALLEY MEDICAL CENTER,0.0,0.196,0.589,0.786,0.0,0.0,0.589,0.0
