size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
2.83,2.28,35.83746,-90.70386,12933.00,9350.00,0.0,0.119,0.474,0.178,0.0,0.0,0.059,0.0,ST BERNARDS MEDICAL CTR
7.98,2.20,36.18082,-94.13644,46592.52,8873.00,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0,NW ARKANSAS HOSPITALS LLC
4.75,2.16,34.46784,-93.06667,25520.21,8577.03,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0,ST JOSEPHS MERCY HEALTH CENTER INC
4.10,2.06,36.34295,-92.39442,21226.74,7966.96,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0,BAXTER REGIONAL MEDICAL CENTER
3.52,2.14,35.08546,-92.45774,17496.09,8455.39,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0,CONWAY REGIONAL MEDICAL CENTER
4.24,2.10,34.77770,-92.12539,22171.36,8221.45,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
8.39,2.23,35.28275,-93.14901,49227.39,9070.32,0.0,0.429,1.287,0.0,0.0,0.0,0.0,0.215,ST MARYS REGIONAL MEDICAL CENTER
5.30,2.16,35.37445,-94.41868,29063.75,8576.75,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
4.24,2.09,35.35395,-94.35262,22154.20,8113.20,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0,ST EDWARD MERCY MEDICAL CENTER
6.02,2.33,34.18894,-92.01886,33764.72,9674.12,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0,JEFFERSON REGIONAL MEDICAL CENTER
8.85,2.25,34.48600,-93.03521,52210.31,9191.77,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0,NATIONAL PARK MEDICAL CENTER
4.57,2.10,34.57290,-92.58508,24329.75,8217.00,0.0,0.442,0.221,0.0,0.0,0.0,0.0,0.0,SALINE MEMORIAL HOSPITAL
4.89,2.20,33.22053,-92.67102,26372.39,8836.24,0.0,0.379,0.947,0.0,0.0,0.189,0.0,0.0,MEDICAL CENTER SOUTH ARKANSAS
5.24,2.18,34.74866,-92.35422,28668.75,8691.79,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.55,2.24,35.76927,-91.63408,24181.76,9133.24,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0,WHITE RIVER MEDICAL CENTER
10.16,2.78,33.97659,-117.38184,60799.56,12622.56,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216,RIVERSIDE COMMUNITY HOSPITAL
9.69,2.57,32.77495,-117.01467,57684.48,11278.24,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0,GROSSMONT HOSPITAL
13.67,3.22,37.82206,-122.26275,83657.15,15524.23,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0,ALTA BATES SUMMIT MEDICAL CENTER
8.85,2.84,32.78037,-115.56848,52250.65,13015.00,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,EL CENTRO REGIONAL MEDICAL CENTER
8.24,2.83,34.67486,-118.15771,48270.36,12931.18,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0,ANTELOPE VALLEY HOSPITAL MED CENTER
7.88,2.64,36.32737,-119.29548,45932.88,11754.46,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067,KAWEAH DELTA MEDICAL CENTER
11.44,3.13,34.12834,-118.25777,69152.27,14909.73,0.0,0.231,0.463,0.116,0.0,0.0,0.116,0.0,GLENDALE MEM HOSPITAL & HLTH CENTER
9.51,3.12,36.73000,-119.78000,56539.97,14833.03,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0,COMMUNITY REGIONAL MEDICAL CENTER
12.70,3.47,34.09643,-118.29103,77359.06,17165.67,0.0,0.695,0.139,0.834,0.0,0.0,0.0,0.0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
9.17,2.47,33.78036,-117.86495,54321.27,10600.93,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0,ST JOSEPH HOSPITAL
13.61,2.92,32.75143,-117.16083,83304.19,13564.06,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0,SCRIPPS MERCY HOSPITAL
11.46,2.83,37.96987,-121.28873,69295.44,12939.24,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0,ST JOSEPHS MED CENTER OF STOCKTON
8.16,2.53,36.83532,-119.76562,47723.68,11008.72,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0,SAINT AGNES MEDICAL CENTER
9.42,2.47,34.10130,-117.63651,55926.83,10645.42,0.0,0.539,0.673,0.135,0.0,0.0,0.135,0.0,SAN ANTONIO COMMUNITY HOSPITAL
10.70,2.77,32.79949,-117.15394,64321.65,12592.94,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0,SHARP MEMORIAL HOSPITAL
10.32,2.64,34.95099,-120.41322,61801.95,11755.95,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,MARIAN MEDICAL CENTER
4.72,2.67,34.64075,-120.43958,25311.64,11933.14,0.0,0.0,0.592,0.0,0.0,0.0,0.0,0.0,LOMPOC VALLEY MEDICAL CENTER
7.33,2.41,33.12535,-117.07336,42289.56,10202.08,0.0,0.56,0.56,0.224,0.0,0.0,0.224,0.112,PALOMAR MEDICAL CENTER
13.34,2.78,34.22014,-118.53410,81555.31,12638.46,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0,NORTHRIDGE HOSPITAL MEDICAL CENTER
7.58,2.67,36.32362,-119.66726,43978.82,11904.00,0.0,0.129,0.516,0.0,0.0,0.0,0.0,0.0,ADVENTIST MEDICAL CENTER
13.44,2.68,37.96125,-121.30103,82199.00,11995.00,0.0,0.265,0.0,0.531,0.0,0.265,0.796,0.265,DAMERON HOSPITAL
8.66,2.99,34.19494,-118.46319,51029.44,14023.75,0.0,0.295,0.59,0.295,0.0,0.0,0.0,0.0,VALLEY PRESBYTERIAN HOSPITAL
9.83,2.57,33.18402,-117.29661,58608.15,11280.30,0.0,0.196,0.294,2.551,0.0,0.196,0.196,0.0,TRI-CITY MEDICAL CENTER
7.72,2.66,39.13822,-121.59436,44849.31,11837.96,0.0,0.727,0.83,0.311,0.0,0.104,0.0,0.104,RIDEOUT MEMORIAL HOSPITAL
9.52,2.83,36.57886,-121.91316,56599.16,12977.42,0.0,0.488,0.781,0.098,0.0,0.098,0.098,0.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
9.73,2.51,39.22809,-121.04721,58006.43,10847.21,0.0,0.777,0.388,0.388,0.0,0.0,0.0,0.194,SIERRA NEVADA MEMORIAL HOSPITAL
14.63,3.19,37.32710,-121.93863,89951.27,15307.82,0.0,0.121,0.364,0.486,0.0,0.0,0.121,0.0,O'CONNOR HOSPITAL
7.92,3.29,34.28029,-119.25410,46173.33,15992.17,0.0,0.375,0.75,1.501,0.0,0.0,0.375,0.375,VENTURA COUNTY MEDICAL CENTER
9.31,2.39,33.89465,-117.92716,55211.40,10083.20,0.0,0.103,0.309,0.516,0.0,0.0,0.206,0.0,ST JUDE MEDICAL CENTER
11.85,2.62,37.51164,-120.83800,71790.07,11593.71,0.0,0.147,0.587,0.0,0.0,0.0,0.0,0.0,EMANUEL MEDICAL CENTER INC
19.88,2.68,37.91341,-122.04163,124163.64,12015.73,0.0,0.082,0.245,0.735,0.0,0.0,0.082,0.082,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
23.12,3.15,37.55717,-121.98126,145347.00,15052.27,0.0,0.196,0.785,0.589,0.0,0.098,0.0,0.098,WASHINGTON HOSPITAL
14.38,2.55,34.58305,-118.14490,88330.50,11109.25,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.231,PALMDALE REGIONAL MEDICAL CENTER
10.38,2.71,32.61972,-117.02278,62213.92,12189.75,0.0,0.355,1.421,0.355,0.0,0.0,0.0,0.0,SHARP CHULA VISTA MEDICAL CENTER
7.30,2.51,33.62229,-117.92995,42101.82,10885.65,0.0,0.544,0.302,0.363,0.0,0.0,0.06,0.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
11.38,3.06,34.07709,-117.75063,68758.44,14476.69,0.0,0.211,0.211,0.106,0.0,0.106,0.0,0.0,POMONA VALLEY HOSPITAL MEDICAL CENTER
15.50,2.56,34.15601,-118.32834,95636.08,11187.75,0.0,0.58,0.248,0.166,0.0,0.0,0.0,0.0,PROVIDENCE SAINT JOSEPH MEDICAL CTR
8.32,2.63,34.13973,-118.03534,48755.79,11656.53,0.0,0.262,1.397,0.175,0.0,0.087,0.087,0.087,METHODIST HOSPITAL OF SOUTHERN CA
12.67,3.08,34.14987,-118.23117,77158.42,14570.33,0.0,0.23,1.075,0.0,0.0,0.0,0.154,0.0,GLENDALE ADVENTIST MEDICAL CENTER
12.98,2.94,36.98999,-121.98357,79207.06,13694.75,0.0,0.241,0.723,0.844,0.0,0.0,0.121,0.0,DOMINICAN HOSPITAL
15.78,2.66,33.83862,-116.54557,97430.79,11840.76,0.0,0.507,0.71,0.0,0.0,0.0,0.0,0.0,DESERT REGIONAL MEDICAL CENTER
11.71,2.80,36.06956,-119.02748,70871.53,12739.89,0.0,1.188,0.396,0.396,0.0,0.0,0.198,0.0,SIERRA VIEW DISTRICT HOSPITAL
7.98,2.44,34.03721,-117.20474,46552.95,10449.95,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,REDLANDS COMMUNITY HOSPITAL
15.38,2.67,34.27915,-118.46006,94849.72,11933.94,0.0,0.514,0.0,0.0,0.0,0.0,0.0,0.128,PROVIDENCE HOLY CROSS MEDICAL CENTER
8.02,2.79,40.58654,-122.39168,46836.08,12719.62,0.0,0.238,0.713,0.079,0.0,0.0,0.079,0.0,MERCY MEDICAL CENTER REDDING
7.87,2.52,34.03009,-118.47833,45859.08,10944.62,0.0,0.165,0.248,0.0,0.0,0.0,0.165,0.0,SAINT JOHN'S HEALTH CENTER
10.33,2.55,35.37279,-119.02817,61920.90,11149.80,0.0,0.74,0.555,0.0,0.0,0.0,0.555,0.0,MERCY HOSPITAL
10.70,3.21,36.83491,-121.38651,64279.45,15459.64,0.0,0.0,0.553,0.0,0.0,0.0,0.553,0.0,HAZEL HAWKINS MEMORIAL HOSPITAL
14.32,2.69,37.36934,-122.08047,87899.52,12017.30,0.0,0.83,0.554,1.015,0.0,0.277,0.185,0.0,EL CAMINO HOSPITAL
9.03,2.52,38.76514,-121.24979,53432.38,10954.50,0.0,0.208,0.415,0.83,0.0,0.0,0.0,0.0,SUTTER ROSEVILLE MEDICAL CENTER
9.98,2.32,32.88461,-117.22244,59628.27,9653.00,0.0,0.344,0.458,1.146,0.0,0.0,0.229,0.0,SCRIPPS MEMORIAL HOSPITAL LA JOLLA
10.47,3.31,34.05076,-117.26395,62776.92,16074.08,0.0,1.539,0.513,0.366,0.0,0.0,0.147,0.147,LOMA LINDA UNIVERSITY MEDICAL CENTER
9.42,2.70,33.87236,-117.56809,55939.18,12123.64,0.0,0.496,0.248,0.248,0.0,0.0,0.0,0.0,CORONA REGIONAL MEDICAL CENTER
9.14,2.92,36.65910,-121.64630,54135.83,13553.75,0.0,0.227,0.453,0.113,0.0,0.113,0.0,0.0,SALINAS VALLEY MEMORIAL HOSPITAL
18.21,2.61,38.12186,-121.28665,113303.08,11541.42,0.0,0.76,0.76,0.76,0.0,0.0,0.0,0.0,LODI MEMORIAL HOSPITAL
9.95,2.45,33.81131,-118.34364,59397.42,10488.42,0.0,0.585,0.418,0.167,0.0,0.0,0.418,0.0,TORRANCE MEMORIAL MEDICAL CENTER
9.52,2.57,33.83891,-118.35677,56618.67,11280.25,0.0,0.179,0.089,0.089,0.0,0.0,0.0,0.0,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
7.08,2.31,34.43343,-119.81039,40717.65,9595.65,0.0,0.779,0.0,0.0,0.0,0.0,0.0,0.0,GOLETA VALLEY COTTAGE HOSPITAL
5.44,2.76,36.22008,-119.33764,29964.00,12509.31,0.0,0.599,0.0,0.0,0.0,0.0,0.3,0.0,TULARE REGIONAL MEDICAL CENTER
13.02,2.79,37.94748,-122.53677,79457.35,12686.06,0.0,0.759,0.379,0.379,0.0,0.126,0.0,0.0,MARIN GENERAL HOSPITAL
16.91,2.80,37.25153,-121.94684,104820.14,12761.10,0.0,0.222,0.998,1.996,0.0,0.0,0.111,0.0,GOOD SAMARITAN HOSPITAL
8.29,2.99,34.08802,-117.89341,48574.18,13988.82,0.0,1.315,0.088,0.263,0.0,0.088,0.0,0.0,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS
7.88,2.56,33.75117,-116.96028,45934.93,11224.40,0.0,0.274,0.137,0.274,0.0,0.0,0.137,0.0,HEMET VALLEY MEDICAL CENTER
7.55,2.57,34.42951,-119.72333,43759.83,11297.57,0.0,0.0,0.239,0.159,0.0,0.0,0.08,0.08,SANTA BARBARA COTTAGE HOSPITAL
10.04,2.65,34.13364,-118.15275,60003.26,11769.09,0.0,0.171,0.514,0.171,0.0,0.0,0.057,0.057,HUNTINGTON MEMORIAL HOSPITAL
21.22,3.85,37.43436,-122.18013,132962.21,19623.33,0.0,0.28,0.449,0.337,0.0,0.0,0.112,0.112,STANFORD HOSPITAL
11.73,2.93,37.34027,-120.46817,71039.14,13605.07,0.0,0.358,0.597,0.119,0.0,0.0,0.0,0.0,MERCY MEDICAL CENTER
17.19,3.46,37.77449,-122.45429,106616.71,17070.41,0.0,0.171,0.513,0.0,0.0,0.0,0.0,0.0,ST MARY'S MEDICAL CENTER
10.68,3.03,34.05336,-118.26558,64166.12,14246.94,0.0,0.096,0.861,0.096,0.0,0.0,0.191,0.0,GOOD SAMARITAN HOSPITAL
15.26,2.40,34.20285,-118.62962,94065.82,10150.03,0.0,0.0,0.581,0.726,0.0,0.145,0.29,0.0,WEST HILLS HOSPITAL & MEDICAL CENTER
7.80,2.48,36.83863,-119.66183,45399.22,10708.39,0.0,0.892,0.297,0.0,0.0,0.0,0.0,0.0,CLOVIS COMMUNITY MEDICAL CENTER
15.29,2.70,35.29188,-120.66635,94242.21,12128.00,0.0,0.62,0.31,0.0,0.0,0.0,0.0,0.0,SIERRA VISTA REGIONAL MEDICAL CENTER
9.65,2.73,38.66956,-121.31378,57450.00,12316.86,0.0,0.085,0.34,0.17,0.0,0.0,0.17,0.085,MERCY SAN JUAN MEDICAL CENTER
12.80,2.65,34.20777,-118.88305,77991.97,11773.52,0.0,0.543,0.633,0.543,0.0,0.181,0.0,0.09,LOS ROBLES HOSPITAL & MEDICAL CENTER
12.96,2.39,33.80441,-118.06665,79027.65,10091.65,0.0,0.563,0.563,1.314,0.0,0.188,0.188,0.0,LOS ALAMITOS MEDICAL CENTER
11.25,2.50,33.56100,-117.66530,67899.39,10793.06,0.0,0.311,0.466,0.233,0.0,0.078,0.233,0.0,MISSION HOSPITAL REGIONAL MED CENTER
13.20,3.02,33.71466,-117.93322,80633.00,14230.18,0.0,0.882,0.196,0.0,0.0,0.0,0.0,0.0,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER
14.32,2.32,33.76335,-116.40628,87931.72,9629.41,0.0,0.344,0.589,0.393,0.0,0.049,0.0,0.049,EISENHOWER MEDICAL CENTER
8.42,2.54,33.60883,-117.70881,49434.44,11077.44,0.0,0.0,0.267,0.534,0.0,0.0,0.067,0.067,SADDLEBACK MEMORIAL MEDICAL CENTER
11.20,2.36,34.24359,-119.01992,67579.18,9927.00,0.0,0.846,0.282,0.846,0.0,0.0,0.0,0.0,ST JOHNS PLEASANT VALLEY HOSPITAL
16.98,2.97,34.07664,-118.37955,105291.84,13866.86,0.0,0.348,0.294,0.268,0.0,0.107,0.241,0.0,CEDARS-SINAI MEDICAL CENTER
14.79,3.17,35.55536,-120.72067,91014.72,15179.22,0.0,0.951,0.571,0.0,0.0,0.0,0.0,0.0,TWIN CITIES COMMUNITY HOSPITAL
6.24,2.50,33.55876,-117.18329,35222.47,10799.58,0.0,0.0,1.03,0.257,0.0,0.0,0.129,0.0,SOUTHWEST HEALTHCARE SYSTEM
14.79,2.58,34.05723,-118.36025,90961.75,11359.88,0.0,1.391,0.506,0.379,0.0,0.0,0.253,0.0,OLYMPIA MEDICAL CENTER
7.49,2.32,33.66270,-117.77270,43340.73,9663.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.209,HOAG ORTHOPEDIC INSTITUTE
7.82,2.23,39.76893,-105.09006,45532.55,9067.45,0.109,0.437,0.219,0.328,0.0,0.109,0.0,0.109,EXEMPLA LUTHERAN MEDICAL CENTER
9.07,2.30,38.23421,-104.62292,53694.43,9479.48,0.0,0.304,1.064,0.152,0.0,0.304,0.456,0.0,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER
8.11,2.26,38.28184,-104.61256,47412.29,9250.36,0.0,0.206,0.619,0.206,0.0,0.0,0.31,0.0,PARKVIEW MEDICAL CENTER INC
5.19,2.22,38.83903,-104.80024,28378.11,8981.26,0.0,0.363,0.544,0.06,0.0,0.0,0.0,0.181,MEMORIAL HOSPITAL CENTRAL
5.32,2.45,39.09046,-108.56190,29240.20,10455.70,0.0,0.976,0.759,1.193,0.0,0.0,0.217,0.108,ST MARYS HOSPITAL AND MEDICAL CENTER
7.93,3.12,39.74234,-104.84156,46250.57,14875.86,0.0,0.843,0.169,1.096,0.0,0.0,0.084,0.0,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT
9.17,2.22,38.86559,-104.82182,54340.81,8959.11,0.0,0.655,0.298,0.119,0.0,0.0,0.238,0.0,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES
7.45,2.28,39.65399,-104.98116,43092.73,9358.91,0.0,1.376,0.994,0.688,0.0,0.076,0.0,0.306,SWEDISH MEDICAL CENTER
6.00,2.08,40.45184,-105.19608,33673.31,8084.38,0.0,0.342,0.342,0.513,0.0,0.0,0.0,0.0,MEDICAL CENTER OF THE ROCKIES
6.28,2.71,41.30978,-72.93806,35498.61,12160.82,0.0,0.344,0.516,0.602,0.0,0.0,0.086,0.043,HOSPITAL OF ST RAPHAEL
4.97,2.75,41.77507,-72.69941,26936.17,12428.89,0.0,0.714,0.672,0.462,0.0,0.0,0.126,0.084,ST FRANCIS HOSPITAL & MEDICAL CENTER
7.79,2.64,41.55959,-73.05941,45338.88,11716.12,0.0,0.629,0.45,0.09,0.0,0.09,0.09,0.0,WATERBURY HOSPITAL
9.83,2.66,41.05562,-73.55390,58652.58,11877.83,0.0,1.067,0.534,0.32,0.0,0.0,0.854,0.107,STAMFORD HOSPITAL
7.44,3.00,41.18881,-73.16645,43012.60,14072.93,0.0,0.711,0.622,0.622,0.0,0.0,0.622,0.089,BRIDGEPORT HOSPITAL
8.25,2.53,41.03431,-73.63020,48291.03,11007.00,0.0,0.102,0.407,0.611,0.0,0.102,0.204,0.102,GREENWICH HOSPITAL ASSOCIATION
4.49,2.47,41.21646,-73.06525,23765.83,10617.50,0.0,1.751,1.459,2.334,0.0,0.0,0.0,0.0,MILFORD HOSPITAL INC
6.42,3.13,41.30400,-72.93502,36373.64,14906.09,0.0,0.865,0.587,0.68,0.0,0.124,0.062,0.34,YALE-NEW HAVEN HOSPITAL
4.23,2.44,41.54301,-72.08799,22067.43,10416.21,0.0,0.555,0.333,0.111,0.0,0.0,0.0,0.111,WILLIAM W BACKUS HOSPITAL
5.40,2.91,41.75412,-72.67927,29722.40,13462.33,0.0,0.402,0.511,0.548,0.0,0.073,0.073,0.11,HARTFORD HOSPITAL
3.99,2.40,41.78185,-72.52591,20540.64,10155.36,0.0,0.0,0.863,0.0,0.0,0.0,0.173,0.173,MANCHESTER MEMORIAL HOSPITAL
5.31,2.81,41.40474,-73.44739,29130.19,12800.19,0.0,0.0,0.517,0.46,0.0,0.0,0.057,0.23,DANBURY HOSPITAL
5.78,2.66,41.11147,-73.42010,32210.00,11885.25,0.0,0.195,0.39,0.098,0.0,0.0,0.293,0.0,NORWALK HOSPITAL ASSOCIATION
5.63,2.64,41.66107,-72.78671,31243.57,11696.93,0.0,0.249,0.187,0.435,0.0,0.062,0.124,0.124,HOSPITAL OF CENTRAL CONNECTICUT THE
4.47,2.62,39.69005,-75.68408,23654.12,11591.29,0.0,0.513,0.424,0.379,0.0,0.0,0.067,0.089,CHRISTIANA CARE HEALTH SERVICES INC.
5.03,2.74,39.15135,-75.52309,27308.39,12406.14,0.0,0.258,0.773,0.193,0.0,0.0,0.064,0.129,BAYHEALTH - KENT GENERAL HOSPITAL
6.01,2.33,38.77159,-75.14210,33691.93,9683.33,0.0,0.0,0.098,0.195,0.0,0.0,0.0,0.0,BEEBE MEDICAL CENTER
11.72,3.69,38.90106,-77.05079,70932.83,18590.83,0.0,0.445,1.112,0.778,0.0,0.445,0.0,0.111,GEORGE WASHINGTON UNIV HOSPITAL
5.10,2.22,38.93576,-77.10909,27774.72,9009.88,0.0,0.0,0.649,0.26,0.0,0.0,0.13,0.0,SIBLEY MEMORIAL HOSPITAL
8.03,2.80,38.92944,-77.01473,46919.42,12737.15,0.0,0.761,0.217,0.362,0.0,0.0,0.145,0.109,WASHINGTON HOSPITAL CENTER
8.26,2.39,26.50479,-80.06979,48358.41,10090.47,0.0,0.508,0.799,0.29,0.0,0.073,0.29,0.0,BETHESDA MEMORIAL HOSPITAL
9.62,2.45,28.52517,-81.37729,57290.62,10453.62,0.0,0.826,0.486,0.219,0.0,0.049,0.097,0.024,ORLANDO HEALTH
8.72,2.45,28.57345,-81.36990,51399.77,10455.00,0.0,0.317,0.317,0.136,0.0,0.0,0.011,0.023,FLORIDA HOSPITAL
12.48,2.58,25.68309,-80.34038,75924.00,11323.65,0.0,0.316,0.443,0.19,0.0,0.0,0.19,0.063,BAPTIST HOSPITAL OF MIAMI INC
6.73,2.20,26.62849,-81.87423,38405.47,8866.96,0.0,0.511,0.746,1.021,0.0,0.0,0.157,0.039,LEE MEMORIAL HOSPITAL
5.47,2.27,29.20117,-81.05828,30215.77,9278.65,0.0,0.425,0.729,0.121,0.0,0.0,0.0,0.0,HALIFAX HEALTH MEDICAL CENTER
6.81,2.19,26.15053,-81.79919,38916.43,8818.11,0.0,0.303,0.539,0.101,0.0,0.0,0.135,0.034,NAPLES COMMUNITY HOSPITAL
7.58,2.10,28.08771,-80.61362,43952.45,8197.81,0.0,0.475,0.647,0.216,0.0,0.043,0.043,0.0,HOLMES REGIONAL MEDICAL CENTER
8.76,3.62,25.79143,-80.21250,51625.89,18137.11,0.047,0.837,0.186,0.186,0.0,0.047,0.326,0.0,JACKSON MEMORIAL HOSPITAL
7.07,2.08,28.83363,-82.33561,40639.86,8078.81,0.0,0.415,0.415,2.24,0.0,0.0,0.249,0.083,CITRUS MEMORIAL HOSPITAL
6.24,2.33,30.47650,-87.21219,35229.19,9683.48,0.058,0.231,0.231,0.81,0.0,0.173,0.058,0.116,SACRED HEART HOSPITAL
5.66,2.15,30.15963,-85.64818,31454.89,8558.33,0.0,0.3,0.72,0.0,0.0,0.06,0.0,0.0,BAY MEDICAL CENTER
6.27,2.51,28.63051,-80.82437,35383.11,10902.53,0.0,0.588,0.441,0.294,0.0,0.0,0.147,0.0,PARRISH MEDICAL CENTER
