size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
8.41,2.23,36.18082,-94.13644,37470.74,6153.21,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
4.82,2.17,34.46784,-93.06667,19270.63,5806.41,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
4.29,2.10,36.34295,-92.39442,16582.34,5496.32,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
3.27,2.13,35.08546,-92.45774,11406.18,5623.53,CONWAY REGIONAL MEDICAL CENTER,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0
5.59,2.12,34.77770,-92.12539,23182.43,5575.00,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
3.94,2.10,35.35395,-94.35262,14799.31,5489.54,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
6.83,2.31,34.18894,-92.01886,29474.08,6529.00,JEFFERSON REGIONAL MEDICAL CENTER,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0
20.43,2.96,34.48600,-93.03521,98388.78,9838.11,NATIONAL PARK MEDICAL CENTER,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0
5.97,2.20,34.74866,-92.35422,25076.65,5968.45,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
6.83,2.29,35.80838,-90.66658,29442.36,6451.86,NEA BAPTIST MEMORIAL HOSPITAL,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134
5.55,2.24,35.76927,-91.63408,22973.00,6163.04,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
5.85,2.05,34.73868,-92.39307,24489.94,5225.59,ARKANSAS HEART HOSPITAL,0.0,0.101,0.101,0.101,0.0,0.0,0.0,0.0
9.83,2.64,40.78366,-124.14246,44664.46,8227.15,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
11.27,2.57,37.59283,-122.38249,51950.88,7863.00,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
21.92,2.88,38.54384,-122.47401,105929.47,9438.00,ST HELENA HOSPITAL,0.0,0.206,0.618,1.648,0.0,0.0,0.0,0.0
14.08,3.16,38.57053,-121.45216,66207.67,10863.22,MERCY GENERAL HOSPITAL,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083
8.92,2.49,32.77495,-117.01467,40062.46,7449.81,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
11.54,2.60,35.38736,-119.01690,53334.81,8012.24,BAKERSFIELD MEMORIAL HOSPITAL,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0
9.39,2.39,39.74221,-121.85000,42446.30,6967.73,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
6.35,2.66,34.67486,-118.15771,27027.93,8333.87,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
7.07,2.51,36.32737,-119.29548,30686.02,7562.27,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
13.86,3.21,34.12834,-118.25777,65099.55,11082.18,GLENDALE MEM HOSPITAL & HLTH CENTER,0.0,0.231,0.463,0.116,0.0,0.0,0.116,0.0
8.06,2.44,33.78036,-117.86495,35690.02,7188.90,ST JOSEPH HOSPITAL,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0
12.30,2.75,32.75143,-117.16083,57187.31,8791.69,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
15.23,2.60,34.21674,-119.15631,72051.89,8009.18,ST JOHNS REGIONAL MEDICAL CENTER,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0
12.70,2.72,37.96987,-121.28873,59184.74,8628.41,ST JOSEPHS MED CENTER OF STOCKTON,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0
9.20,2.49,36.83532,-119.76562,41460.68,7471.71,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
11.28,2.60,34.95099,-120.41322,51983.85,7992.35,MARIAN MEDICAL CENTER,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0
13.05,2.77,38.57155,-121.46874,60997.16,8894.85,SUTTER GENERAL HOSPITAL,0.0,0.129,0.579,0.643,0.0,0.0,0.0,0.0
9.85,2.40,33.12535,-117.07336,44775.92,6992.33,PALOMAR MEDICAL CENTER,0.0,0.56,0.56,0.224,0.0,0.0,0.224,0.112
11.47,2.51,33.18402,-117.29661,52977.92,7548.77,TRI-CITY MEDICAL CENTER,0.0,0.196,0.294,2.551,0.0,0.196,0.196,0.0
9.95,2.57,39.13822,-121.59436,45246.74,7863.15,RIDEOUT MEMORIAL HOSPITAL,0.0,0.727,0.83,0.311,0.0,0.104,0.0,0.104
8.72,2.34,33.89465,-117.92716,39046.81,6710.81,ST JUDE MEDICAL CENTER,0.0,0.103,0.309,0.516,0.0,0.0,0.206,0.0
17.29,2.76,38.44369,-122.70138,82480.75,8830.75,SANTA ROSA MEMORIAL HOSPITAL,0.0,0.0,0.389,0.389,0.0,0.0,0.0,0.0
12.32,2.54,37.51164,-120.83800,57258.73,7714.13,EMANUEL MEDICAL CENTER INC,0.0,0.147,0.587,0.0,0.0,0.0,0.0,0.0
17.82,3.46,37.91341,-122.04163,85165.10,12355.85,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,0.0,0.082,0.245,0.735,0.0,0.0,0.082,0.082
19.70,2.73,37.48000,-122.25441,94693.84,8682.95,SEQUOIA HOSPITAL,0.0,0.0,0.74,0.74,0.0,0.0,0.0,0.0
