size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
7.28,2.26,36.18082,-94.13644,32071.14,7112.43,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
5.48,2.26,34.46784,-93.06667,23140.35,7139.00,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
3.80,2.17,36.34295,-92.39442,14770.96,6664.11,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
5.63,2.23,34.77770,-92.12539,23861.55,6995.36,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
3.48,2.13,36.05214,-90.49908,13179.00,6503.23,ARKANSAS METHODIST MEDICAL CENTER,0.0,0.0,0.51,0.255,0.0,0.0,0.0,0.0
6.08,2.24,35.28275,-93.14901,26131.53,7054.53,ST MARYS REGIONAL MEDICAL CENTER,0.0,0.429,1.287,0.0,0.0,0.0,0.0,0.215
4.31,2.26,35.37445,-94.41868,17323.23,7134.49,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
6.25,2.18,35.35395,-94.35262,26977.34,6741.97,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
9.47,2.53,34.18894,-92.01886,42941.68,8453.21,JEFFERSON REGIONAL MEDICAL CENTER,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0
4.78,2.16,34.57290,-92.58508,19675.35,6636.90,SALINE MEMORIAL HOSPITAL,0.0,0.442,0.221,0.0,0.0,0.0,0.0,0.0
8.70,2.29,33.22053,-92.67102,39144.08,7300.00,MEDICAL CENTER SOUTH ARKANSAS,0.0,0.379,0.947,0.0,0.0,0.189,0.0,0.0
5.17,2.31,34.74866,-92.35422,21571.98,7383.00,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
4.71,2.30,35.80838,-90.66658,19282.57,7338.00,NEA BAPTIST MEMORIAL HOSPITAL,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134
6.17,2.35,35.76927,-91.63408,26557.76,7570.62,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
4.58,2.09,34.73868,-92.39307,18676.44,6302.10,ARKANSAS HEART HOSPITAL,0.0,0.101,0.101,0.101,0.0,0.0,0.0,0.0
24.85,4.04,37.63362,-122.08802,119378.25,15971.19,ST ROSE HOSPITAL,0.0,1.826,0.609,0.812,0.0,0.0,0.203,0.0
11.51,2.84,40.78366,-124.14246,53105.18,10005.82,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
9.93,2.74,37.59283,-122.38249,45239.10,9526.00,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
