size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
2.87,2.28,35.83746,-90.70386,13972.67,9091.67,ST BERNARDS MEDICAL CTR,0.0,0.119,0.474,0.178,0.0,0.0,0.059,0.0
5.43,2.25,34.46784,-93.06667,34919.14,8826.50,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
3.19,2.09,36.34295,-92.39442,16588.94,7530.71,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
3.38,2.15,35.37445,-94.41868,18099.76,8038.24,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
5.40,2.27,35.35395,-94.35262,34720.31,9048.38,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
5.59,2.37,34.74866,-92.35422,36220.38,9885.19,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
5.41,2.32,37.59283,-122.38249,34758.56,9422.62,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
5.54,2.80,32.68425,-117.08161,35856.56,13400.12,PARADISE VALLEY HOSPITAL,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0
5.66,3.18,32.75426,-117.16592,36842.67,16495.93,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0
10.21,2.54,32.77495,-117.01467,74170.81,11246.14,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
5.35,2.54,39.50528,-121.54100,34309.85,11202.21,OROVILLE HOSPITAL,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0
9.16,3.75,37.31288,-121.93329,65511.71,21149.07,SANTA CLARA VALLEY MEDICAL CENTER,0.0,0.196,0.589,0.786,0.0,0.0,0.589,0.0
8.63,2.47,39.74221,-121.85000,61219.44,10697.87,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
7.06,2.52,40.14813,-122.21934,48314.25,11079.00,ST ELIZABETH COMMUNITY HOSPITAL,0.0,0.0,0.392,0.0,0.0,0.0,0.0,0.0
9.99,3.00,37.82206,-122.26275,72375.55,15008.09,ALTA BATES SUMMIT MEDICAL CENTER,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0
7.42,2.98,34.67486,-118.15771,51286.88,14822.06,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
6.20,2.61,36.32737,-119.29548,41266.53,11845.73,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
6.96,2.93,36.73000,-119.78000,47505.97,14436.41,COMMUNITY REGIONAL MEDICAL CENTER,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0
8.45,2.75,32.75143,-117.16083,59731.44,12972.28,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
7.59,2.51,34.21674,-119.15631,52661.71,10986.67,ST JOHNS REGIONAL MEDICAL CENTER,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0
9.05,3.32,37.96987,-121.28873,64640.31,17674.54,ST JOSEPHS MED CENTER OF STOCKTON,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0
8.44,2.55,36.83532,-119.76562,59593.61,11325.50,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
5.91,2.46,34.10130,-117.63651,38879.25,10572.88,SAN ANTONIO COMMUNITY HOSPITAL,0.0,0.539,0.673,0.135,0.0,0.0,0.135,0.0
7.45,2.73,38.57155,-121.46874,51544.28,12801.04,SUTTER GENERAL HOSPITAL,0.0,0.129,0.579,0.643,0.0,0.0,0.0,0.0
7.05,2.37,33.12535,-117.07336,48265.43,9884.71,PALOMAR MEDICAL CENTER,0.0,0.56,0.56,0.224,0.0,0.0,0.224,0.112
10.23,2.64,34.22014,-118.53410,74305.94,12042.62,NORTHRIDGE HOSPITAL MEDICAL CENTER,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0
