size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
4.46,2.31,31.21673,-85.36307,AL,11000,4000,50,51,21,Southeast Alabama Medical Center
4.60,2.09,34.80175,-87.67514,AL,11000,3000,50,65,2,Eliza Coffee Memorial Hospital
3.50,2.13,33.59616,-86.66750,AL,8000,4000,66,78,1,St Vincent'S East
7.05,2.13,33.25607,-86.81035,AL,19000,4000,83,70,63,Shelby Baptist Medical Center
3.72,2.14,34.74649,-87.69895,AL,9000,4000,50,91,33,Helen Keller Memorial Hospital
6.68,2.37,32.32785,-86.27750,AL,18000,4000,50,67,54,Baptist Medical Center South
3.53,2.33,32.63806,-85.40413,AL,8000,4000,50,80,13,East Alabama Medical Center And Snf
7.78,2.56,33.50619,-86.80210,AL,21000,5000,66,45,11,University Of Alabama Hospital
3.31,2.13,34.20768,-86.87489,AL,7000,4000,50,63,79,Cullman Regional Medical Center
8.61,2.47,34.72007,-86.58108,AL,24000,5000,50,65,44,Huntsville Hospital
11.84,2.05,34.00941,-85.97078,AL,34000,3000,66,67,27,Gadsden Regional Medical Center
7.89,2.08,34.00426,-86.00339,AL,22000,3000,75,81,90,Riverview Regional Medical Center
8.17,2.09,31.23767,-85.45625,AL,22000,3000,50,55,79,Flowers Hospital
4.52,2.03,33.50734,-86.78958,AL,11000,3000,50,72,21,St Vincent'S Birmingham
5.55,2.13,33.65640,-85.82284,AL,14000,4000,50,60,5,Northeast Alabama Regional Med Center
4.17,2.19,33.83218,-87.30385,AL,10000,4000,50,78,95,Walker Baptist Medical Center
4.88,2.27,33.20521,-87.52546,AL,12000,4000,66,66,21,D C H Regional Medical Center
4.21,2.01,30.51916,-87.88842,AL,10000,3000,50,90,17,Thomas Hospital
6.79,2.42,33.49854,-86.84633,AL,18000,5000,66,70,8,Baptist Medical Center-Princeton
7.43,2.19,33.51420,-86.74859,AL,20000,4000,66,27,11,Trinity Medical Center
4.12,2.30,30.69697,-88.08081,AL,10000,4000,66,55,24,Mobile Infirmary
6.60,2.09,34.69279,-86.57179,AL,18000,3000,50,77,33,Crestwood Medical Center
12.32,2.46,33.46420,-86.77409,AL,35000,5000,50,65,29,Brookwood Medical Center
3.52,2.00,30.68546,-88.13170,AL,8000,3000,50,81,6,Springhill Medical Center
7.46,2.59,33.46514,-112.05797,AZ,20000,5000,50,48,69,Banner Good Samaritan Medical Center
6.43,2.44,32.25294,-110.88135,AZ,17000,5000,50,48,3,Tucson Medical Center
7.36,2.23,32.22685,-110.85520,AZ,20000,4000,66,55,21,Carondelet St Josephs Hospital
6.01,2.46,34.56017,-112.48217,AZ,16000,5000,25,67,17,Yavapai Regional Medical Center
5.23,2.52,32.68274,-114.63506,AZ,13000,5000,50,63,69,Yuma Regional Medical Center
7.69,3.26,35.20923,-111.64486,AZ,21000,7000,66,78,88,Flagstaff Medical Center
6.55,2.53,33.52511,-112.10189,AZ,17000,5000,50,71,56,Phoenix Baptist Hospital
5.34,2.48,35.22024,-114.03585,AZ,14000,5000,66,66,54,Kingman Regional Medical Center
6.59,2.18,33.60432,-112.28378,AZ,18000,4000,83,75,95,Banner Boswell Medical Center
6.99,2.40,33.39097,-111.87638,AZ,19000,4000,66,80,56,Banner Desert Medical Center
7.10,2.47,34.47988,-114.33938,AZ,19000,5000,50,70,56,Havasu Regional Medical Center
9.08,2.21,33.58235,-111.88527,AZ,25000,4000,66,68,63,Scottsdale Healthcare-Shea Medical Center
6.16,2.41,33.41128,-111.68916,AZ,16000,4000,50,70,63,Banner Baywood Medical Center
7.38,2.43,33.60949,-112.18129,AZ,20000,5000,66,73,76,Banner Thunderbird Medical Center
8.45,2.24,33.65965,-112.37283,AZ,23000,4000,50,77,97,Banner Del E Webb Medical Center
3.73,2.60,34.74866,-92.35422,AR,9000,5000,50,51,33,Uams Medical Center
3.46,2.18,36.23579,-93.10717,AR,8000,4000,0,0,0,North Arkansas Regional Medical Center
3.25,2.20,35.83746,-90.70386,AR,7000,4000,50,75,2,St Bernards Medical Ctr
5.70,2.21,36.18082,-94.13644,AR,15000,4000,50,68,29,Nw Arkansas Hospitals Llc
6.42,2.17,34.46784,-93.06667,AR,17000,4000,66,66,85,St Josephs Mercy Health Center Inc
3.79,2.06,36.34295,-92.39442,AR,9000,3000,50,65,57,Baxter Regional Medical Center
4.88,2.12,34.77770,-92.12539,AR,12000,4000,50,60,13,Baptist Health Medical Center North Little Rock
4.03,2.06,35.35395,-94.35262,AR,10000,3000,50,66,11,St Edward Mercy Medical Center
5.38,2.29,34.18894,-92.01886,AR,14000,4000,50,75,4,Jefferson Regional Medical Center
6.47,2.18,34.48600,-93.03521,AR,17000,4000,50,51,8,National Park Medical Center
3.53,2.10,34.57290,-92.58508,AR,8000,4000,50,88,72,Saline Memorial Hospital
4.50,2.17,34.74866,-92.35422,AR,11000,4000,50,43,21,Baptist Health Medical Center-Little Rock
4.06,2.25,35.76927,-91.63408,AR,10000,4000,33,63,37,White River Medical Center
5.04,2.06,34.73868,-92.39307,AR,13000,3000,75,86,79,Arkansas Heart Hospital
9.18,2.47,32.77495,-117.01467,CA,26000,5000,83,71,33,Grossmont Hospital
8.68,2.61,36.32737,-119.29548,CA,24000,5000,50,56,12,Kaweah Delta Medical Center
8.61,2.92,36.73000,-119.78000,CA,24000,6000,50,71,0,Community Regional Medical Center
13.05,2.89,32.75143,-117.16083,CA,38000,6000,33,62,69,Scripps Mercy Hospital
10.20,2.58,34.21674,-119.15631,CA,29000,5000,50,63,6,St Johns Regional Medical Center
14.05,2.77,37.96987,-121.28873,CA,41000,6000,83,68,97,St Josephs Med Center Of Stockton
9.43,2.50,36.83532,-119.76562,CA,26000,5000,50,66,57,Saint Agnes Medical Center
6.96,2.70,38.57155,-121.46874,CA,19000,5000,83,77,79,Sutter General Hospital
8.89,2.60,34.02685,-118.48651,CA,25000,5000,50,76,21,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital
7.81,2.58,36.32362,-119.66726,CA,21000,5000,50,88,24,Adventist Medical Center
7.80,2.56,39.13822,-121.59436,CA,21000,5000,50,51,21,Rideout Memorial Hospital
14.05,3.02,37.32710,-121.93863,CA,41000,6000,66,71,37,O'Connor Hospital
12.88,2.62,32.61972,-117.02278,CA,37000,5000,50,71,57,Sharp Chula Vista Medical Center
13.65,2.80,34.15601,-118.32834,CA,40000,6000,50,80,97,Providence Saint Joseph Medical Ctr
8.57,2.59,34.13973,-118.03534,CA,24000,5000,50,45,10,Methodist Hospital Of Southern Ca
10.73,2.73,36.06956,-119.02748,CA,30000,5000,0,0,0,Sierra View District Hospital
7.35,2.57,34.50107,-117.17285,CA,20000,5000,50,87,20,St Mary Medical Center
8.74,3.34,34.05076,-117.26395,CA,24000,7000,50,55,16,Loma Linda University Medical Center
10.81,2.47,33.83891,-118.35677,CA,31000,5000,50,86,94,Providence Little Company Of Mary Med Ctr Torrance
11.10,2.70,34.13364,-118.15275,CA,32000,5000,66,65,57,Huntington Memorial Hospital
14.74,3.91,37.76421,-122.45716,CA,43000,9000,66,52,90,Ucsf Medical Center
7.95,2.74,33.80861,-118.18661,CA,22000,6000,66,65,27,Long Beach Memorial Medical Center
11.56,2.60,34.20777,-118.88305,CA,33000,5000,50,51,69,Los Robles Hospital & Medical Center
11.09,2.53,37.66867,-120.97339,CA,32000,5000,66,80,54,Memorial  Medical Center
9.84,2.38,33.56100,-117.66530,CA,28000,4000,66,58,12,Mission Hospital Regional Med Center
13.42,2.94,33.71466,-117.93322,CA,39000,6000,50,86,33,Fountain Valley Regional Hospital & Medical Center
15.09,2.31,33.76335,-116.40628,CA,44000,4000,50,56,39,Eisenhower Medical Center
6.77,2.24,33.60883,-117.70881,CA,18000,4000,50,70,90,Saddleback Memorial Medical Center
17.70,2.97,34.07664,-118.37955,CA,52000,6000,100,58,48,Cedars-Sinai Medical Center
5.47,2.45,33.55876,-117.18329,CA,14000,5000,66,73,74,Southwest Healthcare System
10.29,2.79,33.95076,-118.34828,CA,29000,6000,50,71,99,Centinela Hospital Medical Center
15.53,2.42,34.17067,-118.53200,CA,45000,5000,50,57,63,Providence Tarzana Medical Center
6.72,2.33,40.18134,-105.12769,CO,18000,4000,50,71,76,Longmont United Hospital
8.21,2.27,38.28184,-104.61256,CO,23000,4000,66,68,29,Parkview Medical Center Inc
6.46,2.30,38.83903,-104.80024,CO,17000,4000,66,68,33,Memorial Hospital Central
7.24,3.11,39.74234,-104.84156,CO,20000,7000,66,66,69,University Of Colorado Hospital Anschutz Inpatient
6.16,2.14,38.86559,-104.82182,CO,16000,4000,50,70,37,Centura Health-Penrose St Francis Health Services
11.95,2.30,39.65399,-104.98116,CO,34000,4000,33,47,17,Swedish Medical Center
6.07,2.83,41.30978,-72.93806,CT,16000,6000,66,57,8,Hospital Of St Raphael
5.71,2.70,41.77507,-72.69941,CT,15000,5000,50,53,85,St Francis Hospital & Medical Center
9.37,3.40,41.30400,-72.93502,CT,26000,8000,66,41,3,Yale-New Haven Hospital
6.60,2.97,41.75412,-72.67927,CT,18000,6000,50,47,9,Hartford Hospital
5.80,2.73,41.20049,-73.20281,CT,15000,5000,66,78,63,St Vincent'S Medical Center
5.28,2.72,41.40474,-73.44739,CT,13000,5000,50,66,57,Danbury Hospital
5.14,3.05,41.11147,-73.42010,CT,13000,6000,50,72,92,Norwalk Hospital Association
3.95,2.65,41.66107,-72.78671,CT,9000,5000,50,52,8,Hospital Of Central Connecticut The
4.19,2.60,39.69005,-75.68408,DE,10000,5000,66,58,39,Christiana Care Health Services Inc.
6.21,2.44,39.74954,-75.56662,DE,16000,5000,50,81,79,St Francis Hospital
