size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
6.17,2.20,31.21673,-85.36307,AL,22000,5000,50,51,21,Southeast Alabama Medical Center
4.98,2.13,34.80175,-87.67514,AL,17000,4000,50,65,2,Eliza Coffee Memorial Hospital
2.69,2.07,31.28905,-86.25550,AL,7000,4000,0,0,0,Mizell Memorial Hospital
4.33,2.11,34.36605,-86.42127,AL,14000,4000,0,0,0,Marshall Medical Center North
6.73,2.18,33.59616,-86.66750,AL,24000,5000,66,78,1,St Vincent'S East
5.83,2.17,33.25607,-86.81035,AL,20000,5000,83,70,63,Shelby Baptist Medical Center
3.42,2.17,34.74649,-87.69895,AL,10000,5000,50,91,33,Helen Keller Memorial Hospital
4.72,2.40,32.32785,-86.27750,AL,16000,6000,50,67,54,Baptist Medical Center South
4.91,2.33,32.36656,-86.28572,AL,16000,5000,50,68,82,Jackson Hospital & Clinic Inc
2.47,2.31,31.42926,-86.07637,AL,6000,5000,0,0,0,Elba General Hospital
3.16,2.20,32.63806,-85.40413,AL,9000,5000,50,80,13,East Alabama Medical Center And Snf
5.99,2.74,33.50619,-86.80210,AL,21000,7000,66,45,11,University Of Alabama Hospital
5.49,2.16,34.20768,-86.87489,AL,19000,5000,50,63,79,Cullman Regional Medical Center
4.75,2.11,33.66767,-85.83420,AL,16000,4000,0,0,0,Stringfellow Memorial Hospital
6.37,2.35,34.72007,-86.58108,AL,23000,5000,50,65,44,Huntsville Hospital
12.52,2.11,34.00941,-85.97078,AL,49000,4000,66,67,27,Gadsden Regional Medical Center
8.58,2.11,34.00426,-86.00339,AL,32000,4000,75,81,90,Riverview Regional Medical Center
7.60,2.28,31.23767,-85.45625,AL,28000,5000,50,55,79,Flowers Hospital
5.53,2.19,33.50734,-86.78958,AL,19000,5000,50,72,21,St Vincent'S Birmingham
3.12,2.18,34.66171,-86.04665,AL,9000,5000,0,0,0,Highlands Medical Center
2.98,2.20,31.04825,-85.88999,AL,8000,5000,0,0,0,Wiregrass Medical Center
5.89,2.21,33.65640,-85.82284,AL,21000,5000,50,60,5,Northeast Alabama Regional Med Center
2.83,2.16,34.59052,-86.97262,AL,8000,5000,50,77,54,Decatur General Hospital
5.68,2.20,33.83218,-87.30385,AL,20000,5000,50,78,95,Walker Baptist Medical Center
5.05,2.45,30.68199,-88.19897,AL,17000,6000,83,86,0,Providence Hospital
5.32,2.33,33.20521,-87.52546,AL,18000,5000,66,66,21,D C H Regional Medical Center
5.37,2.04,30.51916,-87.88842,AL,18000,4000,50,90,17,Thomas Hospital
8.19,2.56,33.49854,-86.84633,AL,31000,6000,66,70,8,Baptist Medical Center-Princeton
4.86,2.18,30.69697,-88.08081,AL,16000,5000,66,55,24,Mobile Infirmary
5.15,2.17,33.37328,-86.99163,AL,18000,5000,50,67,6,Medical West An Affiliate Of Uab Health System
6.43,2.41,32.43020,-87.05515,AL,23000,6000,50,91,32,Vaughan Reg Med Center Parkway Campus
10.36,3.44,34.69279,-86.57179,AL,40000,10000,50,77,33,Crestwood Medical Center
16.37,2.28,33.46420,-86.77409,AL,66000,5000,50,65,29,Brookwood Medical Center
5.66,2.03,30.68546,-88.13170,AL,20000,4000,50,81,6,Springhill Medical Center
2.70,2.18,31.43128,-86.94142,AL,7000,5000,0,0,0,Evergreen Medical Center
5.60,2.27,32.38797,-86.17576,AL,19000,5000,50,52,90,Baptist Medical Center East
