size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
6.14,2.24,31.21673,-85.36307,AL,19000,5000,50,51,21,Southeast Alabama Medical Center
4.46,2.27,34.22148,-86.15966,AL,13000,5000,50,91,54,Marshall Medical Center South
5.46,2.12,34.80175,-87.67514,AL,17000,4000,50,65,2,Eliza Coffee Memorial Hospital
3.36,2.05,34.36605,-86.42127,AL,9000,4000,0,0,0,Marshall Medical Center North
5.64,2.15,33.59616,-86.66750,AL,17000,5000,66,78,1,St Vincent'S East
7.99,2.11,34.43845,-85.75574,AL,26000,4000,0,0,0,Dekalb Regional Medical Center
8.44,2.29,33.25607,-86.81035,AL,28000,5000,83,70,63,Shelby Baptist Medical Center
4.78,2.16,34.74649,-87.69895,AL,14000,5000,50,91,33,Helen Keller Memorial Hospital
6.29,2.49,32.32785,-86.27750,AL,20000,6000,50,67,54,Baptist Medical Center South
5.60,2.24,32.36656,-86.28572,AL,17000,5000,50,68,82,Jackson Hospital & Clinic Inc
3.22,2.19,32.82377,-85.17019,AL,8000,5000,0,0,0,George H. Lanier Memorial Hospital
3.31,2.25,32.63806,-85.40413,AL,9000,5000,50,80,13,East Alabama Medical Center And Snf
6.10,2.63,33.50619,-86.80210,AL,19000,6000,66,45,11,University Of Alabama Hospital
5.60,2.22,34.20768,-86.87489,AL,17000,5000,50,63,79,Cullman Regional Medical Center
4.48,2.13,31.31122,-86.46762,AL,13000,4000,0,0,0,Andalusia Regional Hospital
8.37,2.06,33.66767,-85.83420,AL,27000,4000,0,0,0,Stringfellow Memorial Hospital
6.01,2.32,34.72007,-86.58108,AL,19000,5000,50,65,44,Huntsville Hospital
14.23,2.12,34.00941,-85.97078,AL,49000,4000,66,67,27,Gadsden Regional Medical Center
9.77,2.10,34.00426,-86.00339,AL,32000,4000,75,81,90,Riverview Regional Medical Center
6.73,2.07,31.31857,-85.85470,AL,21000,4000,0,0,0,Medical Center Enterprise
8.66,2.56,34.57705,-87.01588,AL,28000,6000,0,0,0,Parkway Medical Center
6.52,2.14,31.23767,-85.45625,AL,21000,5000,50,55,79,Flowers Hospital
5.13,2.08,33.50734,-86.78958,AL,15000,4000,50,72,21,St Vincent'S Birmingham
3.32,2.14,34.66171,-86.04665,AL,9000,5000,0,0,0,Highlands Medical Center
2.78,2.18,31.04825,-85.88999,AL,7000,5000,0,0,0,Wiregrass Medical Center
