size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
5.70,2.36,31.21673,-85.36307,AL,18000,5000,50,51,21,Southeast Alabama Medical Center
3.60,2.36,33.59616,-86.66750,AL,10000,5000,66,78,1,St Vincent'S East
6.41,2.78,32.32785,-86.27750,AL,20000,7000,50,67,54,Baptist Medical Center South
7.52,2.37,32.36656,-86.28572,AL,24000,5000,50,68,82,Jackson Hospital & Clinic Inc
8.20,3.24,33.50619,-86.80210,AL,27000,9000,66,45,11,University Of Alabama Hospital
4.52,2.43,34.20768,-86.87489,AL,13000,6000,50,63,79,Cullman Regional Medical Center
6.27,2.48,34.72007,-86.58108,AL,20000,6000,50,65,44,Huntsville Hospital
7.35,2.30,31.23767,-85.45625,AL,24000,5000,50,55,79,Flowers Hospital
4.34,2.45,34.80351,-86.97726,AL,13000,6000,0,0,0,Athens-Limestone Hospital
6.78,2.28,30.68199,-88.19897,AL,22000,5000,83,86,0,Providence Hospital
6.78,2.43,33.20521,-87.52546,AL,22000,6000,66,66,21,D C H Regional Medical Center
6.39,2.33,30.69697,-88.08081,AL,20000,5000,66,55,24,Mobile Infirmary
11.07,3.16,33.46514,-112.05797,AZ,37000,8000,50,48,69,Banner Good Samaritan Medical Center
7.74,2.71,32.25294,-110.88135,AZ,25000,7000,50,48,3,Tucson Medical Center
7.15,2.72,32.68274,-114.63506,AZ,23000,7000,50,63,69,Yuma Regional Medical Center
6.95,2.66,33.56894,-112.07108,AZ,22000,7000,50,80,16,John C Lincoln North Mountain Hospital
8.99,3.29,33.48073,-112.07948,AZ,30000,9000,33,52,11,St Joseph'S Hospital And Medical Center
9.13,2.68,33.29750,-111.87461,AZ,30000,7000,50,78,54,Chandler Regional Medical Center
7.65,2.68,33.48885,-111.92387,AZ,25000,7000,66,76,54,Scottsdale Healthcare-Osborn Medical Center
7.67,2.46,33.60432,-112.28378,AZ,25000,6000,83,75,95,Banner Boswell Medical Center
10.28,3.81,32.24152,-110.94631,AZ,34000,11000,50,37,39,University Of Arizona Medical Ctr-Universit The
6.72,2.69,33.39097,-111.87638,AZ,21000,7000,66,80,56,Banner Desert Medical Center
7.13,2.45,32.32103,-111.01102,AZ,23000,6000,50,71,20,Northwest Medical Center
7.71,2.44,33.58235,-111.88527,AZ,25000,6000,66,68,63,Scottsdale Healthcare-Shea Medical Center
7.09,2.50,33.41128,-111.68916,AZ,23000,6000,50,70,63,Banner Baywood Medical Center
7.99,2.86,33.60949,-112.18129,AZ,26000,7000,66,73,76,Banner Thunderbird Medical Center
