size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
7.40,2.41,36.18082,-94.13644,30997.22,6715.77,0.50,0.69,0.30,NW ARKANSAS HOSPITALS LLC
5.79,2.41,34.46784,-93.06667,23161.08,6728.56,0.67,0.66,0.86,ST JOSEPHS MERCY HEALTH CENTER INC
3.65,2.29,36.34295,-92.39442,12768.82,6162.25,0.50,0.65,0.58,BAXTER REGIONAL MEDICAL CENTER
4.11,2.34,35.08546,-92.45774,14982.23,6401.72,0.50,0.72,0.80,CONWAY REGIONAL MEDICAL CENTER
4.52,2.34,34.77770,-92.12539,16973.00,6386.04,0.50,0.60,0.14,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
4.27,2.42,36.05214,-90.49908,15759.47,6794.79,0.00,0.00,0.00,ARKANSAS METHODIST MEDICAL CENTER
5.68,2.41,35.28275,-93.14901,22628.61,6717.70,0.00,0.00,0.00,ST MARYS REGIONAL MEDICAL CENTER
8.27,2.79,35.14320,-90.18837,35220.74,8599.17,0.00,0.00,0.00,CRITTENDEN MEMORIAL HOSPITAL
4.17,2.49,33.57575,-92.83683,15289.27,7128.20,0.00,0.00,0.00,OUACHITA COUNTY MEDICAL CENTER
4.19,2.38,35.37445,-94.41868,15404.57,6596.70,0.50,0.54,0.86,SPARKS REGIONAL MEDICAL CENTER
5.88,2.40,35.35395,-94.35262,23581.32,6674.45,0.50,0.66,0.11,ST EDWARD MERCY MEDICAL CENTER
3.49,2.48,33.27510,-93.24001,11975.50,7097.28,0.00,0.00,0.00,MAGNOLIA HOSPITAL
7.91,2.67,34.18894,-92.01886,33438.64,7975.74,0.50,0.75,0.05,JEFFERSON REGIONAL MEDICAL CENTER
3.65,2.50,34.51764,-91.55932,12775.88,7195.82,0.00,0.00,0.00,BAPTIST HEALTH MEDICAL CENTER-STUTTGART
3.67,2.34,34.87240,-92.12256,12858.05,6375.09,0.00,0.00,0.00,NORTH METRO MEDICAL CENTER
4.84,2.51,34.35877,-92.78638,18534.00,7209.62,0.00,0.00,0.00,HOT SPRING COUNTY MEDICAL CENTER
10.24,2.54,34.48600,-93.03521,44767.88,7359.22,0.50,0.51,0.08,NATIONAL PARK MEDICAL CENTER
7.33,2.37,35.60836,-91.26499,30622.89,6520.89,0.00,0.00,0.00,HARRIS HOSPITAL
4.86,2.36,34.57290,-92.58508,18617.83,6477.33,0.50,0.89,0.72,SALINE MEMORIAL HOSPITAL
7.67,2.54,34.51022,-90.62718,32303.50,7388.05,0.00,0.00,0.00,HELENA REGIONAL MEDICAL CENTER
10.53,2.47,33.22053,-92.67102,46179.87,7003.67,0.50,0.70,0.14,MEDICAL CENTER SOUTH ARKANSAS
4.37,2.41,33.64905,-93.58704,16249.00,6746.00,0.00,0.00,0.00,MEDICAL PARK HOSPITAL
5.48,2.46,34.74866,-92.35422,21643.77,6966.82,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
5.44,2.46,35.80838,-90.66658,21475.78,6955.18,0.50,0.57,0.70,NEA BAPTIST MEMORIAL HOSPITAL
6.18,2.52,35.76927,-91.63408,25029.09,7287.96,0.33,0.64,0.38,WHITE RIVER MEDICAL CENTER
5.21,2.28,34.73868,-92.39307,20347.87,6105.00,0.75,0.86,0.80,ARKANSAS HEART HOSPITAL
5.35,2.31,34.81290,-92.20814,20995.22,6234.74,0.00,0.00,0.00,ST VINCENT MEDICAL CENTER/NORTH
19.46,3.79,37.63362,-122.08802,89568.14,13422.42,0.50,0.60,0.07,ST ROSE HOSPITAL
10.80,2.94,40.78366,-124.14246,47501.07,9335.04,0.50,0.64,0.64,ST JOSEPH HOSPITAL
12.83,3.05,37.59283,-122.38249,57376.08,9846.04,0.50,0.71,0.33,PENINSULA MEDICAL CENTER
13.58,3.02,38.32472,-122.29671,60984.98,9712.80,0.50,0.72,0.83,QUEEN OF THE VALLEY MEDICAL CENTER
13.30,3.66,38.54384,-122.47401,59658.08,12829.69,0.50,0.75,0.33,ST HELENA HOSPITAL
10.12,3.06,38.35073,-120.76468,44198.71,9880.29,0.00,0.00,0.00,SUTTER AMADOR HOSPITAL
8.55,2.63,35.11346,-120.59054,36585.31,7822.62,0.00,0.00,0.00,ARROYO GRANDE COMMUNITY HOSPITAL
12.07,3.64,38.57053,-121.45216,53673.07,12722.07,0.83,0.54,0.28,MERCY GENERAL HOSPITAL
