size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
4.28,2.32,34.22148,-86.15966,AL,15000,6000,50,91,54,Marshall Medical Center South
6.52,2.14,34.80175,-87.67514,AL,25000,6000,50,65,2,Eliza Coffee Memorial Hospital
7.02,2.38,33.59616,-86.66750,AL,28000,7000,66,78,1,St Vincent'S East
5.07,2.38,32.32785,-86.27750,AL,19000,7000,50,67,54,Baptist Medical Center South
5.85,2.15,32.36656,-86.28572,AL,22000,6000,50,68,82,Jackson Hospital & Clinic Inc
3.03,2.18,32.63806,-85.40413,AL,10000,6000,50,80,13,East Alabama Medical Center And Snf
6.77,2.69,33.50619,-86.80210,AL,27000,8000,66,45,11,University Of Alabama Hospital
3.75,2.13,34.20768,-86.87489,AL,13000,6000,50,63,79,Cullman Regional Medical Center
4.90,2.26,34.72007,-86.58108,AL,18000,6000,50,65,44,Huntsville Hospital
8.92,2.08,34.00426,-86.00339,AL,36000,5000,75,81,90,Riverview Regional Medical Center
11.45,2.09,31.23767,-85.45625,AL,48000,5000,50,55,79,Flowers Hospital
4.47,2.08,33.50734,-86.78958,AL,16000,5000,50,72,21,St Vincent'S Birmingham
6.07,2.19,33.83218,-87.30385,AL,23000,6000,50,78,95,Walker Baptist Medical Center
5.81,2.24,33.20521,-87.52546,AL,22000,6000,66,66,21,D C H Regional Medical Center
4.28,2.00,30.51916,-87.88842,AL,15000,5000,50,90,17,Thomas Hospital
6.44,2.11,30.69697,-88.08081,AL,25000,5000,66,55,24,Mobile Infirmary
10.68,2.17,34.69279,-86.57179,AL,44000,6000,50,77,33,Crestwood Medical Center
6.18,2.18,32.38797,-86.17576,AL,24000,6000,50,52,90,Baptist Medical Center East
7.43,2.61,33.46514,-112.05797,AZ,30000,8000,50,48,69,Banner Good Samaritan Medical Center
8.35,2.47,32.25294,-110.88135,AZ,34000,7000,50,48,3,Tucson Medical Center
5.95,2.48,34.56017,-112.48217,AZ,23000,7000,25,67,17,Yavapai Regional Medical Center
6.33,2.44,32.68274,-114.63506,AZ,25000,7000,50,63,69,Yuma Regional Medical Center
6.21,2.37,33.56894,-112.07108,AZ,24000,7000,50,80,16,John C Lincoln North Mountain Hospital
9.95,2.48,33.29750,-111.87461,AZ,41000,7000,50,78,54,Chandler Regional Medical Center
6.00,2.50,35.22024,-114.03585,AZ,23000,7000,66,66,54,Kingman Regional Medical Center
10.76,2.29,33.60432,-112.28378,AZ,45000,6000,83,75,95,Banner Boswell Medical Center
6.10,3.27,32.24152,-110.94631,AZ,24000,11000,50,37,39,University Of Arizona Medical Ctr-Universit The
8.09,2.56,33.39097,-111.87638,AZ,33000,7000,66,80,56,Banner Desert Medical Center
7.36,2.30,33.58235,-111.88527,AZ,29000,6000,66,68,63,Scottsdale Healthcare-Shea Medical Center
8.11,2.25,33.41128,-111.68916,AZ,33000,6000,50,70,63,Banner Baywood Medical Center
7.15,2.38,33.60949,-112.18129,AZ,28000,7000,66,73,76,Banner Thunderbird Medical Center
7.53,2.24,33.65965,-112.37283,AZ,30000,6000,50,77,97,Banner Del E Webb Medical Center
12.66,2.44,35.11068,-114.55505,AZ,53000,7000,50,87,63,Western Arizona Regional Medical Ctr
5.72,2.89,33.65947,-111.95626,AZ,22000,9000,66,53,95,Mayo Clinic Hospital
10.23,2.18,35.00155,-114.59763,AZ,42000,6000,0,0,0,Valley View Medical Center
7.94,2.25,33.28686,-111.75246,AZ,32000,6000,50,63,63,Mercy Gilbert Medical Center
6.46,2.32,33.38269,-111.72100,AZ,25000,6000,50,70,57,Banner Gateway Medical Center
7.25,2.26,34.75031,-92.33897,AR,29000,6000,66,63,82,St Vincent Infirmary Medical Center
4.89,2.17,35.25046,-91.70056,AR,18000,6000,50,61,63,White County Medical Center
3.30,2.64,34.74866,-92.35422,AR,11000,8000,50,51,33,Uams Medical Center
3.01,2.27,35.83746,-90.70386,AR,10000,6000,50,75,2,St Bernards Medical Ctr
7.70,2.20,36.18082,-94.13644,AR,31000,6000,50,68,29,Nw Arkansas Hospitals Llc
6.53,2.17,34.46784,-93.06667,AR,26000,6000,66,66,85,St Josephs Mercy Health Center Inc
3.77,2.19,36.05214,-90.49908,AR,13000,6000,0,0,0,Arkansas Methodist Medical Center
4.90,2.19,35.37445,-94.41868,AR,18000,6000,50,53,85,Sparks Regional Medical Center
8.65,2.24,35.35395,-94.35262,AR,35000,6000,50,66,11,St Edward Mercy Medical Center
6.71,2.32,34.18894,-92.01886,AR,26000,6000,50,75,4,Jefferson Regional Medical Center
3.96,2.10,34.57290,-92.58508,AR,14000,5000,50,88,72,Saline Memorial Hospital
7.58,2.25,34.74866,-92.35422,AR,30000,6000,50,43,21,Baptist Health Medical Center-Little Rock
7.83,2.25,35.80838,-90.66658,AR,31000,6000,50,57,69,Nea Baptist Memorial Hospital
4.81,2.26,35.76927,-91.63408,AR,18000,6000,33,63,37,White River Medical Center
11.40,2.99,33.97659,-117.38184,CA,48000,9000,50,65,57,Riverside Community Hospital
7.94,3.56,32.75426,-117.16592,CA,32000,12000,50,72,69,University Of California San Diego Medical Center
9.76,2.55,32.77495,-117.01467,CA,40000,7000,83,71,33,Grossmont Hospital
9.18,2.62,35.38736,-119.01690,CA,38000,8000,33,85,79,Bakersfield Memorial Hospital
10.57,2.46,39.74221,-121.85000,CA,44000,7000,83,71,48,Enloe Medical Center
11.61,3.22,37.82206,-122.26275,CA,49000,10000,50,63,32,Alta Bates Summit Medical Center
8.13,2.82,32.78037,-115.56848,CA,33000,9000,50,97,69,El Centro Regional Medical Center
14.13,3.55,37.79100,-122.43125,CA,60000,12000,83,63,11,California Pacific Medical Ctr-Pacific Campus Hosp
6.96,2.82,34.67486,-118.15771,CA,27000,9000,50,67,44,Antelope Valley Hospital Med Center
8.83,2.63,36.32737,-119.29548,CA,36000,8000,50,56,12,Kaweah Delta Medical Center
13.45,3.08,34.12834,-118.25777,CA,57000,10000,50,72,44,Glendale Mem Hospital & Hlth Center
6.53,3.11,36.73000,-119.78000,CA,25000,10000,50,71,0,Community Regional Medical Center
10.95,3.03,32.75143,-117.16083,CA,46000,10000,33,62,69,Scripps Mercy Hospital
8.33,2.64,34.21674,-119.15631,CA,34000,8000,50,63,6,St Johns Regional Medical Center
11.65,2.80,37.96987,-121.28873,CA,49000,9000,83,68,97,St Josephs Med Center Of Stockton
7.65,2.55,36.83532,-119.76562,CA,31000,7000,50,66,57,Saint Agnes Medical Center
11.21,2.85,38.57155,-121.46874,CA,47000,9000,83,77,79,Sutter General Hospital
8.02,2.82,34.02685,-118.48651,CA,32000,9000,50,76,21,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital
7.95,2.57,36.32362,-119.66726,CA,32000,8000,50,88,24,Adventist Medical Center
19.49,3.48,37.36257,-121.84974,CA,84000,12000,50,70,1,Regional Medical Center Of San Jose
10.70,2.95,39.13822,-121.59436,CA,44000,9000,50,51,21,Rideout Memorial Hospital
13.54,2.60,37.51164,-120.83800,CA,57000,8000,33,86,16,Emanuel Medical Center Inc
13.54,3.09,37.55717,-121.98126,CA,57000,10000,50,53,88,Washington Hospital
10.42,2.68,32.61972,-117.02278,CA,43000,8000,50,71,57,Sharp Chula Vista Medical Center
12.33,2.87,33.62229,-117.92995,CA,52000,9000,50,70,51,Hoag Memorial Hospital Presbyterian
15.50,2.47,39.75720,-121.57018,CA,66000,7000,50,65,57,Feather River Hospital
11.72,2.53,33.84780,-117.93661,CA,49000,7000,50,73,57,Ahmc Anaheim Regional Medical Center
13.57,3.06,34.14987,-118.23117,CA,58000,10000,66,75,88,Glendale Adventist Medical Center
16.65,2.93,36.98999,-121.98357,CA,72000,9000,50,63,63,Dominican Hospital
7.97,2.78,40.58654,-122.39168,CA,32000,8000,83,71,44,Mercy Medical Center Redding
