size_charge,size_pay,lat,lon,charge,pay,name
10.25,2.95,36.18082,-94.13644,69537.98,12710.23,NW ARKANSAS HOSPITALS, LLC
5.39,2.86,34.46784,-93.06667,31683.34,11974.33,ST JOSEPHS MERCY HEALTH CENTER INC
5.59,2.78,36.34295,-92.39442,33301.63,11408.05,BAXTER REGIONAL MEDICAL CENTER
5.58,2.81,35.08546,-92.45774,33218.55,11575.79,CONWAY REGIONAL MEDICAL CENTER
5.99,2.79,34.77770,-92.12539,36398.74,11461.81,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
4.76,2.84,36.05214,-90.49908,26814.02,11836.48,ARKANSAS METHODIST MEDICAL CENTER
11.03,3.14,35.28275,-93.14901,75654.97,14203.93,ST MARYS REGIONAL MEDICAL CENTER
7.52,2.90,35.37445,-94.41868,48291.70,12286.31,SPARKS REGIONAL MEDICAL CENTER
5.17,2.77,35.35395,-94.35262,30030.06,11319.05,ST EDWARD MERCY MEDICAL CENTER
6.81,3.03,34.18894,-92.01886,42733.94,13341.69,JEFFERSON REGIONAL MEDICAL CENTER
10.40,2.96,34.48600,-93.03521,70720.22,12804.06,NATIONAL PARK MEDICAL CENTER
5.03,2.80,34.57290,-92.58508,28869.65,11498.36,SALINE MEMORIAL HOSPITAL
6.95,2.91,33.22053,-92.67102,43885.86,12366.00,MEDICAL CENTER SOUTH ARKANSAS
6.31,2.89,34.74866,-92.35422,38886.65,12246.72,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
5.15,2.94,35.80838,-90.66658,29849.59,12630.76,NEA BAPTIST MEMORIAL HOSPITAL
5.89,2.95,35.76927,-91.63408,35633.20,12732.03,WHITE RIVER MEDICAL CENTER
6.34,2.75,34.81290,-92.20814,39106.00,11127.00,ST VINCENT MEDICAL CENTER/NORTH
5.58,2.71,34.80457,-92.35122,33174.08,10844.28,ARKANSAS SURGICAL HOSPITAL
7.01,2.68,36.12133,-94.13407,44309.54,10596.96,PHYSICIANS' SPECIALTY HOSPITAL
18.15,4.29,37.63362,-122.08802,131073.53,23114.21,ST ROSE HOSPITAL
11.01,3.54,40.78366,-124.14246,75480.05,17263.57,ST JOSEPH HOSPITAL
12.79,3.52,37.59283,-122.38249,89325.11,17128.94,PENINSULA MEDICAL CENTER
14.29,3.59,38.32472,-122.29671,101016.42,17684.37,QUEEN OF THE VALLEY MEDICAL CENTER
15.79,3.89,38.54384,-122.47401,112724.86,19995.29,ST HELENA HOSPITAL
9.87,3.57,38.35073,-120.76468,66596.42,17500.93,SUTTER AMADOR HOSPITAL
11.32,2.96,35.11346,-120.59054,77875.85,12802.03,ARROYO GRANDE COMMUNITY HOSPITAL
12.26,4.07,38.57053,-121.45216,85235.90,21452.46,MERCY GENERAL HOSPITAL
7.15,4.43,34.06505,-118.23913,45406.54,24226.85,PACIFIC ALLIANCE MEDICAL CENTER
11.59,3.53,33.97659,-117.38184,79957.20,17246.52,RIVERSIDE COMMUNITY HOSPITAL
7.52,4.10,32.75426,-117.16592,48261.10,21694.66,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
10.23,3.33,32.77495,-117.01467,69435.06,15679.05,GROSSMONT HOSPITAL
10.47,3.39,39.50528,-121.54100,71290.78,16136.54,OROVILLE HOSPITAL
