size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
3.15,2.29,35.83746,-90.70386,14580.94,8634.35,0.0,0.119,0.474,0.178,0.0,0.0,0.059,0.0,ST BERNARDS MEDICAL CTR
5.05,2.17,34.77770,-92.12539,27749.42,7791.92,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
4.13,2.25,35.37445,-94.41868,21369.40,8348.20,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
7.42,2.27,35.35395,-94.35262,44105.00,8478.83,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0,ST EDWARD MERCY MEDICAL CENTER
5.53,2.39,34.18894,-92.01886,31025.95,9330.14,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0,JEFFERSON REGIONAL MEDICAL CENTER
4.46,2.26,34.74866,-92.35422,23624.29,8460.92,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
5.92,2.28,35.76927,-91.63408,33745.14,8538.07,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0,WHITE RIVER MEDICAL CENTER
10.22,2.69,40.78366,-124.14246,63433.23,11385.85,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0,ST JOSEPH HOSPITAL
8.50,2.80,37.76862,-122.43525,51583.82,12168.00,0.0,0.824,0.412,0.824,0.0,0.0,0.412,0.412,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP
7.92,2.44,32.77495,-117.01467,47589.81,9678.38,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0,GROSSMONT HOSPITAL
7.92,2.64,39.50528,-121.54100,47594.24,11040.24,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0,OROVILLE HOSPITAL
8.92,2.68,35.38736,-119.01690,54483.92,11353.42,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0,BAKERSFIELD MEMORIAL HOSPITAL
12.89,4.80,37.31288,-121.93329,81956.92,25975.00,0.0,0.196,0.589,0.786,0.0,0.0,0.589,0.0,SANTA CLARA VALLEY MEDICAL CENTER
9.00,2.42,39.74221,-121.85000,55047.76,9562.82,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0,ENLOE MEDICAL CENTER
11.67,3.80,37.79100,-122.43125,73517.79,19072.68,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
5.90,2.86,34.67486,-118.15771,33620.96,12584.25,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0,ANTELOPE VALLEY HOSPITAL MED CENTER
9.54,2.83,36.32737,-119.29548,58795.19,12373.81,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067,KAWEAH DELTA MEDICAL CENTER
17.87,3.19,34.12834,-118.25777,116368.36,14831.82,0.0,0.231,0.463,0.116,0.0,0.0,0.116,0.0,GLENDALE MEM HOSPITAL & HLTH CENTER
6.73,3.14,36.73000,-119.78000,39329.76,14488.96,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0,COMMUNITY REGIONAL MEDICAL CENTER
11.71,3.53,34.09643,-118.29103,73790.58,17196.17,0.0,0.695,0.139,0.834,0.0,0.0,0.0,0.0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
9.79,2.52,33.78036,-117.86495,60474.25,10253.30,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0,ST JOSEPH HOSPITAL
6.91,3.03,32.75143,-117.16083,40616.10,13734.29,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0,SCRIPPS MERCY HOSPITAL
12.08,2.88,37.95337,-122.33672,76332.27,12742.18,0.0,0.0,0.203,1.829,0.0,0.0,0.406,0.203,DOCTORS MEDICAL CENTER-SAN PABLO
10.50,2.69,37.96987,-121.28873,65371.29,11398.64,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0,ST JOSEPHS MED CENTER OF STOCKTON
6.73,2.53,36.83532,-119.76562,39312.00,10271.85,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0,SAINT AGNES MEDICAL CENTER
8.91,2.75,32.79949,-117.15394,54401.36,11808.00,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0,SHARP MEMORIAL HOSPITAL
7.48,2.95,34.07558,-118.28424,44509.45,13195.64,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,TEMPLE COMMUNITY HOSPITAL
17.66,4.04,34.02685,-118.48651,114873.69,20763.15,0.0,0.45,0.36,0.629,0.0,0.0,0.0,0.0,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
9.49,3.03,34.22014,-118.53410,58404.29,13774.90,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0,NORTHRIDGE HOSPITAL MEDICAL CENTER
9.29,2.86,39.13822,-121.59436,57068.11,12572.21,0.0,0.727,0.83,0.311,0.0,0.104,0.0,0.104,RIDEOUT MEMORIAL HOSPITAL
5.00,3.11,34.09638,-118.32518,27379.69,14289.56,0.0,0.505,0.168,0.0,0.0,0.0,0.337,0.0,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD
10.04,2.98,37.32710,-121.93863,62211.50,13381.08,0.0,0.121,0.364,0.486,0.0,0.0,0.121,0.0,O'CONNOR HOSPITAL
8.42,2.40,33.89465,-117.92716,50997.87,9401.60,0.0,0.103,0.309,0.516,0.0,0.0,0.206,0.0,ST JUDE MEDICAL CENTER
10.57,2.58,33.96860,-118.04831,65866.87,10673.27,0.074,0.298,0.521,0.298,0.0,0.0,0.744,0.074,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
12.33,2.72,37.91341,-122.04163,78042.43,11596.00,0.0,0.082,0.245,0.735,0.0,0.0,0.082,0.082,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
23.28,3.38,37.55717,-121.98126,153770.92,16154.33,0.0,0.196,0.785,0.589,0.0,0.098,0.0,0.098,WASHINGTON HOSPITAL
7.32,2.50,34.58305,-118.14490,43385.76,10074.06,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.231,PALMDALE REGIONAL MEDICAL CENTER
12.15,2.99,34.07709,-117.75063,76813.61,13480.44,0.0,0.211,0.211,0.106,0.0,0.106,0.0,0.0,POMONA VALLEY HOSPITAL MEDICAL CENTER
18.39,2.75,34.15601,-118.32834,119919.83,11809.38,0.0,0.58,0.248,0.166,0.0,0.0,0.0,0.0,PROVIDENCE SAINT JOSEPH MEDICAL CTR
10.19,2.60,34.13973,-118.03534,63241.06,10754.44,0.0,0.262,1.397,0.175,0.0,0.087,0.087,0.087,METHODIST HOSPITAL OF SOUTHERN CA
15.78,3.06,34.14987,-118.23117,101881.83,13949.22,0.0,0.23,1.075,0.0,0.0,0.0,0.154,0.0,GLENDALE ADVENTIST MEDICAL CENTER
15.18,4.86,34.06675,-118.44613,97727.64,26389.91,0.079,0.707,0.786,0.472,0.0,0.157,0.707,0.236,RONALD REAGAN UCLA MEDICAL CENTER
16.27,2.64,34.27915,-118.46006,105280.41,11070.18,0.0,0.514,0.0,0.0,0.0,0.0,0.0,0.128,PROVIDENCE HOLY CROSS MEDICAL CENTER
7.46,2.73,40.58654,-122.39168,44407.07,11661.64,0.0,0.238,0.713,0.079,0.0,0.0,0.079,0.0,MERCY MEDICAL CENTER REDDING
12.44,2.83,37.69502,-121.88095,78840.91,12364.91,0.0,1.221,0.814,0.407,0.0,0.0,0.0,0.0,VALLEYCARE MEDICAL CENTER
7.83,2.51,34.03009,-118.47833,46959.38,10128.94,0.0,0.165,0.248,0.0,0.0,0.0,0.165,0.0,SAINT JOHN'S HEALTH CENTER
7.75,2.41,35.37279,-119.02817,46385.36,9500.18,0.0,0.74,0.555,0.0,0.0,0.0,0.555,0.0,MERCY HOSPITAL
5.77,2.63,34.50107,-117.17285,32733.53,11006.41,0.0,0.245,0.368,0.0,0.0,0.0,0.0,0.0,ST MARY MEDICAL CENTER
11.33,3.30,37.85593,-122.25730,71140.08,15643.62,0.0,0.134,0.937,0.669,0.0,0.0,0.134,0.134,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
10.57,2.91,37.36934,-122.08047,65853.14,12934.50,0.0,0.83,0.554,1.015,0.0,0.277,0.185,0.0,EL CAMINO HOSPITAL
6.75,2.48,38.76514,-121.24979,39492.86,9943.86,0.0,0.208,0.415,0.83,0.0,0.0,0.0,0.0,SUTTER ROSEVILLE MEDICAL CENTER
8.61,3.41,34.05076,-117.26395,52344.93,16385.50,0.0,1.539,0.513,0.366,0.0,0.0,0.147,0.147,LOMA LINDA UNIVERSITY MEDICAL CENTER
