size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
6.92,2.40,36.18082,-94.13644,30733.67,7274.08,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0,NW ARKANSAS HOSPITALS LLC
8.24,2.43,34.46784,-93.06667,37571.04,7405.24,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0,ST JOSEPHS MERCY HEALTH CENTER INC
3.33,2.21,36.34295,-92.39442,12065.39,6254.78,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0,BAXTER REGIONAL MEDICAL CENTER
4.01,2.36,35.08546,-92.45774,15631.65,7044.35,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0,CONWAY REGIONAL MEDICAL CENTER
4.85,2.29,34.77770,-92.12539,19996.36,6663.27,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
4.29,2.35,35.37445,-94.41868,17054.81,6998.19,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
15.77,2.55,34.48600,-93.03521,76728.82,8016.55,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0,NATIONAL PARK MEDICAL CENTER
5.06,2.46,34.74866,-92.35422,21053.00,7551.68,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
11.55,2.92,37.59283,-122.38249,54768.44,9964.83,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0,PENINSULA MEDICAL CENTER
9.77,3.06,38.32472,-122.29671,45548.00,10704.58,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0,QUEEN OF THE VALLEY MEDICAL CENTER
10.93,3.05,33.97659,-117.38184,51576.73,10651.00,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216,RIVERSIDE COMMUNITY HOSPITAL
4.45,3.55,32.75426,-117.16592,17911.75,13206.92,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
9.09,2.64,32.77495,-117.01467,42004.69,8500.62,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0,GROSSMONT HOSPITAL
5.91,2.72,39.50528,-121.54100,25480.86,8902.21,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0,OROVILLE HOSPITAL
6.40,2.59,39.74221,-121.85000,28024.59,8228.94,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0,ENLOE MEDICAL CENTER
12.00,3.27,37.82206,-122.26275,57117.76,11764.82,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0,ALTA BATES SUMMIT MEDICAL CENTER
11.38,3.78,37.79100,-122.43125,53880.42,14408.42,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
7.04,3.09,34.67486,-118.15771,31343.10,10846.25,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0,ANTELOPE VALLEY HOSPITAL MED CENTER
9.59,2.94,36.32737,-119.29548,44624.50,10068.14,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067,KAWEAH DELTA MEDICAL CENTER
7.22,3.29,36.73000,-119.78000,32293.00,11900.11,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0,COMMUNITY REGIONAL MEDICAL CENTER
9.56,3.21,33.78036,-117.86495,44460.80,11469.60,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0,ST JOSEPH HOSPITAL
11.47,3.34,32.75143,-117.16083,54364.89,12115.33,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0,SCRIPPS MERCY HOSPITAL
10.81,2.89,34.21674,-119.15631,50921.00,9794.36,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0,ST JOHNS REGIONAL MEDICAL CENTER
15.19,3.09,37.96987,-121.28873,73674.59,10838.12,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0,ST JOSEPHS MED CENTER OF STOCKTON
7.22,2.75,36.83532,-119.76562,32316.15,9079.19,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0,SAINT AGNES MEDICAL CENTER
8.41,2.73,34.10130,-117.63651,38450.85,8953.92,0.0,0.539,0.673,0.135,0.0,0.0,0.135,0.0,SAN ANTONIO COMMUNITY HOSPITAL
12.76,2.95,32.79949,-117.15394,61073.62,10108.33,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0,SHARP MEMORIAL HOSPITAL
9.37,2.99,38.57155,-121.46874,43445.80,10300.33,0.0,0.129,0.579,0.643,0.0,0.0,0.0,0.0,SUTTER GENERAL HOSPITAL
11.35,2.84,34.02685,-118.48651,53749.11,9515.94,0.0,0.45,0.36,0.629,0.0,0.0,0.0,0.0,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
13.39,3.03,34.22014,-118.53410,64333.46,10546.77,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0,NORTHRIDGE HOSPITAL MEDICAL CENTER
18.45,3.88,37.36257,-121.84974,90629.00,14930.00,0.0,0.248,0.124,0.372,0.0,0.0,0.372,0.0,REGIONAL MEDICAL CENTER OF SAN JOSE
8.71,2.87,33.18402,-117.29661,40027.25,9674.50,0.0,0.196,0.294,2.551,0.0,0.196,0.196,0.0,TRI-CITY MEDICAL CENTER
10.64,2.87,39.13822,-121.59436,50032.94,9705.50,0.0,0.727,0.83,0.311,0.0,0.104,0.0,0.104,RIDEOUT MEMORIAL HOSPITAL
11.85,2.95,36.57886,-121.91316,56340.71,10090.19,0.0,0.488,0.781,0.098,0.0,0.098,0.098,0.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
7.60,2.67,39.22809,-121.04721,34269.55,8674.82,0.0,0.777,0.388,0.388,0.0,0.0,0.0,0.194,SIERRA NEVADA MEMORIAL HOSPITAL
12.22,3.31,37.32710,-121.93863,58259.36,11962.21,0.0,0.121,0.364,0.486,0.0,0.0,0.121,0.0,O'CONNOR HOSPITAL
7.58,2.45,33.89465,-117.92716,34185.64,7505.27,0.0,0.103,0.309,0.516,0.0,0.0,0.206,0.0,ST JUDE MEDICAL CENTER
11.73,2.73,33.96860,-118.04831,55705.78,8994.11,0.074,0.298,0.521,0.298,0.0,0.0,0.744,0.074,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
15.08,3.15,38.44369,-122.70138,73106.64,11174.64,0.0,0.0,0.389,0.389,0.0,0.0,0.0,0.0,SANTA ROSA MEMORIAL HOSPITAL
15.08,2.88,37.51164,-120.83800,73110.58,9733.75,0.0,0.147,0.587,0.0,0.0,0.0,0.0,0.0,EMANUEL MEDICAL CENTER INC
20.62,3.34,37.91341,-122.04163,101887.35,12116.32,0.0,0.082,0.245,0.735,0.0,0.0,0.082,0.082,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
23.16,3.42,37.55717,-121.98126,115090.24,12576.48,0.0,0.196,0.785,0.589,0.0,0.098,0.0,0.098,WASHINGTON HOSPITAL
14.56,2.92,32.61972,-117.02278,70434.86,9979.71,0.0,0.355,1.421,0.355,0.0,0.0,0.0,0.0,SHARP CHULA VISTA MEDICAL CENTER
7.71,2.69,33.62229,-117.92995,34832.44,8754.39,0.0,0.544,0.302,0.363,0.0,0.0,0.06,0.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
16.22,2.64,39.75720,-121.57018,79059.94,8510.44,0.0,0.199,0.596,0.794,0.0,0.0,0.0,0.397,FEATHER RIVER HOSPITAL
13.41,3.23,34.07709,-117.75063,64462.15,11541.75,0.0,0.211,0.211,0.106,0.0,0.106,0.0,0.0,POMONA VALLEY HOSPITAL MEDICAL CENTER
10.46,2.60,35.27882,-120.65047,49117.73,8303.00,0.0,0.0,0.467,0.467,0.0,0.0,0.0,0.0,FRENCH HOSPITAL MEDICAL CENTER
17.56,3.16,34.15601,-118.32834,86021.05,11213.25,0.0,0.58,0.248,0.166,0.0,0.0,0.0,0.0,PROVIDENCE SAINT JOSEPH MEDICAL CTR
9.65,2.84,34.13973,-118.03534,44893.77,9537.05,0.0,0.262,1.397,0.175,0.0,0.087,0.087,0.087,METHODIST HOSPITAL OF SOUTHERN CA
13.03,3.41,34.14987,-118.23117,62451.53,12515.73,0.0,0.23,1.075,0.0,0.0,0.0,0.154,0.0,GLENDALE ADVENTIST MEDICAL CENTER
