size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
5.93,2.23,31.21673,-85.36307,AL,27000,7000,50,51,21,Southeast Alabama Medical Center
4.08,2.21,34.22148,-86.15966,AL,17000,6000,50,91,54,Marshall Medical Center South
5.92,2.17,34.80175,-87.67514,AL,27000,6000,50,65,2,Eliza Coffee Memorial Hospital
3.66,2.16,34.36605,-86.42127,AL,15000,6000,0,0,0,Marshall Medical Center North
4.05,2.19,33.59616,-86.66750,AL,17000,6000,66,78,1,St Vincent'S East
5.71,2.06,34.43845,-85.75574,AL,26000,6000,0,0,0,Dekalb Regional Medical Center
6.91,2.21,33.25607,-86.81035,AL,33000,6000,83,70,63,Shelby Baptist Medical Center
3.81,2.21,34.74649,-87.69895,AL,15000,6000,50,91,33,Helen Keller Memorial Hospital
6.13,2.46,32.32785,-86.27750,AL,29000,8000,50,67,54,Baptist Medical Center South
4.92,2.22,32.36656,-86.28572,AL,22000,6000,50,68,82,Jackson Hospital & Clinic Inc
3.31,2.31,32.82377,-85.17019,AL,13000,7000,0,0,0,George H. Lanier Memorial Hospital
3.52,2.24,32.63806,-85.40413,AL,14000,7000,50,80,13,East Alabama Medical Center And Snf
7.76,2.62,33.50619,-86.80210,AL,38000,9000,66,45,11,University Of Alabama Hospital
4.51,2.18,34.20768,-86.87489,AL,19000,6000,50,63,79,Cullman Regional Medical Center
3.91,2.16,31.31122,-86.46762,AL,16000,6000,0,0,0,Andalusia Regional Hospital
6.67,2.19,33.66767,-85.83420,AL,32000,6000,0,0,0,Stringfellow Memorial Hospital
6.64,2.36,34.72007,-86.58108,AL,31000,7000,50,65,44,Huntsville Hospital
12.53,2.13,34.00941,-85.97078,AL,65000,6000,66,67,27,Gadsden Regional Medical Center
9.02,2.15,34.00426,-86.00339,AL,45000,6000,75,81,90,Riverview Regional Medical Center
6.59,2.15,31.31857,-85.85470,AL,31000,6000,0,0,0,Medical Center Enterprise
6.19,2.80,34.57705,-87.01588,AL,29000,10000,0,0,0,Parkway Medical Center
7.80,2.16,31.23767,-85.45625,AL,38000,6000,50,55,79,Flowers Hospital
5.19,2.18,33.50734,-86.78958,AL,23000,6000,50,72,21,St Vincent'S Birmingham
4.50,2.32,34.48290,-87.28601,AL,19000,7000,0,0,0,Lawrence Medical Center
2.72,2.22,34.66171,-86.04665,AL,9000,6000,0,0,0,Highlands Medical Center
2.84,2.28,32.94573,-85.98570,AL,10000,7000,50,71,5,Russell Hospital
3.25,2.20,33.27746,-85.82214,AL,12000,6000,0,0,0,Clay County Hospital
5.47,2.18,33.65640,-85.82284,AL,25000,6000,50,60,5,Northeast Alabama Regional Med Center
3.65,2.26,34.80351,-86.97726,AL,14000,7000,0,0,0,Athens-Limestone Hospital
6.31,2.19,30.42700,-87.68386,AL,29000,6000,50,95,24,South Baldwin Regional Medical Center
2.71,2.19,34.59052,-86.97262,AL,9000,6000,50,77,54,Decatur General Hospital
2.87,2.76,30.70623,-88.09909,AL,10000,9000,25,61,2,Univ Of South Alabama Medical Center
4.65,2.25,33.83218,-87.30385,AL,20000,7000,50,78,95,Walker Baptist Medical Center
4.49,2.15,30.68199,-88.19897,AL,19000,6000,83,86,0,Providence Hospital
5.46,2.29,33.20521,-87.52546,AL,25000,7000,66,66,21,D C H Regional Medical Center
3.90,2.06,30.51916,-87.88842,AL,16000,6000,50,90,17,Thomas Hospital
7.48,2.27,33.49854,-86.84633,AL,36000,7000,66,70,8,Baptist Medical Center-Princeton
11.37,2.47,33.51420,-86.74859,AL,58000,8000,66,27,11,Trinity Medical Center
5.06,2.31,30.69697,-88.08081,AL,22000,7000,66,55,24,Mobile Infirmary
4.90,2.18,33.37328,-86.99163,AL,22000,6000,50,67,6,Medical West An Affiliate Of Uab Health System
4.66,2.35,32.43020,-87.05515,AL,20000,7000,50,91,32,Vaughan Reg Med Center Parkway Campus
3.39,2.21,34.22649,-87.62141,AL,13000,6000,0,0,0,Lakeland Community Hospital
3.86,2.20,31.85636,-85.99737,AL,16000,6000,0,0,0,Troy Regional Medical Center
2.00,2.13,31.53030,-87.89319,AL,5000,6000,0,0,0,Jackson Medical Center
7.37,2.14,34.69279,-86.57179,AL,35000,6000,50,77,33,Crestwood Medical Center
14.26,2.11,33.46420,-86.77409,AL,74000,6000,50,65,29,Brookwood Medical Center
4.42,2.18,30.68546,-88.13170,AL,19000,6000,50,81,6,Springhill Medical Center
4.26,2.38,33.23361,-87.57125,AL,18000,7000,0,0,0,Northport Medical Center
2.31,2.13,31.43128,-86.94142,AL,7000,6000,0,0,0,Evergreen Medical Center
5.04,2.25,32.38797,-86.17576,AL,22000,7000,50,52,90,Baptist Medical Center East
8.48,2.36,31.82882,-86.64618,AL,42000,7000,0,0,0,L V Stabler Memorial Hospital
6.36,2.12,34.74506,-87.67557,AL,30000,6000,0,0,0,Shoals Hospital
3.99,2.18,34.49384,-87.72713,AL,16000,6000,0,0,0,Russellville Hospital
4.87,2.30,33.16547,-86.25380,AL,21000,7000,0,0,0,Coosa Valley Medical Center
4.80,2.13,31.01668,-87.47680,AL,21000,6000,0,0,0,Atmore Community Hospital
9.48,2.92,60.94901,-149.17033,AK,47000,10000,50,81,90,Providence Alaska Medical Center
7.21,3.40,61.56297,-149.25782,AK,35000,13000,0,0,0,Mat-Su Regional Medical Center
7.50,3.99,64.83188,-147.73905,AK,36000,16000,0,0,0,Fairbanks Memorial Hospital
6.59,2.67,61.21082,-149.82866,AK,31000,9000,50,90,43,Alaska Regional Hospital
5.34,3.16,60.49315,-151.07770,AK,24000,12000,0,0,0,Central Peninsula General Hospital
5.07,3.67,61.18268,-149.79897,AK,23000,15000,0,0,0,Alaska Native Medical Center
6.88,2.65,33.46514,-112.05797,AZ,33000,9000,50,48,69,Banner Good Samaritan Medical Center
5.34,2.45,32.25294,-110.88135,AZ,24000,8000,50,48,3,Tucson Medical Center
8.48,2.88,34.73471,-112.03149,AZ,42000,10000,50,73,82,Verde Valley Medical Center
6.69,2.37,32.22734,-111.00065,AZ,32000,7000,33,75,63,Carondelet St  Marys Hospital
5.63,2.29,32.22685,-110.85520,AZ,26000,7000,66,55,21,Carondelet St Josephs Hospital
4.72,2.46,34.56017,-112.48217,AZ,21000,8000,25,67,17,Yavapai Regional Medical Center
5.87,2.45,32.68274,-114.63506,AZ,27000,8000,50,63,69,Yuma Regional Medical Center
6.22,2.34,33.56894,-112.07108,AZ,29000,7000,50,80,16,John C Lincoln North Mountain Hospital
4.59,2.43,32.88123,-111.71067,AZ,20000,8000,50,81,11,Casa Grande Regional Medical Center
8.14,3.23,35.20923,-111.64486,AZ,40000,12000,66,78,88,Flagstaff Medical Center
8.68,2.94,33.48073,-112.07948,AZ,43000,11000,33,52,11,St Joseph'S Hospital And Medical Center
7.04,2.66,33.52511,-112.10189,AZ,34000,9000,50,71,56,Phoenix Baptist Hospital
8.10,2.30,33.29750,-111.87461,AZ,40000,7000,50,78,54,Chandler Regional Medical Center
6.25,2.37,33.48885,-111.92387,AZ,29000,7000,66,76,54,Scottsdale Healthcare-Osborn Medical Center
4.62,2.71,31.55116,-110.27248,AZ,20000,9000,0,0,0,Sierra Vista Regional Health Center Inc
6.56,2.56,35.22024,-114.03585,AZ,31000,8000,66,66,54,Kingman Regional Medical Center
7.22,2.28,33.60432,-112.28378,AZ,35000,7000,83,75,95,Banner Boswell Medical Center
6.36,3.15,32.24152,-110.94631,AZ,30000,12000,50,37,39,University Of Arizona Medical Ctr-Universit The
6.29,2.45,33.39097,-111.87638,AZ,29000,8000,66,80,56,Banner Desert Medical Center
6.00,2.41,34.47988,-114.33938,AZ,28000,8000,50,70,56,Havasu Regional Medical Center
7.46,2.25,32.32103,-111.01102,AZ,36000,7000,50,71,20,Northwest Medical Center
5.48,2.33,33.58235,-111.88527,AZ,25000,7000,66,68,63,Scottsdale Healthcare-Shea Medical Center
5.75,2.25,33.41128,-111.68916,AZ,26000,7000,50,70,63,Banner Baywood Medical Center
6.85,2.44,33.60949,-112.18129,AZ,33000,8000,66,73,76,Banner Thunderbird Medical Center
6.38,2.36,33.66596,-112.11618,AZ,30000,7000,50,73,69,John C Lincoln Deer Valley Hospital
7.39,2.32,33.65965,-112.37283,AZ,36000,7000,50,77,97,Banner Del E Webb Medical Center
5.77,2.53,33.65497,-112.20040,AZ,26000,8000,50,90,39,Arrowhead Hospital
12.11,2.43,35.11068,-114.55505,AZ,62000,8000,50,87,63,Western Arizona Regional Medical Ctr
5.97,2.70,33.65947,-111.95626,AZ,28000,9000,66,53,95,Mayo Clinic Hospital
6.26,2.52,33.46202,-112.35299,AZ,29000,8000,75,65,69,West Valley Hospital
6.68,2.13,32.42929,-110.94843,AZ,32000,6000,50,73,85,Oro Valley Hospital
7.53,2.50,33.47818,-112.25744,AZ,36000,8000,50,58,69,Banner Estrella Medical Center
6.93,2.35,35.00155,-114.59763,AZ,33000,7000,0,0,0,Valley View Medical Center
4.70,2.41,34.58822,-112.33095,AZ,20000,8000,0,0,0,Yavapai Regional Medical Center-East
8.33,2.34,33.28686,-111.75246,AZ,41000,7000,50,63,63,Mercy Gilbert Medical Center
8.03,2.47,33.39128,-111.61125,AZ,39000,8000,50,60,11,Mountain Vista Medical Center Lp
7.01,2.46,33.38269,-111.72100,AZ,33000,8000,50,70,57,Banner Gateway Medical Center
5.45,2.16,33.67102,-111.92184,AZ,25000,6000,50,88,92,Scottsdale Healthcare-Thompson Peak Hospital
4.65,2.28,36.18181,-94.54005,AR,20000,7000,0,0,0,Siloam Springs Memorial Hospital
5.01,2.23,36.10940,-94.16036,AR,22000,6000,33,77,74,Washington Regional Med Ctr At North Hills
5.03,2.25,34.75031,-92.33897,AR,22000,7000,66,63,82,St Vincent Infirmary Medical Center
3.70,2.15,36.31007,-94.18471,AR,15000,6000,50,67,44,Mercy Medical Center
4.09,2.25,35.25046,-91.70056,AR,17000,7000,50,61,63,White County Medical Center
3.86,2.57,34.74866,-92.35422,AR,16000,8000,50,51,33,Uams Medical Center
4.22,2.30,36.23579,-93.10717,AR,18000,7000,0,0,0,North Arkansas Regional Medical Center
2.96,2.31,35.83746,-90.70386,AR,11000,7000,50,75,2,St Bernards Medical Ctr
6.59,2.25,36.18082,-94.13644,AR,31000,7000,50,68,29,Nw Arkansas Hospitals Llc
4.63,2.21,34.46784,-93.06667,AR,20000,6000,66,66,85,St Josephs Mercy Health Center Inc
2.83,2.04,36.34295,-92.39442,AR,10000,5000,50,65,57,Baxter Regional Medical Center
4.03,2.17,35.08546,-92.45774,AR,17000,6000,50,72,79,Conway Regional Medical Center
4.55,2.15,34.77770,-92.12539,AR,20000,6000,50,60,13,Baptist Health Medical Center North Little Rock
2.88,2.15,36.05214,-90.49908,AR,10000,6000,0,0,0,Arkansas Methodist Medical Center
4.92,2.21,35.28275,-93.14901,AR,22000,6000,0,0,0,St Marys Regional Medical Center
4.79,2.53,35.14320,-90.18837,AR,21000,8000,0,0,0,Crittenden Memorial Hospital
3.02,2.23,33.57575,-92.83683,AR,11000,7000,0,0,0,Ouachita County Medical Center
3.50,2.21,35.37445,-94.41868,AR,14000,6000,50,53,85,Sparks Regional Medical Center
5.14,2.18,35.35395,-94.35262,AR,23000,6000,50,66,11,St Edward Mercy Medical Center
2.79,2.28,33.27510,-93.24001,AR,10000,7000,0,0,0,Magnolia Hospital
5.97,2.33,34.18894,-92.01886,AR,28000,7000,50,75,4,Jefferson Regional Medical Center
3.36,2.34,34.51764,-91.55932,AR,13000,7000,0,0,0,Baptist Health Medical Center-Stuttgart
3.07,2.26,34.35877,-92.78638,AR,11000,7000,0,0,0,Hot Spring County Medical Center
6.98,2.29,34.48600,-93.03521,AR,33000,7000,50,51,8,National Park Medical Center
4.59,2.11,34.57290,-92.58508,AR,20000,6000,50,88,72,Saline Memorial Hospital
6.07,2.39,34.51022,-90.62718,AR,28000,7000,0,0,0,Helena Regional Medical Center
5.28,2.23,33.22053,-92.67102,AR,24000,7000,50,70,13,Medical Center South Arkansas
3.18,2.21,33.64905,-93.58704,AR,12000,6000,0,0,0,Medical Park Hospital
5.16,2.24,34.74866,-92.35422,AR,23000,7000,50,43,21,Baptist Health Medical Center-Little Rock
4.22,2.27,35.80838,-90.66658,AR,18000,7000,50,57,69,Nea Baptist Memorial Hospital
4.53,2.32,35.76927,-91.63408,AR,19000,7000,33,63,37,White River Medical Center
4.34,2.16,34.81290,-92.20814,AR,18000,6000,0,0,0,St Vincent Medical Center/North
8.32,2.70,40.78366,-124.14246,CA,41000,9000,50,63,63,St Joseph Hospital
8.82,2.60,37.59283,-122.38249,CA,44000,9000,50,71,33,Peninsula Medical Center
14.68,2.77,37.76862,-122.43525,CA,77000,10000,50,50,74,California Pacific Medical Ctr-Davies Campus Hosp
11.42,2.88,38.32472,-122.29671,CA,58000,10000,50,72,82,Queen Of The Valley Medical Center
10.34,2.92,38.54384,-122.47401,CA,52000,10000,50,75,33,St Helena Hospital
7.12,2.58,38.35073,-120.76468,CA,34000,9000,0,0,0,Sutter Amador Hospital
7.36,2.37,35.11346,-120.59054,CA,35000,7000,0,0,0,Arroyo Grande Community Hospital
9.43,2.61,38.57053,-121.45216,CA,47000,9000,83,53,27,Mercy General Hospital
4.94,3.38,34.06505,-118.23913,CA,22000,13000,0,0,0,Pacific Alliance Medical Center
11.11,2.84,33.97659,-117.38184,CA,57000,10000,50,65,57,Riverside Community Hospital
6.25,2.85,32.68425,-117.08161,CA,29000,10000,0,0,0,Paradise Valley Hospital
6.17,3.22,32.75426,-117.16592,CA,29000,12000,50,72,69,University Of California San Diego Medical Center
10.25,2.58,32.77495,-117.01467,CA,52000,8000,83,71,33,Grossmont Hospital
6.44,2.66,39.50528,-121.54100,CA,30000,9000,50,73,63,Oroville Hospital
10.98,2.63,35.38736,-119.01690,CA,56000,9000,33,85,79,Bakersfield Memorial Hospital
11.68,4.03,37.31288,-121.93329,CA,60000,17000,66,65,1,Santa Clara Valley Medical Center
8.65,2.39,39.74221,-121.85000,CA,43000,7000,83,71,48,Enloe Medical Center
6.26,2.58,40.14813,-122.21934,CA,29000,8000,0,0,0,St Elizabeth Community Hospital
12.21,3.16,37.82206,-122.26275,CA,63000,12000,50,63,32,Alta Bates Summit Medical Center
9.47,2.82,32.78037,-115.56848,CA,47000,10000,50,97,69,El Centro Regional Medical Center
12.69,3.31,37.79100,-122.43125,CA,65000,13000,83,63,11,California Pacific Medical Ctr-Pacific Campus Hosp
6.01,2.56,33.93183,-116.94587,CA,28000,8000,0,0,0,San Gorgonio Memorial Hospital
15.31,3.49,37.74717,-122.42088,CA,80000,14000,50,58,29,California Pacific Medical Ctr - St. Luke'S Campus
5.55,2.83,34.67486,-118.15771,CA,25000,10000,50,67,44,Antelope Valley Hospital Med Center
7.33,2.65,36.32737,-119.29548,CA,35000,9000,50,56,12,Kaweah Delta Medical Center
