size_charge,size_pay,lat,lon,charge,pay,name
8.50,2.22,36.18082,-94.13644,51963.23,9476.77,NW ARKANSAS HOSPITALS, LLC
7.82,2.28,34.46784,-93.06667,47403.96,9864.36,ST JOSEPHS MERCY HEALTH CENTER INC
4.24,2.17,36.34295,-92.39442,23148.73,9125.15,BAXTER REGIONAL MEDICAL CENTER
4.31,2.25,35.08546,-92.45774,23587.12,9687.88,CONWAY REGIONAL MEDICAL CENTER
4.24,2.13,34.77770,-92.12539,23151.48,8828.10,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
5.81,2.69,35.14320,-90.18837,33768.93,12611.67,CRITTENDEN MEMORIAL HOSPITAL
5.22,2.42,35.37445,-94.41868,29780.71,10793.03,SPARKS REGIONAL MEDICAL CENTER
6.17,2.27,35.35395,-94.35262,36175.07,9798.64,ST EDWARD MERCY MEDICAL CENTER
7.90,2.54,34.18894,-92.01886,47912.20,11597.75,JEFFERSON REGIONAL MEDICAL CENTER
12.12,2.38,34.48600,-93.03521,76492.81,10511.19,NATIONAL PARK MEDICAL CENTER
3.92,2.16,34.57290,-92.58508,20995.79,9054.47,SALINE MEMORIAL HOSPITAL
8.03,2.56,34.51022,-90.62718,48824.45,11766.36,HELENA REGIONAL MEDICAL CENTER
6.01,2.27,34.74866,-92.35422,35123.73,9815.36,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
7.71,2.51,35.76927,-91.63408,46660.05,11426.90,WHITE RIVER MEDICAL CENTER
18.71,4.45,37.63362,-122.08802,121119.94,24569.31,ST ROSE HOSPITAL
11.21,3.55,37.59283,-122.38249,70347.68,18451.96,PENINSULA MEDICAL CENTER
11.57,3.19,38.54384,-122.47401,72773.77,16020.69,ST HELENA HOSPITAL
13.76,3.42,38.57053,-121.45216,87581.18,17600.09,MERCY GENERAL HOSPITAL
6.04,3.73,34.06505,-118.23913,35346.82,19667.06,PACIFIC ALLIANCE MEDICAL CENTER
10.08,2.94,33.97659,-117.38184,62682.92,14336.61,RIVERSIDE COMMUNITY HOSPITAL
5.77,2.98,32.68425,-117.08161,33523.62,14596.85,PARADISE VALLEY HOSPITAL
7.39,3.67,32.75426,-117.16592,44490.20,19269.53,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
14.81,2.83,32.77495,-117.01467,94747.48,13580.18,GROSSMONT HOSPITAL
8.28,2.77,39.50528,-121.54100,50524.72,13172.97,OROVILLE HOSPITAL
9.38,2.75,35.38736,-119.01690,57917.14,13021.03,BAKERSFIELD MEMORIAL HOSPITAL
8.75,4.15,37.31288,-121.93329,53709.44,22533.11,SANTA CLARA VALLEY MEDICAL CENTER
10.10,2.56,39.74221,-121.85000,62787.20,11763.80,ENLOE MEDICAL CENTER
8.85,2.72,40.14813,-122.21934,54332.86,12835.50,ST ELIZABETH COMMUNITY HOSPITAL
18.16,3.77,37.82206,-122.26275,117384.71,19942.21,ALTA BATES SUMMIT MEDICAL CENTER
6.92,2.97,32.78037,-115.56848,41302.72,14504.06,EL CENTRO REGIONAL MEDICAL CENTER
13.94,3.64,37.79100,-122.43125,88825.42,19057.29,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
7.47,3.04,34.67486,-118.15771,45002.32,15015.38,ANTELOPE VALLEY HOSPITAL MED CENTER
9.88,2.96,36.32737,-119.29548,61315.96,14498.40,KAWEAH DELTA MEDICAL CENTER
16.05,3.64,34.12834,-118.25777,103123.59,19081.31,GLENDALE MEM HOSPITAL & HLTH CENTER
8.09,3.27,36.73000,-119.78000,49203.35,16578.96,COMMUNITY REGIONAL MEDICAL CENTER
13.00,3.83,34.09643,-118.29103,82446.27,20333.33,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
11.27,2.84,33.78036,-117.86495,70727.07,13670.20,ST JOSEPH HOSPITAL
9.83,3.06,32.75143,-117.16083,60983.55,15112.50,SCRIPPS MERCY HOSPITAL
15.44,3.04,33.73798,-118.30525,98989.44,14977.81,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO
14.47,3.23,37.95337,-122.33672,92423.65,16274.53,DOCTORS MEDICAL CENTER-SAN PABLO
11.19,2.79,34.21674,-119.15631,70174.44,13313.28,ST JOHNS REGIONAL MEDICAL CENTER
15.16,3.02,37.96987,-121.28873,97052.47,14893.03,ST JOSEPHS MED CENTER OF STOCKTON
8.24,2.77,36.83532,-119.76562,50213.92,13207.38,SAINT AGNES MEDICAL CENTER
9.28,2.56,34.10130,-117.63651,57277.50,11734.12,SAN ANTONIO COMMUNITY HOSPITAL
12.85,2.99,32.79949,-117.15394,81471.25,14665.54,SHARP MEMORIAL HOSPITAL
14.16,3.43,38.13118,-122.23732,90303.27,17653.13,SUTTER SOLANO MEDICAL CENTER
8.65,2.90,33.92798,-117.43847,52984.85,14047.38,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER
