size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
2.40,2.30,35.83746,-90.70386,4514.67,4248.00,ST BERNARDS MEDICAL CTR,0.0,0.119,0.474,0.178,0.0,0.0,0.059,0.0
8.28,2.23,36.18082,-94.13644,21327.71,4022.07,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
5.96,2.20,34.46784,-93.06667,14696.00,3960.14,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
4.89,2.15,34.77770,-92.12539,11645.69,3797.19,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
5.33,2.25,34.74866,-92.35422,12903.17,4086.07,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
4.85,2.23,35.76927,-91.63408,11528.93,4040.40,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
13.66,3.58,37.63362,-122.08802,36689.42,7884.00,ST ROSE HOSPITAL,0.0,1.826,0.609,0.812,0.0,0.0,0.203,0.0
16.10,2.75,37.59283,-122.38249,43680.00,5522.00,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
19.50,3.05,33.97659,-117.38184,53390.50,6369.43,RIVERSIDE COMMUNITY HOSPITAL,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216
10.14,3.54,32.75426,-117.16592,26631.74,7774.04,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0
10.64,2.67,32.77495,-117.01467,28064.18,5283.36,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
10.04,2.73,39.50528,-121.54100,26362.60,5467.80,OROVILLE HOSPITAL,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0
10.40,2.69,35.38736,-119.01690,27373.58,5339.00,BAKERSFIELD MEMORIAL HOSPITAL,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0
11.11,2.54,39.74221,-121.85000,29414.00,4905.93,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
11.62,3.36,37.82206,-122.26275,30878.86,7259.07,ALTA BATES SUMMIT MEDICAL CENTER,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0
12.74,3.48,37.79100,-122.43125,34080.06,7595.38,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0
6.58,2.88,34.67486,-118.15771,16463.15,5891.75,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
9.50,2.83,36.32737,-119.29548,24807.35,5736.85,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
12.14,3.19,34.12834,-118.25777,32343.58,6764.17,GLENDALE MEM HOSPITAL & HLTH CENTER,0.0,0.231,0.463,0.116,0.0,0.0,0.116,0.0
13.98,3.55,34.09643,-118.29103,37612.58,7792.33,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,0.0,0.695,0.139,0.834,0.0,0.0,0.0,0.0
11.45,3.04,32.75143,-117.16083,30382.09,6356.40,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
9.90,2.66,36.83532,-119.76562,25964.60,5249.40,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
16.76,2.83,32.79949,-117.15394,45553.00,5759.96,SHARP MEMORIAL HOSPITAL,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0
9.51,2.80,34.02685,-118.48651,24839.88,5663.38,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,0.0,0.45,0.36,0.629,0.0,0.0,0.0,0.0
16.87,2.87,34.22014,-118.53410,45885.46,5867.29,NORTHRIDGE HOSPITAL MEDICAL CENTER,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0
8.49,2.51,34.20495,-118.21589,21911.25,4829.00,VERDUGO HILLS HOSPITAL,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0
27.90,3.71,37.36257,-121.84974,77402.23,8256.00,REGIONAL MEDICAL CENTER OF SAN JOSE,0.0,0.248,0.124,0.372,0.0,0.0,0.372,0.0
10.54,2.71,39.13822,-121.59436,27770.67,5400.80,RIDEOUT MEMORIAL HOSPITAL,0.0,0.727,0.83,0.311,0.0,0.104,0.0,0.104
