size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
11.71,2.50,36.18082,-94.13644,106893.84,16169.10,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
5.54,2.21,36.34295,-92.39442,46177.84,13350.12,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
5.06,2.24,34.77770,-92.12539,41385.43,13629.14,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
4.52,2.14,35.35395,-94.35262,36141.95,12662.40,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
6.50,2.43,34.18894,-92.01886,55593.05,15488.84,JEFFERSON REGIONAL MEDICAL CENTER,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0
11.41,2.49,34.48600,-93.03521,103910.31,16152.69,NATIONAL PARK MEDICAL CENTER,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0
6.20,2.24,34.74866,-92.35422,52625.58,13648.31,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
6.68,2.32,35.80838,-90.66658,57380.42,14410.33,NEA BAPTIST MEMORIAL HOSPITAL,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134
6.44,2.46,35.76927,-91.63408,55025.08,15826.75,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
5.98,2.14,34.73868,-92.39307,50511.84,12685.16,ARKANSAS HEART HOSPITAL,0.0,0.101,0.101,0.101,0.0,0.0,0.0,0.0
10.31,2.80,40.78366,-124.14246,93108.72,19180.00,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
12.22,2.75,37.59283,-122.38249,111905.97,18635.30,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
19.16,3.44,38.32472,-122.29671,180286.04,25420.00,QUEEN OF THE VALLEY MEDICAL CENTER,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0
14.88,3.19,38.54384,-122.47401,138092.15,22996.89,ST HELENA HOSPITAL,0.0,0.206,0.618,1.648,0.0,0.0,0.0,0.0
14.52,2.99,38.57053,-121.45216,134578.84,21074.63,MERCY GENERAL HOSPITAL,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083
12.18,3.25,33.97659,-117.38184,111475.53,23616.76,RIVERSIDE COMMUNITY HOSPITAL,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216
9.57,3.64,32.75426,-117.16592,85844.96,27427.57,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0
11.72,2.66,32.77495,-117.01467,106952.39,17737.68,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
13.89,2.87,35.38736,-119.01690,128391.61,19881.94,BAKERSFIELD MEMORIAL HOSPITAL,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0
8.68,2.53,39.74221,-121.85000,77077.97,16467.85,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
18.16,3.51,37.82206,-122.26275,170357.28,26185.72,ALTA BATES SUMMIT MEDICAL CENTER,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0
12.69,3.48,37.79100,-122.43125,116514.79,25851.74,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0
9.04,2.90,34.67486,-118.15771,80598.54,20131.92,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
9.13,2.82,36.32737,-119.29548,81525.48,19387.90,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
12.05,3.23,34.12834,-118.25777,110209.15,23362.38,GLENDALE MEM HOSPITAL & HLTH CENTER,0.0,0.231,0.463,0.116,0.0,0.0,0.116,0.0
13.83,3.59,34.09643,-118.29103,127817.27,26907.00,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,0.0,0.695,0.139,0.834,0.0,0.0,0.0,0.0
8.74,2.71,33.78036,-117.86495,77672.38,18287.00,ST JOSEPH HOSPITAL,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0
11.38,3.00,32.75143,-117.16083,103675.57,21172.57,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
11.00,2.74,34.21674,-119.15631,99883.92,18616.44,ST JOHNS REGIONAL MEDICAL CENTER,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0
11.15,3.06,37.96987,-121.28873,101385.77,21721.63,ST JOSEPHS MED CENTER OF STOCKTON,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0
7.99,2.77,36.83532,-119.76562,70225.00,18916.00,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
10.49,2.55,34.10130,-117.63651,94885.00,16713.18,SAN ANTONIO COMMUNITY HOSPITAL,0.0,0.539,0.673,0.135,0.0,0.0,0.135,0.0
13.80,2.79,32.79949,-117.15394,127457.82,19094.64,SHARP MEMORIAL HOSPITAL,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0
15.81,3.50,34.04932,-118.21746,147288.64,26017.36,WHITE MEMORIAL MEDICAL CENTER,0.0,0.339,0.904,0.0,0.0,0.0,0.113,0.0
12.33,3.13,38.57155,-121.46874,113048.90,22395.12,SUTTER GENERAL HOSPITAL,0.0,0.129,0.579,0.643,0.0,0.0,0.0,0.0
9.77,2.57,33.12535,-117.07336,87807.00,16927.47,PALOMAR MEDICAL CENTER,0.0,0.56,0.56,0.224,0.0,0.0,0.224,0.112
12.84,2.88,34.22014,-118.53410,118018.59,19903.36,NORTHRIDGE HOSPITAL MEDICAL CENTER,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0
9.01,3.10,34.19494,-118.46319,80346.25,22129.25,VALLEY PRESBYTERIAN HOSPITAL,0.0,0.295,0.59,0.295,0.0,0.0,0.0,0.0
8.66,2.68,33.18402,-117.29661,76820.67,17995.39,TRI-CITY MEDICAL CENTER,0.0,0.196,0.294,2.551,0.0,0.196,0.196,0.0
