size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
6.35,2.20,36.18082,-94.13644,19691.85,4247.85,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0,NW ARKANSAS HOSPITALS LLC
6.52,2.16,34.46784,-93.06667,20313.89,4067.13,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0,ST JOSEPHS MERCY HEALTH CENTER INC
2.83,2.09,36.34295,-92.39442,6563.39,3820.82,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0,BAXTER REGIONAL MEDICAL CENTER
5.42,2.26,35.08546,-92.45774,16208.07,4455.14,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0,CONWAY REGIONAL MEDICAL CENTER
4.77,2.13,34.77770,-92.12539,13779.62,3958.32,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
3.05,2.16,36.05214,-90.49908,7409.75,4096.42,0.0,0.0,0.51,0.255,0.0,0.0,0.0,0.0,ARKANSAS METHODIST MEDICAL CENTER
5.98,2.19,35.28275,-93.14901,18299.62,4176.24,0.0,0.429,1.287,0.0,0.0,0.0,0.0,0.215,ST MARYS REGIONAL MEDICAL CENTER
5.09,2.46,35.14320,-90.18837,15000.56,5194.92,0.0,0.303,0.303,0.0,0.0,0.0,0.0,0.0,CRITTENDEN MEMORIAL HOSPITAL
4.02,2.16,35.37445,-94.41868,11011.70,4065.01,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
5.35,2.09,35.35395,-94.35262,15949.50,3830.88,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0,ST EDWARD MERCY MEDICAL CENTER
6.00,2.31,34.18894,-92.01886,18377.35,4630.20,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0,JEFFERSON REGIONAL MEDICAL CENTER
7.63,2.21,34.48600,-93.03521,24425.00,4264.78,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0,NATIONAL PARK MEDICAL CENTER
5.63,2.11,34.57290,-92.58508,17003.73,3877.77,0.0,0.442,0.221,0.0,0.0,0.0,0.0,0.0,SALINE MEMORIAL HOSPITAL
6.86,2.25,33.22053,-92.67102,21580.86,4399.50,0.0,0.379,0.947,0.0,0.0,0.189,0.0,0.0,MEDICAL CENTER SOUTH ARKANSAS
5.30,2.18,34.74866,-92.35422,15769.51,4166.93,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.75,2.21,35.80838,-90.66658,13733.92,4268.12,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134,NEA BAPTIST MEMORIAL HOSPITAL
6.27,2.33,35.76927,-91.63408,19396.86,4728.24,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0,WHITE RIVER MEDICAL CENTER
4.28,2.08,34.73868,-92.39307,11988.34,3765.38,0.0,0.101,0.101,0.101,0.0,0.0,0.0,0.0,ARKANSAS HEART HOSPITAL
4.14,2.05,34.81290,-92.20814,11439.64,3690.43,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.0,ST VINCENT MEDICAL CENTER/NORTH
13.79,3.16,37.63362,-122.08802,47363.74,7803.05,0.0,1.826,0.609,0.812,0.0,0.0,0.203,0.0,ST ROSE HOSPITAL
