size_charge,size_pay,lat,lon,charge,pay,name
5.39,2.17,36.18082,-94.13644,38139.28,8316.70,NW ARKANSAS HOSPITALS, LLC
5.09,2.18,34.46784,-93.06667,35347.20,8438.55,ST JOSEPHS MERCY HEALTH CENTER INC
3.02,2.12,36.34295,-92.39442,16152.54,7821.63,BAXTER REGIONAL MEDICAL CENTER
3.61,2.11,35.08546,-92.45774,21612.50,7792.19,CONWAY REGIONAL MEDICAL CENTER
4.11,2.16,34.77770,-92.12539,26257.47,8262.46,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
3.42,2.19,36.05214,-90.49908,19848.73,8536.67,ARKANSAS METHODIST MEDICAL CENTER
3.98,2.20,35.28275,-93.14901,25056.04,8562.96,ST MARYS REGIONAL MEDICAL CENTER
5.20,2.45,35.14320,-90.18837,36375.36,10877.80,CRITTENDEN MEMORIAL HOSPITAL
2.46,2.22,36.28982,-90.99750,10970.47,8765.63,FIVE RIVERS MEDICAL CENTER
2.19,2.14,33.62900,-91.79096,8534.25,8079.58,DREW MEMORIAL HOSPITAL
3.12,2.18,35.37445,-94.41868,17093.29,8414.86,SPARKS REGIONAL MEDICAL CENTER
4.27,2.13,35.35395,-94.35262,27715.81,7938.15,ST EDWARD MERCY MEDICAL CENTER
2.77,2.21,33.27510,-93.24001,13904.85,8668.46,MAGNOLIA HOSPITAL
5.46,2.31,34.18894,-92.01886,38763.00,9617.45,JEFFERSON REGIONAL MEDICAL CENTER
3.26,2.12,34.87240,-92.12256,18375.76,7890.24,NORTH METRO MEDICAL CENTER
3.54,2.19,34.35877,-92.78638,21018.57,8517.71,HOT SPRING COUNTY MEDICAL CENTER
8.20,2.29,34.48600,-93.03521,64056.34,9391.69,NATIONAL PARK MEDICAL CENTER
5.03,2.12,35.60836,-91.26499,34754.42,7862.67,HARRIS HOSPITAL
3.81,2.13,34.57290,-92.58508,23467.96,7933.24,SALINE MEMORIAL HOSPITAL
5.63,2.29,34.51022,-90.62718,40340.83,9406.72,HELENA REGIONAL MEDICAL CENTER
6.25,2.17,33.22053,-92.67102,46028.39,8320.39,MEDICAL CENTER SOUTH ARKANSAS
3.63,2.20,33.64905,-93.58704,21816.41,8570.41,MEDICAL PARK HOSPITAL
4.44,2.20,34.74866,-92.35422,29267.71,8577.59,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.39,2.20,35.80838,-90.66658,28852.48,8565.25,NEA BAPTIST MEMORIAL HOSPITAL
4.60,2.24,35.76927,-91.63408,30792.36,8980.79,WHITE RIVER MEDICAL CENTER
4.03,2.11,34.73868,-92.39307,25558.62,7720.54,ARKANSAS HEART HOSPITAL
3.75,2.11,34.81290,-92.20814,22923.18,7783.00,ST VINCENT MEDICAL CENTER/NORTH
14.51,3.25,37.63362,-122.08802,122506.31,18346.98,ST ROSE HOSPITAL
6.98,2.53,40.78366,-124.14246,52793.27,11647.77,ST JOSEPH HOSPITAL
7.08,2.47,37.59283,-122.38249,53751.28,11090.93,PENINSULA MEDICAL CENTER
9.25,2.63,38.32472,-122.29671,73811.74,12543.51,QUEEN OF THE VALLEY MEDICAL CENTER
10.93,2.90,38.54384,-122.47401,89380.65,15091.54,ST HELENA HOSPITAL
