size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
6.45,2.21,36.18082,-94.13644,22022.09,4777.09,0.50,0.69,0.30,NW ARKANSAS HOSPITALS LLC
5.27,2.17,34.46784,-93.06667,17229.14,4600.09,0.67,0.66,0.86,ST JOSEPHS MERCY HEALTH CENTER INC
3.03,2.05,36.34295,-92.39442,8126.34,4108.36,0.50,0.65,0.58,BAXTER REGIONAL MEDICAL CENTER
3.92,2.16,35.08546,-92.45774,11729.82,4567.27,0.50,0.72,0.80,CONWAY REGIONAL MEDICAL CENTER
4.72,2.10,34.77770,-92.12539,14973.49,4321.64,0.50,0.60,0.14,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
3.14,2.17,36.05214,-90.49908,8553.53,4614.12,0.00,0.00,0.00,ARKANSAS METHODIST MEDICAL CENTER
5.78,2.21,35.28275,-93.14901,19301.79,4784.38,0.00,0.00,0.00,ST MARYS REGIONAL MEDICAL CENTER
5.14,2.41,35.14320,-90.18837,16683.67,5598.73,0.00,0.00,0.00,CRITTENDEN MEMORIAL HOSPITAL
2.68,2.25,36.28982,-90.99750,6665.00,4915.83,0.00,0.00,0.00,FIVE RIVERS MEDICAL CENTER
3.31,2.17,33.57575,-92.83683,9245.55,4608.73,0.00,0.00,0.00,OUACHITA COUNTY MEDICAL CENTER
4.10,2.18,35.37445,-94.41868,12461.79,4663.30,0.50,0.54,0.86,SPARKS REGIONAL MEDICAL CENTER
5.33,2.14,35.35395,-94.35262,17446.70,4502.19,0.50,0.66,0.11,ST EDWARD MERCY MEDICAL CENTER
5.22,2.33,34.18894,-92.01886,17006.65,5257.71,0.50,0.75,0.05,JEFFERSON REGIONAL MEDICAL CENTER
8.25,2.25,34.48600,-93.03521,29336.32,4930.84,0.50,0.51,0.08,NATIONAL PARK MEDICAL CENTER
4.53,2.12,34.57290,-92.58508,14216.93,4388.73,0.50,0.89,0.72,SALINE MEMORIAL HOSPITAL
5.74,2.31,34.51022,-90.62718,19127.00,5195.00,0.00,0.00,0.00,HELENA REGIONAL MEDICAL CENTER
5.53,2.21,33.22053,-92.67102,18274.89,4760.44,0.50,0.70,0.14,MEDICAL CENTER SOUTH ARKANSAS
5.15,2.22,34.74866,-92.35422,16732.28,4807.34,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.78,2.25,35.80838,-90.66658,15208.84,4932.24,0.50,0.57,0.70,NEA BAPTIST MEMORIAL HOSPITAL
4.97,2.26,35.76927,-91.63408,15982.73,4956.93,0.33,0.64,0.38,WHITE RIVER MEDICAL CENTER
5.39,2.11,34.73868,-92.39307,17706.73,4379.55,0.75,0.86,0.80,ARKANSAS HEART HOSPITAL
9.95,2.54,37.59283,-122.38249,36242.27,6110.20,0.50,0.71,0.33,PENINSULA MEDICAL CENTER
11.60,2.71,38.32472,-122.29671,42977.52,6817.96,0.50,0.72,0.83,QUEEN OF THE VALLEY MEDICAL CENTER
8.63,2.73,38.35073,-120.76468,30898.00,6874.46,0.00,0.00,0.00,SUTTER AMADOR HOSPITAL
10.30,2.39,35.11346,-120.59054,37670.92,5516.75,0.00,0.00,0.00,ARROYO GRANDE COMMUNITY HOSPITAL
11.40,3.12,38.57053,-121.45216,42146.89,8469.06,0.83,0.54,0.28,MERCY GENERAL HOSPITAL
9.81,2.70,33.97659,-117.38184,35704.19,6753.00,0.50,0.65,0.58,RIVERSIDE COMMUNITY HOSPITAL
8.81,3.26,32.75426,-117.16592,31618.54,9045.69,0.50,0.72,0.70,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
10.80,2.62,32.77495,-117.01467,39726.82,6458.45,0.83,0.71,0.33,GROSSMONT HOSPITAL
11.34,2.65,35.38736,-119.01690,41933.38,6570.97,0.33,0.85,0.80,BAKERSFIELD MEMORIAL HOSPITAL
8.99,3.88,37.31288,-121.93329,32358.61,11547.89,0.67,0.65,0.02,SANTA CLARA VALLEY MEDICAL CENTER
9.06,2.41,39.74221,-121.85000,32656.19,5581.50,0.83,0.71,0.48,ENLOE MEDICAL CENTER
6.94,2.62,40.14813,-122.21934,24019.12,6450.00,0.00,0.00,0.00,ST ELIZABETH COMMUNITY HOSPITAL
