size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
6.36,2.32,36.18082,-94.13644,43449.95,10754.50,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
5.74,2.30,34.46784,-93.06667,38436.47,10565.98,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
4.06,2.20,35.08546,-92.45774,24817.18,9784.00,CONWAY REGIONAL MEDICAL CENTER,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0
4.84,2.19,34.77770,-92.12539,31161.41,9736.28,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
4.19,2.26,35.37445,-94.41868,25902.00,10244.98,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
4.49,2.13,35.35395,-94.35262,28324.15,9225.77,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
6.64,2.44,34.18894,-92.01886,45716.62,11719.94,JEFFERSON REGIONAL MEDICAL CENTER,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0
9.22,2.38,34.48600,-93.03521,66613.57,11258.43,NATIONAL PARK MEDICAL CENTER,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0
5.26,2.26,34.74866,-92.35422,34538.95,10254.16,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
10.63,3.16,35.80838,-90.66658,78076.42,17535.25,NEA BAPTIST MEMORIAL HOSPITAL,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134
4.47,2.35,35.76927,-91.63408,28174.10,11035.19,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
6.54,2.80,40.78366,-124.14246,44906.29,14691.41,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
8.41,2.71,37.59283,-122.38249,60080.22,13904.14,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
14.44,3.12,37.76862,-122.43525,108910.85,17271.78,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,0.0,0.824,0.412,0.824,0.0,0.0,0.412,0.412
9.66,2.87,38.32472,-122.29671,70238.81,15201.19,QUEEN OF THE VALLEY MEDICAL CENTER,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0
12.15,2.89,38.57053,-121.45216,90331.48,15404.12,MERCY GENERAL HOSPITAL,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083
4.64,3.46,34.06505,-118.23913,29523.33,19962.75,PACIFIC ALLIANCE MEDICAL CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356
14.47,3.12,33.97659,-117.38184,109119.72,17255.23,RIVERSIDE COMMUNITY HOSPITAL,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216
5.99,2.89,32.68425,-117.08161,40483.44,15389.83,PARADISE VALLEY HOSPITAL,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0
7.89,3.43,32.75426,-117.16592,55882.25,19746.57,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0
9.98,2.66,32.77495,-117.01467,72800.92,13512.97,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
6.00,2.80,39.50528,-121.54100,40582.63,14664.63,OROVILLE HOSPITAL,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0
11.52,2.79,35.38736,-119.01690,85285.19,14595.32,BAKERSFIELD MEMORIAL HOSPITAL,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0
10.08,4.21,37.31288,-121.93329,73574.12,26104.42,SANTA CLARA VALLEY MEDICAL CENTER,0.0,0.196,0.589,0.786,0.0,0.0,0.589,0.0
7.68,2.48,39.74221,-121.85000,54174.68,12060.97,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
15.65,3.38,37.82206,-122.26275,118717.16,19367.08,ALTA BATES SUMMIT MEDICAL CENTER,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0
7.71,2.88,32.78037,-115.56848,54395.20,15300.60,EL CENTRO REGIONAL MEDICAL CENTER,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0
13.83,3.93,37.79100,-122.43125,103993.09,23790.76,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0
6.16,2.92,34.67486,-118.15771,41855.07,15651.60,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
7.87,2.76,36.32737,-119.29548,55684.45,14326.86,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
10.70,3.16,34.12834,-118.25777,78636.19,17605.07,GLENDALE MEM HOSPITAL & HLTH CENTER,0.0,0.231,0.463,0.116,0.0,0.0,0.116,0.0
8.95,3.26,36.73000,-119.78000,64487.55,18392.03,COMMUNITY REGIONAL MEDICAL CENTER,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0
13.62,3.55,34.09643,-118.29103,102309.89,20752.08,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,0.0,0.695,0.139,0.834,0.0,0.0,0.0,0.0
