size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
3.21,2.38,35.83746,-90.70386,16747.90,11143.39,0.0,0.119,0.474,0.178,0.0,0.0,0.059,0.0,ST BERNARDS MEDICAL CTR
9.79,2.33,36.18082,-94.13644,60981.03,10827.39,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0,NW ARKANSAS HOSPITALS LLC
6.04,2.29,34.46784,-93.06667,35781.81,10557.33,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0,ST JOSEPHS MERCY HEALTH CENTER INC
4.72,2.18,36.34295,-92.39442,26922.34,9822.29,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0,BAXTER REGIONAL MEDICAL CENTER
4.49,2.22,35.08546,-92.45774,25370.15,10058.30,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0,CONWAY REGIONAL MEDICAL CENTER
5.34,2.20,34.77770,-92.12539,31042.44,9955.69,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
4.42,2.36,36.05214,-90.49908,24916.64,10996.73,0.0,0.0,0.51,0.255,0.0,0.0,0.0,0.0,ARKANSAS METHODIST MEDICAL CENTER
8.80,2.36,35.28275,-93.14901,54356.97,11055.43,0.0,0.429,1.287,0.0,0.0,0.0,0.0,0.215,ST MARYS REGIONAL MEDICAL CENTER
6.70,2.30,35.37445,-94.41868,40192.90,10633.60,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
4.59,2.20,35.35395,-94.35262,26001.19,9937.77,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0,ST EDWARD MERCY MEDICAL CENTER
6.65,2.48,34.18894,-92.01886,39905.37,11832.28,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0,JEFFERSON REGIONAL MEDICAL CENTER
9.42,2.36,34.48600,-93.03521,58496.50,10998.83,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0,NATIONAL PARK MEDICAL CENTER
4.58,2.22,34.57290,-92.58508,25934.46,10062.58,0.0,0.442,0.221,0.0,0.0,0.0,0.0,0.0,SALINE MEMORIAL HOSPITAL
5.18,2.29,33.22053,-92.67102,29975.34,10532.29,0.0,0.379,0.947,0.0,0.0,0.189,0.0,0.0,MEDICAL CENTER SOUTH ARKANSAS
6.18,2.27,34.74866,-92.35422,36696.93,10455.50,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.90,2.34,35.80838,-90.66658,28135.48,10895.69,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134,NEA BAPTIST MEMORIAL HOSPITAL
5.32,2.36,35.76927,-91.63408,30958.42,11031.98,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0,WHITE RIVER MEDICAL CENTER
12.06,2.95,40.78366,-124.14246,76286.17,14982.07,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0,ST JOSEPH HOSPITAL
12.57,2.79,37.59283,-122.38249,79704.81,13941.70,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0,PENINSULA MEDICAL CENTER
14.91,3.06,38.32472,-122.29671,95422.44,15715.24,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0,QUEEN OF THE VALLEY MEDICAL CENTER
15.13,3.32,38.54384,-122.47401,96907.29,17472.79,0.0,0.206,0.618,1.648,0.0,0.0,0.0,0.0,ST HELENA HOSPITAL
8.49,3.03,38.35073,-120.76468,52268.62,15541.62,0.0,0.486,0.0,0.0,0.0,0.0,0.0,0.0,SUTTER AMADOR HOSPITAL
15.34,2.61,35.11346,-120.59054,98363.15,12737.46,0.0,0.0,1.088,0.0,0.0,0.0,0.363,0.363,ARROYO GRANDE COMMUNITY HOSPITAL
12.92,3.25,38.57053,-121.45216,82077.33,17009.89,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083,MERCY GENERAL HOSPITAL
13.00,3.07,33.97659,-117.38184,82581.15,15819.25,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216,RIVERSIDE COMMUNITY HOSPITAL
8.34,3.56,32.75426,-117.16592,51252.29,19119.45,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
10.82,2.71,32.77495,-117.01467,67926.64,13389.62,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0,GROSSMONT HOSPITAL
8.65,2.82,39.50528,-121.54100,53307.39,14103.78,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0,OROVILLE HOSPITAL
12.49,2.86,35.38736,-119.01690,79147.12,14390.75,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0,BAKERSFIELD MEMORIAL HOSPITAL
12.39,4.64,37.31288,-121.93329,78502.69,26385.38,0.0,0.196,0.589,0.786,0.0,0.0,0.589,0.0,SANTA CLARA VALLEY MEDICAL CENTER
10.66,2.60,39.74221,-121.85000,66845.98,12668.39,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0,ENLOE MEDICAL CENTER
11.32,2.84,40.14813,-122.21934,71264.67,14288.67,0.0,0.0,0.392,0.0,0.0,0.0,0.0,0.0,ST ELIZABETH COMMUNITY HOSPITAL
17.81,3.82,37.82206,-122.26275,114970.24,20853.86,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0,ALTA BATES SUMMIT MEDICAL CENTER
9.80,3.12,32.78037,-115.56848,61046.33,16110.08,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,EL CENTRO REGIONAL MEDICAL CENTER
14.24,3.63,37.79100,-122.43125,90966.39,19602.06,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
9.38,3.05,34.67486,-118.15771,58243.41,15693.79,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0,ANTELOPE VALLEY HOSPITAL MED CENTER
10.52,2.91,36.32737,-119.29548,65922.29,14717.98,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067,KAWEAH DELTA MEDICAL CENTER
10.43,3.39,36.73000,-119.78000,65292.39,17979.94,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0,COMMUNITY REGIONAL MEDICAL CENTER
14.24,3.83,34.09643,-118.29103,90952.25,20922.40,0.0,0.695,0.139,0.834,0.0,0.0,0.0,0.0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
10.35,2.58,33.78036,-117.86495,64760.72,12485.25,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0,ST JOSEPH HOSPITAL
13.38,3.16,32.75143,-117.16083,85134.95,16399.16,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0,SCRIPPS MERCY HOSPITAL
15.45,3.28,37.95337,-122.33672,99087.42,17194.53,0.0,0.0,0.203,1.829,0.0,0.0,0.406,0.203,DOCTORS MEDICAL CENTER-SAN PABLO
14.64,2.89,34.21674,-119.15631,93598.24,14573.97,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0,ST JOHNS REGIONAL MEDICAL CENTER
13.96,3.05,37.96987,-121.28873,89027.85,15638.72,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0,ST JOSEPHS MED CENTER OF STOCKTON
10.52,2.75,36.83532,-119.76562,65928.10,13628.98,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0,SAINT AGNES MEDICAL CENTER
10.02,2.64,34.10130,-117.63651,62577.74,12886.29,0.0,0.539,0.673,0.135,0.0,0.0,0.135,0.0,SAN ANTONIO COMMUNITY HOSPITAL
10.53,2.89,32.79949,-117.15394,65954.88,14599.10,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0,SHARP MEMORIAL HOSPITAL
16.01,3.72,34.04932,-118.21746,102861.31,20177.56,0.0,0.339,0.904,0.0,0.0,0.0,0.113,0.0,WHITE MEMORIAL MEDICAL CENTER
13.44,2.83,34.95099,-120.41322,85589.41,14188.96,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,MARIAN MEDICAL CENTER
14.17,3.08,38.57155,-121.46874,90469.84,15843.32,0.0,0.129,0.579,0.643,0.0,0.0,0.0,0.0,SUTTER GENERAL HOSPITAL
11.32,3.02,34.02685,-118.48651,71283.21,15493.29,0.0,0.45,0.36,0.629,0.0,0.0,0.0,0.0,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
8.38,2.56,33.12535,-117.07336,51490.35,12360.56,0.0,0.56,0.56,0.224,0.0,0.0,0.224,0.112,PALOMAR MEDICAL CENTER
16.66,3.02,34.22014,-118.53410,107243.64,15436.02,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0,NORTHRIDGE HOSPITAL MEDICAL CENTER
8.40,2.88,36.32362,-119.66726,51684.32,14556.52,0.0,0.129,0.516,0.0,0.0,0.0,0.0,0.0,ADVENTIST MEDICAL CENTER
13.80,2.89,37.96125,-121.30103,87953.85,14608.62,0.0,0.265,0.0,0.531,0.0,0.265,0.796,0.265,DAMERON HOSPITAL
9.24,2.58,34.20495,-118.21589,57322.75,12513.50,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.0,VERDUGO HILLS HOSPITAL
23.81,3.94,37.36257,-121.84974,155304.54,21623.31,0.0,0.248,0.124,0.372,0.0,0.0,0.372,0.0,REGIONAL MEDICAL CENTER OF SAN JOSE
9.53,3.28,34.19494,-118.46319,59244.87,17247.13,0.0,0.295,0.59,0.295,0.0,0.0,0.0,0.0,VALLEY PRESBYTERIAN HOSPITAL
12.64,2.77,38.66404,-121.79212,80142.67,13786.00,0.0,0.0,1.783,0.0,0.0,0.0,0.0,0.594,WOODLAND MEMORIAL HOSPITAL
10.00,2.73,33.18402,-117.29661,62424.51,13494.23,0.0,0.196,0.294,2.551,0.0,0.196,0.196,0.0,TRI-CITY MEDICAL CENTER
10.74,2.97,34.13495,-117.27603,67370.73,15105.18,0.0,0.42,0.42,0.0,0.0,0.14,0.14,0.0,ST BERNARDINE MEDICAL CENTER
20.51,3.25,34.10081,-118.10588,133116.73,17014.09,0.0,0.207,0.414,0.414,0.0,0.0,0.414,0.0,SAN GABRIEL VALLEY MEDICAL CENTER
8.95,2.85,39.13822,-121.59436,55360.52,14343.30,0.0,0.727,0.83,0.311,0.0,0.104,0.0,0.104,RIDEOUT MEMORIAL HOSPITAL
16.88,2.99,38.25455,-122.63177,108727.27,15243.00,0.0,0.776,0.0,0.0,0.0,0.0,0.0,0.0,PETALUMA VALLEY HOSPITAL
11.35,2.86,36.57886,-121.91316,71494.33,14390.78,0.0,0.488,0.781,0.098,0.0,0.098,0.098,0.0,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
11.68,2.67,39.22809,-121.04721,73701.03,13126.85,0.0,0.777,0.388,0.388,0.0,0.0,0.0,0.194,SIERRA NEVADA MEMORIAL HOSPITAL
15.76,3.55,37.78963,-122.41700,101141.91,19045.36,0.0,1.236,0.742,0.742,0.0,0.0,0.0,0.0,SAINT FRANCIS MEMORIAL HOSPITAL
15.68,3.47,37.32710,-121.93863,100600.18,18504.55,0.0,0.121,0.364,0.486,0.0,0.0,0.121,0.0,O'CONNOR HOSPITAL
10.18,2.49,33.89465,-117.92716,63632.88,11930.43,0.0,0.103,0.309,0.516,0.0,0.0,0.206,0.0,ST JUDE MEDICAL CENTER
15.13,2.70,33.96860,-118.04831,96941.89,13314.56,0.074,0.298,0.521,0.298,0.0,0.0,0.744,0.074,PRESBYTERIAN INTERCOMMUNITY HOSPITAL
17.92,3.14,38.44369,-122.70138,115683.15,16256.58,0.0,0.0,0.389,0.389,0.0,0.0,0.0,0.0,SANTA ROSA MEMORIAL HOSPITAL
16.60,2.86,37.51164,-120.83800,106835.45,14363.58,0.0,0.147,0.587,0.0,0.0,0.0,0.0,0.0,EMANUEL MEDICAL CENTER INC
20.00,2.88,37.91341,-122.04163,129671.49,14555.96,0.0,0.082,0.245,0.735,0.0,0.0,0.082,0.082,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
23.51,3.85,36.92821,-121.79360,153309.57,21024.43,0.0,0.317,0.0,0.0,0.0,0.0,0.0,0.0,WATSONVILLE COMMUNITY HOSPITAL
23.95,3.43,37.55717,-121.98126,156220.24,18208.76,0.0,0.196,0.785,0.589,0.0,0.098,0.0,0.098,WASHINGTON HOSPITAL
19.45,2.93,37.48000,-122.25441,125949.19,14881.15,0.0,0.0,0.74,0.74,0.0,0.0,0.0,0.0,SEQUOIA HOSPITAL
16.56,2.73,34.58305,-118.14490,106531.11,13521.42,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.231,PALMDALE REGIONAL MEDICAL CENTER
10.66,3.07,37.76288,-122.25412,66874.69,15814.75,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,ALAMEDA HOSPITAL
14.55,2.96,32.61972,-117.02278,93049.95,15075.10,0.0,0.355,1.421,0.355,0.0,0.0,0.0,0.0,SHARP CHULA VISTA MEDICAL CENTER
8.46,2.51,33.62229,-117.92995,52086.89,12015.37,0.0,0.544,0.302,0.363,0.0,0.0,0.06,0.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
17.66,2.68,39.75720,-121.57018,113941.10,13157.87,0.0,0.199,0.596,0.794,0.0,0.0,0.0,0.397,FEATHER RIVER HOSPITAL
17.20,2.76,33.84780,-117.93661,110840.87,13712.27,0.0,0.632,0.474,0.0,0.0,0.0,0.0,0.158,AHMC ANAHEIM REGIONAL MEDICAL CENTER
22.19,5.16,37.75676,-122.40461,144429.83,29869.54,0.0,0.0,0.626,0.209,0.0,0.209,0.417,0.209,SAN FRANCISCO GENERAL HOSPITAL
13.26,3.57,33.77483,-117.91329,84336.79,19146.79,0.0,0.892,0.297,0.0,0.0,0.0,0.0,0.0,GARDEN GROVE HOSPITAL & MEDICAL CENTER
13.70,3.34,34.07709,-117.75063,87337.56,17636.19,0.0,0.211,0.211,0.106,0.0,0.106,0.0,0.0,POMONA VALLEY HOSPITAL MEDICAL CENTER
14.16,2.57,35.27882,-120.65047,90420.58,12438.32,0.0,0.0,0.467,0.467,0.0,0.0,0.0,0.0,FRENCH HOSPITAL MEDICAL CENTER
16.96,2.82,34.15601,-118.32834,109215.27,14154.41,0.0,0.58,0.248,0.166,0.0,0.0,0.0,0.0,PROVIDENCE SAINT JOSEPH MEDICAL CTR
12.02,2.60,34.28920,-118.74484,75988.62,12647.85,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES
10.59,2.82,34.13973,-118.03534,66411.17,14146.60,0.0,0.262,1.397,0.175,0.0,0.087,0.087,0.087,METHODIST HOSPITAL OF SOUTHERN CA
14.61,3.36,34.14987,-118.23117,93411.43,17728.14,0.0,0.23,1.075,0.0,0.0,0.0,0.154,0.0,GLENDALE ADVENTIST MEDICAL CENTER
15.35,3.25,36.98999,-121.98357,98412.56,17031.15,0.0,0.241,0.723,0.844,0.0,0.0,0.121,0.0,DOMINICAN HOSPITAL
19.58,2.81,33.83862,-116.54557,126869.75,14048.66,0.0,0.507,0.71,0.0,0.0,0.0,0.0,0.0,DESERT REGIONAL MEDICAL CENTER
18.23,2.84,38.72562,-120.79096,117782.77,14280.37,0.0,0.0,0.57,2.281,0.0,0.0,0.0,0.0,MARSHALL MEDICAL CENTER (1-RH)
13.81,3.02,36.06956,-119.02748,88062.12,15468.82,0.0,1.188,0.396,0.396,0.0,0.0,0.198,0.0,SIERRA VIEW DISTRICT HOSPITAL
12.67,4.28,34.06675,-118.44613,80387.07,23969.57,0.079,0.707,0.786,0.472,0.0,0.157,0.707,0.236,RONALD REAGAN UCLA MEDICAL CENTER
9.31,2.60,34.03721,-117.20474,57742.92,12651.23,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,REDLANDS COMMUNITY HOSPITAL
16.09,2.87,34.27915,-118.46006,103388.24,14425.86,0.0,0.514,0.0,0.0,0.0,0.0,0.0,0.128,PROVIDENCE HOLY CROSS MEDICAL CENTER
7.81,3.05,34.13075,-116.27502,47688.00,15648.64,0.0,1.576,0.525,0.0,0.0,0.0,0.0,0.0,HI-DESERT MEDICAL CENTER
9.64,2.89,40.58654,-122.39168,60017.04,14582.30,0.0,0.238,0.713,0.079,0.0,0.0,0.079,0.0,MERCY MEDICAL CENTER REDDING
12.05,3.37,34.09049,-118.14410,76173.64,17847.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALHAMBRA HOSPITAL MEDICAL CENTER
17.33,3.06,37.69502,-121.88095,111687.73,15722.33,0.0,1.221,0.814,0.407,0.0,0.0,0.0,0.0,VALLEYCARE MEDICAL CENTER
20.30,3.32,37.67947,-122.47447,131689.30,17498.19,0.0,0.253,0.38,0.127,0.0,0.0,0.127,0.127,SETON MEDICAL CENTER
9.89,2.49,34.03009,-118.47833,61674.20,11924.20,0.0,0.165,0.248,0.0,0.0,0.0,0.165,0.0,SAINT JOHN'S HEALTH CENTER
11.25,2.67,35.37279,-119.02817,70852.21,13120.36,0.0,0.74,0.555,0.0,0.0,0.0,0.555,0.0,MERCY HOSPITAL
11.34,2.81,34.50107,-117.17285,71437.47,14028.41,0.0,0.245,0.368,0.0,0.0,0.0,0.0,0.0,ST MARY MEDICAL CENTER
9.38,2.81,39.15350,-123.20435,58240.06,14057.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D
15.33,3.60,37.85593,-122.25730,98279.88,19371.81,0.0,0.134,0.937,0.669,0.0,0.0,0.134,0.134,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
15.63,2.93,37.36934,-122.08047,100303.57,14831.77,0.0,0.83,0.554,1.015,0.0,0.277,0.185,0.0,EL CAMINO HOSPITAL
10.49,2.68,38.76514,-121.24979,65721.17,13170.35,0.0,0.208,0.415,0.83,0.0,0.0,0.0,0.0,SUTTER ROSEVILLE MEDICAL CENTER
