size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
7.93,2.43,36.18082,-94.13644,32937.00,6867.45,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0,NW ARKANSAS HOSPITALS LLC
5.88,2.47,34.46784,-93.06667,23208.50,7084.58,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0,ST JOSEPHS MERCY HEALTH CENTER INC
3.98,2.25,36.34295,-92.39442,14239.88,6020.42,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0,BAXTER REGIONAL MEDICAL CENTER
4.68,2.36,35.08546,-92.45774,17540.58,6573.00,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0,CONWAY REGIONAL MEDICAL CENTER
5.67,2.34,34.77770,-92.12539,22231.95,6455.79,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
3.78,2.40,36.05214,-90.49908,13305.28,6741.94,0.0,0.0,0.51,0.255,0.0,0.0,0.0,0.0,ARKANSAS METHODIST MEDICAL CENTER
6.89,2.28,35.28275,-93.14901,28028.50,6163.92,0.0,0.429,1.287,0.0,0.0,0.0,0.0,0.215,ST MARYS REGIONAL MEDICAL CENTER
4.78,2.38,35.37445,-94.41868,18040.59,6669.14,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
6.04,2.30,35.35395,-94.35262,24003.30,6294.83,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0,ST EDWARD MERCY MEDICAL CENTER
5.28,2.24,34.57290,-92.58508,20374.17,6007.33,0.0,0.442,0.221,0.0,0.0,0.0,0.0,0.0,SALINE MEMORIAL HOSPITAL
5.76,2.47,34.74866,-92.35422,22639.53,7064.11,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
5.94,2.48,35.80838,-90.66658,23526.20,7148.20,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134,NEA BAPTIST MEMORIAL HOSPITAL
5.24,2.40,35.76927,-91.63408,20211.90,6766.35,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0,WHITE RIVER MEDICAL CENTER
5.31,2.26,34.73868,-92.39307,20515.52,6099.00,0.0,0.101,0.101,0.101,0.0,0.0,0.0,0.0,ARKANSAS HEART HOSPITAL
21.55,4.37,37.63362,-122.08802,97442.07,16081.79,0.0,1.826,0.609,0.812,0.0,0.0,0.203,0.0,ST ROSE HOSPITAL
9.83,3.71,37.59283,-122.38249,41935.06,12971.78,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0,PENINSULA MEDICAL CENTER
12.62,2.95,38.32472,-122.29671,55148.00,9348.40,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0,QUEEN OF THE VALLEY MEDICAL CENTER
13.82,3.77,38.57053,-121.45216,60863.46,13234.81,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083,MERCY GENERAL HOSPITAL
14.47,3.08,33.97659,-117.38184,63907.00,9960.95,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216,RIVERSIDE COMMUNITY HOSPITAL
8.20,3.66,32.75426,-117.16592,34233.58,12700.38,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
12.07,2.77,32.77495,-117.01467,52564.22,8520.61,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0,GROSSMONT HOSPITAL
8.17,2.84,39.50528,-121.54100,34056.85,8827.93,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0,OROVILLE HOSPITAL
9.90,2.91,35.38736,-119.01690,42290.69,9157.46,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0,BAKERSFIELD MEMORIAL HOSPITAL
12.12,2.67,39.74221,-121.85000,52807.96,8037.71,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0,ENLOE MEDICAL CENTER
14.26,3.58,37.82206,-122.26275,62925.22,12342.78,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0,ALTA BATES SUMMIT MEDICAL CENTER
9.90,2.95,32.78037,-115.56848,42281.00,9359.65,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,EL CENTRO REGIONAL MEDICAL CENTER
21.88,4.53,37.79100,-122.43125,99009.08,16849.58,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
7.46,3.05,34.67486,-118.15771,30704.27,9811.05,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0,ANTELOPE VALLEY HOSPITAL MED CENTER
11.96,2.92,36.32737,-119.29548,52041.25,9214.50,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067,KAWEAH DELTA MEDICAL CENTER
13.26,3.39,34.12834,-118.25777,58169.13,11445.87,0.0,0.231,0.463,0.116,0.0,0.0,0.116,0.0,GLENDALE MEM HOSPITAL & HLTH CENTER
9.55,3.43,36.73000,-119.78000,40623.30,11604.62,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0,COMMUNITY REGIONAL MEDICAL CENTER
15.04,3.71,34.09643,-118.29103,66625.71,12958.57,0.0,0.695,0.139,0.834,0.0,0.0,0.0,0.0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
11.34,2.75,33.78036,-117.86495,49109.92,8405.00,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0,ST JOSEPH HOSPITAL
4.54,2.67,38.12852,-122.24704,16903.42,8007.25,0.0,0.0,0.0,0.784,0.0,0.0,0.392,0.392,KAISER FOUNDATION HOSPITAL AND REHAB CENTER
12.74,3.20,32.75143,-117.16083,55741.76,10516.80,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0,SCRIPPS MERCY HOSPITAL
14.20,3.29,37.95337,-122.33672,62650.53,10979.00,0.0,0.0,0.203,1.829,0.0,0.0,0.406,0.203,DOCTORS MEDICAL CENTER-SAN PABLO
10.70,3.09,34.21674,-119.15631,46085.00,10031.53,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0,ST JOHNS REGIONAL MEDICAL CENTER
19.32,3.11,37.96987,-121.28873,86890.91,10090.64,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0,ST JOSEPHS MED CENTER OF STOCKTON
8.53,2.80,36.83532,-119.76562,35782.69,8638.24,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0,SAINT AGNES MEDICAL CENTER
10.04,2.87,34.10130,-117.63651,42943.36,8970.12,0.0,0.539,0.673,0.135,0.0,0.0,0.135,0.0,SAN ANTONIO COMMUNITY HOSPITAL
