size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
5.09,2.32,34.46784,-93.06667,32677.02,11924.28,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
5.30,2.23,34.77770,-92.12539,34228.08,11253.00,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
8.03,2.49,35.37445,-94.41868,54664.17,13171.72,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
4.83,2.29,35.35395,-94.35262,30706.07,11693.36,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
4.55,2.30,34.74866,-92.35422,28608.85,11763.45,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
4.38,2.40,35.80838,-90.66658,27329.39,12537.17,NEA BAPTIST MEMORIAL HOSPITAL,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134
5.41,2.22,34.81290,-92.20814,35036.62,11157.00,ST VINCENT MEDICAL CENTER/NORTH,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.0
3.83,2.15,34.80457,-92.35122,23251.09,10645.49,ARKANSAS SURGICAL HOSPITAL,0.0,0.0,0.993,0.0,0.0,0.0,0.0,0.0
13.17,2.94,40.78366,-124.14246,93202.79,16588.00,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
9.07,3.41,37.76862,-122.43525,62485.18,20070.27,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,0.0,0.824,0.412,0.824,0.0,0.0,0.412,0.412
18.41,3.17,38.57053,-121.45216,132475.07,18246.57,MERCY GENERAL HOSPITAL,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083
12.16,2.95,33.97659,-117.38184,85596.64,16651.45,RIVERSIDE COMMUNITY HOSPITAL,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216
10.65,2.80,32.77495,-117.01467,74336.78,15483.64,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
10.35,2.84,35.38736,-119.01690,72043.38,15816.06,BAKERSFIELD MEMORIAL HOSPITAL,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0
9.39,2.55,39.74221,-121.85000,64902.71,13614.38,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
14.98,3.11,34.67486,-118.15771,106735.40,17863.08,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
10.46,2.96,36.32737,-119.29548,72880.34,16732.56,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
8.53,3.39,36.73000,-119.78000,58431.77,19948.35,COMMUNITY REGIONAL MEDICAL CENTER,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0
10.72,2.68,33.78036,-117.86495,74815.67,14590.30,ST JOSEPH HOSPITAL,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0
16.14,3.12,32.75143,-117.16083,115449.00,17876.77,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
17.50,3.06,34.21674,-119.15631,125604.57,17433.43,ST JOHNS REGIONAL MEDICAL CENTER,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0
11.14,3.08,37.96987,-121.28873,77974.33,17595.40,ST JOSEPHS MED CENTER OF STOCKTON,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0
9.28,2.78,36.83532,-119.76562,64084.86,15345.64,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
