size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
3.05,2.31,35.83746,-90.70386,6317.82,4156.00,0.0,0.119,0.474,0.178,0.0,0.0,0.059,0.0,ST BERNARDS MEDICAL CTR
7.77,2.20,36.18082,-94.13644,20076.58,3827.30,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0,NW ARKANSAS HOSPITALS LLC
5.72,2.21,34.46784,-93.06667,14103.09,3846.74,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0,ST JOSEPHS MERCY HEALTH CENTER INC
3.23,2.08,36.34295,-92.39442,6836.11,3469.64,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0,BAXTER REGIONAL MEDICAL CENTER
5.06,2.14,35.08546,-92.45774,12176.85,3650.31,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0,CONWAY REGIONAL MEDICAL CENTER
4.05,2.23,36.05214,-90.49908,9233.00,3922.50,0.0,0.0,0.51,0.255,0.0,0.0,0.0,0.0,ARKANSAS METHODIST MEDICAL CENTER
7.36,2.28,35.28275,-93.14901,18876.00,4059.84,0.0,0.429,1.287,0.0,0.0,0.0,0.0,0.215,ST MARYS REGIONAL MEDICAL CENTER
6.01,2.54,35.14320,-90.18837,14943.58,4835.92,0.0,0.303,0.303,0.0,0.0,0.0,0.0,0.0,CRITTENDEN MEMORIAL HOSPITAL
3.35,2.31,36.28982,-90.99750,7171.08,4139.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIVE RIVERS MEDICAL CENTER
4.69,2.19,35.37445,-94.41868,11092.67,3806.39,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
5.31,2.08,35.35395,-94.35262,12881.89,3486.81,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0,ST EDWARD MERCY MEDICAL CENTER
8.24,2.40,34.18894,-92.01886,21426.81,4400.50,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0,JEFFERSON REGIONAL MEDICAL CENTER
3.81,2.32,34.35877,-92.78638,8529.55,4176.09,0.0,0.0,1.401,0.0,0.0,0.0,0.0,0.0,HOT SPRING COUNTY MEDICAL CENTER
4.15,2.14,34.57290,-92.58508,9526.64,3653.55,0.0,0.442,0.221,0.0,0.0,0.0,0.0,0.0,SALINE MEMORIAL HOSPITAL
5.13,2.21,34.74866,-92.35422,12381.76,3867.08,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
5.13,2.34,35.80838,-90.66658,12359.92,4234.72,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134,NEA BAPTIST MEMORIAL HOSPITAL
7.20,2.31,35.76927,-91.63408,18414.55,4157.45,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0,WHITE RIVER MEDICAL CENTER
15.00,3.42,37.63362,-122.08802,41142.82,7387.73,0.0,1.826,0.609,0.812,0.0,0.0,0.203,0.0,ST ROSE HOSPITAL
12.57,2.82,37.76862,-122.43525,34054.71,5624.00,0.0,0.824,0.412,0.824,0.0,0.0,0.412,0.412,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP
14.32,2.80,38.32472,-122.29671,39156.58,5591.08,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0,QUEEN OF THE VALLEY MEDICAL CENTER
14.38,3.03,38.54384,-122.47401,39335.93,6255.07,0.0,0.206,0.618,1.648,0.0,0.0,0.0,0.0,ST HELENA HOSPITAL
11.65,3.24,38.57053,-121.45216,31375.83,6847.50,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083,MERCY GENERAL HOSPITAL
9.92,3.63,32.75426,-117.16592,26320.21,8011.76,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
11.79,2.66,32.77495,-117.01467,31772.67,5173.59,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0,GROSSMONT HOSPITAL
8.63,2.66,39.50528,-121.54100,22577.13,5159.27,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0,OROVILLE HOSPITAL
11.84,2.67,35.38736,-119.01690,31923.56,5193.72,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0,BAKERSFIELD MEMORIAL HOSPITAL
9.79,2.47,39.74221,-121.85000,25944.17,4622.28,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0,ENLOE MEDICAL CENTER
7.95,4.08,34.30238,-118.36957,20579.45,9297.18,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0,LAC/OLIVE VIEW-UCLA MEDICAL CENTER
12.93,3.20,37.82206,-122.26275,35092.73,6744.50,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0,ALTA BATES SUMMIT MEDICAL CENTER
12.29,2.90,32.78037,-115.56848,33235.36,5883.18,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,EL CENTRO REGIONAL MEDICAL CENTER
