size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
10.08,2.31,36.18082,-94.13644,55932.36,9979.27,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
6.18,2.26,34.46784,-93.06667,32844.11,9645.50,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
3.97,2.27,36.34295,-92.39442,19783.97,9712.85,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
6.34,2.19,34.77770,-92.12539,33780.94,9214.00,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
6.12,2.40,35.37445,-94.41868,32475.05,10476.24,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
6.33,2.36,35.35395,-94.35262,33758.40,10230.84,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
17.32,2.60,34.48600,-93.03521,98769.77,11642.23,NATIONAL PARK MEDICAL CENTER,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0
7.74,2.28,34.74866,-92.35422,42057.61,9773.16,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
6.82,2.37,35.76927,-91.63408,36649.20,10287.73,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
11.54,2.87,40.78366,-124.14246,64533.15,13271.00,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
12.10,2.99,37.59283,-122.38249,67862.13,13982.65,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
11.93,2.75,32.77495,-117.01467,66858.06,12540.60,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
11.21,2.84,35.38736,-119.01690,62588.93,13103.86,BAKERSFIELD MEMORIAL HOSPITAL,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0
13.28,2.60,39.74221,-121.85000,74863.14,11651.57,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
11.13,3.09,32.78037,-115.56848,62121.62,14539.00,EL CENTRO REGIONAL MEDICAL CENTER,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0
9.82,3.03,34.67486,-118.15771,54355.07,14220.14,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
12.38,3.12,36.32737,-119.29548,69526.71,14732.64,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
9.28,3.45,36.73000,-119.78000,51176.45,16673.90,COMMUNITY REGIONAL MEDICAL CENTER,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0
10.42,2.65,33.78036,-117.86495,57928.15,11950.85,ST JOSEPH HOSPITAL,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0
12.02,3.47,32.75143,-117.16083,67368.70,16833.81,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
16.43,3.21,34.21674,-119.15631,93495.71,15254.86,ST JOHNS REGIONAL MEDICAL CENTER,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0
17.99,3.06,37.96987,-121.28873,102712.81,14398.77,ST JOSEPHS MED CENTER OF STOCKTON,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0
10.82,2.74,36.83532,-119.76562,60291.58,12471.38,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
12.73,2.90,32.79949,-117.15394,71571.29,13421.83,SHARP MEMORIAL HOSPITAL,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0
11.24,2.88,34.95099,-120.41322,62796.35,13342.24,MARIAN MEDICAL CENTER,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0
17.02,3.00,34.22014,-118.53410,97003.08,14038.75,NORTHRIDGE HOSPITAL MEDICAL CENTER,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0
10.99,2.85,36.32362,-119.66726,61277.92,13162.00,ADVENTIST MEDICAL CENTER,0.0,0.129,0.516,0.0,0.0,0.0,0.0,0.0
25.90,3.94,37.36257,-121.84974,149515.77,19572.08,REGIONAL MEDICAL CENTER OF SAN JOSE,0.0,0.248,0.124,0.372,0.0,0.0,0.372,0.0
10.21,3.28,34.19494,-118.46319,56707.82,15688.18,VALLEY PRESBYTERIAN HOSPITAL,0.0,0.295,0.59,0.295,0.0,0.0,0.0,0.0
9.02,2.85,39.13822,-121.59436,49662.79,13119.74,RIDEOUT MEMORIAL HOSPITAL,0.0,0.727,0.83,0.311,0.0,0.104,0.0,0.104
13.15,3.70,36.57886,-121.91316,74093.56,18165.72,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,0.0,0.488,0.781,0.098,0.0,0.098,0.098,0.0
17.69,2.71,33.96860,-118.04831,100933.38,12344.46,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,0.074,0.298,0.521,0.298,0.0,0.0,0.744,0.074
15.00,3.12,38.44369,-122.70138,85019.71,14745.33,SANTA ROSA MEMORIAL HOSPITAL,0.0,0.0,0.389,0.389,0.0,0.0,0.0,0.0
13.82,2.77,37.51164,-120.83800,78023.45,12669.77,EMANUEL MEDICAL CENTER INC,0.0,0.147,0.587,0.0,0.0,0.0,0.0,0.0
20.08,2.92,37.91341,-122.04163,115066.41,13548.59,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,0.0,0.082,0.245,0.735,0.0,0.0,0.082,0.082
14.42,2.91,32.61972,-117.02278,81577.00,13512.87,SHARP CHULA VISTA MEDICAL CENTER,0.0,0.355,1.421,0.355,0.0,0.0,0.0,0.0
10.28,2.55,33.62229,-117.92995,57086.39,11393.89,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,0.0,0.544,0.302,0.363,0.0,0.0,0.06,0.0
21.12,2.64,39.75720,-121.57018,121247.92,11885.00,FEATHER RIVER HOSPITAL,0.0,0.199,0.596,0.794,0.0,0.0,0.0,0.397
15.31,2.72,33.84780,-117.93661,86889.36,12349.91,AHMC ANAHEIM REGIONAL MEDICAL CENTER,0.0,0.632,0.474,0.0,0.0,0.0,0.0,0.158
22.15,2.83,34.15601,-118.32834,127338.83,13027.67,PROVIDENCE SAINT JOSEPH MEDICAL CTR,0.0,0.58,0.248,0.166,0.0,0.0,0.0,0.0
11.38,2.82,34.13973,-118.03534,63609.61,12987.78,METHODIST HOSPITAL OF SOUTHERN CA,0.0,0.262,1.397,0.175,0.0,0.087,0.087,0.087
14.39,3.39,34.14987,-118.23117,81443.00,16321.36,GLENDALE ADVENTIST MEDICAL CENTER,0.0,0.23,1.075,0.0,0.0,0.0,0.154,0.0
18.86,3.24,36.98999,-121.98357,107862.00,15450.00,DOMINICAN HOSPITAL,0.0,0.241,0.723,0.844,0.0,0.0,0.121,0.0
18.06,2.97,38.72562,-120.79096,103104.50,13827.94,MARSHALL MEDICAL CENTER (1-RH),0.0,0.0,0.57,2.281,0.0,0.0,0.0,0.0
19.41,2.91,34.27915,-118.46006,111143.88,13491.71,PROVIDENCE HOLY CROSS MEDICAL CENTER,0.0,0.514,0.0,0.0,0.0,0.0,0.0,0.128
11.15,3.02,40.58654,-122.39168,62237.88,14123.59,MERCY MEDICAL CENTER REDDING,0.0,0.238,0.713,0.079,0.0,0.0,0.079,0.0
23.63,4.66,37.67947,-122.47447,136110.27,23858.18,SETON MEDICAL CENTER,0.0,0.253,0.38,0.127,0.0,0.0,0.127,0.127
16.73,3.73,37.85593,-122.25730,95279.58,18338.08,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,0.0,0.134,0.937,0.669,0.0,0.0,0.134,0.134
13.26,2.45,32.88461,-117.22244,74726.18,10777.18,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,0.0,0.344,0.458,1.146,0.0,0.0,0.229,0.0
11.51,3.68,34.05076,-117.26395,64404.64,18041.27,LOMA LINDA UNIVERSITY MEDICAL CENTER,0.0,1.539,0.513,0.366,0.0,0.0,0.147,0.147
12.51,3.32,36.65910,-121.64630,70320.38,15913.29,SALINAS VALLEY MEMORIAL HOSPITAL,0.0,0.227,0.453,0.113,0.0,0.113,0.0,0.0
26.11,2.79,38.12186,-121.28665,150741.55,12784.55,LODI MEMORIAL HOSPITAL,0.0,0.76,0.76,0.76,0.0,0.0,0.0,0.0
12.62,2.60,33.81131,-118.34364,70918.85,11649.08,TORRANCE MEMORIAL MEDICAL CENTER,0.0,0.585,0.418,0.167,0.0,0.0,0.418,0.0
19.19,3.02,37.25153,-121.94684,109812.69,14175.77,GOOD SAMARITAN HOSPITAL,0.0,0.222,0.998,1.996,0.0,0.0,0.111,0.0
8.16,3.37,34.08802,-117.89341,44585.53,16200.53,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,0.0,1.315,0.088,0.263,0.0,0.088,0.0,0.0
14.30,2.59,34.27459,-119.25812,80876.64,11634.45,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,0.0,0.114,0.114,0.114,0.0,0.114,0.341,0.114
12.21,2.76,34.42951,-119.72333,68512.54,12640.38,SANTA BARBARA COTTAGE HOSPITAL,0.0,0.0,0.239,0.159,0.0,0.0,0.08,0.08
14.65,2.93,34.13364,-118.15275,82930.13,13595.22,HUNTINGTON MEMORIAL HOSPITAL,0.0,0.171,0.514,0.171,0.0,0.0,0.057,0.057
