size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
4.45,2.19,34.74866,-92.35422,9700.00,3699.67,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
17.40,3.45,37.63362,-122.08802,44167.94,7040.88,0.50,0.60,0.07,ST ROSE HOSPITAL
17.46,2.84,33.97659,-117.38184,44335.67,5427.17,0.50,0.65,0.58,RIVERSIDE COMMUNITY HOSPITAL
12.66,2.76,32.77495,-117.01467,31562.85,5208.48,0.83,0.71,0.33,GROSSMONT HOSPITAL
7.03,2.64,39.50528,-121.54100,16573.38,4883.89,0.50,0.74,0.64,OROVILLE HOSPITAL
11.31,2.45,39.74221,-121.85000,27968.07,4380.33,0.83,0.71,0.48,ENLOE MEDICAL CENTER
15.24,3.31,37.82206,-122.26275,38426.17,6674.06,0.50,0.64,0.32,ALTA BATES SUMMIT MEDICAL CENTER
6.08,2.82,34.67486,-118.15771,14053.00,5355.35,0.50,0.68,0.45,ANTELOPE VALLEY HOSPITAL MED CENTER
10.82,3.30,36.73000,-119.78000,26663.71,6633.07,0.50,0.71,0.00,COMMUNITY REGIONAL MEDICAL CENTER
11.15,2.96,32.75143,-117.16083,27533.36,5746.55,0.33,0.62,0.70,SCRIPPS MERCY HOSPITAL
9.87,2.56,36.83532,-119.76562,24132.91,4687.50,0.50,0.66,0.58,SAINT AGNES MEDICAL CENTER
13.09,2.76,32.79949,-117.15394,32700.85,5195.77,0.67,0.62,0.11,SHARP MEMORIAL HOSPITAL
10.59,2.91,38.57155,-121.46874,26036.62,5605.31,0.83,0.78,0.80,SUTTER GENERAL HOSPITAL
10.97,2.72,34.02685,-118.48651,27060.08,5089.58,0.50,0.76,0.21,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
9.42,2.50,33.12535,-117.07336,22925.67,4523.00,0.50,0.55,0.70,PALOMAR MEDICAL CENTER
14.58,2.99,34.10081,-118.10588,36658.46,5826.54,0.00,0.00,0.00,SAN GABRIEL VALLEY MEDICAL CENTER
11.52,2.66,39.13822,-121.59436,28523.64,4932.91,0.50,0.51,0.21,RIDEOUT MEMORIAL HOSPITAL
11.30,2.68,36.57886,-121.91316,27942.06,4995.53,0.67,0.56,0.58,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
13.92,2.39,33.89465,-117.92716,34904.00,4228.36,0.67,0.71,0.91,ST JUDE MEDICAL CENTER
16.43,2.68,37.91341,-122.04163,41581.63,5000.00,0.50,0.62,0.33,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
17.82,3.16,37.55717,-121.98126,45287.08,6267.38,0.50,0.54,0.89,WASHINGTON HOSPITAL
10.42,2.54,34.58305,-118.14490,25584.77,4632.00,0.50,0.86,0.54,PALMDALE REGIONAL MEDICAL CENTER
11.57,2.71,32.61972,-117.02278,28644.42,5083.89,0.50,0.71,0.58,SHARP CHULA VISTA MEDICAL CENTER
19.67,2.65,34.15601,-118.32834,50222.09,4913.56,0.50,0.80,0.97,PROVIDENCE SAINT JOSEPH MEDICAL CTR
9.74,2.66,34.13973,-118.03534,23796.48,4933.52,0.50,0.45,0.11,METHODIST HOSPITAL OF SOUTHERN CA
19.84,3.13,34.14987,-118.23117,50667.83,6196.29,0.67,0.75,0.89,GLENDALE ADVENTIST MEDICAL CENTER
14.35,2.98,36.98999,-121.98357,36039.50,5803.50,0.50,0.64,0.64,DOMINICAN HOSPITAL
13.59,2.61,34.50107,-117.17285,34030.36,4815.73,0.50,0.88,0.20,ST MARY MEDICAL CENTER
14.36,3.41,37.85593,-122.25730,36078.55,6941.75,0.50,0.56,0.08,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
11.14,2.45,33.81131,-118.34364,27513.33,4376.50,0.67,0.68,0.89,TORRANCE MEMORIAL MEDICAL CENTER
17.19,2.54,33.83891,-118.35677,43602.00,4630.20,0.50,0.86,0.94,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
8.29,3.00,34.08802,-117.89341,19934.90,5847.00,0.67,0.68,0.29,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS
15.28,2.85,33.93530,-118.13030,38535.33,5436.42,0.50,0.90,0.83,DOWNEY REGIONAL MEDICAL CENTER
9.49,2.91,33.82557,-117.99493,23108.50,5614.17,0.50,0.91,0.98,WEST ANAHEIM MEDICAL CENTER
13.09,2.71,34.13364,-118.15275,32693.15,5079.65,0.67,0.65,0.58,HUNTINGTON MEMORIAL HOSPITAL
11.79,3.07,34.05336,-118.26558,29230.30,6022.40,0.50,0.69,0.80,GOOD SAMARITAN HOSPITAL
11.06,2.80,33.80861,-118.18661,27286.96,5310.07,0.67,0.65,0.28,LONG BEACH MEMORIAL MEDICAL CENTER
13.57,2.98,37.69824,-122.08730,33970.53,5782.67,0.67,0.61,0.54,EDEN MEDICAL CENTER
19.53,2.80,37.98396,-122.03464,49825.00,5313.36,0.50,0.76,0.98,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS
12.25,2.83,34.20777,-118.88305,30457.45,5402.73,0.50,0.51,0.70,LOS ROBLES HOSPITAL & MEDICAL CENTER
10.79,2.42,33.56100,-117.66530,26575.04,4300.17,0.67,0.59,0.13,MISSION HOSPITAL REGIONAL MED CENTER
16.99,3.03,33.71466,-117.93322,43090.42,5921.00,0.50,0.86,0.33,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER
15.65,2.32,33.76335,-116.40628,39510.69,4029.00,0.50,0.56,0.39,EISENHOWER MEDICAL CENTER
6.90,2.85,33.84753,-118.03841,16238.25,5453.38,0.00,0.00,0.00,LA PALMA INTERCOMMUNITY HOSPITAL
14.35,2.58,33.84932,-118.15323,36048.91,4722.55,0.83,0.80,0.13,LAKEWOOD REGIONAL MEDICAL CENTER
6.73,2.72,34.02561,-117.68583,15767.68,5095.00,0.00,0.00,0.00,CHINO VALLEY MEDICAL CENTER
10.01,2.33,33.60883,-117.70881,24512.25,4076.00,0.50,0.70,0.91,SADDLEBACK MEMORIAL MEDICAL CENTER
20.40,3.18,34.07664,-118.37955,52150.48,6337.07,1.00,0.59,0.48,CEDARS-SINAI MEDICAL CENTER
13.96,2.47,35.55536,-120.72067,35017.71,4446.36,0.00,0.00,0.00,TWIN CITIES COMMUNITY HOSPITAL
6.93,3.26,34.01936,-118.18661,16315.58,6543.00,0.50,0.90,0.64,LOS ANGELES COMMUNITY HOSPITAL
9.19,2.46,33.70167,-117.95566,22308.36,4413.27,0.50,0.82,0.89,ORANGE COAST MEMORIAL MEDICAL CENTER
6.76,2.51,33.55876,-117.18329,15859.80,4544.20,0.67,0.74,0.74,SOUTHWEST HEALTHCARE SYSTEM
9.07,2.50,34.47174,-117.29791,22012.64,4512.00,0.50,1.00,0.99,DESERT VALLEY HOSPITAL
11.68,2.87,33.95076,-118.34828,28945.33,5489.88,0.50,0.71,1.00,CENTINELA HOSPITAL MEDICAL CENTER
16.16,2.58,34.05723,-118.36025,40861.40,4732.80,0.50,0.64,0.70,OLYMPIA MEDICAL CENTER
5.12,2.62,34.16028,-118.44948,11500.09,4829.55,0.00,0.00,0.00,SHERMAN OAKS HOSPITAL
9.70,2.53,32.77629,-117.05730,23673.50,4595.00,0.75,0.79,0.64,ALVARADO HOSPITAL MEDICAL CENTER
20.40,2.64,34.17067,-118.53200,52165.17,4877.83,0.50,0.57,0.64,PROVIDENCE TARZANA MEDICAL CENTER
11.53,2.65,40.58532,-122.38702,28560.43,4926.00,0.50,0.79,0.98,SHASTA REGIONAL MEDICAL CENTER
7.28,2.59,40.41481,-104.70890,17227.41,4757.14,0.50,0.74,0.58,NORTH COLORADO MEDICAL CENTER
8.35,2.26,39.76893,-105.09006,20075.75,3876.00,0.50,0.47,0.80,EXEMPLA LUTHERAN MEDICAL CENTER
5.18,2.23,40.57315,-105.05741,11643.00,3811.00,0.50,0.69,0.96,POUDRE VALLEY HOSPITAL
6.73,2.30,38.23421,-104.62292,15763.46,3975.46,0.50,0.54,0.30,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER
8.81,2.31,38.28184,-104.61256,21299.25,4004.00,0.67,0.69,0.30,PARKVIEW MEDICAL CENTER INC
7.41,2.36,38.83903,-104.80024,17572.69,4149.41,0.67,0.69,0.33,MEMORIAL HOSPITAL CENTRAL
7.25,2.20,38.86559,-104.82182,17155.40,3706.56,0.50,0.70,0.38,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES
13.99,3.02,39.65399,-104.98116,35101.50,5911.80,0.33,0.47,0.17,SWEDISH MEDICAL CENTER
13.59,2.20,39.57629,-104.98610,34031.07,3712.00,0.50,0.79,0.54,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL
6.76,2.84,41.30978,-72.93806,15859.34,5432.97,0.67,0.57,0.08,HOSPITAL OF ST RAPHAEL
6.59,2.78,41.77507,-72.69941,15409.68,5272.00,0.50,0.54,0.86,ST FRANCIS HOSPITAL & MEDICAL CENTER
9.05,2.70,41.55959,-73.05941,21949.16,5043.84,0.33,0.57,0.70,WATERBURY HOSPITAL
5.97,2.77,41.33722,-72.10380,13746.62,5239.29,0.50,0.72,0.93,LAWRENCE & MEMORIAL HOSPITAL
4.94,2.81,41.55241,-73.03554,11011.33,5328.48,0.50,0.56,0.39,SAINT MARYS HOSPITAL
6.60,2.53,41.03431,-73.63020,15428.92,4598.21,0.50,0.49,0.64,GREENWICH HOSPITAL ASSOCIATION
4.57,2.88,41.71622,-72.22399,10012.43,5527.57,0.00,0.00,0.00,WINDHAM COMM MEM HOSP & HATCH HOSP
7.72,3.38,41.30400,-72.93502,18394.93,6870.88,0.67,0.41,0.03,YALE-NEW HAVEN HOSPITAL
8.23,3.07,41.75412,-72.67927,19772.14,6022.68,0.50,0.47,0.10,HARTFORD HOSPITAL
5.26,2.68,41.20049,-73.20281,11868.91,4991.09,0.67,0.79,0.64,ST VINCENT'S MEDICAL CENTER
6.30,2.38,41.67540,-72.93617,14640.92,4189.00,0.50,0.74,0.33,BRISTOL HOSPITAL
4.78,2.75,41.40474,-73.44739,10591.00,5184.28,0.50,0.66,0.58,DANBURY HOSPITAL
6.27,2.77,41.11147,-73.42010,14548.14,5238.43,0.50,0.72,0.93,NORWALK HOSPITAL ASSOCIATION
5.25,2.66,41.66107,-72.78671,11845.37,4934.82,0.50,0.53,0.08,HOSPITAL OF CENTRAL CONNECTICUT THE
5.14,2.72,39.69005,-75.68408,11552.17,5110.27,0.67,0.59,0.39,CHRISTIANA CARE HEALTH SERVICES INC.
6.77,2.50,39.74954,-75.56662,15867.00,4508.19,0.50,0.81,0.80,ST FRANCIS HOSPITAL
5.84,2.34,39.15135,-75.52309,13401.74,4102.32,0.50,0.59,0.91,BAYHEALTH - KENT GENERAL HOSPITAL
9.36,2.91,38.90106,-77.05079,22767.00,5609.42,0.50,0.50,0.14,GEORGE WASHINGTON UNIV HOSPITAL
5.95,3.74,38.91770,-77.02193,13699.82,7809.36,0.50,0.66,0.01,HOWARD UNIVERSITY HOSPITAL
5.67,2.81,38.94397,-76.99040,12963.77,5331.15,0.50,0.57,0.25,PROVIDENCE HOSPITAL
8.66,2.89,38.92944,-77.01473,20902.08,5551.31,0.33,0.59,0.02,WASHINGTON HOSPITAL CENTER
8.19,2.92,30.34913,-81.66391,19663.00,5624.67,0.50,0.62,0.00,SHANDS JACKSONVILLE MEDICAL CENTER
10.62,2.40,26.50479,-80.06979,26120.38,4239.34,0.50,0.54,0.99,BETHESDA MEMORIAL HOSPITAL
9.56,2.48,28.52517,-81.37729,23302.08,4455.53,0.67,0.47,0.29,ORLANDO HEALTH
9.18,2.39,28.57345,-81.36990,22282.70,4223.23,0.83,0.66,0.25,FLORIDA HOSPITAL
12.75,3.43,25.68309,-80.34038,31793.07,6993.53,0.50,0.62,0.86,BAPTIST HOSPITAL OF MIAMI INC
12.81,2.70,25.78846,-80.21644,31961.36,5039.09,0.83,0.56,0.01,UNIVERSITY OF MIAMI HOSPITAL
6.52,2.24,26.62849,-81.87423,15207.32,3819.82,0.67,0.53,0.16,LEE MEMORIAL HOSPITAL
6.52,2.29,29.20117,-81.05828,15223.87,3957.33,0.67,0.76,0.80,HALIFAX HEALTH MEDICAL CENTER
6.92,2.22,26.15053,-81.79919,16268.12,3770.79,0.67,0.62,0.39,NAPLES COMMUNITY HOSPITAL
9.18,2.09,28.08771,-80.61362,22297.50,3418.00,0.67,0.59,0.17,HOLMES REGIONAL MEDICAL CENTER
8.79,3.82,25.79143,-80.21250,21266.58,8036.00,0.83,0.49,0.05,JACKSON MEMORIAL HOSPITAL
5.51,2.32,30.47650,-87.21219,12532.27,4041.09,0.50,0.41,0.39,SACRED HEART HOSPITAL
5.64,2.15,30.15963,-85.64818,12885.56,3591.32,0.67,0.74,0.43,BAY MEDICAL CENTER
12.29,2.60,25.86166,-80.21398,30568.12,4789.68,0.50,0.84,0.70,NORTH SHORE MEDICAL CENTER
7.06,2.27,28.54917,-81.52746,16663.50,3917.17,0.50,0.70,0.58,HEALTH CENTRAL
8.34,2.48,27.76332,-82.64325,20070.00,4461.60,0.50,0.82,0.20,BAYFRONT MEDICAL CENTER INC
11.94,2.68,25.81317,-80.13996,29628.00,4985.45,0.67,0.47,0.25,MOUNT SINAI MEDICAL CENTER
7.91,2.27,27.49789,-82.56220,18921.82,3899.00,0.50,0.55,0.30,MANATEE MEMORIAL HOSPITAL
8.96,2.49,26.01867,-80.17981,21714.15,4484.08,0.83,0.64,0.76,MEMORIAL REGIONAL HOSPITAL
6.64,2.19,30.30835,-81.68919,15529.07,3703.68,0.50,0.69,0.83,ST VINCENT'S MEDICAL CENTER
9.22,2.21,27.19837,-80.24306,22392.75,3753.00,0.67,0.70,0.58,MARTIN MEMORIAL MEDICAL CENTER
8.95,2.30,28.26092,-82.18802,21674.34,3971.59,0.50,0.62,0.89,FLORIDA HOSPITAL ZEPHYRHILLS
7.35,2.08,26.94042,-82.04094,17435.58,3401.00,0.50,0.72,0.86,CHARLOTTE REGIONAL MEDICAL CENTER
5.90,2.13,27.46707,-81.43358,13569.27,3527.40,0.00,0.00,0.00,HIGHLANDS REGIONAL MEDICAL CENTER
14.34,2.92,25.84597,-80.26872,36038.50,5634.50,0.75,0.82,1.00,HIALEAH HOSPITAL
6.94,2.13,28.82358,-81.71133,16335.21,3529.42,0.50,0.71,0.48,FLORIDA HOSPITAL WATERMAN
