size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
4.32,2.17,33.59616,-86.66750,AL,23000,9000,66,78,1,St Vincent'S East
6.93,2.08,34.43845,-85.75574,AL,40000,8000,0,0,0,Dekalb Regional Medical Center
6.11,2.15,33.25607,-86.81035,AL,34000,8000,83,70,63,Shelby Baptist Medical Center
3.70,2.13,34.74649,-87.69895,AL,19000,8000,50,91,33,Helen Keller Memorial Hospital
5.56,2.36,32.32785,-86.27750,AL,31000,10000,50,67,54,Baptist Medical Center South
6.00,2.16,32.36656,-86.28572,AL,34000,9000,50,68,82,Jackson Hospital & Clinic Inc
3.07,2.18,32.63806,-85.40413,AL,15000,9000,50,80,13,East Alabama Medical Center And Snf
8.69,2.56,33.50619,-86.80210,AL,51000,11000,66,45,11,University Of Alabama Hospital
4.65,2.13,34.20768,-86.87489,AL,25000,8000,50,63,79,Cullman Regional Medical Center
6.03,2.16,31.31122,-86.46762,AL,34000,9000,0,0,0,Andalusia Regional Hospital
6.42,2.24,34.72007,-86.58108,AL,36000,9000,50,65,44,Huntsville Hospital
11.82,2.09,34.00941,-85.97078,AL,72000,8000,66,67,27,Gadsden Regional Medical Center
11.37,2.10,34.00426,-86.00339,AL,69000,8000,75,81,90,Riverview Regional Medical Center
4.79,2.13,33.50734,-86.78958,AL,26000,8000,50,72,21,St Vincent'S Birmingham
4.57,2.11,33.65640,-85.82284,AL,24000,8000,50,60,5,Northeast Alabama Regional Med Center
8.62,2.10,30.42700,-87.68386,AL,51000,8000,50,95,24,South Baldwin Regional Medical Center
4.64,2.06,30.68199,-88.19897,AL,25000,8000,83,86,0,Providence Hospital
7.35,2.25,33.20521,-87.52546,AL,42000,9000,66,66,21,D C H Regional Medical Center
9.91,2.18,33.51420,-86.74859,AL,59000,9000,66,27,11,Trinity Medical Center
4.88,2.14,30.69697,-88.08081,AL,26000,8000,66,55,24,Mobile Infirmary
10.32,2.10,34.69279,-86.57179,AL,62000,8000,50,77,33,Crestwood Medical Center
11.77,2.03,33.46420,-86.77409,AL,71000,8000,50,65,29,Brookwood Medical Center
8.58,2.86,60.94901,-149.17033,AK,50000,13000,50,81,90,Providence Alaska Medical Center
5.64,3.80,61.18268,-149.79897,AK,31000,19000,0,0,0,Alaska Native Medical Center
8.55,2.95,34.73471,-112.03149,AZ,50000,14000,50,73,82,Verde Valley Medical Center
6.17,2.25,32.22685,-110.85520,AZ,35000,9000,66,55,21,Carondelet St Josephs Hospital
8.03,2.21,33.60432,-112.28378,AZ,47000,9000,83,75,95,Banner Boswell Medical Center
5.34,2.85,34.20195,-110.01913,AZ,29000,13000,50,78,74,Summit Healthcare Regional Medical Center
9.84,3.19,32.24152,-110.94631,AZ,59000,15000,50,37,39,University Of Arizona Medical Ctr-Universit The
5.52,3.19,32.82248,-109.73476,AZ,30000,15000,0,0,0,Mt Graham Regional Medical Center
8.29,2.37,34.47988,-114.33938,AZ,49000,10000,50,70,56,Havasu Regional Medical Center
7.86,2.21,32.32103,-111.01102,AZ,46000,9000,50,71,20,Northwest Medical Center
7.22,2.19,33.58235,-111.88527,AZ,42000,9000,66,68,63,Scottsdale Healthcare-Shea Medical Center
7.64,2.24,33.41128,-111.68916,AZ,44000,9000,50,70,63,Banner Baywood Medical Center
8.09,2.42,33.60949,-112.18129,AZ,47000,10000,66,73,76,Banner Thunderbird Medical Center
8.13,2.21,33.65965,-112.37283,AZ,48000,9000,50,77,97,Banner Del E Webb Medical Center
5.46,2.17,36.10940,-94.16036,AR,30000,9000,33,77,74,Washington Regional Med Ctr At North Hills
