size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
4.86,2.22,31.21673,-85.36307,AL,12000,4000,50,51,21,Southeast Alabama Medical Center
4.47,2.22,34.22148,-86.15966,AL,11000,4000,50,91,54,Marshall Medical Center South
6.74,2.21,34.80175,-87.67514,AL,18000,4000,50,65,2,Eliza Coffee Memorial Hospital
4.46,2.10,31.28905,-86.25550,AL,11000,4000,0,0,0,Mizell Memorial Hospital
5.76,2.60,31.69450,-86.26542,AL,15000,5000,0,0,0,Crenshaw Community Hospital
10.35,2.16,34.44343,-86.93528,AL,29000,4000,0,0,0,Hartselle Medical Center
3.49,2.12,34.36605,-86.42127,AL,8000,4000,0,0,0,Marshall Medical Center North
6.49,2.21,33.59616,-86.66750,AL,17000,4000,66,78,1,St Vincent'S East
7.10,2.20,34.43845,-85.75574,AL,19000,4000,0,0,0,Dekalb Regional Medical Center
7.82,2.27,33.25607,-86.81035,AL,21000,4000,83,70,63,Shelby Baptist Medical Center
4.39,2.20,34.74649,-87.69895,AL,11000,4000,50,91,33,Helen Keller Memorial Hospital
5.49,2.48,34.15204,-85.67885,AL,14000,5000,0,0,0,Cherokee Medical Center
7.40,2.47,32.32785,-86.27750,AL,20000,5000,50,67,54,Baptist Medical Center South
5.48,2.20,32.36656,-86.28572,AL,14000,4000,50,68,82,Jackson Hospital & Clinic Inc
3.04,2.37,31.42926,-86.07637,AL,7000,4000,0,0,0,Elba General Hospital
3.54,2.22,32.63806,-85.40413,AL,8000,4000,50,80,13,East Alabama Medical Center And Snf
4.98,2.30,33.30677,-85.48470,AL,12000,4000,0,0,0,Wedowee Hospital
5.84,2.84,33.50619,-86.80210,AL,15000,6000,66,45,11,University Of Alabama Hospital
3.38,2.27,32.53405,-85.91236,AL,8000,4000,0,0,0,Community Hospital Inc
5.34,2.18,34.20768,-86.87489,AL,13000,4000,50,63,79,Cullman Regional Medical Center
6.04,2.31,31.31122,-86.46762,AL,16000,4000,0,0,0,Andalusia Regional Hospital
6.82,2.22,33.66767,-85.83420,AL,18000,4000,0,0,0,Stringfellow Memorial Hospital
6.19,2.33,34.72007,-86.58108,AL,16000,4000,50,65,44,Huntsville Hospital
13.08,2.15,34.00941,-85.97078,AL,37000,4000,66,67,27,Gadsden Regional Medical Center
5.37,2.19,34.12682,-87.99046,AL,14000,4000,0,0,0,Marion Regional Medical Center
4.58,2.24,33.70757,-87.82383,AL,11000,4000,0,0,0,Fayette Medical Center
12.63,2.16,34.00426,-86.00339,AL,36000,4000,75,81,90,Riverview Regional Medical Center
2.65,2.28,31.64370,-86.74274,AL,5000,4000,0,0,0,Georgiana Hospital
8.72,2.12,31.31857,-85.85470,AL,24000,4000,0,0,0,Medical Center Enterprise
4.70,2.29,33.93332,-86.49498,AL,12000,4000,0,0,0,St Vincents Blount
2.24,2.47,32.83124,-85.76357,AL,4000,5000,0,0,0,Lake Martin Community Hospital
8.61,2.41,34.57705,-87.01588,AL,23000,5000,0,0,0,Parkway Medical Center
8.07,2.47,31.23767,-85.45625,AL,22000,5000,50,55,79,Flowers Hospital
5.43,2.34,33.50734,-86.78958,AL,14000,4000,50,72,21,St Vincent'S Birmingham
3.06,2.43,32.95108,-87.14843,AL,7000,5000,0,0,0,Bibb Medical Center
3.79,2.25,34.66171,-86.04665,AL,9000,4000,0,0,0,Highlands Medical Center
3.12,2.24,31.04825,-85.88999,AL,7000,4000,0,0,0,Wiregrass Medical Center
3.17,2.27,32.94573,-85.98570,AL,7000,4000,50,71,5,Russell Hospital
3.64,2.27,31.00204,-86.32102,AL,8000,4000,0,0,0,Florala Memorial Hospital
4.92,2.34,31.89127,-85.14549,AL,12000,4000,0,0,0,Medical Center Barbour
5.74,2.28,33.65640,-85.82284,AL,15000,4000,50,60,5,Northeast Alabama Regional Med Center
3.46,2.32,34.80351,-86.97726,AL,8000,4000,0,0,0,Athens-Limestone Hospital
11.63,2.11,30.42700,-87.68386,AL,33000,4000,50,95,24,South Baldwin Regional Medical Center
2.48,2.18,34.59052,-86.97262,AL,5000,4000,50,77,54,Decatur General Hospital
4.87,2.16,33.93043,-87.82458,AL,12000,4000,0,0,0,Northwest Medical Center
7.83,2.24,33.83218,-87.30385,AL,21000,4000,50,78,95,Walker Baptist Medical Center
4.99,2.22,30.68199,-88.19897,AL,12000,4000,83,86,0,Providence Hospital
3.95,2.12,38.69797,-121.31957,AL,9000,4000,0,0,0,Grove Hill Memorial Hospital
6.35,2.31,33.20521,-87.52546,AL,17000,4000,66,66,21,D C H Regional Medical Center
2.96,2.42,32.54374,-86.21191,AL,6000,5000,0,0,0,Elmore Community Hospital
3.86,2.20,31.12918,-87.07279,AL,9000,4000,0,0,0,D W Mcmillan Memorial Hospital
5.16,2.08,30.51916,-87.88842,AL,13000,4000,50,90,17,Thomas Hospital
6.13,2.64,33.44033,-86.09023,AL,16000,5000,0,0,0,Citizens Baptist Medical Center
2.42,2.50,31.99863,-87.29953,AL,5000,5000,0,0,0,J Paul Jones Hospital
10.05,2.24,33.51420,-86.74859,AL,28000,4000,66,27,11,Trinity Medical Center
7.19,2.13,32.46417,-86.45177,AL,19000,4000,0,0,0,Prattville Baptist Hospital
3.74,2.87,33.26179,-88.09503,AL,9000,6000,0,0,0,Pickens County Medical Center
3.78,2.11,32.43516,-88.32614,AL,9000,4000,0,0,0,Bryan W Whitfield Mem Hosp Inc
5.80,2.33,30.69697,-88.08081,AL,15000,4000,66,55,24,Mobile Infirmary
6.23,2.20,33.37328,-86.99163,AL,16000,4000,50,67,6,Medical West An Affiliate Of Uab Health System
5.91,2.49,32.43020,-87.05515,AL,15000,5000,50,91,32,Vaughan Reg Med Center Parkway Campus
4.33,2.28,31.49782,-87.32060,AL,10000,4000,0,0,0,Monroe County Hospital
4.67,2.24,34.22649,-87.62141,AL,11000,4000,0,0,0,Lakeland Community Hospital
2.74,2.21,31.53030,-87.89319,AL,6000,4000,0,0,0,Jackson Medical Center
4.58,2.33,30.90107,-87.78271,AL,11000,4000,0,0,0,North Baldwin Infirmary
5.79,2.45,33.60507,-86.27757,AL,15000,5000,0,0,0,St Vincent'S St Clair
9.32,2.40,34.69279,-86.57179,AL,26000,5000,50,77,33,Crestwood Medical Center
16.35,2.12,33.46420,-86.77409,AL,47000,4000,50,65,29,Brookwood Medical Center
3.99,2.03,30.68546,-88.13170,AL,9000,3000,50,81,6,Springhill Medical Center
7.89,2.16,33.78493,-85.76361,AL,21000,4000,0,0,0,Jacksonville Medical Center
6.54,2.57,32.38797,-86.17576,AL,17000,5000,50,52,90,Baptist Medical Center East
5.87,2.23,30.61928,-88.17129,AL,15000,4000,0,0,0,Infirmary West
6.44,2.15,34.74506,-87.67557,AL,17000,4000,0,0,0,Shoals Hospital
7.45,2.48,33.16547,-86.25380,AL,20000,5000,0,0,0,Coosa Valley Medical Center
9.90,2.93,60.94901,-149.17033,AK,27000,6000,50,81,90,Providence Alaska Medical Center
10.11,3.40,61.56297,-149.25782,AK,28000,8000,0,0,0,Mat-Su Regional Medical Center
6.51,3.48,58.32888,-134.46506,AK,17000,8000,0,0,0,Bartlett Regional Hospital
3.35,3.60,60.79222,-161.75583,AK,7000,8000,0,0,0,Yukon Kuskokwim Delta Reg Hospital
6.12,3.19,60.49315,-151.07770,AK,16000,7000,0,0,0,Central Peninsula General Hospital
4.92,3.84,61.18268,-149.79897,AK,12000,9000,0,0,0,Alaska Native Medical Center
6.54,2.89,33.46514,-112.05797,AZ,17000,6000,50,48,69,Banner Good Samaritan Medical Center
6.37,2.52,32.25294,-110.88135,AZ,17000,5000,50,48,3,Tucson Medical Center
6.90,2.30,32.22734,-111.00065,AZ,18000,4000,33,75,63,Carondelet St  Marys Hospital
8.15,2.29,32.22685,-110.85520,AZ,22000,4000,66,55,21,Carondelet St Josephs Hospital
7.14,2.54,34.56017,-112.48217,AZ,19000,5000,25,67,17,Yavapai Regional Medical Center
6.62,2.52,32.68274,-114.63506,AZ,17000,5000,50,63,69,Yuma Regional Medical Center
6.38,2.51,32.88123,-111.71067,AZ,17000,5000,50,81,11,Casa Grande Regional Medical Center
10.62,3.29,35.20923,-111.64486,AZ,30000,7000,66,78,88,Flagstaff Medical Center
7.02,3.02,33.48073,-112.07948,AZ,19000,6000,33,52,11,St Joseph'S Hospital And Medical Center
10.30,2.62,33.29750,-111.87461,AZ,29000,5000,50,78,54,Chandler Regional Medical Center
6.88,2.49,33.48885,-111.92387,AZ,18000,5000,66,76,54,Scottsdale Healthcare-Osborn Medical Center
7.63,2.75,31.55116,-110.27248,AZ,20000,6000,0,0,0,Sierra Vista Regional Health Center Inc
6.34,2.62,35.22024,-114.03585,AZ,17000,5000,66,66,54,Kingman Regional Medical Center
8.45,2.29,33.60432,-112.28378,AZ,23000,4000,83,75,95,Banner Boswell Medical Center
7.29,3.02,34.20195,-110.01913,AZ,19000,6000,50,78,74,Summit Healthcare Regional Medical Center
5.77,3.34,32.24152,-110.94631,AZ,15000,7000,50,37,39,University Of Arizona Medical Ctr-Universit The
7.22,2.53,33.39097,-111.87638,AZ,19000,5000,66,80,56,Banner Desert Medical Center
5.92,3.08,34.13552,-114.28477,AZ,15000,7000,0,0,0,La Paz Regional Hospital
6.36,3.28,32.82248,-109.73476,AZ,17000,7000,0,0,0,Mt Graham Regional Medical Center
8.16,2.41,34.47988,-114.33938,AZ,22000,5000,50,70,56,Havasu Regional Medical Center
3.07,2.93,35.74446,-109.07648,AZ,7000,6000,0,0,0,Fort Defiance Indian Hospital
3.97,2.87,36.13579,-111.23718,AZ,9000,6000,0,0,0,Tuba City Regional Health Care Corporation
7.32,2.61,33.64058,-111.99766,AZ,20000,5000,50,66,33,Paradise Valley Hospital
2.98,2.76,36.15445,-109.55261,AZ,6000,6000,0,0,0,Chinle Comprehensive Health Care Facility
7.69,2.27,32.32103,-111.01102,AZ,21000,4000,50,71,20,Northwest Medical Center
7.45,2.33,33.58235,-111.88527,AZ,20000,4000,66,68,63,Scottsdale Healthcare-Shea Medical Center
7.28,2.30,33.41128,-111.68916,AZ,19000,4000,50,70,63,Banner Baywood Medical Center
7.48,2.47,33.60949,-112.18129,AZ,20000,5000,66,73,76,Banner Thunderbird Medical Center
8.39,2.67,33.66596,-112.11618,AZ,23000,5000,50,73,69,John C Lincoln Deer Valley Hospital
8.73,2.30,33.65965,-112.37283,AZ,24000,4000,50,77,97,Banner Del E Webb Medical Center
6.59,2.51,33.65497,-112.20040,AZ,17000,5000,50,90,39,Arrowhead Hospital
15.38,2.54,35.11068,-114.55505,AZ,44000,5000,50,87,63,Western Arizona Regional Medical Ctr
6.29,2.72,33.65947,-111.95626,AZ,16000,6000,66,53,95,Mayo Clinic Hospital
6.28,2.57,33.46202,-112.35299,AZ,16000,5000,75,65,69,West Valley Hospital
3.21,2.99,33.87588,-109.95774,AZ,7000,6000,0,0,0,Whiteriver Phs Indian Hospital
6.94,2.13,32.42929,-110.94843,AZ,18000,4000,50,73,85,Oro Valley Hospital
8.40,2.61,33.47818,-112.25744,AZ,23000,5000,50,58,69,Banner Estrella Medical Center
5.48,2.48,34.58822,-112.33095,AZ,14000,5000,0,0,0,Yavapai Regional Medical Center-East
9.79,2.36,33.28686,-111.75246,AZ,27000,4000,50,63,63,Mercy Gilbert Medical Center
7.77,2.66,33.39128,-111.61125,AZ,21000,5000,50,60,11,Mountain Vista Medical Center Lp
8.39,2.39,33.67102,-111.92184,AZ,23000,5000,50,88,92,Scottsdale Healthcare-Thompson Peak Hospital
6.90,2.33,36.18181,-94.54005,AR,18000,4000,0,0,0,Siloam Springs Memorial Hospital
3.36,2.32,35.46436,-93.44495,AR,7000,4000,0,0,0,Johnson Regional Medical Center
6.46,2.23,36.10940,-94.16036,AR,17000,4000,33,77,74,Washington Regional Med Ctr At North Hills
5.59,2.27,34.75031,-92.33897,AR,14000,4000,66,63,82,St Vincent Infirmary Medical Center
4.96,2.12,36.31007,-94.18471,AR,12000,4000,50,67,44,Mercy Medical Center
5.10,2.40,35.25046,-91.70056,AR,13000,5000,50,61,63,White County Medical Center
3.76,2.66,34.74866,-92.35422,AR,9000,5000,50,51,33,Uams Medical Center
5.39,2.23,36.23579,-93.10717,AR,14000,4000,0,0,0,North Arkansas Regional Medical Center
7.67,2.13,35.44268,-94.33798,AR,21000,4000,0,0,0,Summit Medical Center
6.11,2.33,35.05228,-90.76540,AR,16000,4000,0,0,0,Forrest City Medical Center
3.31,2.30,35.83746,-90.70386,AR,7000,4000,50,75,2,St Bernards Medical Ctr
8.06,2.26,36.18082,-94.13644,AR,22000,4000,50,68,29,Nw Arkansas Hospitals Llc
5.94,2.22,34.46784,-93.06667,AR,15000,4000,66,66,85,St Josephs Mercy Health Center Inc
3.61,2.13,36.34295,-92.39442,AR,8000,4000,50,65,57,Baxter Regional Medical Center
4.25,2.21,35.08546,-92.45774,AR,10000,4000,50,72,79,Conway Regional Medical Center
3.98,2.18,34.77770,-92.12539,AR,9000,4000,50,60,13,Baptist Health Medical Center North Little Rock
4.69,2.24,36.05214,-90.49908,AR,12000,4000,0,0,0,Arkansas Methodist Medical Center
6.61,2.27,35.28275,-93.14901,AR,17000,4000,0,0,0,St Marys Regional Medical Center
6.60,2.58,35.14320,-90.18837,AR,17000,5000,0,0,0,Crittenden Memorial Hospital
