size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
15.01,2.51,36.18082,-94.13644,108523.55,12471.28,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0,NW ARKANSAS HOSPITALS LLC
6.58,2.22,34.46784,-93.06667,43721.56,10200.56,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0,ST JOSEPHS MERCY HEALTH CENTER INC
5.83,2.12,36.34295,-92.39442,37968.45,9463.32,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0,BAXTER REGIONAL MEDICAL CENTER
5.23,2.17,35.08546,-92.45774,33319.92,9791.23,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0,CONWAY REGIONAL MEDICAL CENTER
6.92,2.28,35.37445,-94.41868,46365.93,10639.50,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
7.03,2.12,35.35395,-94.35262,47165.27,9451.55,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0,ST EDWARD MERCY MEDICAL CENTER
13.29,2.30,34.48600,-93.03521,95353.86,10849.90,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0,NATIONAL PARK MEDICAL CENTER
6.57,2.22,34.74866,-92.35422,43620.15,10202.52,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
6.51,2.37,35.76927,-91.63408,43181.32,11334.17,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0,WHITE RIVER MEDICAL CENTER
5.58,2.11,34.73868,-92.39307,36024.39,9393.08,0.0,0.101,0.101,0.101,0.0,0.0,0.0,0.0,ARKANSAS HEART HOSPITAL
9.12,2.73,40.78366,-124.14246,63224.67,14163.00,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0,ST JOSEPH HOSPITAL
14.01,2.67,37.59283,-122.38249,100832.85,13689.00,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0,PENINSULA MEDICAL CENTER
13.23,3.21,38.57053,-121.45216,94883.26,17824.94,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083,MERCY GENERAL HOSPITAL
11.02,2.77,33.97659,-117.38184,77872.92,14414.00,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216,RIVERSIDE COMMUNITY HOSPITAL
6.82,3.28,32.75426,-117.16592,45564.64,18324.25,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
18.09,2.59,32.77495,-117.01467,132234.64,13075.09,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0,GROSSMONT HOSPITAL
13.39,2.66,35.38736,-119.01690,96088.00,13614.41,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0,BAKERSFIELD MEMORIAL HOSPITAL
15.29,2.49,39.74221,-121.85000,110690.33,12245.27,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0,ENLOE MEDICAL CENTER
14.74,3.22,37.82206,-122.26275,106505.05,17878.05,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0,ALTA BATES SUMMIT MEDICAL CENTER
17.26,3.22,37.79100,-122.43125,125851.21,17919.32,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
10.48,3.17,36.73000,-119.78000,73731.84,17530.36,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0,COMMUNITY REGIONAL MEDICAL CENTER
11.82,2.89,32.75143,-117.16083,84047.80,15333.84,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0,SCRIPPS MERCY HOSPITAL
15.31,3.09,37.95337,-122.33672,110891.27,16889.73,0.0,0.0,0.203,1.829,0.0,0.0,0.406,0.203,DOCTORS MEDICAL CENTER-SAN PABLO
