size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
2.66,2.57,35.83746,-90.70386,6087.92,5635.73,0.50,0.75,0.03,ST BERNARDS MEDICAL CTR
5.18,2.48,36.18082,-94.13644,18859.51,5191.88,0.50,0.69,0.30,NW ARKANSAS HOSPITALS LLC
2.74,2.50,34.35877,-92.78638,6498.73,5304.27,0.00,0.00,0.00,HOT SPRING COUNTY MEDICAL CENTER
4.44,2.44,34.57290,-92.58508,15089.27,4968.28,0.50,0.89,0.72,SALINE MEMORIAL HOSPITAL
3.56,2.47,34.74866,-92.35422,10663.19,5141.13,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
11.73,3.42,37.63362,-122.08802,52002.20,9965.00,0.50,0.60,0.07,ST ROSE HOSPITAL
12.76,3.18,38.54384,-122.47401,57207.37,8716.71,0.50,0.75,0.33,ST HELENA HOSPITAL
8.07,3.07,32.68425,-117.08161,33469.04,8192.84,0.00,0.00,0.00,PARADISE VALLEY HOSPITAL
9.48,2.77,32.77495,-117.01467,40605.82,6648.64,0.83,0.71,0.33,GROSSMONT HOSPITAL
7.91,2.72,39.74221,-121.85000,32685.55,6403.52,0.83,0.71,0.48,ENLOE MEDICAL CENTER
8.26,3.20,37.82206,-122.26275,34428.73,8811.00,0.50,0.64,0.32,ALTA BATES SUMMIT MEDICAL CENTER
4.07,2.95,34.67486,-118.15771,13243.54,7552.69,0.50,0.68,0.45,ANTELOPE VALLEY HOSPITAL MED CENTER
6.23,3.28,36.73000,-119.78000,24182.32,9226.05,0.50,0.71,0.00,COMMUNITY REGIONAL MEDICAL CENTER
7.27,3.04,32.75143,-117.16083,29420.82,8016.82,0.33,0.62,0.70,SCRIPPS MERCY HOSPITAL
6.74,2.77,36.83532,-119.76562,26768.00,6625.36,0.50,0.66,0.58,SAINT AGNES MEDICAL CENTER
