size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
4.63,2.18,31.21673,-85.36307,AL,107000,28000,50,51,21,Southeast Alabama Medical Center
4.95,2.16,34.80175,-87.67514,AL,118000,28000,50,65,2,Eliza Coffee Memorial Hospital
5.07,2.42,33.59616,-86.66750,AL,122000,36000,66,78,1,St Vincent'S East
4.94,2.38,32.32785,-86.27750,AL,118000,35000,50,67,54,Baptist Medical Center South
4.09,2.17,32.36656,-86.28572,AL,90000,28000,50,68,82,Jackson Hospital & Clinic Inc
3.33,2.23,32.63806,-85.40413,AL,65000,30000,50,80,13,East Alabama Medical Center And Snf
7.12,2.62,33.50619,-86.80210,AL,188000,43000,66,45,11,University Of Alabama Hospital
5.79,2.31,34.72007,-86.58108,AL,145000,32000,50,65,44,Huntsville Hospital
8.60,2.15,34.00941,-85.97078,AL,236000,27000,66,67,27,Gadsden Regional Medical Center
9.11,2.32,34.00426,-86.00339,AL,253000,33000,75,81,90,Riverview Regional Medical Center
6.58,2.19,31.23767,-85.45625,AL,171000,28000,50,55,79,Flowers Hospital
4.54,2.27,33.50734,-86.78958,AL,105000,31000,50,72,21,St Vincent'S Birmingham
4.74,2.18,33.65640,-85.82284,AL,111000,28000,50,60,5,Northeast Alabama Regional Med Center
7.74,2.22,30.42700,-87.68386,AL,208000,29000,50,95,24,South Baldwin Regional Medical Center
2.64,2.17,34.59052,-86.97262,AL,43000,28000,50,77,54,Decatur General Hospital
4.98,2.27,33.20521,-87.52546,AL,119000,31000,66,66,21,D C H Regional Medical Center
7.15,2.38,33.49854,-86.84633,AL,189000,35000,66,70,8,Baptist Medical Center-Princeton
8.51,2.27,33.51420,-86.74859,AL,233000,31000,66,27,11,Trinity Medical Center
4.39,2.24,30.69697,-88.08081,AL,100000,30000,66,55,24,Mobile Infirmary
8.84,2.34,34.69279,-86.57179,AL,244000,33000,50,77,33,Crestwood Medical Center
15.51,2.52,33.46420,-86.77409,AL,460000,39000,50,65,29,Brookwood Medical Center
6.10,2.73,60.94901,-149.17033,AK,155000,46000,50,81,90,Providence Alaska Medical Center
3.55,3.25,61.18268,-149.79897,AK,72000,63000,0,0,0,Alaska Native Medical Center
6.02,2.50,33.46514,-112.05797,AZ,152000,38000,50,48,69,Banner Good Samaritan Medical Center
4.81,2.36,32.25294,-110.88135,AZ,113000,34000,50,48,3,Tucson Medical Center
4.86,2.30,32.22734,-111.00065,AZ,115000,32000,33,75,63,Carondelet St  Marys Hospital
5.05,2.25,32.22685,-110.85520,AZ,121000,30000,66,55,21,Carondelet St Josephs Hospital
5.21,2.34,34.56017,-112.48217,AZ,126000,33000,25,67,17,Yavapai Regional Medical Center
5.01,2.43,32.68274,-114.63506,AZ,120000,36000,50,63,69,Yuma Regional Medical Center
5.14,2.27,33.56894,-112.07108,AZ,124000,31000,50,80,16,John C Lincoln North Mountain Hospital
7.44,3.23,35.20923,-111.64486,AZ,199000,62000,66,78,88,Flagstaff Medical Center
5.22,2.33,33.48885,-111.92387,AZ,127000,33000,66,76,54,Scottsdale Healthcare-Osborn Medical Center
6.45,2.19,33.60432,-112.28378,AZ,166000,28000,83,75,95,Banner Boswell Medical Center
8.18,3.23,32.24152,-110.94631,AZ,223000,62000,50,37,39,University Of Arizona Medical Ctr-Universit The
5.66,2.23,32.32103,-111.01102,AZ,141000,30000,50,71,20,Northwest Medical Center
6.40,2.44,33.41128,-111.68916,AZ,165000,36000,50,70,63,Banner Baywood Medical Center
5.47,2.38,33.60949,-112.18129,AZ,135000,35000,66,73,76,Banner Thunderbird Medical Center
6.09,2.38,33.65965,-112.37283,AZ,155000,35000,50,77,97,Banner Del E Webb Medical Center
10.13,2.48,35.11068,-114.55505,AZ,286000,38000,50,87,63,Western Arizona Regional Medical Ctr
4.27,2.34,36.10940,-94.16036,AR,96000,33000,33,77,74,Washington Regional Med Ctr At North Hills
4.35,2.28,34.75031,-92.33897,AR,98000,31000,66,63,82,St Vincent Infirmary Medical Center
4.27,2.59,34.74866,-92.35422,AR,96000,41000,50,51,33,Uams Medical Center
3.15,2.29,35.83746,-90.70386,AR,59000,32000,50,75,2,St Bernards Medical Ctr
4.76,2.22,36.18082,-94.13644,AR,112000,29000,50,68,29,Nw Arkansas Hospitals Llc
4.15,2.22,34.46784,-93.06667,AR,92000,29000,66,66,85,St Josephs Mercy Health Center Inc
3.40,2.17,36.34295,-92.39442,AR,68000,28000,50,65,57,Baxter Regional Medical Center
4.79,2.32,35.08546,-92.45774,AR,113000,33000,50,72,79,Conway Regional Medical Center
3.49,2.16,34.77770,-92.12539,AR,71000,27000,50,60,13,Baptist Health Medical Center North Little Rock
3.27,2.18,35.37445,-94.41868,AR,64000,28000,50,53,85,Sparks Regional Medical Center
4.72,2.25,35.35395,-94.35262,AR,110000,30000,50,66,11,St Edward Mercy Medical Center
5.84,2.34,34.18894,-92.01886,AR,147000,33000,50,75,4,Jefferson Regional Medical Center
4.67,2.25,34.74866,-92.35422,AR,109000,30000,50,43,21,Baptist Health Medical Center-Little Rock
5.94,2.38,35.80838,-90.66658,AR,150000,35000,50,57,69,Nea Baptist Memorial Hospital
4.40,2.26,35.76927,-91.63408,AR,100000,31000,33,63,37,White River Medical Center
12.28,3.26,37.63362,-122.08802,CA,355000,63000,50,60,6,St Rose Hospital
8.20,2.60,40.78366,-124.14246,CA,223000,42000,50,63,63,St Joseph Hospital
10.27,2.95,38.57053,-121.45216,CA,290000,53000,83,53,27,Mercy General Hospital
12.23,2.81,33.97659,-117.38184,CA,354000,49000,50,65,57,Riverside Community Hospital
6.63,3.09,32.75426,-117.16592,CA,172000,58000,50,72,69,University Of California San Diego Medical Center
7.79,2.52,32.77495,-117.01467,CA,210000,39000,83,71,33,Grossmont Hospital
8.23,2.49,35.38736,-119.01690,CA,224000,38000,33,85,79,Bakersfield Memorial Hospital
10.10,3.98,37.31288,-121.93329,CA,285000,87000,66,65,1,Santa Clara Valley Medical Center
12.29,3.17,39.74221,-121.85000,CA,356000,60000,83,71,48,Enloe Medical Center
10.82,3.06,37.82206,-122.26275,CA,308000,57000,50,63,32,Alta Bates Summit Medical Center
10.28,3.26,37.79100,-122.43125,CA,291000,63000,83,63,11,California Pacific Medical Ctr-Pacific Campus Hosp
5.51,2.58,33.93183,-116.94587,CA,136000,41000,0,0,0,San Gorgonio Memorial Hospital
6.12,2.75,34.67486,-118.15771,CA,156000,46000,50,67,44,Antelope Valley Hospital Med Center
5.85,2.58,36.32737,-119.29548,CA,147000,41000,50,56,12,Kaweah Delta Medical Center
13.44,3.26,34.12834,-118.25777,CA,393000,63000,50,72,44,Glendale Mem Hospital & Hlth Center
5.77,2.80,36.73000,-119.78000,CA,144000,48000,50,71,0,Community Regional Medical Center
6.37,2.80,34.09643,-118.29103,CA,164000,48000,75,76,74,Hollywood Presbyterian Medical Center
6.56,2.55,32.75143,-117.16083,CA,170000,40000,33,62,69,Scripps Mercy Hospital
10.51,2.89,37.95337,-122.33672,CA,298000,51000,50,63,18,Doctors Medical Center-San Pablo
9.73,2.67,34.21674,-119.15631,CA,273000,44000,50,63,6,St Johns Regional Medical Center
10.02,2.75,37.96987,-121.28873,CA,282000,47000,83,68,97,St Josephs Med Center Of Stockton
7.83,2.63,34.13101,-117.32181,CA,211000,43000,50,83,46,Community Hospital Of San Bernardino
8.08,2.73,36.83532,-119.76562,CA,219000,46000,50,66,57,Saint Agnes Medical Center
5.35,2.13,34.10130,-117.63651,CA,131000,26000,50,66,85,San Antonio Community Hospital
8.44,2.62,32.79949,-117.15394,CA,231000,42000,66,62,11,Sharp Memorial Hospital
8.37,2.91,33.92798,-117.43847,CA,229000,52000,50,88,24,Parkview Community Hospital Medical Center
8.23,3.06,33.92963,-118.20332,CA,224000,57000,66,78,33,Saint Francis Medical Center
8.17,2.78,34.02685,-118.48651,CA,222000,47000,50,76,21,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital
8.69,2.60,33.12535,-117.07336,CA,239000,42000,50,55,69,Palomar Medical Center
8.88,2.64,34.22014,-118.53410,CA,245000,43000,33,56,44,Northridge Hospital Medical Center
6.16,2.59,36.32362,-119.66726,CA,157000,41000,50,88,24,Adventist Medical Center
13.42,3.41,37.36257,-121.84974,CA,392000,68000,50,70,1,Regional Medical Center Of San Jose
5.76,2.53,34.19494,-118.46319,CA,144000,39000,50,77,76,Valley Presbyterian Hospital
8.49,2.75,33.18402,-117.29661,CA,233000,47000,50,57,21,Tri-City Medical Center
6.17,2.33,34.13495,-117.27603,CA,157000,33000,50,66,48,St Bernardine Medical Center
10.64,2.68,34.10081,-118.10588,CA,302000,44000,0,0,0,San Gabriel Valley Medical Center
11.50,3.96,36.57886,-121.91316,CA,330000,86000,66,56,57,Community Hospital Of The Monterey Peninsula
5.23,2.89,34.03705,-118.26575,CA,127000,51000,33,87,88,California Hospital Medical Center La
11.55,3.15,37.78963,-122.41700,CA,332000,60000,75,70,29,Saint Francis Memorial Hospital
11.56,3.12,33.89465,-117.92716,CA,332000,59000,66,71,90,St Jude Medical Center
8.72,2.36,33.96860,-118.04831,CA,240000,34000,50,46,16,Presbyterian Intercommunity Hospital
9.32,2.71,38.44369,-122.70138,CA,259000,45000,66,86,57,Santa Rosa Memorial Hospital
16.21,4.00,37.91341,-122.04163,CA,483000,87000,50,62,33,John Muir Medical Center - Walnut Creek Campus
8.65,2.80,33.77991,-118.18602,CA,238000,48000,50,82,94,St Mary Medical Center
29.66,4.99,37.55717,-121.98126,CA,918000,119000,50,53,88,Washington Hospital
7.77,2.46,34.58305,-118.14490,CA,209000,37000,50,86,54,Palmdale Regional Medical Center
7.23,2.35,32.61972,-117.02278,CA,192000,34000,50,71,57,Sharp Chula Vista Medical Center
6.36,2.55,33.62229,-117.92995,CA,163000,40000,50,70,51,Hoag Memorial Hospital Presbyterian
8.77,2.49,33.84780,-117.93661,CA,242000,38000,50,73,57,Ahmc Anaheim Regional Medical Center
7.05,2.75,33.77483,-117.91329,CA,186000,47000,50,85,98,Garden Grove Hospital & Medical Center
11.44,2.68,34.07709,-117.75063,CA,328000,44000,33,73,97,Pomona Valley Hospital Medical Center
16.74,3.00,34.15601,-118.32834,CA,500000,55000,50,80,97,Providence Saint Joseph Medical Ctr
7.87,2.62,34.13973,-118.03534,CA,212000,43000,50,45,10,Methodist Hospital Of Southern Ca
13.74,3.16,34.14987,-118.23117,CA,402000,60000,66,75,88,Glendale Adventist Medical Center
5.85,2.53,36.06956,-119.02748,CA,147000,39000,0,0,0,Sierra View District Hospital
7.42,3.19,34.06675,-118.44613,CA,198000,61000,50,27,33,Ronald Reagan Ucla Medical Center
5.63,2.32,34.03721,-117.20474,CA,140000,33000,50,92,69,Redlands Community Hospital
11.89,2.66,34.27915,-118.46006,CA,343000,44000,50,80,24,Providence Holy Cross Medical Center
8.71,2.73,40.58654,-122.39168,CA,240000,46000,83,71,44,Mercy Medical Center Redding
11.48,3.03,37.69502,-121.88095,CA,329000,56000,50,71,82,Valleycare Medical Center
17.30,3.58,37.67947,-122.47447,CA,518000,73000,50,62,24,Seton Medical Center
7.00,2.59,34.03009,-118.47833,CA,184000,42000,50,81,76,Saint John'S Health Center
7.67,2.42,35.37279,-119.02817,CA,206000,36000,50,70,82,Mercy Hospital
9.61,3.06,34.05076,-117.26395,CA,269000,57000,50,55,16,Loma Linda University Medical Center
5.96,2.49,33.87236,-117.56809,CA,150000,38000,50,78,81,Corona Regional Medical Center
9.98,3.81,36.65910,-121.64630,CA,281000,81000,50,70,37,Salinas Valley Memorial Hospital
5.48,2.62,32.95813,-115.55388,CA,135000,43000,50,91,92,Pioneers Memorial Healthcare District
12.83,2.87,33.81131,-118.34364,CA,373000,50000,66,67,88,Torrance Memorial Medical Center
10.79,2.71,33.83891,-118.35677,CA,307000,45000,50,86,94,Providence Little Company Of Mary Med Ctr Torrance
5.08,2.62,36.22008,-119.33764,CA,122000,42000,0,0,0,Tulare Regional Medical Center
10.16,2.87,37.94748,-122.53677,CA,287000,50000,50,63,16,Marin General Hospital
4.36,2.71,34.24018,-118.39632,CA,99000,45000,0,0,0,Pacifica Hospital Of The Valley
12.19,2.63,37.25153,-121.94684,CA,352000,43000,33,63,3,Good Samaritan Hospital
4.30,2.54,34.08802,-117.89341,CA,97000,40000,66,67,29,Citrus Valley Medical Center-Ic Campus
5.09,2.38,33.75117,-116.96028,CA,123000,35000,50,73,82,Hemet Valley Medical Center
6.16,2.34,33.82557,-117.99493,CA,157000,33000,50,91,98,West Anaheim Medical Center
11.28,2.95,34.13364,-118.15275,CA,323000,53000,66,65,57,Huntington Memorial Hospital
30.00,6.13,37.43436,-122.18013,CA,929000,156000,50,58,27,Stanford Hospital
8.19,2.73,37.34027,-120.46817,CA,223000,46000,50,77,37,Mercy Medical Center
14.11,3.97,37.76421,-122.45716,CA,415000,86000,66,52,90,Ucsf Medical Center
9.04,2.63,35.38338,-119.01969,CA,250000,43000,33,86,6,San Joaquin Community Hospital
14.42,2.74,37.66540,-120.99743,CA,424000,46000,66,66,9,Doctors Medical Center
5.02,2.50,33.89307,-118.29506,CA,120000,38000,50,96,98,Memorial Hospital Of Gardena
9.29,2.78,34.05336,-118.26558,CA,259000,48000,50,68,79,Good Samaritan Hospital
12.49,2.58,34.20285,-118.62962,CA,362000,41000,50,61,13,West Hills Hospital & Medical Center
9.52,2.74,33.80861,-118.18661,CA,266000,46000,66,65,27,Long Beach Memorial Medical Center
9.11,2.83,37.69824,-122.08730,CA,252000,49000,66,61,54,Eden Medical Center
11.57,2.80,37.98396,-122.03464,CA,332000,48000,50,76,97,John Muir Medical Center - Concord Campus
10.03,2.78,33.71466,-117.93322,CA,282000,48000,50,86,33,Fountain Valley Regional Hospital & Medical Center
10.98,2.39,33.76335,-116.40628,CA,313000,35000,50,56,39,Eisenhower Medical Center
6.83,2.48,33.83340,-118.08118,CA,179000,38000,50,90,99,Tri-City Regional Medical Center
6.74,3.09,33.84753,-118.03841,CA,176000,58000,0,0,0,La Palma Intercommunity Hospital
5.84,2.20,33.84932,-118.15323,CA,147000,29000,83,80,12,Lakewood Regional Medical Center
9.07,2.77,38.46387,-121.41645,CA,251000,47000,50,60,57,Methodist Hospital Of Sacramento
4.71,2.74,35.76216,-119.23889,CA,110000,46000,0,0,0,Delano Regional Medical Center
10.48,2.82,34.24359,-119.01992,CA,297000,49000,50,73,69,St Johns Pleasant Valley Hospital
19.74,4.10,34.07664,-118.37955,CA,597000,90000,100,58,48,Cedars-Sinai Medical Center
8.09,2.56,32.99711,-117.05783,CA,219000,40000,50,85,78,Pomerado Hospital
8.93,2.74,34.03556,-118.30962,CA,247000,46000,0,0,0,Los Angeles Metropolitan Medical Ctr
5.67,2.62,34.01936,-118.18661,CA,141000,43000,50,90,63,Los Angeles Community Hospital
5.65,2.48,33.55876,-117.18329,CA,141000,38000,66,73,74,Southwest Healthcare System
6.48,2.36,35.38506,-119.03992,CA,167000,34000,50,97,76,Bakersfield Heart Hospital
15.09,3.05,34.06760,-118.12291,CA,446000,56000,50,93,85,Garfield Medical Center
8.64,2.64,33.95076,-118.34828,CA,237000,43000,50,71,99,Centinela Hospital Medical Center
12.38,2.47,34.05723,-118.36025,CA,359000,38000,50,63,69,Olympia Medical Center
9.29,2.30,34.02303,-118.39741,CA,258000,32000,0,0,0,Brotman Medical Center
6.72,2.47,34.16028,-118.44948,CA,175000,38000,0,0,0,Sherman Oaks Hospital
5.66,2.38,32.77629,-117.05730,CA,141000,35000,75,78,63,Alvarado Hospital Medical Center
11.67,2.63,34.17067,-118.53200,CA,335000,43000,50,57,63,Providence Tarzana Medical Center
10.66,2.50,40.58532,-122.38702,CA,303000,38000,50,78,98,Shasta Regional Medical Center
7.97,2.45,39.71712,-105.12874,CO,216000,37000,33,67,16,Centura Health-St Anthony Hospital
5.53,2.39,38.83903,-104.80024,CO,137000,35000,66,68,33,Memorial Hospital Central
9.94,3.12,39.74234,-104.84156,CO,279000,59000,66,66,69,University Of Colorado Hospital Anschutz Inpatient
8.05,2.35,39.65399,-104.98116,CO,218000,34000,33,47,17,Swedish Medical Center
8.83,2.60,39.68859,-104.83205,CO,244000,42000,50,61,13,Medical Center Of Aurora The
6.66,2.62,41.30978,-72.93806,CT,173000,43000,66,57,8,Hospital Of St Raphael
5.36,2.73,41.77507,-72.69941,CT,131000,46000,50,53,85,St Francis Hospital & Medical Center
6.93,2.63,41.55959,-73.05941,CT,182000,43000,33,57,69,Waterbury Hospital
7.50,3.06,41.05562,-73.55390,CT,200000,56000,50,52,10,Stamford Hospital
4.07,2.67,41.33722,-72.10380,CT,89000,44000,50,72,92,Lawrence & Memorial Hospital
6.36,2.94,41.18881,-73.16645,CT,164000,53000,50,51,21,Bridgeport Hospital
3.43,2.56,41.55241,-73.03554,CT,69000,41000,50,56,39,Saint Marys Hospital
3.11,2.38,41.54874,-72.80148,CT,58000,35000,50,60,79,Midstate Medical Center
5.17,2.48,41.03431,-73.63020,CT,125000,38000,50,48,63,Greenwich Hospital Association
4.55,2.37,41.55473,-72.64872,CT,105000,34000,33,61,92,Middlesex Hospital
8.98,3.36,41.30400,-72.93502,CT,248000,66000,66,41,3,Yale-New Haven Hospital
3.82,2.45,41.54301,-72.08799,CT,81000,37000,50,70,44,William W Backus Hospital
6.16,2.89,41.75412,-72.67927,CT,157000,51000,50,47,9,Hartford Hospital
3.85,2.41,41.78185,-72.52591,CT,82000,36000,50,68,1,Manchester Memorial Hospital
5.18,2.59,41.20049,-73.20281,CT,125000,41000,66,78,63,St Vincent'S Medical Center
5.50,2.62,41.40474,-73.44739,CT,136000,43000,50,66,57,Danbury Hospital
6.34,2.87,41.11147,-73.42010,CT,163000,50000,50,72,92,Norwalk Hospital Association
4.70,2.57,41.66107,-72.78671,CT,110000,41000,50,52,8,Hospital Of Central Connecticut The
4.00,2.60,39.69005,-75.68408,DE,87000,42000,66,58,39,Christiana Care Health Services Inc.
3.69,2.31,39.15135,-75.52309,DE,77000,32000,50,58,90,Bayhealth - Kent General Hospital
5.19,2.43,38.77159,-75.14210,DE,126000,36000,50,90,81,Beebe Medical Center
9.06,2.91,38.90106,-77.05079,DC,251000,52000,50,50,13,George Washington Univ Hospital
6.37,3.40,38.91770,-77.02193,DC,164000,68000,50,66,0,Howard University Hospital
8.34,3.21,38.91221,-77.07588,DC,228000,62000,66,65,0,Georgetown University Hospital
4.16,2.56,38.94397,-76.99040,DC,92000,41000,50,57,24,Providence Hospital
4.25,2.37,38.83504,-76.98388,DC,95000,34000,50,88,46,United Medical Center
5.03,2.58,38.92944,-77.01473,DC,121000,41000,33,58,1,Washington Hospital Center
5.64,2.66,30.34913,-81.66391,FL,140000,44000,50,62,0,Shands Jacksonville Medical Center
7.30,2.36,26.50479,-80.06979,FL,194000,34000,50,53,99,Bethesda Memorial Hospital
7.04,2.51,28.52517,-81.37729,FL,186000,39000,66,47,29,Orlando Health
6.61,2.39,28.57345,-81.36990,FL,171000,35000,83,66,24,Florida Hospital
13.39,2.72,25.68309,-80.34038,FL,391000,46000,50,62,85,Baptist Hospital Of Miami Inc
7.09,2.56,25.78846,-80.21644,FL,187000,40000,83,56,0,University Of Miami Hospital
4.55,2.26,26.62849,-81.87423,FL,105000,31000,66,52,16,Lee Memorial Hospital
4.20,2.27,29.20117,-81.05828,FL,93000,31000,66,76,79,Halifax Health Medical Center
5.09,2.26,26.15053,-81.79919,FL,122000,31000,66,62,39,Naples Community Hospital
