size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
8.92,2.34,36.18082,-94.13644,29158.00,6060.29,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
6.79,2.26,34.46784,-93.06667,21696.85,5805.62,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
3.35,2.11,36.34295,-92.39442,9614.33,5266.67,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
5.06,2.14,34.77770,-92.12539,15619.28,5387.06,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
4.82,2.22,35.37445,-94.41868,14783.03,5635.33,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
7.90,2.21,35.35395,-94.35262,25576.75,5602.42,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
6.28,2.21,34.74866,-92.35422,19895.31,5626.85,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
18.47,3.73,37.63362,-122.08802,62692.21,10954.79,ST ROSE HOSPITAL,0.0,1.826,0.609,0.812,0.0,0.0,0.203,0.0
14.22,2.80,40.78366,-124.14246,47774.33,7678.92,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
12.25,2.80,37.59283,-122.38249,40859.64,7673.00,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
12.62,2.97,38.32472,-122.29671,42144.82,8268.09,QUEEN OF THE VALLEY MEDICAL CENTER,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0
5.35,3.89,34.06505,-118.23913,16628.30,11527.90,PACIFIC ALLIANCE MEDICAL CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356
14.01,3.02,33.97659,-117.38184,47020.95,8469.80,RIVERSIDE COMMUNITY HOSPITAL,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216
9.09,3.88,32.75426,-117.16592,29753.08,11493.96,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0
11.09,2.70,32.77495,-117.01467,36776.33,7338.40,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
14.75,2.79,35.38736,-119.01690,49645.27,7640.00,BAKERSFIELD MEMORIAL HOSPITAL,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0
14.20,4.82,37.31288,-121.93329,47711.82,14761.45,SANTA CLARA VALLEY MEDICAL CENTER,0.0,0.196,0.589,0.786,0.0,0.0,0.589,0.0
10.31,2.55,39.74221,-121.85000,34040.39,6817.09,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
12.74,3.53,37.82206,-122.26275,42579.69,10243.50,ALTA BATES SUMMIT MEDICAL CENTER,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0
15.21,3.82,37.79100,-122.43125,51235.73,11266.41,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0
7.56,2.98,34.67486,-118.15771,24377.91,8310.97,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
7.32,2.77,36.32737,-119.29548,23559.13,7580.57,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
12.94,3.36,34.12834,-118.25777,43293.39,9665.75,GLENDALE MEM HOSPITAL & HLTH CENTER,0.0,0.231,0.463,0.116,0.0,0.0,0.116,0.0
