size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
8.25,2.43,34.80175,-87.67514,AL,19000,4000,50,65,2,Eliza Coffee Memorial Hospital
3.95,2.08,31.28905,-86.25550,AL,8000,3000,0,0,0,Mizell Memorial Hospital
5.95,2.25,33.59616,-86.66750,AL,13000,4000,66,78,1,St Vincent'S East
4.15,2.17,34.74649,-87.69895,AL,8000,3000,50,91,33,Helen Keller Memorial Hospital
6.89,2.45,32.32785,-86.27750,AL,15000,4000,50,67,54,Baptist Medical Center South
6.28,2.20,32.36656,-86.28572,AL,14000,3000,50,68,82,Jackson Hospital & Clinic Inc
3.10,2.26,32.82377,-85.17019,AL,6000,4000,0,0,0,George H. Lanier Memorial Hospital
2.79,2.35,31.42926,-86.07637,AL,5000,4000,0,0,0,Elba General Hospital
3.59,2.28,32.63806,-85.40413,AL,7000,4000,50,80,13,East Alabama Medical Center And Snf
5.79,2.60,33.50619,-86.80210,AL,12000,4000,66,45,11,University Of Alabama Hospital
6.01,2.15,34.20768,-86.87489,AL,13000,3000,50,63,79,Cullman Regional Medical Center
6.44,3.32,31.31122,-86.46762,AL,14000,6000,0,0,0,Andalusia Regional Hospital
6.61,2.08,33.66767,-85.83420,AL,15000,3000,0,0,0,Stringfellow Memorial Hospital
4.98,2.44,34.72007,-86.58108,AL,10000,4000,50,65,44,Huntsville Hospital
11.00,2.74,34.00426,-86.00339,AL,25000,5000,75,81,90,Riverview Regional Medical Center
2.06,2.29,31.64370,-86.74274,AL,3000,4000,0,0,0,Georgiana Hospital
7.09,2.09,31.31857,-85.85470,AL,16000,3000,0,0,0,Medical Center Enterprise
2.69,2.56,32.84327,-87.89026,AL,5000,4000,0,0,0,Greene County Hospital
6.38,2.50,33.50734,-86.78958,AL,14000,4000,50,72,21,St Vincent'S Birmingham
3.85,2.20,34.66171,-86.04665,AL,8000,3000,0,0,0,Highlands Medical Center
2.68,2.21,31.04825,-85.88999,AL,5000,3000,0,0,0,Wiregrass Medical Center
5.03,2.34,31.89127,-85.14549,AL,11000,4000,0,0,0,Medical Center Barbour
5.12,2.13,33.65640,-85.82284,AL,11000,3000,50,60,5,Northeast Alabama Regional Med Center
6.13,2.96,30.68199,-88.19897,AL,13000,5000,83,86,0,Providence Hospital
5.43,2.52,33.20521,-87.52546,AL,12000,4000,66,66,21,D C H Regional Medical Center
8.60,2.26,33.49854,-86.84633,AL,19000,4000,66,70,8,Baptist Medical Center-Princeton
3.54,2.09,32.43516,-88.32614,AL,7000,3000,0,0,0,Bryan W Whitfield Mem Hosp Inc
6.43,2.83,30.69697,-88.08081,AL,14000,5000,66,55,24,Mobile Infirmary
2.90,2.20,31.49782,-87.32060,AL,5000,3000,0,0,0,Monroe County Hospital
8.92,2.10,34.69279,-86.57179,AL,20000,3000,50,77,33,Crestwood Medical Center
17.83,2.24,33.46420,-86.77409,AL,43000,4000,50,65,29,Brookwood Medical Center
5.13,2.00,30.68546,-88.13170,AL,11000,3000,50,81,6,Springhill Medical Center
3.03,2.20,31.43128,-86.94142,AL,6000,3000,0,0,0,Evergreen Medical Center
6.40,2.26,33.16547,-86.25380,AL,14000,4000,0,0,0,Coosa Valley Medical Center
5.71,2.67,33.46514,-112.05797,AZ,12000,5000,50,48,69,Banner Good Samaritan Medical Center
6.51,2.49,32.25294,-110.88135,AZ,14000,4000,50,48,3,Tucson Medical Center
9.12,2.26,32.22685,-110.85520,AZ,21000,4000,66,55,21,Carondelet St Josephs Hospital
6.73,2.53,34.56017,-112.48217,AZ,15000,4000,25,67,17,Yavapai Regional Medical Center
7.82,2.48,32.88123,-111.71067,AZ,18000,4000,50,81,11,Casa Grande Regional Medical Center
5.11,2.62,35.22024,-114.03585,AZ,11000,5000,66,66,54,Kingman Regional Medical Center
8.00,2.47,33.60432,-112.28378,AZ,18000,4000,83,75,95,Banner Boswell Medical Center
7.62,2.45,33.39097,-111.87638,AZ,17000,4000,66,80,56,Banner Desert Medical Center
3.77,2.89,36.13579,-111.23718,AZ,7000,5000,0,0,0,Tuba City Regional Health Care Corporation
6.00,2.27,33.41128,-111.68916,AZ,13000,4000,50,70,63,Banner Baywood Medical Center
7.14,2.58,33.60949,-112.18129,AZ,16000,4000,66,73,76,Banner Thunderbird Medical Center
10.61,2.27,33.65965,-112.37283,AZ,25000,4000,50,77,97,Banner Del E Webb Medical Center
8.09,2.57,33.46202,-112.35299,AZ,18000,4000,75,65,69,West Valley Hospital
12.84,2.39,33.28686,-111.75246,AZ,30000,4000,50,63,63,Mercy Gilbert Medical Center
6.43,2.25,34.75031,-92.33897,AR,14000,4000,66,63,82,St Vincent Infirmary Medical Center
4.77,2.41,35.25046,-91.70056,AR,10000,4000,50,61,63,White County Medical Center
3.27,2.30,35.83746,-90.70386,AR,6000,4000,50,75,2,St Bernards Medical Ctr
7.40,2.22,36.18082,-94.13644,AR,16000,4000,50,68,29,Nw Arkansas Hospitals Llc
3.27,2.11,36.34295,-92.39442,AR,6000,3000,50,65,57,Baxter Regional Medical Center
6.16,2.57,35.14320,-90.18837,AR,13000,4000,0,0,0,Crittenden Memorial Hospital
3.48,2.22,33.62900,-91.79096,AR,7000,3000,0,0,0,Drew Memorial Hospital
7.17,2.51,34.18894,-92.01886,AR,16000,4000,50,75,4,Jefferson Regional Medical Center
5.34,2.41,34.35877,-92.78638,AR,11000,4000,0,0,0,Hot Spring County Medical Center
4.59,2.31,34.74866,-92.35422,AR,9000,4000,50,43,21,Baptist Health Medical Center-Little Rock
5.76,2.28,35.80838,-90.66658,AR,12000,4000,50,57,69,Nea Baptist Memorial Hospital
5.88,2.69,35.76927,-91.63408,AR,13000,5000,33,63,37,White River Medical Center
10.38,2.60,32.77495,-117.01467,CA,24000,4000,83,71,33,Grossmont Hospital
11.36,2.68,39.50528,-121.54100,CA,26000,5000,50,73,63,Oroville Hospital
9.96,2.89,32.78037,-115.56848,CA,23000,5000,50,97,69,El Centro Regional Medical Center
