size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
8.06,2.26,36.18082,-94.13644,21784.15,4130.80,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0,NW ARKANSAS HOSPITALS LLC
5.94,2.22,34.46784,-93.06667,15326.81,3999.86,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0,ST JOSEPHS MERCY HEALTH CENTER INC
3.61,2.13,36.34295,-92.39442,8235.47,3748.49,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0,BAXTER REGIONAL MEDICAL CENTER
4.25,2.21,35.08546,-92.45774,10168.97,3976.54,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0,CONWAY REGIONAL MEDICAL CENTER
3.98,2.18,34.77770,-92.12539,9372.44,3900.54,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
4.69,2.24,36.05214,-90.49908,11522.05,4083.09,0.0,0.0,0.51,0.255,0.0,0.0,0.0,0.0,ARKANSAS METHODIST MEDICAL CENTER
6.61,2.27,35.28275,-93.14901,17368.49,4162.42,0.0,0.429,1.287,0.0,0.0,0.0,0.0,0.215,ST MARYS REGIONAL MEDICAL CENTER
6.60,2.58,35.14320,-90.18837,17347.21,5102.26,0.0,0.303,0.303,0.0,0.0,0.0,0.0,0.0,CRITTENDEN MEMORIAL HOSPITAL
3.84,2.34,36.28982,-90.99750,8936.60,4380.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIVE RIVERS MEDICAL CENTER
4.64,2.52,33.57575,-92.83683,11382.75,4923.08,0.0,0.0,1.123,0.0,0.0,0.0,0.0,0.0,OUACHITA COUNTY MEDICAL CENTER
3.29,2.21,33.62900,-91.79096,7274.17,3967.74,0.0,0.0,0.559,0.0,0.0,0.0,0.0,0.0,DREW MEMORIAL HOSPITAL
4.57,2.22,35.37445,-94.41868,11171.68,4010.60,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
5.27,2.13,35.35395,-94.35262,13284.35,3728.76,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0,ST EDWARD MERCY MEDICAL CENTER
3.25,2.22,33.27510,-93.24001,7141.38,4006.77,0.0,0.563,0.0,0.0,0.0,0.0,0.0,0.0,MAGNOLIA HOSPITAL
5.23,2.65,35.94320,-89.91713,13162.21,5314.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREAT RIVER MEDICAL CENTER
6.93,2.40,34.18894,-92.01886,18343.81,4565.75,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0,JEFFERSON REGIONAL MEDICAL CENTER
4.16,2.14,34.87240,-92.12256,9913.91,3777.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653,NORTH METRO MEDICAL CENTER
5.14,2.31,34.35877,-92.78638,12888.76,4291.78,0.0,0.0,1.401,0.0,0.0,0.0,0.0,0.0,HOT SPRING COUNTY MEDICAL CENTER
12.22,2.30,34.48600,-93.03521,34421.96,4236.60,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0,NATIONAL PARK MEDICAL CENTER
10.12,2.26,35.60836,-91.26499,28050.34,4114.77,0.0,0.444,1.333,0.0,0.0,0.0,0.0,0.0,HARRIS HOSPITAL
4.13,2.17,34.57290,-92.58508,9829.67,3862.61,0.0,0.442,0.221,0.0,0.0,0.0,0.0,0.0,SALINE MEMORIAL HOSPITAL
