size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
7.41,2.21,31.21673,-85.36307,AL,46000,10000,50,51,21,Southeast Alabama Medical Center
8.05,2.12,34.80175,-87.67514,AL,51000,10000,50,65,2,Eliza Coffee Memorial Hospital
6.22,2.18,33.59616,-86.66750,AL,38000,10000,66,78,1,St Vincent'S East
6.83,2.41,32.32785,-86.27750,AL,42000,12000,50,67,54,Baptist Medical Center South
4.36,2.20,32.63806,-85.40413,AL,25000,10000,50,80,13,East Alabama Medical Center And Snf
10.88,2.61,33.50619,-86.80210,AL,71000,13000,66,45,11,University Of Alabama Hospital
6.43,2.28,34.72007,-86.58108,AL,40000,11000,50,65,44,Huntsville Hospital
5.01,2.11,33.50734,-86.78958,AL,30000,10000,50,72,21,St Vincent'S Birmingham
6.96,2.08,30.68199,-88.19897,AL,43000,9000,83,86,0,Providence Hospital
6.10,2.29,33.20521,-87.52546,AL,37000,11000,66,66,21,D C H Regional Medical Center
5.90,2.00,30.51916,-87.88842,AL,36000,9000,50,90,17,Thomas Hospital
9.34,2.28,33.49854,-86.84633,AL,60000,11000,66,70,8,Baptist Medical Center-Princeton
13.84,2.37,33.51420,-86.74859,AL,91000,11000,66,27,11,Trinity Medical Center
6.41,2.12,30.69697,-88.08081,AL,39000,10000,66,55,24,Mobile Infirmary
14.60,2.00,33.46420,-86.77409,AL,96000,9000,50,65,29,Brookwood Medical Center
13.25,3.41,60.94901,-149.17033,AK,87000,19000,50,81,90,Providence Alaska Medical Center
11.00,2.78,33.46514,-112.05797,AZ,71000,14000,50,48,69,Banner Good Samaritan Medical Center
10.42,2.50,32.25294,-110.88135,AZ,67000,12000,50,48,3,Tucson Medical Center
11.44,2.42,33.56894,-112.07108,AZ,74000,12000,50,80,16,John C Lincoln North Mountain Hospital
18.28,3.19,33.48073,-112.07948,AZ,122000,17000,33,52,11,St Joseph'S Hospital And Medical Center
8.19,2.69,33.52511,-112.10189,AZ,52000,14000,50,71,56,Phoenix Baptist Hospital
11.87,2.61,33.29750,-111.87461,AZ,77000,13000,50,78,54,Chandler Regional Medical Center
12.46,2.76,33.48885,-111.92387,AZ,82000,14000,66,76,54,Scottsdale Healthcare-Osborn Medical Center
10.07,2.24,33.60432,-112.28378,AZ,65000,10000,83,75,95,Banner Boswell Medical Center
10.98,3.18,32.24152,-110.94631,AZ,71000,17000,50,37,39,University Of Arizona Medical Ctr-Universit The
10.44,2.53,33.39097,-111.87638,AZ,67000,12000,66,80,56,Banner Desert Medical Center
13.20,2.42,33.58235,-111.88527,AZ,87000,12000,66,68,63,Scottsdale Healthcare-Shea Medical Center
8.88,2.50,33.60949,-112.18129,AZ,57000,12000,66,73,76,Banner Thunderbird Medical Center
9.77,2.40,33.66596,-112.11618,AZ,63000,12000,50,73,69,John C Lincoln Deer Valley Hospital
8.16,2.15,32.29456,-110.97041,AZ,52000,10000,50,83,13,Carondelet Heart And Vascular Institute
9.63,3.31,33.65947,-111.95626,AZ,62000,18000,66,53,95,Mayo Clinic Hospital
13.61,2.27,33.41128,-111.68579,AZ,90000,11000,50,77,69,Banner Heart Hospital
11.15,2.36,33.28686,-111.75246,AZ,72000,11000,50,63,63,Mercy Gilbert Medical Center
13.00,2.48,33.39128,-111.61125,AZ,85000,12000,50,60,11,Mountain Vista Medical Center Lp
5.54,2.24,36.10940,-94.16036,AR,33000,10000,33,77,74,Washington Regional Med Ctr At North Hills
9.89,2.27,34.75031,-92.33897,AR,64000,11000,66,63,82,St Vincent Infirmary Medical Center
11.67,2.32,36.18082,-94.13644,AR,76000,11000,50,68,29,Nw Arkansas Hospitals Llc
6.48,2.21,34.46784,-93.06667,AR,40000,10000,66,66,85,St Josephs Mercy Health Center Inc
7.86,2.15,34.77770,-92.12539,AR,50000,10000,50,60,13,Baptist Health Medical Center North Little Rock
9.67,2.41,34.74866,-92.35422,AR,62000,12000,50,43,21,Baptist Health Medical Center-Little Rock
5.16,2.57,35.76927,-91.63408,AR,31000,13000,33,63,37,White River Medical Center
4.82,2.11,34.73868,-92.39307,AR,28000,10000,75,86,79,Arkansas Heart Hospital
