size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
5.69,2.29,31.21673,-85.36307,AL,32000,9000,50,51,21,Southeast Alabama Medical Center
6.29,2.17,34.80175,-87.67514,AL,36000,8000,50,65,2,Eliza Coffee Memorial Hospital
3.77,2.55,33.50619,-86.80210,AL,19000,10000,66,45,11,University Of Alabama Hospital
3.75,2.16,34.20768,-86.87489,AL,19000,8000,50,63,79,Cullman Regional Medical Center
6.19,2.34,34.72007,-86.58108,AL,36000,9000,50,65,44,Huntsville Hospital
10.62,2.13,34.00941,-85.97078,AL,66000,8000,66,67,27,Gadsden Regional Medical Center
10.66,2.16,34.00426,-86.00339,AL,66000,8000,75,81,90,Riverview Regional Medical Center
5.69,2.16,31.23767,-85.45625,AL,32000,8000,50,55,79,Flowers Hospital
5.78,2.69,33.50734,-86.78958,AL,33000,11000,50,72,21,St Vincent'S Birmingham
4.84,2.11,33.65640,-85.82284,AL,26000,7000,50,60,5,Northeast Alabama Regional Med Center
5.17,2.43,30.68199,-88.19897,AL,29000,10000,83,86,0,Providence Hospital
6.85,2.36,33.20521,-87.52546,AL,40000,9000,66,66,21,D C H Regional Medical Center
9.89,2.38,33.49854,-86.84633,AL,61000,9000,66,70,8,Baptist Medical Center-Princeton
24.92,2.66,33.46420,-86.77409,AL,165000,11000,50,65,29,Brookwood Medical Center
3.82,2.08,30.68546,-88.13170,AL,19000,7000,50,81,6,Springhill Medical Center
4.09,2.38,32.25294,-110.88135,AZ,21000,9000,50,48,3,Tucson Medical Center
4.22,2.34,32.22734,-111.00065,AZ,22000,9000,33,75,63,Carondelet St  Marys Hospital
5.16,2.43,33.56894,-112.07108,AZ,28000,10000,50,80,16,John C Lincoln North Mountain Hospital
4.93,2.47,32.88123,-111.71067,AZ,27000,10000,50,81,11,Casa Grande Regional Medical Center
9.05,2.45,33.29750,-111.87461,AZ,55000,10000,50,78,54,Chandler Regional Medical Center
5.90,2.41,33.48885,-111.92387,AZ,34000,9000,66,76,54,Scottsdale Healthcare-Osborn Medical Center
9.85,2.35,33.60432,-112.28378,AZ,61000,9000,83,75,95,Banner Boswell Medical Center
7.15,3.36,32.24152,-110.94631,AZ,42000,16000,50,37,39,University Of Arizona Medical Ctr-Universit The
6.45,2.59,33.39097,-111.87638,AZ,37000,11000,66,80,56,Banner Desert Medical Center
4.39,2.18,32.32103,-111.01102,AZ,23000,8000,50,71,20,Northwest Medical Center
7.75,2.36,33.58235,-111.88527,AZ,46000,9000,66,68,63,Scottsdale Healthcare-Shea Medical Center
6.43,2.21,33.41128,-111.68916,AZ,37000,8000,50,70,63,Banner Baywood Medical Center
5.20,2.41,33.60949,-112.18129,AZ,29000,9000,66,73,76,Banner Thunderbird Medical Center
6.16,3.23,33.65947,-111.95626,AZ,35000,15000,66,53,95,Mayo Clinic Hospital
10.06,2.66,33.28686,-111.75246,AZ,62000,11000,50,63,63,Mercy Gilbert Medical Center
8.32,2.30,33.38269,-111.72100,AZ,50000,9000,50,70,57,Banner Gateway Medical Center
4.74,2.27,34.75031,-92.33897,AR,26000,8000,66,63,82,St Vincent Infirmary Medical Center
4.98,2.20,35.25046,-91.70056,AR,27000,8000,50,61,63,White County Medical Center
3.15,2.29,35.83746,-90.70386,AR,15000,9000,50,75,2,St Bernards Medical Ctr
5.05,2.17,34.77770,-92.12539,AR,28000,8000,50,60,13,Baptist Health Medical Center North Little Rock
4.13,2.25,35.37445,-94.41868,AR,21000,8000,50,53,85,Sparks Regional Medical Center
7.42,2.27,35.35395,-94.35262,AR,44000,8000,50,66,11,St Edward Mercy Medical Center
5.53,2.39,34.18894,-92.01886,AR,31000,9000,50,75,4,Jefferson Regional Medical Center
4.46,2.26,34.74866,-92.35422,AR,24000,8000,50,43,21,Baptist Health Medical Center-Little Rock
5.92,2.28,35.76927,-91.63408,AR,34000,9000,33,63,37,White River Medical Center
10.22,2.69,40.78366,-124.14246,CA,63000,11000,50,63,63,St Joseph Hospital
8.50,2.80,37.76862,-122.43525,CA,52000,12000,50,50,74,California Pacific Medical Ctr-Davies Campus Hosp
7.92,2.44,32.77495,-117.01467,CA,48000,10000,83,71,33,Grossmont Hospital
7.92,2.64,39.50528,-121.54100,CA,48000,11000,50,73,63,Oroville Hospital
8.92,2.68,35.38736,-119.01690,CA,54000,11000,33,85,79,Bakersfield Memorial Hospital
12.89,4.80,37.31288,-121.93329,CA,82000,26000,66,65,1,Santa Clara Valley Medical Center
9.00,2.42,39.74221,-121.85000,CA,55000,10000,83,71,48,Enloe Medical Center
11.67,3.80,37.79100,-122.43125,CA,74000,19000,83,63,11,California Pacific Medical Ctr-Pacific Campus Hosp
5.90,2.86,34.67486,-118.15771,CA,34000,13000,50,67,44,Antelope Valley Hospital Med Center
9.54,2.83,36.32737,-119.29548,CA,59000,12000,50,56,12,Kaweah Delta Medical Center
17.87,3.19,34.12834,-118.25777,CA,116000,15000,50,72,44,Glendale Mem Hospital & Hlth Center
6.73,3.14,36.73000,-119.78000,CA,39000,14000,50,71,0,Community Regional Medical Center
11.71,3.53,34.09643,-118.29103,CA,74000,17000,75,76,74,Hollywood Presbyterian Medical Center
9.79,2.52,33.78036,-117.86495,CA,60000,10000,50,60,88,St Joseph Hospital
6.91,3.03,32.75143,-117.16083,CA,41000,14000,33,62,69,Scripps Mercy Hospital
12.08,2.88,37.95337,-122.33672,CA,76000,13000,50,63,18,Doctors Medical Center-San Pablo
10.50,2.69,37.96987,-121.28873,CA,65000,11000,83,68,97,St Josephs Med Center Of Stockton
6.73,2.53,36.83532,-119.76562,CA,39000,10000,50,66,57,Saint Agnes Medical Center
8.91,2.75,32.79949,-117.15394,CA,54000,12000,66,62,11,Sharp Memorial Hospital
7.48,2.95,34.07558,-118.28424,CA,45000,13000,0,0,0,Temple Community Hospital
17.66,4.04,34.02685,-118.48651,CA,115000,21000,50,76,21,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital
9.49,3.03,34.22014,-118.53410,CA,58000,14000,33,56,44,Northridge Hospital Medical Center
9.29,2.86,39.13822,-121.59436,CA,57000,13000,50,51,21,Rideout Memorial Hospital
5.00,3.11,34.09638,-118.32518,CA,27000,14000,0,0,0,Hollywood Community Hospital Of Hollywood
10.04,2.98,37.32710,-121.93863,CA,62000,13000,66,71,37,O'Connor Hospital
8.42,2.40,33.89465,-117.92716,CA,51000,9000,66,71,90,St Jude Medical Center
10.57,2.58,33.96860,-118.04831,CA,66000,11000,50,46,16,Presbyterian Intercommunity Hospital
12.33,2.72,37.91341,-122.04163,CA,78000,12000,50,62,33,John Muir Medical Center - Walnut Creek Campus
23.28,3.38,37.55717,-121.98126,CA,154000,16000,50,53,88,Washington Hospital
7.32,2.50,34.58305,-118.14490,CA,43000,10000,50,86,54,Palmdale Regional Medical Center
12.15,2.99,34.07709,-117.75063,CA,77000,13000,33,73,97,Pomona Valley Hospital Medical Center
18.39,2.75,34.15601,-118.32834,CA,120000,12000,50,80,97,Providence Saint Joseph Medical Ctr
10.19,2.60,34.13973,-118.03534,CA,63000,11000,50,45,10,Methodist Hospital Of Southern Ca
15.78,3.06,34.14987,-118.23117,CA,102000,14000,66,75,88,Glendale Adventist Medical Center
15.18,4.86,34.06675,-118.44613,CA,98000,26000,50,27,33,Ronald Reagan Ucla Medical Center
16.27,2.64,34.27915,-118.46006,CA,105000,11000,50,80,24,Providence Holy Cross Medical Center
7.46,2.73,40.58654,-122.39168,CA,44000,12000,83,71,44,Mercy Medical Center Redding
12.44,2.83,37.69502,-121.88095,CA,79000,12000,50,71,82,Valleycare Medical Center
7.83,2.51,34.03009,-118.47833,CA,47000,10000,50,81,76,Saint John'S Health Center
7.75,2.41,35.37279,-119.02817,CA,46000,10000,50,70,82,Mercy Hospital
5.77,2.63,34.50107,-117.17285,CA,33000,11000,50,87,20,St Mary Medical Center
11.33,3.30,37.85593,-122.25730,CA,71000,16000,50,56,8,Alta Bates Summit Medical Center - Alta Bates Camp
10.57,2.91,37.36934,-122.08047,CA,66000,13000,66,48,6,El Camino Hospital
6.75,2.48,38.76514,-121.24979,CA,39000,10000,66,77,16,Sutter Roseville Medical Center
8.61,3.41,34.05076,-117.26395,CA,52000,16000,50,55,16,Loma Linda University Medical Center
13.50,2.85,37.97780,-120.37150,CA,86000,12000,0,0,0,Sonora Regional Medical Center
6.03,2.79,32.95813,-115.55388,CA,34000,12000,50,91,92,Pioneers Memorial Healthcare District
