size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
6.85,2.42,36.18082,-94.13644,113356.71,28319.00,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
6.55,2.49,34.46784,-93.06667,107627.11,29713.46,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
3.96,2.30,36.34295,-92.39442,57943.45,26092.50,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
4.68,2.55,35.08546,-92.45774,71739.17,30851.25,CONWAY REGIONAL MEDICAL CENTER,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0
5.15,2.37,34.77770,-92.12539,80745.77,27388.87,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
4.70,2.38,35.37445,-94.41868,72166.97,27512.93,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
5.35,2.36,35.35395,-94.35262,84703.06,27164.91,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
8.30,2.82,34.18894,-92.01886,141168.25,36111.80,JEFFERSON REGIONAL MEDICAL CENTER,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0
18.31,2.80,34.48600,-93.03521,333470.45,35754.18,NATIONAL PARK MEDICAL CENTER,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0
7.42,2.57,33.22053,-92.67102,124339.50,31335.75,MEDICAL CENTER SOUTH ARKANSAS,0.0,0.379,0.947,0.0,0.0,0.189,0.0,0.0
6.84,2.60,34.74866,-92.35422,113264.41,31740.84,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
7.30,2.71,35.80838,-90.66658,122145.92,33856.75,NEA BAPTIST MEMORIAL HOSPITAL,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134
6.92,2.79,35.76927,-91.63408,114811.89,35526.39,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
13.22,3.34,40.78366,-124.14246,235705.39,46063.57,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
20.82,4.28,38.32472,-122.29671,381576.82,64149.47,QUEEN OF THE VALLEY MEDICAL CENTER,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0
18.88,3.67,38.54384,-122.47401,344388.73,52272.18,ST HELENA HOSPITAL,0.0,0.206,0.618,1.648,0.0,0.0,0.0,0.0
13.02,3.34,38.57053,-121.45216,231899.65,46037.10,MERCY GENERAL HOSPITAL,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083
9.62,4.24,34.06505,-118.23913,166634.69,63291.08,PACIFIC ALLIANCE MEDICAL CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356
19.93,3.84,33.97659,-117.38184,364538.74,55536.57,RIVERSIDE COMMUNITY HOSPITAL,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216
7.00,3.87,32.75426,-117.16592,116228.12,56163.04,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0
12.82,3.02,32.77495,-117.01467,228117.10,39884.52,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
9.16,2.90,39.50528,-121.54100,157817.00,37592.09,OROVILLE HOSPITAL,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0
12.15,3.17,35.38736,-119.01690,215254.00,42760.38,BAKERSFIELD MEMORIAL HOSPITAL,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0
10.18,2.80,39.74221,-121.85000,177446.68,35753.19,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
21.08,4.31,37.82206,-122.26275,386602.92,64689.17,ALTA BATES SUMMIT MEDICAL CENTER,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0
13.90,3.99,37.79100,-122.43125,248800.12,58579.64,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0
9.64,3.44,34.67486,-118.15771,167048.54,48018.08,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
14.41,3.74,36.32737,-119.29548,258648.50,53740.64,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
13.29,3.59,34.12834,-118.25777,237081.22,50808.28,GLENDALE MEM HOSPITAL & HLTH CENTER,0.0,0.231,0.463,0.116,0.0,0.0,0.116,0.0
9.97,3.68,36.73000,-119.78000,173389.10,52500.05,COMMUNITY REGIONAL MEDICAL CENTER,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0
10.52,2.97,33.78036,-117.86495,183927.66,38858.37,ST JOSEPH HOSPITAL,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0
14.61,3.79,32.75143,-117.16083,262320.81,54631.62,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
13.74,3.38,34.21674,-119.15631,245801.53,46769.60,ST JOHNS REGIONAL MEDICAL CENTER,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0
13.65,3.18,37.96987,-121.28873,244038.88,43017.35,ST JOSEPHS MED CENTER OF STOCKTON,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0
10.82,3.18,36.83532,-119.76562,189693.79,43012.11,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
9.65,2.85,34.10130,-117.63651,167183.00,36604.19,SAN ANTONIO COMMUNITY HOSPITAL,0.0,0.539,0.673,0.135,0.0,0.0,0.135,0.0
14.06,3.48,32.79949,-117.15394,251780.76,48744.76,SHARP MEMORIAL HOSPITAL,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0
11.30,3.94,33.92963,-118.20332,198868.88,57486.00,SAINT FRANCIS MEDICAL CENTER,0.0,0.684,0.171,0.342,0.0,0.0,0.0,0.0
9.17,2.97,34.95099,-120.41322,157917.50,38874.25,MARIAN MEDICAL CENTER,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0
15.11,3.59,38.57155,-121.46874,271919.64,50865.93,SUTTER GENERAL HOSPITAL,0.0,0.129,0.579,0.643,0.0,0.0,0.0,0.0
4.22,3.14,34.64075,-120.43958,62861.18,42226.55,LOMPOC VALLEY MEDICAL CENTER,0.0,0.0,0.592,0.0,0.0,0.0,0.0,0.0
8.54,2.99,34.02685,-118.48651,145916.62,39282.62,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,0.0,0.45,0.36,0.629,0.0,0.0,0.0,0.0
17.72,4.48,34.22014,-118.53410,322169.88,67928.29,NORTHRIDGE HOSPITAL MEDICAL CENTER,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0
9.36,3.23,36.32362,-119.66726,161541.14,43891.14,ADVENTIST MEDICAL CENTER,0.0,0.129,0.516,0.0,0.0,0.0,0.0,0.0
29.58,4.78,37.36257,-121.84974,549826.00,73629.43,REGIONAL MEDICAL CENTER OF SAN JOSE,0.0,0.248,0.124,0.372,0.0,0.0,0.372,0.0
11.46,3.91,34.19494,-118.46319,201948.54,56885.85,VALLEY PRESBYTERIAN HOSPITAL,0.0,0.295,0.59,0.295,0.0,0.0,0.0,0.0
11.26,3.23,33.18402,-117.29661,198042.71,43864.33,TRI-CITY MEDICAL CENTER,0.0,0.196,0.294,2.551,0.0,0.196,0.196,0.0
13.32,3.39,34.13495,-117.27603,237547.95,46990.84,ST BERNARDINE MEDICAL CENTER,0.0,0.42,0.42,0.0,0.0,0.14,0.14,0.0
13.17,4.20,39.13822,-121.59436,234785.12,62551.76,RIDEOUT MEMORIAL HOSPITAL,0.0,0.727,0.83,0.311,0.0,0.104,0.0,0.104
13.40,4.17,36.57886,-121.91316,239266.88,62028.58,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,0.0,0.488,0.781,0.098,0.0,0.098,0.098,0.0
8.15,2.82,39.22809,-121.04721,138393.77,36086.92,SIERRA NEVADA MEMORIAL HOSPITAL,0.0,0.777,0.388,0.388,0.0,0.0,0.0,0.194
14.33,3.46,37.32710,-121.93863,256942.47,48376.40,O'CONNOR HOSPITAL,0.0,0.121,0.364,0.486,0.0,0.0,0.121,0.0
12.29,3.13,33.89465,-117.92716,217885.10,42044.45,ST JUDE MEDICAL CENTER,0.0,0.103,0.309,0.516,0.0,0.0,0.206,0.0
12.52,2.77,33.96860,-118.04831,222339.08,35048.54,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,0.074,0.298,0.521,0.298,0.0,0.0,0.744,0.074
