size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
2.88,2.37,35.83746,-90.70386,5203.12,4030.65,0.50,0.75,0.03,ST BERNARDS MEDICAL CTR
5.60,2.17,34.77770,-92.12539,11487.05,3569.00,0.50,0.60,0.14,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
6.06,2.71,35.14320,-90.18837,12544.15,4817.85,0.00,0.00,0.00,CRITTENDEN MEMORIAL HOSPITAL
4.20,2.24,35.37445,-94.41868,8267.18,3729.71,0.50,0.54,0.86,SPARKS REGIONAL MEDICAL CENTER
9.17,2.45,34.18894,-92.01886,19700.73,4222.00,0.50,0.75,0.05,JEFFERSON REGIONAL MEDICAL CENTER
6.64,2.24,34.74866,-92.35422,13876.35,3735.94,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
20.60,3.00,38.32472,-122.29671,46049.27,5487.91,0.50,0.72,0.83,QUEEN OF THE VALLEY MEDICAL CENTER
14.99,3.70,38.54384,-122.47401,33124.23,7114.46,0.50,0.75,0.33,ST HELENA HOSPITAL
12.15,2.73,32.77495,-117.01467,26570.00,4866.50,0.83,0.71,0.33,GROSSMONT HOSPITAL
9.44,2.80,39.50528,-121.54100,20325.36,5031.29,0.50,0.74,0.64,OROVILLE HOSPITAL
14.11,3.14,35.38736,-119.01690,31092.48,5817.52,0.33,0.85,0.80,BAKERSFIELD MEMORIAL HOSPITAL
10.10,2.82,36.32737,-119.29548,21855.47,5083.00,0.50,0.56,0.12,KAWEAH DELTA MEDICAL CENTER
11.84,3.43,36.73000,-119.78000,25861.23,6471.31,0.50,0.71,0.00,COMMUNITY REGIONAL MEDICAL CENTER
13.82,3.19,32.75143,-117.16083,30420.16,5928.95,0.33,0.62,0.70,SCRIPPS MERCY HOSPITAL
14.06,2.84,34.21674,-119.15631,30966.43,5119.07,0.50,0.64,0.07,ST JOHNS REGIONAL MEDICAL CENTER
8.53,2.71,36.83532,-119.76562,18230.12,4831.19,0.50,0.66,0.58,SAINT AGNES MEDICAL CENTER
11.71,3.14,38.57155,-121.46874,25560.62,5807.00,0.83,0.78,0.80,SUTTER GENERAL HOSPITAL
9.87,2.83,36.32362,-119.66726,21332.18,5101.00,0.50,0.89,0.25,ADVENTIST MEDICAL CENTER
19.20,3.21,34.10081,-118.10588,42828.33,5984.33,0.00,0.00,0.00,SAN GABRIEL VALLEY MEDICAL CENTER
16.49,2.78,39.13822,-121.59436,36574.62,4972.69,0.50,0.51,0.21,RIDEOUT MEMORIAL HOSPITAL
18.54,3.50,37.32710,-121.93863,41310.29,6643.07,0.67,0.71,0.38,O'CONNOR HOSPITAL
18.73,2.98,38.44369,-122.70138,41745.58,5437.33,0.67,0.86,0.58,SANTA ROSA MEMORIAL HOSPITAL
25.06,2.85,37.91341,-122.04163,56328.91,5155.00,0.50,0.62,0.33,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS
17.14,3.53,32.61972,-117.02278,38074.50,6706.75,0.50,0.71,0.58,SHARP CHULA VISTA MEDICAL CENTER
6.50,2.44,33.62229,-117.92995,13558.77,4190.00,0.50,0.70,0.51,HOAG MEMORIAL HOSPITAL PRESBYTERIAN
23.96,2.83,33.83862,-116.54557,53781.50,5102.75,0.67,0.81,0.03,DESERT REGIONAL MEDICAL CENTER
21.31,2.83,34.27915,-118.46006,47674.17,5103.33,0.50,0.80,0.25,PROVIDENCE HOLY CROSS MEDICAL CENTER
14.37,3.02,40.58654,-122.39168,31684.67,5528.07,0.83,0.71,0.45,MERCY MEDICAL CENTER REDDING
11.33,3.38,33.91173,-117.19590,24697.86,6361.21,0.50,0.78,0.52,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER
10.27,2.71,38.76514,-121.24979,22240.09,4829.00,0.67,0.78,0.16,SUTTER ROSEVILLE MEDICAL CENTER
