size_charge,size_pay,lat,lon,charge,pay,name
3.09,2.40,35.83746,-90.70386,19585.66,11520.02,ST BERNARDS MEDICAL CTR
6.52,2.38,36.18082,-94.13644,59580.00,11291.47,NW ARKANSAS HOSPITALS, LLC
4.63,2.33,34.46784,-93.06667,37535.52,10731.92,ST JOSEPHS MERCY HEALTH CENTER INC
2.95,2.25,36.34295,-92.39442,17975.68,9823.13,BAXTER REGIONAL MEDICAL CENTER
3.48,2.30,35.08546,-92.45774,24111.09,10381.23,CONWAY REGIONAL MEDICAL CENTER
3.36,2.26,34.77770,-92.12539,22739.88,9900.61,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
3.38,2.31,36.05214,-90.49908,22933.33,10547.10,ARKANSAS METHODIST MEDICAL CENTER
4.42,2.33,35.28275,-93.14901,35100.08,10712.61,ST MARYS REGIONAL MEDICAL CENTER
4.49,2.59,35.14320,-90.18837,35849.32,13735.03,CRITTENDEN MEMORIAL HOSPITAL
3.35,2.36,33.57575,-92.83683,22670.30,11112.61,OUACHITA COUNTY MEDICAL CENTER
2.54,2.27,33.62900,-91.79096,13262.50,10084.83,DREW MEMORIAL HOSPITAL
3.78,2.35,35.37445,-94.41868,27683.33,11005.30,SPARKS REGIONAL MEDICAL CENTER
5.02,2.35,35.35395,-94.35262,42023.52,10951.90,ST EDWARD MERCY MEDICAL CENTER
2.68,2.32,33.27510,-93.24001,14790.00,10618.28,MAGNOLIA HOSPITAL
2.98,2.54,35.94320,-89.91713,18338.83,13185.83,GREAT RIVER MEDICAL CENTER
5.71,2.50,34.18894,-92.01886,50073.20,12757.49,JEFFERSON REGIONAL MEDICAL CENTER
2.43,2.33,34.51764,-91.55932,11874.65,10741.73,BAPTIST HEALTH MEDICAL CENTER-STUTTGART
3.01,2.21,34.87240,-92.12256,18670.00,9332.67,NORTH METRO MEDICAL CENTER
3.19,2.32,34.35877,-92.78638,20769.38,10609.56,HOT SPRING COUNTY MEDICAL CENTER
10.21,2.41,34.48600,-93.03521,102473.93,11713.69,NATIONAL PARK MEDICAL CENTER
6.18,2.30,35.60836,-91.26499,55562.38,10430.69,HARRIS HOSPITAL
3.52,2.29,34.57290,-92.58508,24630.25,10342.31,SALINE MEMORIAL HOSPITAL
4.44,2.40,34.51022,-90.62718,35342.69,11552.31,HELENA REGIONAL MEDICAL CENTER
6.53,2.42,33.22053,-92.67102,59594.82,11818.58,MEDICAL CENTER SOUTH ARKANSAS
3.09,2.30,33.64905,-93.58704,19661.63,10371.11,MEDICAL PARK HOSPITAL
4.58,2.35,34.74866,-92.35422,36982.15,11000.29,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.40,2.38,35.80838,-90.66658,34867.76,11365.48,NEA BAPTIST MEMORIAL HOSPITAL
4.86,2.43,35.76927,-91.63408,40176.83,11937.96,WHITE RIVER MEDICAL CENTER
4.04,2.24,34.73868,-92.39307,30628.82,9700.27,ARKANSAS HEART HOSPITAL
4.13,2.21,34.81290,-92.20814,31770.60,9390.80,ST VINCENT MEDICAL CENTER/NORTH
13.52,3.32,37.63362,-122.08802,140989.80,22282.28,ST ROSE HOSPITAL
6.53,2.69,40.78366,-124.14246,59645.69,14912.34,ST JOSEPH HOSPITAL
7.47,2.66,37.59283,-122.38249,70624.36,14588.57,PENINSULA MEDICAL CENTER
9.18,2.62,37.76862,-122.43525,90500.96,14112.60,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP
8.80,2.86,38.32472,-122.29671,86105.75,16958.57,QUEEN OF THE VALLEY MEDICAL CENTER
7.85,2.84,38.54384,-122.47401,75024.98,16721.85,ST HELENA HOSPITAL
6.12,2.71,38.35073,-120.76468,54932.64,15225.64,SUTTER AMADOR HOSPITAL
6.46,2.51,35.11346,-120.59054,58872.83,12905.43,ARROYO GRANDE COMMUNITY HOSPITAL
8.12,2.78,38.57053,-121.45216,78183.76,15957.57,MERCY GENERAL HOSPITAL
5.49,3.19,34.06505,-118.23913,47486.30,20779.12,PACIFIC ALLIANCE MEDICAL CENTER
10.94,2.90,33.97659,-117.38184,111019.21,17346.20,RIVERSIDE COMMUNITY HOSPITAL
6.13,2.80,32.68425,-117.08161,55019.75,16208.40,PARADISE VALLEY HOSPITAL
6.48,3.30,32.75426,-117.16592,59058.25,22094.15,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
7.60,2.60,32.77495,-117.01467,72148.02,13891.11,GROSSMONT HOSPITAL
4.76,2.59,40.89631,-124.09145,39090.75,13754.81,MAD RIVER COMMUNITY HOSPITAL
6.91,2.67,39.50528,-121.54100,64088.58,14674.92,OROVILLE HOSPITAL
9.62,2.74,35.38736,-119.01690,95605.88,15495.26,BAKERSFIELD MEMORIAL HOSPITAL
7.41,3.67,37.31288,-121.93329,69843.91,26335.78,SANTA CLARA VALLEY MEDICAL CENTER
8.12,2.57,39.74221,-121.85000,78186.68,13546.42,ENLOE MEDICAL CENTER
6.04,3.43,34.30238,-118.36957,53971.53,23620.80,LAC/OLIVE VIEW-UCLA MEDICAL CENTER
6.06,2.62,40.14813,-122.21934,54176.38,14174.56,ST ELIZABETH COMMUNITY HOSPITAL
11.09,3.26,37.82206,-122.26275,112672.71,21607.03,ALTA BATES SUMMIT MEDICAL CENTER
7.37,2.80,32.78037,-115.56848,69459.15,16232.41,EL CENTRO REGIONAL MEDICAL CENTER
10.04,3.33,37.79100,-122.43125,100561.63,22364.22,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
4.93,2.67,33.93183,-116.94587,41083.41,14688.59,SAN GORGONIO MEMORIAL HOSPITAL
8.70,3.18,37.74717,-122.42088,84896.22,20643.36,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS
6.27,2.87,34.67486,-118.15771,56615.57,17061.71,ANTELOPE VALLEY HOSPITAL MED CENTER
7.06,2.71,36.32737,-119.29548,65821.17,15148.27,KAWEAH DELTA MEDICAL CENTER
10.78,3.08,34.12834,-118.25777,109070.07,19468.12,GLENDALE MEM HOSPITAL & HLTH CENTER
5.89,2.96,36.73000,-119.78000,52154.65,18077.33,COMMUNITY REGIONAL MEDICAL CENTER
8.89,3.22,34.09643,-118.29103,87079.61,21101.04,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
4.74,2.57,37.75708,-120.86109,38847.36,13575.00,OAK VALLEY DISTRICT HOSPITAL
8.45,2.65,33.78036,-117.86495,82000.83,14478.01,ST JOSEPH HOSPITAL
5.06,2.65,37.65915,-122.43932,42491.87,14523.02,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO
6.16,3.20,37.33569,-121.99595,55366.23,20856.60,KAISER FOUNDATION HOSPITAL-SANTA CLARA
5.28,2.76,37.89135,-122.05971,45148.69,15757.64,KAISER FOUNDATION HOSPITAL - WALNUT CREEK
5.78,2.68,38.12852,-122.24704,50870.00,14813.95,KAISER FOUNDATION HOSPITAL AND REHAB CENTER
5.80,2.84,37.82448,-122.25759,51097.40,16672.86,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND
6.88,2.82,37.78248,-122.44290,63734.04,16507.00,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO
