size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
3.10,2.51,35.83746,-90.70386,5585.83,3940.02,ST BERNARDS MEDICAL CTR,0.0,0.119,0.474,0.178,0.0,0.0,0.059,0.0
7.87,2.44,36.18082,-94.13644,18751.50,3751.94,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
3.20,2.37,36.34295,-92.39442,5862.86,3564.89,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
4.40,2.41,35.37445,-94.41868,9178.67,3665.25,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
5.09,2.45,34.74866,-92.35422,11066.84,3788.48,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
10.69,3.03,37.59283,-122.38249,26556.25,5384.40,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
12.16,3.27,38.54384,-122.47401,30623.06,6036.98,ST HELENA HOSPITAL,0.0,0.206,0.618,1.648,0.0,0.0,0.0,0.0
9.24,3.83,32.75426,-117.16592,22540.35,7596.29,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0
12.63,2.81,32.77495,-117.01467,31914.42,4777.94,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
10.92,2.88,39.50528,-121.54100,27193.42,4981.00,OROVILLE HOSPITAL,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0
17.61,5.67,37.79100,-122.43125,45694.19,12673.75,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0
6.42,3.13,34.67486,-118.15771,14740.62,5648.62,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
10.39,3.43,36.73000,-119.78000,25740.83,6483.54,COMMUNITY REGIONAL MEDICAL CENTER,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0
12.66,3.18,32.75143,-117.16083,32003.67,5789.62,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
8.55,2.82,33.73798,-118.30525,20655.32,4802.30,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,0.0,0.294,0.0,0.0,0.0,0.294,0.0,0.0
11.14,2.81,36.83532,-119.76562,27808.00,4778.50,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
5.08,3.02,34.07074,-117.94478,11045.91,5345.09,DOCTORS HOSPITAL OF WEST COVINA, INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.86,2.97,32.79949,-117.15394,35313.71,5205.24,SHARP MEMORIAL HOSPITAL,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0
7.58,2.75,33.18402,-117.29661,17959.82,4622.64,TRI-CITY MEDICAL CENTER,0.0,0.196,0.294,2.551,0.0,0.196,0.196,0.0
10.60,2.96,36.57886,-121.91316,26321.38,5179.23,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,0.0,0.488,0.781,0.098,0.0,0.098,0.098,0.0
21.44,3.56,37.78963,-122.41700,56284.42,6862.33,SAINT FRANCIS MEMORIAL HOSPITAL,0.0,1.236,0.742,0.742,0.0,0.0,0.0,0.0
