size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
15.17,2.84,36.18082,-94.13644,164302.41,25024.22,0.50,0.69,0.30,NW ARKANSAS HOSPITALS LLC
7.32,2.23,34.46784,-93.06667,75606.88,18059.00,0.67,0.66,0.86,ST JOSEPHS MERCY HEALTH CENTER INC
5.70,2.23,34.77770,-92.12539,57257.40,18093.84,0.50,0.60,0.14,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
5.43,2.29,36.05214,-90.49908,54249.63,18785.95,0.00,0.00,0.00,ARKANSAS METHODIST MEDICAL CENTER
7.62,2.40,35.37445,-94.41868,78993.29,19981.12,0.50,0.54,0.86,SPARKS REGIONAL MEDICAL CENTER
5.07,2.11,35.35395,-94.35262,50204.50,16776.50,0.50,0.66,0.11,ST EDWARD MERCY MEDICAL CENTER
7.06,2.83,34.18894,-92.01886,72710.96,24877.39,0.50,0.75,0.05,JEFFERSON REGIONAL MEDICAL CENTER
12.56,2.25,34.48600,-93.03521,134754.73,18286.47,0.50,0.51,0.08,NATIONAL PARK MEDICAL CENTER
6.97,2.27,34.74866,-92.35422,71686.72,18533.10,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
5.28,2.27,35.80838,-90.66658,52583.59,18568.59,0.50,0.57,0.70,NEA BAPTIST MEMORIAL HOSPITAL
6.09,2.48,35.76927,-91.63408,61740.00,20904.50,0.33,0.64,0.38,WHITE RIVER MEDICAL CENTER
5.36,2.08,34.73868,-92.39307,53510.66,16411.84,0.75,0.86,0.80,ARKANSAS HEART HOSPITAL
18.60,3.73,37.63362,-122.08802,202996.42,35050.67,0.50,0.60,0.07,ST ROSE HOSPITAL
8.06,2.88,40.78366,-124.14246,83945.13,25401.00,0.50,0.64,0.64,ST JOSEPH HOSPITAL
16.78,2.90,38.32472,-122.29671,182505.64,25651.64,0.50,0.72,0.83,QUEEN OF THE VALLEY MEDICAL CENTER
13.44,3.24,38.54384,-122.47401,144796.69,29564.81,0.50,0.75,0.33,ST HELENA HOSPITAL
14.13,2.99,38.57053,-121.45216,152579.10,26746.73,0.83,0.54,0.28,MERCY GENERAL HOSPITAL
18.10,3.43,33.97659,-117.38184,197374.03,31700.19,0.50,0.65,0.58,RIVERSIDE COMMUNITY HOSPITAL
7.42,3.60,32.75426,-117.16592,76710.04,33556.16,0.50,0.72,0.70,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
16.62,2.81,32.77495,-117.01467,180622.91,24708.52,0.83,0.71,0.33,GROSSMONT HOSPITAL
13.89,3.10,35.38736,-119.01690,149787.46,27976.38,0.33,0.85,0.80,BAKERSFIELD MEMORIAL HOSPITAL
14.60,2.67,39.74221,-121.85000,157800.77,23120.00,0.83,0.71,0.48,ENLOE MEDICAL CENTER
15.66,3.56,37.82206,-122.26275,169856.24,33093.24,0.50,0.64,0.32,ALTA BATES SUMMIT MEDICAL CENTER
20.59,4.02,37.79100,-122.43125,225537.27,38367.07,0.83,0.64,0.11,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
11.14,2.85,36.32737,-119.29548,118753.08,25125.10,0.50,0.56,0.12,KAWEAH DELTA MEDICAL CENTER
10.27,3.40,36.73000,-119.78000,108963.91,31319.12,0.50,0.71,0.00,COMMUNITY REGIONAL MEDICAL CENTER
14.02,2.87,33.78036,-117.86495,151296.59,25301.29,0.50,0.60,0.89,ST JOSEPH HOSPITAL
