size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
6.64,2.30,31.21673,-85.36307,34347.91,8535.93,0.50,0.51,0.21,SOUTHEAST ALABAMA MEDICAL CENTER
4.79,2.28,34.22148,-86.15966,23327.57,8429.54,0.50,0.91,0.54,MARSHALL MEDICAL CENTER SOUTH
6.36,2.20,34.80175,-87.67514,32650.21,7942.85,0.50,0.65,0.03,ELIZA COFFEE MEMORIAL HOSPITAL
9.75,2.22,34.44343,-86.93528,52823.31,8031.00,0.00,0.00,0.00,HARTSELLE MEDICAL CENTER
3.98,2.13,34.36605,-86.42127,18533.25,7496.46,0.00,0.00,0.00,MARSHALL MEDICAL CENTER NORTH
6.10,2.24,33.59616,-86.66750,31104.07,8167.04,0.67,0.79,0.01,ST VINCENT'S EAST
5.18,2.08,34.43845,-85.75574,25649.61,7227.00,0.00,0.00,0.00,DEKALB REGIONAL MEDICAL CENTER
7.33,2.29,33.25607,-86.81035,38418.42,8486.03,0.83,0.70,0.64,SHELBY BAPTIST MEDICAL CENTER
3.70,2.23,34.74649,-87.69895,16834.53,8093.27,0.50,0.91,0.33,HELEN KELLER MEMORIAL HOSPITAL
2.78,2.30,31.45215,-85.63140,11401.32,8521.00,0.00,0.00,0.00,DALE MEDICAL CENTER
5.55,2.52,32.32785,-86.27750,27824.12,9845.81,0.50,0.68,0.54,BAPTIST MEDICAL CENTER SOUTH
6.21,2.47,32.36656,-86.28572,31777.10,9505.76,0.50,0.69,0.83,JACKSON HOSPITAL & CLINIC INC
4.46,2.52,32.82377,-85.17019,21345.76,9851.59,0.00,0.00,0.00,GEORGE H. LANIER MEMORIAL HOSPITAL
3.53,2.28,32.63806,-85.40413,15864.98,8398.88,0.50,0.80,0.14,EAST ALABAMA MEDICAL CENTER AND SNF
11.10,3.30,33.50619,-86.80210,60845.16,14486.46,0.67,0.45,0.11,UNIVERSITY OF ALABAMA HOSPITAL
3.22,2.38,32.53405,-85.91236,14014.67,9011.00,0.00,0.00,0.00,COMMUNITY HOSPITAL INC
5.31,2.20,34.20768,-86.87489,26413.81,7930.88,0.50,0.64,0.80,CULLMAN REGIONAL MEDICAL CENTER
4.07,2.23,31.31122,-86.46762,19022.56,8118.11,0.00,0.00,0.00,ANDALUSIA REGIONAL HOSPITAL
