size_charge,size_pay,lat,lon,charge,pay,name
3.78,2.14,36.18082,-94.13644,111761.38,29438.00,NW ARKANSAS HOSPITALS, LLC
3.38,2.14,34.46784,-93.06667,92015.45,29339.10,ST JOSEPHS MERCY HEALTH CENTER INC
2.90,2.11,36.34295,-92.39442,67501.53,27962.47,BAXTER REGIONAL MEDICAL CENTER
3.79,2.21,35.08546,-92.45774,112684.73,32755.20,CONWAY REGIONAL MEDICAL CENTER
2.96,2.10,34.77770,-92.12539,70593.64,27364.27,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
2.82,2.12,35.37445,-94.41868,63526.71,28240.64,SPARKS REGIONAL MEDICAL CENTER
3.75,2.16,35.35395,-94.35262,110241.22,30282.62,ST EDWARD MERCY MEDICAL CENTER
4.47,2.22,34.18894,-92.01886,146697.36,33478.79,JEFFERSON REGIONAL MEDICAL CENTER
3.72,2.16,34.74866,-92.35422,108772.57,30326.88,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.54,2.24,35.80838,-90.66658,150073.93,34517.40,NEA BAPTIST MEMORIAL HOSPITAL
3.55,2.17,35.76927,-91.63408,100185.33,30636.20,WHITE RIVER MEDICAL CENTER
8.61,2.81,37.63362,-122.08802,355395.54,63218.00,ST ROSE HOSPITAL
5.98,2.39,40.78366,-124.14246,223054.33,41826.92,ST JOSEPH HOSPITAL
7.32,2.61,38.57053,-121.45216,290215.27,53218.45,MERCY GENERAL HOSPITAL
8.58,2.52,33.97659,-117.38184,353588.59,48591.37,RIVERSIDE COMMUNITY HOSPITAL
4.98,2.70,32.75426,-117.16592,172207.05,57509.68,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
5.72,2.34,32.77495,-117.01467,209969.39,39265.66,GROSSMONT HOSPITAL
6.00,2.32,35.38736,-119.01690,223979.12,38295.06,BAKERSFIELD MEMORIAL HOSPITAL
7.21,3.28,37.31288,-121.93329,284742.73,86555.47,SANTA CLARA VALLEY MEDICAL CENTER
8.62,2.75,39.74221,-121.85000,355680.15,60161.31,ENLOE MEDICAL CENTER
7.67,2.68,37.82206,-122.26275,308096.80,56649.20,ALTA BATES SUMMIT MEDICAL CENTER
7.32,2.81,37.79100,-122.43125,290526.00,63183.64,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
4.26,2.37,33.93183,-116.94587,136133.80,41168.33,SAN GORGONIO MEMORIAL HOSPITAL
4.65,2.48,34.67486,-118.15771,155889.34,46471.86,ANTELOPE VALLEY HOSPITAL MED CENTER
4.47,2.38,36.32737,-119.29548,146980.24,41232.52,KAWEAH DELTA MEDICAL CENTER
9.35,2.81,34.12834,-118.25777,392684.21,63129.17,GLENDALE MEM HOSPITAL & HLTH CENTER
4.42,2.52,36.73000,-119.78000,144456.62,48307.66,COMMUNITY REGIONAL MEDICAL CENTER
4.81,2.51,34.09643,-118.29103,163799.50,48076.42,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
4.93,2.35,32.75143,-117.16083,170077.17,40002.26,SCRIPPS MERCY HOSPITAL
7.47,2.57,37.95337,-122.33672,298014.28,51213.31,DOCTORS MEDICAL CENTER-SAN PABLO
6.97,2.43,34.21674,-119.15631,272778.00,43897.93,ST JOHNS REGIONAL MEDICAL CENTER
7.15,2.48,37.96987,-121.28873,281916.69,46707.88,ST JOSEPHS MED CENTER OF STOCKTON
5.75,2.41,34.13101,-117.32181,211085.83,42788.50,COMMUNITY HOSPITAL OF SAN BERNARDINO
5.91,2.47,36.83532,-119.76562,219263.10,46078.12,SAINT AGNES MEDICAL CENTER
