size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
5.10,2.18,31.21673,-85.36307,AL,28000,9000,50,51,21,Southeast Alabama Medical Center
3.49,2.15,33.59616,-86.66750,AL,17000,8000,66,78,1,St Vincent'S East
4.50,2.47,32.32785,-86.27750,AL,24000,11000,50,67,54,Baptist Medical Center South
5.18,2.18,32.36656,-86.28572,AL,29000,9000,50,68,82,Jackson Hospital & Clinic Inc
3.01,2.15,32.63806,-85.40413,AL,14000,8000,50,80,13,East Alabama Medical Center And Snf
7.42,2.81,33.50619,-86.80210,AL,44000,13000,66,45,11,University Of Alabama Hospital
4.10,2.03,34.20768,-86.87489,AL,21000,8000,50,63,79,Cullman Regional Medical Center
6.90,2.37,34.72007,-86.58108,AL,40000,10000,50,65,44,Huntsville Hospital
4.97,2.09,33.50734,-86.78958,AL,27000,8000,50,72,21,St Vincent'S Birmingham
2.39,2.15,34.59052,-86.97262,AL,10000,8000,50,77,54,Decatur General Hospital
5.69,2.03,30.68199,-88.19897,AL,32000,8000,83,86,0,Providence Hospital
5.53,2.28,33.20521,-87.52546,AL,31000,9000,66,66,21,D C H Regional Medical Center
4.89,2.39,33.44033,-86.09023,AL,27000,10000,0,0,0,Citizens Baptist Medical Center
10.51,2.36,33.49854,-86.84633,AL,65000,10000,66,70,8,Baptist Medical Center-Princeton
6.01,2.27,30.69697,-88.08081,AL,34000,9000,66,55,24,Mobile Infirmary
6.84,2.23,33.37328,-86.99163,AL,40000,9000,50,67,6,Medical West An Affiliate Of Uab Health System
24.09,2.38,33.46420,-86.77409,AL,156000,10000,50,65,29,Brookwood Medical Center
14.69,3.42,33.46514,-112.05797,AZ,93000,17000,50,48,69,Banner Good Samaritan Medical Center
5.12,2.48,32.25294,-110.88135,AZ,28000,11000,50,48,3,Tucson Medical Center
5.65,2.46,32.68274,-114.63506,AZ,32000,10000,50,63,69,Yuma Regional Medical Center
8.27,2.38,33.56894,-112.07108,AZ,50000,10000,50,80,16,John C Lincoln North Mountain Hospital
10.19,2.47,33.29750,-111.87461,AZ,62000,11000,50,78,54,Chandler Regional Medical Center
6.76,2.45,33.48885,-111.92387,AZ,39000,10000,66,76,54,Scottsdale Healthcare-Osborn Medical Center
7.42,2.25,33.60432,-112.28378,AZ,44000,9000,83,75,95,Banner Boswell Medical Center
10.87,4.14,32.24152,-110.94631,AZ,67000,22000,50,37,39,University Of Arizona Medical Ctr-Universit The
7.62,2.45,33.39097,-111.87638,AZ,45000,10000,66,80,56,Banner Desert Medical Center
9.97,2.45,32.32103,-111.01102,AZ,61000,10000,50,71,20,Northwest Medical Center
6.55,2.29,33.58235,-111.88527,AZ,38000,9000,66,68,63,Scottsdale Healthcare-Shea Medical Center
7.85,2.39,33.41128,-111.68916,AZ,47000,10000,50,70,63,Banner Baywood Medical Center
7.27,2.54,33.60949,-112.18129,AZ,43000,11000,66,73,76,Banner Thunderbird Medical Center
6.97,2.32,33.65965,-112.37283,AZ,41000,10000,50,77,97,Banner Del E Webb Medical Center
6.20,3.64,33.65947,-111.95626,AZ,36000,18000,66,53,95,Mayo Clinic Hospital
5.93,2.52,33.47818,-112.25744,AZ,34000,11000,50,58,69,Banner Estrella Medical Center
8.74,2.41,33.28686,-111.75246,AZ,53000,10000,50,63,63,Mercy Gilbert Medical Center
5.69,2.25,34.75031,-92.33897,AR,32000,9000,66,63,82,St Vincent Infirmary Medical Center
5.90,2.91,34.74866,-92.35422,AR,34000,14000,50,51,33,Uams Medical Center
4.53,2.15,34.77770,-92.12539,AR,24000,8000,50,60,13,Baptist Health Medical Center North Little Rock
3.88,2.18,35.37445,-94.41868,AR,20000,9000,50,53,85,Sparks Regional Medical Center
5.58,2.13,35.35395,-94.35262,AR,31000,8000,50,66,11,St Edward Mercy Medical Center
5.25,2.17,34.74866,-92.35422,AR,29000,9000,50,43,21,Baptist Health Medical Center-Little Rock
22.24,3.61,37.63362,-122.08802,CA,143000,18000,50,60,6,St Rose Hospital
7.43,2.53,37.59283,-122.38249,CA,44000,11000,50,71,33,Peninsula Medical Center
12.86,2.91,38.32472,-122.29671,CA,80000,14000,50,72,82,Queen Of The Valley Medical Center
16.64,3.22,33.97659,-117.38184,CA,106000,16000,50,65,57,Riverside Community Hospital
6.11,3.43,32.75426,-117.16592,CA,35000,17000,50,72,69,University Of California San Diego Medical Center
8.27,2.41,32.77495,-117.01467,CA,49000,10000,83,71,33,Grossmont Hospital
6.34,2.63,39.50528,-121.54100,CA,37000,12000,50,73,63,Oroville Hospital
11.06,4.18,37.31288,-121.93329,CA,68000,22000,66,65,1,Santa Clara Valley Medical Center
9.63,2.51,39.74221,-121.85000,CA,59000,11000,83,71,48,Enloe Medical Center
14.51,3.36,37.82206,-122.26275,CA,91000,17000,50,63,32,Alta Bates Summit Medical Center
11.62,3.55,37.79100,-122.43125,CA,72000,18000,83,63,11,California Pacific Medical Ctr-Pacific Campus Hosp
7.58,3.17,36.73000,-119.78000,CA,45000,15000,50,71,0,Community Regional Medical Center
9.42,2.53,33.78036,-117.86495,CA,57000,11000,50,60,88,St Joseph Hospital
9.72,2.97,32.75143,-117.16083,CA,59000,14000,33,62,69,Scripps Mercy Hospital
5.92,2.58,36.83532,-119.76562,CA,34000,11000,50,66,57,Saint Agnes Medical Center
7.74,2.41,34.10130,-117.63651,CA,46000,10000,50,66,85,San Antonio Community Hospital
10.98,2.81,32.79949,-117.15394,CA,68000,13000,66,62,11,Sharp Memorial Hospital
10.38,2.84,38.57155,-121.46874,CA,64000,13000,83,77,79,Sutter General Hospital
8.44,2.58,34.02685,-118.48651,CA,51000,11000,50,76,21,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital
12.22,2.96,33.12535,-117.07336,CA,76000,14000,50,55,69,Palomar Medical Center
13.11,3.55,37.36257,-121.84974,CA,82000,18000,50,70,1,Regional Medical Center Of San Jose
6.83,2.57,33.18402,-117.29661,CA,40000,11000,50,57,21,Tri-City Medical Center
8.33,2.93,39.22809,-121.04721,CA,50000,14000,0,0,0,Sierra Nevada Memorial Hospital
14.91,3.37,37.32710,-121.93863,CA,94000,17000,66,71,37,O'Connor Hospital
11.85,2.52,33.89465,-117.92716,CA,74000,11000,66,71,90,St Jude Medical Center
17.16,3.14,33.96860,-118.04831,CA,109000,15000,50,46,16,Presbyterian Intercommunity Hospital
11.82,3.03,38.44369,-122.70138,CA,73000,14000,66,86,57,Santa Rosa Memorial Hospital
25.41,3.97,37.91341,-122.04163,CA,165000,21000,50,62,33,John Muir Medical Center - Walnut Creek Campus
25.48,3.89,37.55717,-121.98126,CA,165000,20000,50,53,88,Washington Hospital
15.56,2.80,37.48000,-122.25441,CA,98000,13000,0,0,0,Sequoia Hospital
10.47,2.61,34.58305,-118.14490,CA,64000,12000,50,86,54,Palmdale Regional Medical Center
7.72,2.71,33.62229,-117.92995,CA,46000,12000,50,70,51,Hoag Memorial Hospital Presbyterian
11.38,2.78,34.13973,-118.03534,CA,70000,13000,50,45,10,Methodist Hospital Of Southern Ca
12.33,4.32,34.06675,-118.44613,CA,77000,23000,50,27,33,Ronald Reagan Ucla Medical Center
11.90,3.06,40.58654,-122.39168,CA,74000,15000,83,71,44,Mercy Medical Center Redding
16.29,3.19,37.69502,-121.88095,CA,103000,15000,50,71,82,Valleycare Medical Center
14.37,3.14,37.67947,-122.47447,CA,90000,15000,50,62,24,Seton Medical Center
9.48,2.50,34.03009,-118.47833,CA,58000,11000,50,81,76,Saint John'S Health Center
12.31,3.43,37.85593,-122.25730,CA,77000,17000,50,56,8,Alta Bates Summit Medical Center - Alta Bates Camp
10.69,2.77,37.36934,-122.08047,CA,66000,13000,66,48,6,El Camino Hospital
8.99,2.59,38.76514,-121.24979,CA,54000,11000,66,77,16,Sutter Roseville Medical Center
11.57,2.40,32.88461,-117.22244,CA,72000,10000,50,63,29,Scripps Memorial Hospital La Jolla
13.43,4.51,34.05076,-117.26395,CA,84000,24000,50,55,16,Loma Linda University Medical Center
11.24,3.42,36.65910,-121.64630,CA,69000,17000,50,70,37,Salinas Valley Memorial Hospital
9.95,3.45,33.78798,-117.89026,CA,61000,17000,66,56,11,University Of California Irvine Med Center
