size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
7.40,2.22,36.18082,-94.13644,16480.91,3502.64,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
3.27,2.11,36.34295,-92.39442,6122.88,3237.47,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
6.16,2.57,35.14320,-90.18837,13362.67,4371.22,CRITTENDEN MEMORIAL HOSPITAL,0.0,0.303,0.303,0.0,0.0,0.0,0.0,0.0
3.48,2.22,33.62900,-91.79096,6655.53,3491.47,DREW MEMORIAL HOSPITAL,0.0,0.0,0.559,0.0,0.0,0.0,0.0,0.0
7.17,2.51,34.18894,-92.01886,15898.07,4227.71,JEFFERSON REGIONAL MEDICAL CENTER,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0
5.34,2.41,34.35877,-92.78638,11311.80,3972.67,HOT SPRING COUNTY MEDICAL CENTER,0.0,0.0,1.401,0.0,0.0,0.0,0.0,0.0
4.59,2.31,34.74866,-92.35422,9444.64,3730.82,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
5.76,2.28,35.80838,-90.66658,12367.09,3648.55,NEA BAPTIST MEMORIAL HOSPITAL,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134
5.88,2.69,35.76927,-91.63408,12667.08,4685.31,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
10.38,2.60,32.77495,-117.01467,23955.00,4463.10,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
11.36,2.68,39.50528,-121.54100,26394.36,4650.00,OROVILLE HOSPITAL,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0
9.96,2.89,32.78037,-115.56848,22900.08,5186.75,EL CENTRO REGIONAL MEDICAL CENTER,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0
10.53,2.98,32.75143,-117.16083,24320.33,5407.60,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
17.60,2.88,37.96987,-121.28873,42037.46,5153.00,ST JOSEPHS MED CENTER OF STOCKTON,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0
14.71,3.27,34.13101,-117.32181,34804.73,6133.00,COMMUNITY HOSPITAL OF SAN BERNARDINO,0.0,1.585,0.396,0.0,0.0,0.0,0.0,0.0
11.87,3.27,33.98932,-118.22426,27685.08,6145.00,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.85,2.60,36.83532,-119.76562,22624.58,4464.33,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
15.77,4.00,32.79949,-117.15394,37449.00,7962.45,SHARP MEMORIAL HOSPITAL,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0
12.78,3.47,34.04932,-118.21746,29953.18,6633.09,WHITE MEMORIAL MEDICAL CENTER,0.0,0.339,0.904,0.0,0.0,0.0,0.113,0.0
12.28,2.84,34.22014,-118.53410,28718.78,5059.30,NORTHRIDGE HOSPITAL MEDICAL CENTER,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0
8.71,3.83,36.32362,-119.66726,19755.81,7542.75,ADVENTIST MEDICAL CENTER,0.0,0.129,0.516,0.0,0.0,0.0,0.0,0.0
12.89,3.06,34.19494,-118.46319,30235.21,5596.00,VALLEY PRESBYTERIAN HOSPITAL,0.0,0.295,0.59,0.295,0.0,0.0,0.0,0.0
17.59,3.92,36.57886,-121.91316,42024.54,7752.23,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,0.0,0.488,0.781,0.098,0.0,0.098,0.098,0.0
17.85,3.21,37.55717,-121.98126,42656.15,5971.80,WASHINGTON HOSPITAL,0.0,0.196,0.785,0.589,0.0,0.098,0.0,0.098
19.33,3.13,34.15601,-118.32834,46385.70,5783.00,PROVIDENCE SAINT JOSEPH MEDICAL CTR,0.0,0.58,0.248,0.166,0.0,0.0,0.0,0.0
15.17,3.11,34.28920,-118.74484,35939.54,5740.00,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
17.14,3.18,34.14987,-118.23117,40894.00,5906.85,GLENDALE ADVENTIST MEDICAL CENTER,0.0,0.23,1.075,0.0,0.0,0.0,0.154,0.0
18.17,3.03,36.98999,-121.98357,43466.40,5524.80,DOMINICAN HOSPITAL,0.0,0.241,0.723,0.844,0.0,0.0,0.121,0.0
17.81,3.09,37.67947,-122.47447,42573.45,5693.64,SETON MEDICAL CENTER,0.0,0.253,0.38,0.127,0.0,0.0,0.127,0.127
12.95,3.17,35.37279,-119.02817,30388.00,5870.36,MERCY HOSPITAL,0.0,0.74,0.555,0.0,0.0,0.0,0.555,0.0
10.83,2.99,36.65910,-121.64630,25073.00,5427.75,SALINAS VALLEY MEMORIAL HOSPITAL,0.0,0.227,0.453,0.113,0.0,0.113,0.0,0.0
16.63,2.52,33.81131,-118.34364,39596.89,4255.11,TORRANCE MEMORIAL MEDICAL CENTER,0.0,0.585,0.418,0.167,0.0,0.0,0.418,0.0
14.80,2.58,33.83891,-118.35677,35018.73,4406.36,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,0.0,0.179,0.089,0.089,0.0,0.0,0.0,0.0
16.25,2.85,37.25153,-121.94684,38668.73,5072.27,GOOD SAMARITAN HOSPITAL,0.0,0.222,0.998,1.996,0.0,0.0,0.111,0.0
9.39,3.04,34.08802,-117.89341,21456.65,5565.00,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,0.0,1.315,0.088,0.263,0.0,0.088,0.0,0.0
15.34,2.87,33.93530,-118.13030,36376.77,5119.31,DOWNEY REGIONAL MEDICAL CENTER,0.0,0.33,0.11,0.0,0.0,0.0,0.0,0.0
13.34,2.71,34.13364,-118.15275,31374.19,4738.00,HUNTINGTON MEMORIAL HOSPITAL,0.0,0.171,0.514,0.171,0.0,0.0,0.057,0.057
12.50,2.68,35.38338,-119.01969,29248.38,4643.00,SAN JOAQUIN COMMUNITY HOSPITAL,0.0,0.606,0.242,0.0,0.0,0.0,0.0,0.0
20.31,3.11,34.05336,-118.26558,48828.91,5743.36,GOOD SAMARITAN HOSPITAL,0.0,0.096,0.861,0.096,0.0,0.0,0.191,0.0
24.49,2.40,34.20285,-118.62962,59303.82,3950.45,WEST HILLS HOSPITAL & MEDICAL CENTER,0.0,0.0,0.581,0.726,0.0,0.145,0.29,0.0
9.85,3.02,37.69824,-122.08730,22631.62,5503.38,EDEN MEDICAL CENTER,0.0,0.431,0.0,0.431,0.0,0.0,0.288,0.288
6.13,2.91,36.94433,-120.04507,13293.83,5218.75,MADERA COMMUNITY HOSPITAL,0.0,0.379,0.0,0.379,0.0,0.0,0.379,0.0
14.95,3.08,33.71466,-117.93322,35387.87,5646.20,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,0.0,0.882,0.196,0.0,0.0,0.0,0.0,0.0
14.25,2.35,33.76335,-116.40628,33651.15,3834.00,EISENHOWER MEDICAL CENTER,0.0,0.344,0.589,0.393,0.0,0.049,0.0,0.049
21.75,3.37,34.07664,-118.37955,52443.18,6386.29,CEDARS-SINAI MEDICAL CENTER,0.0,0.348,0.294,0.268,0.0,0.107,0.241,0.0
22.44,2.51,35.55536,-120.72067,54165.25,4230.50,TWIN CITIES COMMUNITY HOSPITAL,0.0,0.951,0.571,0.0,0.0,0.0,0.0,0.0
10.24,3.31,34.01936,-118.18661,23605.00,6228.00,LOS ANGELES COMMUNITY HOSPITAL,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.0
17.31,3.28,37.77577,-121.95824,41316.47,6162.40,SAN RAMON REGIONAL MEDICAL CTR,0.0,0.325,0.325,0.0,0.0,0.325,0.0,0.325
