size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
9.64,2.19,33.25607,-86.81035,AL,21000,3000,83,70,63,Shelby Baptist Medical Center
5.51,2.66,32.32785,-86.27750,AL,11000,5000,50,67,54,Baptist Medical Center South
6.55,2.53,32.36656,-86.28572,AL,14000,4000,50,68,82,Jackson Hospital & Clinic Inc
3.33,2.29,32.82377,-85.17019,AL,6000,4000,0,0,0,George H. Lanier Memorial Hospital
4.38,2.23,32.63806,-85.40413,AL,9000,4000,50,80,13,East Alabama Medical Center And Snf
6.42,2.66,33.50619,-86.80210,AL,13000,5000,66,45,11,University Of Alabama Hospital
8.33,2.10,33.66767,-85.83420,AL,18000,3000,0,0,0,Stringfellow Memorial Hospital
9.05,2.65,34.72007,-86.58108,AL,20000,4000,50,65,44,Huntsville Hospital
13.90,2.11,34.00941,-85.97078,AL,31000,3000,66,67,27,Gadsden Regional Medical Center
8.91,2.21,34.00426,-86.00339,AL,19000,3000,75,81,90,Riverview Regional Medical Center
7.85,2.21,34.57705,-87.01588,AL,17000,3000,0,0,0,Parkway Medical Center
5.33,2.33,33.50734,-86.78958,AL,11000,4000,50,72,21,St Vincent'S Birmingham
5.72,2.15,33.65640,-85.82284,AL,12000,3000,50,60,5,Northeast Alabama Regional Med Center
6.68,2.33,33.20521,-87.52546,AL,14000,4000,66,66,21,D C H Regional Medical Center
8.17,2.30,33.49854,-86.84633,AL,17000,4000,66,70,8,Baptist Medical Center-Princeton
11.18,2.23,33.51420,-86.74859,AL,25000,4000,66,27,11,Trinity Medical Center
2.44,2.10,32.43516,-88.32614,AL,4000,3000,0,0,0,Bryan W Whitfield Mem Hosp Inc
6.23,2.24,30.69697,-88.08081,AL,13000,4000,66,55,24,Mobile Infirmary
7.31,2.56,32.43020,-87.05515,AL,15000,4000,50,91,32,Vaughan Reg Med Center Parkway Campus
17.41,2.16,33.46420,-86.77409,AL,39000,3000,50,65,29,Brookwood Medical Center
5.40,2.32,32.38797,-86.17576,AL,11000,4000,50,52,90,Baptist Medical Center East
8.18,2.84,33.46514,-112.05797,AZ,18000,5000,50,48,69,Banner Good Samaritan Medical Center
7.01,2.54,32.25294,-110.88135,AZ,15000,4000,50,48,3,Tucson Medical Center
9.44,2.29,32.22685,-110.85520,AZ,20000,4000,66,55,21,Carondelet St Josephs Hospital
9.25,2.57,34.56017,-112.48217,AZ,20000,4000,25,67,17,Yavapai Regional Medical Center
6.29,2.54,32.68274,-114.63506,AZ,13000,4000,50,63,69,Yuma Regional Medical Center
9.69,2.45,33.56894,-112.07108,AZ,21000,4000,50,80,16,John C Lincoln North Mountain Hospital
15.04,3.45,35.20923,-111.64486,AZ,34000,6000,66,78,88,Flagstaff Medical Center
10.67,2.59,33.29750,-111.87461,AZ,23000,4000,50,78,54,Chandler Regional Medical Center
14.23,5.01,33.45154,-112.04313,AZ,32000,10000,50,47,63,St Lukes Medical Center
8.60,2.63,35.22024,-114.03585,AZ,19000,4000,66,66,54,Kingman Regional Medical Center
9.43,2.29,33.60432,-112.28378,AZ,20000,4000,83,75,95,Banner Boswell Medical Center
7.59,3.41,32.24152,-110.94631,AZ,16000,6000,50,37,39,University Of Arizona Medical Ctr-Universit The
8.31,2.50,33.39097,-111.87638,AZ,18000,4000,66,80,56,Banner Desert Medical Center
8.72,2.30,33.41128,-111.68916,AZ,19000,4000,50,70,63,Banner Baywood Medical Center
9.45,2.70,33.60949,-112.18129,AZ,21000,5000,66,73,76,Banner Thunderbird Medical Center
10.39,2.69,33.66596,-112.11618,AZ,23000,5000,50,73,69,John C Lincoln Deer Valley Hospital
9.06,2.30,33.65965,-112.37283,AZ,20000,4000,50,77,97,Banner Del E Webb Medical Center
6.91,2.17,32.29456,-110.97041,AZ,15000,3000,50,83,13,Carondelet Heart And Vascular Institute
14.75,2.56,35.11068,-114.55505,AZ,33000,4000,50,87,63,Western Arizona Regional Medical Ctr
7.31,2.85,33.65947,-111.95626,AZ,15000,5000,66,53,95,Mayo Clinic Hospital
7.94,2.61,33.46202,-112.35299,AZ,17000,4000,75,65,69,West Valley Hospital
9.63,2.88,33.47818,-112.25744,AZ,21000,5000,50,58,69,Banner Estrella Medical Center
11.42,2.36,33.28686,-111.75246,AZ,25000,4000,50,63,63,Mercy Gilbert Medical Center
