size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
6.59,2.25,36.18082,-94.13644,31084.60,6636.36,0.50,0.69,0.30,NW ARKANSAS HOSPITALS LLC
4.63,2.21,34.46784,-93.06667,20041.85,6409.23,0.67,0.66,0.86,ST JOSEPHS MERCY HEALTH CENTER INC
2.83,2.04,36.34295,-92.39442,9884.12,5439.79,0.50,0.65,0.58,BAXTER REGIONAL MEDICAL CENTER
4.03,2.17,35.08546,-92.45774,16627.68,6192.05,0.50,0.72,0.80,CONWAY REGIONAL MEDICAL CENTER
4.55,2.15,34.77770,-92.12539,19586.56,6089.11,0.50,0.60,0.14,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
2.88,2.15,36.05214,-90.49908,10162.04,6068.48,0.00,0.00,0.00,ARKANSAS METHODIST MEDICAL CENTER
4.92,2.21,35.28275,-93.14901,21650.38,6415.71,0.00,0.00,0.00,ST MARYS REGIONAL MEDICAL CENTER
4.79,2.53,35.14320,-90.18837,20924.24,8208.76,0.00,0.00,0.00,CRITTENDEN MEMORIAL HOSPITAL
3.02,2.23,33.57575,-92.83683,10972.28,6530.44,0.00,0.00,0.00,OUACHITA COUNTY MEDICAL CENTER
3.50,2.21,35.37445,-94.41868,13672.44,6383.44,0.50,0.54,0.86,SPARKS REGIONAL MEDICAL CENTER
5.14,2.18,35.35395,-94.35262,22880.12,6216.36,0.50,0.66,0.11,ST EDWARD MERCY MEDICAL CENTER
2.79,2.28,33.27510,-93.24001,9673.91,6810.64,0.00,0.00,0.00,MAGNOLIA HOSPITAL
5.97,2.33,34.18894,-92.01886,27559.40,7078.09,0.50,0.75,0.05,JEFFERSON REGIONAL MEDICAL CENTER
3.36,2.34,34.51764,-91.55932,12887.75,7164.92,0.00,0.00,0.00,BAPTIST HEALTH MEDICAL CENTER-STUTTGART
3.07,2.26,34.35877,-92.78638,11265.18,6701.47,0.00,0.00,0.00,HOT SPRING COUNTY MEDICAL CENTER
6.98,2.29,34.48600,-93.03521,33287.86,6873.73,0.50,0.51,0.08,NATIONAL PARK MEDICAL CENTER
4.59,2.11,34.57290,-92.58508,19798.22,5846.81,0.50,0.89,0.72,SALINE MEMORIAL HOSPITAL
6.07,2.39,34.51022,-90.62718,28164.07,7393.00,0.00,0.00,0.00,HELENA REGIONAL MEDICAL CENTER
5.28,2.23,33.22053,-92.67102,23696.48,6530.35,0.50,0.70,0.14,MEDICAL CENTER SOUTH ARKANSAS
3.18,2.21,33.64905,-93.58704,11857.45,6427.65,0.00,0.00,0.00,MEDICAL PARK HOSPITAL
5.16,2.24,34.74866,-92.35422,23002.02,6575.56,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.22,2.27,35.80838,-90.66658,17745.13,6740.68,0.50,0.57,0.70,NEA BAPTIST MEMORIAL HOSPITAL
4.53,2.32,35.76927,-91.63408,19489.57,7047.64,0.33,0.64,0.38,WHITE RIVER MEDICAL CENTER
4.34,2.16,34.81290,-92.20814,18396.94,6146.35,0.00,0.00,0.00,ST VINCENT MEDICAL CENTER/NORTH
8.32,2.70,40.78366,-124.14246,40805.68,9160.14,0.50,0.64,0.64,ST JOSEPH HOSPITAL
8.82,2.60,37.59283,-122.38249,43636.98,8612.90,0.50,0.71,0.33,PENINSULA MEDICAL CENTER
14.68,2.77,37.76862,-122.43525,76641.72,9582.53,0.50,0.50,0.74,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP
11.42,2.88,38.32472,-122.29671,58294.41,10189.12,0.50,0.72,0.83,QUEEN OF THE VALLEY MEDICAL CENTER
10.34,2.92,38.54384,-122.47401,52189.57,10432.10,0.50,0.75,0.33,ST HELENA HOSPITAL
7.12,2.58,38.35073,-120.76468,34064.12,8505.38,0.00,0.00,0.00,SUTTER AMADOR HOSPITAL
7.36,2.37,35.11346,-120.59054,35434.73,7330.27,0.00,0.00,0.00,ARROYO GRANDE COMMUNITY HOSPITAL
9.43,2.61,38.57053,-121.45216,47081.35,8650.98,0.83,0.54,0.28,MERCY GENERAL HOSPITAL
4.94,3.38,34.06505,-118.23913,21805.17,12989.00,0.00,0.00,0.00,PACIFIC ALLIANCE MEDICAL CENTER
11.11,2.84,33.97659,-117.38184,56524.11,9941.33,0.50,0.65,0.58,RIVERSIDE COMMUNITY HOSPITAL
6.25,2.85,32.68425,-117.08161,29165.10,10018.57,0.00,0.00,0.00,PARADISE VALLEY HOSPITAL
6.17,3.22,32.75426,-117.16592,28698.68,12103.29,0.50,0.72,0.70,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
10.25,2.58,32.77495,-117.01467,51682.30,8478.70,0.83,0.71,0.33,GROSSMONT HOSPITAL
6.44,2.66,39.50528,-121.54100,30233.21,8911.71,0.50,0.74,0.64,OROVILLE HOSPITAL
10.98,2.63,35.38736,-119.01690,55820.20,8756.93,0.33,0.85,0.80,BAKERSFIELD MEMORIAL HOSPITAL
11.68,4.03,37.31288,-121.93329,59767.30,16656.75,0.67,0.65,0.02,SANTA CLARA VALLEY MEDICAL CENTER
8.65,2.39,39.74221,-121.85000,42688.41,7407.89,0.83,0.71,0.48,ENLOE MEDICAL CENTER
6.26,2.58,40.14813,-122.21934,29193.62,8487.69,0.00,0.00,0.00,ST ELIZABETH COMMUNITY HOSPITAL
12.21,3.16,37.82206,-122.26275,62737.60,11782.63,0.50,0.64,0.32,ALTA BATES SUMMIT MEDICAL CENTER
9.47,2.82,32.78037,-115.56848,47296.48,9863.07,0.50,0.97,0.70,EL CENTRO REGIONAL MEDICAL CENTER
12.69,3.31,37.79100,-122.43125,65422.02,12604.22,0.83,0.64,0.11,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
6.01,2.56,33.93183,-116.94587,27787.62,8400.85,0.00,0.00,0.00,SAN GORGONIO MEMORIAL HOSPITAL
15.31,3.49,37.74717,-122.42088,80213.73,13587.82,0.50,0.59,0.30,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS
5.55,2.83,34.67486,-118.15771,25237.02,9918.13,0.50,0.68,0.45,ANTELOPE VALLEY HOSPITAL MED CENTER
7.33,2.65,36.32737,-119.29548,35254.51,8889.27,0.50,0.56,0.12,KAWEAH DELTA MEDICAL CENTER
9.58,3.07,34.12834,-118.25777,47893.48,11232.36,0.50,0.72,0.45,GLENDALE MEM HOSPITAL & HLTH CENTER
8.49,3.06,36.73000,-119.78000,41769.11,11202.47,0.50,0.71,0.00,COMMUNITY REGIONAL MEDICAL CENTER
10.33,3.38,34.09643,-118.29103,52116.06,12969.88,0.75,0.76,0.74,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
8.96,2.48,33.78036,-117.86495,44436.71,7925.42,0.50,0.60,0.89,ST JOSEPH HOSPITAL
6.12,3.25,37.33569,-121.99595,28403.46,12280.77,0.67,0.57,0.86,KAISER FOUNDATION HOSPITAL-SANTA CLARA
6.28,2.74,37.89135,-122.05971,29304.91,9411.09,0.50,0.61,0.33,KAISER FOUNDATION HOSPITAL - WALNUT CREEK
5.23,2.58,38.12852,-122.24704,23432.85,8499.08,0.50,0.68,0.94,KAISER FOUNDATION HOSPITAL AND REHAB CENTER
5.81,2.86,37.82448,-122.25759,26691.03,10047.33,0.50,0.64,0.25,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND
8.84,2.94,32.75143,-117.16083,43724.02,10522.62,0.33,0.62,0.70,SCRIPPS MERCY HOSPITAL
10.43,2.54,33.73798,-118.30525,52682.00,8288.82,0.50,0.81,0.82,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO
11.87,3.02,37.95337,-122.33672,60816.34,10986.06,0.50,0.64,0.19,DOCTORS MEDICAL CENTER-SAN PABLO
10.85,2.66,34.21674,-119.15631,55078.79,8927.62,0.50,0.64,0.07,ST JOHNS REGIONAL MEDICAL CENTER
12.66,2.79,37.96987,-121.28873,65237.19,9663.54,0.83,0.69,0.97,ST JOSEPHS MED CENTER OF STOCKTON
7.03,3.02,34.13101,-117.32181,33549.39,10941.22,0.50,0.84,0.47,COMMUNITY HOSPITAL OF SAN BERNARDINO
5.60,2.73,38.28820,-122.46533,25514.15,9333.38,0.00,0.00,0.00,SONOMA VALLEY HOSPITAL
6.59,2.57,36.83532,-119.76562,31060.50,8413.84,0.50,0.66,0.58,SAINT AGNES MEDICAL CENTER
7.71,2.52,34.10130,-117.63651,37370.41,8161.37,0.50,0.66,0.86,SAN ANTONIO COMMUNITY HOSPITAL
10.35,2.68,32.79949,-117.15394,52263.22,9058.56,0.67,0.62,0.11,SHARP MEMORIAL HOSPITAL
11.93,3.10,38.13118,-122.23732,61136.80,11395.80,0.50,0.81,0.29,SUTTER SOLANO MEDICAL CENTER
8.39,2.81,33.92798,-117.43847,41239.09,9789.18,0.50,0.89,0.25,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER
13.77,3.29,34.04932,-118.21746,71537.31,12468.38,0.25,0.74,0.99,WHITE MEMORIAL MEDICAL CENTER
10.33,3.48,33.92963,-118.20332,52111.67,13554.50,0.67,0.79,0.33,SAINT FRANCIS MEDICAL CENTER
9.52,2.67,34.95099,-120.41322,47604.21,9015.94,0.50,0.94,0.48,MARIAN MEDICAL CENTER
