size_charge,size_pay,lat,lon,charge,pay,name
5.64,2.16,36.18082,-94.13644,26440.99,5524.21,NW ARKANSAS HOSPITALS, LLC
4.97,2.15,34.46784,-93.06667,22407.39,5413.16,ST JOSEPHS MERCY HEALTH CENTER INC
2.76,2.09,36.34295,-92.39442,9072.91,5083.06,BAXTER REGIONAL MEDICAL CENTER
3.15,2.12,35.08546,-92.45774,11417.69,5253.81,CONWAY REGIONAL MEDICAL CENTER
3.36,2.11,34.77770,-92.12539,12710.29,5221.78,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
3.33,2.18,36.05214,-90.49908,12508.69,5615.59,ARKANSAS METHODIST MEDICAL CENTER
4.70,2.18,35.28275,-93.14901,20763.17,5641.31,ST MARYS REGIONAL MEDICAL CENTER
4.74,2.41,35.14320,-90.18837,21000.34,6984.10,CRITTENDEN MEMORIAL HOSPITAL
3.63,2.15,33.57575,-92.83683,14303.44,5439.06,OUACHITA COUNTY MEDICAL CENTER
2.51,2.14,33.62900,-91.79096,7616.33,5358.38,DREW MEMORIAL HOSPITAL
3.26,2.15,35.37445,-94.41868,12105.42,5449.25,SPARKS REGIONAL MEDICAL CENTER
4.59,2.13,35.35395,-94.35262,20079.34,5333.61,ST EDWARD MERCY MEDICAL CENTER
3.07,2.20,33.27510,-93.24001,10958.15,5720.85,MAGNOLIA HOSPITAL
5.54,2.34,34.18894,-92.01886,25832.05,6579.26,JEFFERSON REGIONAL MEDICAL CENTER
3.22,2.28,34.51764,-91.55932,11880.76,6189.52,BAPTIST HEALTH MEDICAL CENTER-STUTTGART
3.43,2.07,34.87240,-92.12256,13128.88,4977.94,NORTH METRO MEDICAL CENTER
3.54,2.17,34.35877,-92.78638,13765.75,5540.54,HOT SPRING COUNTY MEDICAL CENTER
6.95,2.22,34.48600,-93.03521,34313.65,5882.35,NATIONAL PARK MEDICAL CENTER
6.58,2.19,35.60836,-91.26499,32073.71,5683.81,HARRIS HOSPITAL
3.51,2.12,34.57290,-92.58508,13580.46,5256.31,SALINE MEMORIAL HOSPITAL
4.90,2.32,34.51022,-90.62718,21953.55,6470.25,HELENA REGIONAL MEDICAL CENTER
5.88,2.24,33.22053,-92.67102,27847.34,5984.00,MEDICAL CENTER SOUTH ARKANSAS
3.46,2.16,33.64905,-93.58704,13318.59,5505.24,MEDICAL PARK HOSPITAL
4.30,2.16,34.74866,-92.35422,18382.14,5510.27,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.29,2.22,35.80838,-90.66658,18273.76,5841.49,NEA BAPTIST MEMORIAL HOSPITAL
5.08,2.22,35.76927,-91.63408,23024.04,5826.29,WHITE RIVER MEDICAL CENTER
3.62,2.08,34.73868,-92.39307,14283.75,4984.00,ARKANSAS HEART HOSPITAL
3.79,2.09,34.81290,-92.20814,15319.57,5072.36,ST VINCENT MEDICAL CENTER/NORTH
14.14,3.10,37.63362,-122.08802,77502.32,11164.51,ST ROSE HOSPITAL
6.95,2.52,40.78366,-124.14246,34315.73,7675.46,ST JOSEPH HOSPITAL
9.80,2.54,37.59283,-122.38249,51428.07,7775.70,PENINSULA MEDICAL CENTER
10.29,2.58,38.32472,-122.29671,54368.97,8013.84,QUEEN OF THE VALLEY MEDICAL CENTER
8.14,2.68,38.54384,-122.47401,41438.86,8618.00,ST HELENA HOSPITAL
5.73,2.58,38.35073,-120.76468,26934.61,7994.89,SUTTER AMADOR HOSPITAL
9.70,2.57,38.57053,-121.45216,50842.03,7939.57,MERCY GENERAL HOSPITAL
5.14,3.07,34.06505,-118.23913,23411.06,10938.06,PACIFIC ALLIANCE MEDICAL CENTER
12.73,2.76,33.97659,-117.38184,69000.23,9124.67,RIVERSIDE COMMUNITY HOSPITAL
7.25,2.71,32.68425,-117.08161,36103.00,8777.29,PARADISE VALLEY HOSPITAL
4.62,2.97,32.75426,-117.16592,20266.89,10383.23,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
7.12,2.41,32.77495,-117.01467,35336.77,7003.73,GROSSMONT HOSPITAL
6.95,2.48,39.50528,-121.54100,34290.55,7426.92,OROVILLE HOSPITAL
8.68,2.52,35.38736,-119.01690,44704.93,7637.82,BAKERSFIELD MEMORIAL HOSPITAL
7.44,3.54,37.31288,-121.93329,37239.80,13777.60,SANTA CLARA VALLEY MEDICAL CENTER
6.69,2.35,39.74221,-121.85000,32732.05,6612.02,ENLOE MEDICAL CENTER
6.52,2.48,40.14813,-122.21934,31682.35,7392.26,ST ELIZABETH COMMUNITY HOSPITAL
10.52,2.91,37.82206,-122.26275,55716.56,10019.62,ALTA BATES SUMMIT MEDICAL CENTER
6.95,2.64,32.78037,-115.56848,34304.84,8402.84,EL CENTRO REGIONAL MEDICAL CENTER
