size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
7.43,2.37,31.21673,-85.36307,AL,26000,6000,50,51,21,Southeast Alabama Medical Center
3.56,2.27,34.22148,-86.15966,AL,11000,5000,50,91,54,Marshall Medical Center South
8.14,2.19,34.80175,-87.67514,AL,29000,5000,50,65,2,Eliza Coffee Memorial Hospital
7.71,2.26,33.25607,-86.81035,AL,27000,5000,83,70,63,Shelby Baptist Medical Center
4.26,2.24,34.74649,-87.69895,AL,13000,5000,50,91,33,Helen Keller Memorial Hospital
6.92,2.47,32.32785,-86.27750,AL,24000,6000,50,67,54,Baptist Medical Center South
2.73,2.29,32.63806,-85.40413,AL,7000,5000,50,80,13,East Alabama Medical Center And Snf
10.57,3.05,33.50619,-86.80210,AL,39000,9000,66,45,11,University Of Alabama Hospital
7.15,2.62,34.72007,-86.58108,AL,25000,7000,50,65,44,Huntsville Hospital
4.45,2.24,33.50734,-86.78958,AL,14000,5000,50,72,21,St Vincent'S Birmingham
7.47,2.22,33.65640,-85.82284,AL,26000,5000,50,60,5,Northeast Alabama Regional Med Center
5.16,2.33,33.20521,-87.52546,AL,17000,6000,66,66,21,D C H Regional Medical Center
7.26,2.36,33.49854,-86.84633,AL,25000,6000,66,70,8,Baptist Medical Center-Princeton
10.48,2.30,33.51420,-86.74859,AL,38000,6000,66,27,11,Trinity Medical Center
6.67,2.62,30.69697,-88.08081,AL,23000,7000,66,55,24,Mobile Infirmary
14.69,2.41,33.46420,-86.77409,AL,55000,6000,50,65,29,Brookwood Medical Center
6.21,2.66,33.46514,-112.05797,AZ,21000,7000,50,48,69,Banner Good Samaritan Medical Center
5.54,2.50,32.25294,-110.88135,AZ,18000,6000,50,48,3,Tucson Medical Center
7.75,2.38,32.22685,-110.85520,AZ,27000,6000,66,55,21,Carondelet St Josephs Hospital
6.51,2.60,34.56017,-112.48217,AZ,22000,7000,25,67,17,Yavapai Regional Medical Center
6.07,2.58,32.68274,-114.63506,AZ,21000,7000,50,63,69,Yuma Regional Medical Center
12.09,2.67,33.29750,-111.87461,AZ,45000,7000,50,78,54,Chandler Regional Medical Center
7.50,2.22,33.60432,-112.28378,AZ,26000,5000,83,75,95,Banner Boswell Medical Center
8.07,3.48,32.24152,-110.94631,AZ,29000,10000,50,37,39,University Of Arizona Medical Ctr-Universit The
6.94,2.35,32.32103,-111.01102,AZ,24000,6000,50,71,20,Northwest Medical Center
6.08,2.38,33.41128,-111.68916,AZ,21000,6000,50,70,63,Banner Baywood Medical Center
7.11,2.66,33.60949,-112.18129,AZ,25000,7000,66,73,76,Banner Thunderbird Medical Center
7.29,2.32,33.65965,-112.37283,AZ,25000,6000,50,77,97,Banner Del E Webb Medical Center
