size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
2.60,2.28,35.83746,-90.70386,4688.55,3810.75,ST BERNARDS MEDICAL CTR,0.0,0.119,0.474,0.178,0.0,0.0,0.059,0.0
8.96,2.28,36.18082,-94.13644,22173.79,3815.75,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
4.65,2.18,34.46784,-93.06667,10329.31,3542.24,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
3.33,2.10,36.34295,-92.39442,6694.82,3309.00,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
4.04,2.14,35.08546,-92.45774,8647.45,3426.73,CONWAY REGIONAL MEDICAL CENTER,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0
4.28,2.16,34.77770,-92.12539,9298.14,3468.19,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
5.33,2.24,35.28275,-93.14901,12177.95,3688.70,ST MARYS REGIONAL MEDICAL CENTER,0.0,0.429,1.287,0.0,0.0,0.0,0.0,0.215
4.10,2.18,35.37445,-94.41868,8820.45,3536.50,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
4.25,2.08,35.35395,-94.35262,9225.72,3250.80,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
5.22,2.39,34.18894,-92.01886,11874.76,4114.59,JEFFERSON REGIONAL MEDICAL CENTER,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0
7.37,2.25,34.48600,-93.03521,17797.25,3735.00,NATIONAL PARK MEDICAL CENTER,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0
9.64,2.19,35.60836,-91.26499,24033.94,3572.00,HARRIS HOSPITAL,0.0,0.444,1.333,0.0,0.0,0.0,0.0,0.0
4.10,2.13,34.57290,-92.58508,8810.62,3401.67,SALINE MEMORIAL HOSPITAL,0.0,0.442,0.221,0.0,0.0,0.0,0.0,0.0
6.54,2.24,33.22053,-92.67102,15516.18,3687.82,MEDICAL CENTER SOUTH ARKANSAS,0.0,0.379,0.947,0.0,0.0,0.189,0.0,0.0
4.57,2.24,34.74866,-92.35422,10103.33,3708.04,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
4.38,2.26,35.80838,-90.66658,9580.67,3761.27,NEA BAPTIST MEMORIAL HOSPITAL,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134
4.02,2.25,35.76927,-91.63408,8591.05,3714.79,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
14.51,3.41,37.63362,-122.08802,37408.92,6905.83,ST ROSE HOSPITAL,0.0,1.826,0.609,0.812,0.0,0.0,0.203,0.0
9.63,2.71,40.78366,-124.14246,24008.50,4987.17,ST JOSEPH HOSPITAL,0.0,0.179,0.716,0.0,0.0,0.179,0.179,0.0
11.58,2.80,38.32472,-122.29671,29361.55,5230.36,QUEEN OF THE VALLEY MEDICAL CENTER,0.0,0.306,1.073,0.613,0.0,0.0,0.0,0.0
15.06,3.01,38.54384,-122.47401,38927.73,5812.09,ST HELENA HOSPITAL,0.0,0.206,0.618,1.648,0.0,0.0,0.0,0.0
13.81,2.79,38.57053,-121.45216,35490.93,5209.60,MERCY GENERAL HOSPITAL,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083
15.06,2.87,33.97659,-117.38184,38912.14,5421.93,RIVERSIDE COMMUNITY HOSPITAL,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216
14.58,3.05,32.68425,-117.08161,37595.75,5926.42,PARADISE VALLEY HOSPITAL,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0
9.72,3.39,32.75426,-117.16592,24263.07,6864.93,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0
11.41,2.57,32.77495,-117.01467,28904.19,4600.78,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
9.08,2.48,40.89631,-124.09145,22482.73,4369.00,MAD RIVER COMMUNITY HOSPITAL,0.0,1.481,0.0,0.741,0.0,0.0,0.0,0.0
10.20,2.63,39.50528,-121.54100,25580.00,4778.93,OROVILLE HOSPITAL,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0
12.18,4.22,37.31288,-121.93329,31020.43,9139.14,SANTA CLARA VALLEY MEDICAL CENTER,0.0,0.196,0.589,0.786,0.0,0.0,0.589,0.0
10.51,2.44,39.74221,-121.85000,26410.31,4260.25,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
13.38,3.47,37.82206,-122.26275,34298.78,7080.78,ALTA BATES SUMMIT MEDICAL CENTER,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0
12.64,2.85,32.78037,-115.56848,32262.45,5362.91,EL CENTRO REGIONAL MEDICAL CENTER,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0
7.67,2.81,34.67486,-118.15771,18625.06,5257.88,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
8.38,2.65,36.32737,-119.29548,20577.47,4822.62,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
10.16,3.17,36.73000,-119.78000,25469.71,6267.79,COMMUNITY REGIONAL MEDICAL CENTER,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0
11.59,2.94,32.75143,-117.16083,29377.50,5629.06,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
10.66,2.80,34.21674,-119.15631,26839.17,5239.83,ST JOHNS REGIONAL MEDICAL CENTER,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0
12.87,2.82,37.96987,-121.28873,32908.93,5301.48,ST JOSEPHS MED CENTER OF STOCKTON,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0
9.00,2.67,36.83532,-119.76562,22282.61,4879.52,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
8.69,2.47,34.10130,-117.63651,21407.12,4334.31,SAN ANTONIO COMMUNITY HOSPITAL,0.0,0.539,0.673,0.135,0.0,0.0,0.135,0.0
12.90,2.71,32.79949,-117.15394,32981.60,4979.30,SHARP MEMORIAL HOSPITAL,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0
11.82,2.81,33.92798,-117.43847,30006.00,5259.64,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,0.0,0.306,0.306,0.0,0.0,0.0,0.0,0.0
11.21,2.68,34.95099,-120.41322,28347.93,4919.20,MARIAN MEDICAL CENTER,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0
10.85,3.03,38.57155,-121.46874,27349.12,5864.28,SUTTER GENERAL HOSPITAL,0.0,0.129,0.579,0.643,0.0,0.0,0.0,0.0
11.61,2.50,33.12535,-117.07336,29439.64,4422.86,PALOMAR MEDICAL CENTER,0.0,0.56,0.56,0.224,0.0,0.0,0.224,0.112
15.31,2.78,34.22014,-118.53410,39596.06,5179.38,NORTHRIDGE HOSPITAL MEDICAL CENTER,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0
21.31,2.47,37.80132,-121.19690,56102.00,4343.42,DOCTORS HOSPITAL OF MANTECA,0.0,0.31,0.0,1.862,0.0,0.0,0.31,0.0
8.24,2.66,36.32362,-119.66726,20197.21,4855.00,ADVENTIST MEDICAL CENTER,0.0,0.129,0.516,0.0,0.0,0.0,0.0,0.0
7.11,2.58,33.18402,-117.29661,17066.86,4634.71,TRI-CITY MEDICAL CENTER,0.0,0.196,0.294,2.551,0.0,0.196,0.196,0.0
11.77,2.64,39.13822,-121.59436,29883.05,4806.38,RIDEOUT MEMORIAL HOSPITAL,0.0,0.727,0.83,0.311,0.0,0.104,0.0,0.104
8.35,2.76,36.57886,-121.91316,20492.12,5117.46,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,0.0,0.488,0.781,0.098,0.0,0.098,0.098,0.0
8.64,2.81,39.22809,-121.04721,21271.41,5274.67,SIERRA NEVADA MEMORIAL HOSPITAL,0.0,0.777,0.388,0.388,0.0,0.0,0.0,0.194
25.73,3.65,37.78963,-122.41700,68229.36,7586.91,SAINT FRANCIS MEMORIAL HOSPITAL,0.0,1.236,0.742,0.742,0.0,0.0,0.0,0.0
16.43,2.39,33.89465,-117.92716,42687.43,4120.36,ST JUDE MEDICAL CENTER,0.0,0.103,0.309,0.516,0.0,0.0,0.206,0.0
13.26,2.70,33.96860,-118.04831,33971.17,4956.08,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,0.074,0.298,0.521,0.298,0.0,0.0,0.744,0.074
13.32,2.87,38.44369,-122.70138,34151.10,5437.30,SANTA ROSA MEMORIAL HOSPITAL,0.0,0.0,0.389,0.389,0.0,0.0,0.0,0.0
12.59,2.62,37.51164,-120.83800,32139.17,4751.00,EMANUEL MEDICAL CENTER INC,0.0,0.147,0.587,0.0,0.0,0.0,0.0,0.0
25.92,2.95,37.91341,-122.04163,68765.29,5654.43,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,0.0,0.082,0.245,0.735,0.0,0.0,0.082,0.082
19.33,2.48,39.75720,-121.57018,50663.64,4362.86,FEATHER RIVER HOSPITAL,0.0,0.199,0.596,0.794,0.0,0.0,0.0,0.397
13.99,4.18,37.75676,-122.40461,35993.82,9026.26,SAN FRANCISCO GENERAL HOSPITAL,0.0,0.0,0.626,0.209,0.0,0.209,0.417,0.209
11.78,2.71,34.13973,-118.03534,29904.60,4977.80,METHODIST HOSPITAL OF SOUTHERN CA,0.0,0.262,1.397,0.175,0.0,0.087,0.087,0.087
12.75,3.09,34.14987,-118.23117,32581.67,6032.72,GLENDALE ADVENTIST MEDICAL CENTER,0.0,0.23,1.075,0.0,0.0,0.0,0.154,0.0
19.06,2.96,36.98999,-121.98357,49909.00,5677.11,DOMINICAN HOSPITAL,0.0,0.241,0.723,0.844,0.0,0.0,0.121,0.0
15.42,2.64,33.83862,-116.54557,39898.37,4807.16,DESERT REGIONAL MEDICAL CENTER,0.0,0.507,0.71,0.0,0.0,0.0,0.0,0.0
8.65,3.48,34.07389,-117.35111,21300.45,7106.45,ARROWHEAD REGIONAL MEDICAL CENTER,0.0,0.44,1.1,0.0,0.0,0.0,0.0,0.0
9.51,5.39,38.00655,-122.13312,23670.35,12344.71,CONTRA COSTA REGIONAL MEDICAL CENTER,0.472,0.945,0.0,0.0,0.0,0.0,0.0,0.472
11.64,2.81,40.58654,-122.39168,29516.50,5254.67,MERCY MEDICAL CENTER REDDING,0.0,0.238,0.713,0.079,0.0,0.0,0.079,0.0
10.02,2.34,34.03009,-118.47833,25081.53,3965.67,SAINT JOHN'S HEALTH CENTER,0.0,0.165,0.248,0.0,0.0,0.0,0.165,0.0
6.39,2.62,39.15350,-123.20435,15091.67,4746.38,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.76,3.37,37.85593,-122.25730,35358.50,6796.38,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,0.0,0.134,0.937,0.669,0.0,0.0,0.134,0.134
