size_charge,size_pay,lat,lon,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
9.37,2.35,36.18082,-94.13644,20334.90,3779.57,0.50,0.69,0.30,NW ARKANSAS HOSPITALS LLC
3.54,2.13,36.34295,-92.39442,6587.13,3269.54,0.50,0.65,0.58,BAXTER REGIONAL MEDICAL CENTER
4.99,2.21,34.77770,-92.12539,10006.75,3457.00,0.50,0.60,0.14,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
5.57,2.63,35.14320,-90.18837,11367.17,4430.00,0.00,0.00,0.00,CRITTENDEN MEMORIAL HOSPITAL
4.75,2.28,35.37445,-94.41868,9439.45,3612.11,0.50,0.54,0.86,SPARKS REGIONAL MEDICAL CENTER
7.67,2.22,35.35395,-94.35262,16317.38,3476.92,0.50,0.66,0.11,ST EDWARD MERCY MEDICAL CENTER
7.68,2.16,34.57290,-92.58508,16344.79,3344.79,0.50,0.89,0.72,SALINE MEMORIAL HOSPITAL
5.43,2.24,34.74866,-92.35422,11044.35,3511.61,0.50,0.44,0.21,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.59,2.11,34.73868,-92.39307,9066.86,3227.07,0.75,0.86,0.80,ARKANSAS HEART HOSPITAL
11.55,2.82,32.77495,-117.01467,25459.47,4893.77,0.83,0.71,0.33,GROSSMONT HOSPITAL
9.60,2.74,39.50528,-121.54100,20867.38,4694.00,0.50,0.74,0.64,OROVILLE HOSPITAL
5.48,2.93,34.67486,-118.15771,11148.76,5155.53,0.50,0.68,0.45,ANTELOPE VALLEY HOSPITAL MED CENTER
12.75,3.28,34.12834,-118.25777,28289.15,5969.26,0.50,0.72,0.45,GLENDALE MEM HOSPITAL & HLTH CENTER
11.53,3.66,34.09643,-118.29103,25431.48,6877.00,0.75,0.76,0.74,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
11.37,3.07,32.75143,-117.16083,25037.88,5477.58,0.33,0.62,0.70,SCRIPPS MERCY HOSPITAL
10.08,2.66,36.83532,-119.76562,21999.39,4503.89,0.50,0.66,0.58,SAINT AGNES MEDICAL CENTER
13.61,3.61,33.92963,-118.20332,30320.79,6745.74,0.67,0.79,0.33,SAINT FRANCIS MEDICAL CENTER
10.84,3.14,34.07558,-118.28424,23787.85,5635.83,0.00,0.00,0.00,TEMPLE COMMUNITY HOSPITAL
17.81,2.86,34.02685,-118.48651,40230.62,4994.62,0.50,0.76,0.21,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL
17.59,3.57,34.22014,-118.53410,39695.91,6649.64,0.33,0.56,0.45,NORTHRIDGE HOSPITAL MEDICAL CENTER
6.03,2.76,36.32362,-119.66726,12455.35,4753.00,0.50,0.89,0.25,ADVENTIST MEDICAL CENTER
30.00,4.31,37.36257,-121.84974,68961.18,8405.73,0.50,0.70,0.02,REGIONAL MEDICAL CENTER OF SAN JOSE
6.50,3.39,34.09638,-118.32518,13553.45,6229.18,0.00,0.00,0.00,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD
14.28,3.98,36.57886,-121.91316,31910.25,7612.33,0.67,0.56,0.58,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA
14.73,2.72,37.51164,-120.83800,32973.25,4648.33,0.33,0.86,0.16,EMANUEL MEDICAL CENTER INC
20.95,3.30,37.55717,-121.98126,47622.38,6028.08,0.50,0.54,0.89,WASHINGTON HOSPITAL
17.49,2.82,32.61972,-117.02278,39481.64,4883.71,0.50,0.71,0.58,SHARP CHULA VISTA MEDICAL CENTER
13.61,2.64,33.84780,-117.93661,30330.05,4459.55,0.50,0.74,0.58,AHMC ANAHEIM REGIONAL MEDICAL CENTER
14.39,4.45,37.75676,-122.40461,32171.73,8728.73,0.75,0.51,0.12,SAN FRANCISCO GENERAL HOSPITAL
17.66,2.67,34.15601,-118.32834,39871.87,4546.00,0.50,0.80,0.97,PROVIDENCE SAINT JOSEPH MEDICAL CTR
9.37,2.72,34.13973,-118.03534,20333.09,4657.45,0.50,0.45,0.11,METHODIST HOSPITAL OF SOUTHERN CA
13.37,3.28,34.14987,-118.23117,29762.58,5969.95,0.67,0.75,0.89,GLENDALE ADVENTIST MEDICAL CENTER
20.42,2.76,33.83862,-116.54557,46370.92,4749.33,0.67,0.81,0.03,DESERT REGIONAL MEDICAL CENTER
6.47,3.68,34.07389,-117.35111,13492.08,6909.17,0.33,0.81,0.07,ARROWHEAD REGIONAL MEDICAL CENTER
4.88,3.19,35.41172,-119.03972,9750.64,5760.55,0.00,0.00,0.00,GOOD SAMARITAN HOSPITAL
15.49,4.32,34.06675,-118.44613,34764.77,8417.00,0.50,0.28,0.33,RONALD REAGAN UCLA MEDICAL CENTER
11.37,2.91,32.95813,-115.55388,25050.83,5104.50,0.50,0.91,0.93,PIONEERS MEMORIAL HEALTHCARE DISTRICT
25.05,4.00,33.78798,-117.89026,57293.08,7663.08,0.67,0.56,0.11,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER
13.98,2.63,33.83891,-118.35677,31197.56,4449.50,0.50,0.86,0.94,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
16.92,2.89,33.93530,-118.13030,38118.27,5065.87,0.50,0.90,0.83,DOWNEY REGIONAL MEDICAL CENTER
14.18,2.77,34.13364,-118.15275,31679.22,4774.94,0.67,0.65,0.58,HUNTINGTON MEMORIAL HOSPITAL
11.55,2.74,35.38338,-119.01969,25458.70,4700.85,0.33,0.86,0.07,SAN JOAQUIN COMMUNITY HOSPITAL
17.44,3.21,34.05336,-118.26558,39357.29,5799.57,0.50,0.69,0.80,GOOD SAMARITAN HOSPITAL
9.91,2.89,33.80861,-118.18661,21606.85,5042.90,0.67,0.65,0.28,LONG BEACH MEMORIAL MEDICAL CENTER
14.30,2.65,37.66867,-120.97339,31960.37,4496.63,0.67,0.80,0.54,MEMORIAL  MEDICAL CENTER
14.40,2.48,33.56100,-117.66530,32198.07,4086.50,0.67,0.59,0.13,MISSION HOSPITAL REGIONAL MED CENTER
17.58,2.39,33.76335,-116.40628,39675.53,3870.00,0.50,0.56,0.39,EISENHOWER MEDICAL CENTER
9.12,2.86,33.83340,-118.08118,19733.00,4991.00,0.50,0.90,0.99,TRI-CITY REGIONAL MEDICAL CENTER
13.64,2.52,34.09764,-117.83444,30403.17,4183.17,0.00,0.00,0.00,SAN DIMAS COMMUNITY HOSPITAL
8.77,2.41,33.60883,-117.70881,18904.08,3915.92,0.50,0.70,0.91,SADDLEBACK MEMORIAL MEDICAL CENTER
22.48,3.22,34.07664,-118.37955,51240.62,5836.24,1.00,0.59,0.48,CEDARS-SINAI MEDICAL CENTER
7.19,3.41,34.01936,-118.18661,15184.06,6276.56,0.50,0.90,0.64,LOS ANGELES COMMUNITY HOSPITAL
8.22,2.58,34.47174,-117.29791,17629.91,4334.00,0.50,1.00,0.99,DESERT VALLEY HOSPITAL
13.44,2.46,35.38506,-119.03992,29933.27,4042.00,0.50,0.97,0.76,BAKERSFIELD HEART HOSPITAL
13.52,3.28,33.95076,-118.34828,30106.30,5983.38,0.50,0.71,1.00,CENTINELA HOSPITAL MEDICAL CENTER
21.09,2.67,34.05723,-118.36025,47962.45,4525.60,0.50,0.64,0.70,OLYMPIA MEDICAL CENTER
9.46,2.62,32.77629,-117.05730,20551.55,4413.73,0.75,0.79,0.64,ALVARADO HOSPITAL MEDICAL CENTER
10.20,3.50,34.06958,-118.26344,22295.82,6498.82,0.00,0.00,0.00,SILVER LAKE MEDICAL CENTER
7.68,2.46,40.41481,-104.70890,16340.43,4045.52,0.50,0.74,0.58,NORTH COLORADO MEDICAL CENTER
6.41,2.30,40.57315,-105.05741,13346.82,3661.00,0.50,0.69,0.96,POUDRE VALLEY HOSPITAL
7.61,2.46,38.83903,-104.80024,16180.78,4039.59,0.67,0.69,0.33,MEMORIAL HOSPITAL CENTRAL
8.60,2.26,38.86559,-104.82182,18521.29,3568.89,0.50,0.70,0.38,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES
8.71,2.94,41.30978,-72.93806,18767.83,5177.00,0.67,0.57,0.08,HOSPITAL OF ST RAPHAEL
8.57,2.78,41.55959,-73.05941,18453.23,4795.46,0.33,0.57,0.70,WATERBURY HOSPITAL
6.94,2.56,41.33722,-72.10380,14591.64,4286.27,0.50,0.72,0.93,LAWRENCE & MEMORIAL HOSPITAL
9.47,3.27,41.18881,-73.16645,20557.62,5948.54,0.50,0.51,0.21,BRIDGEPORT HOSPITAL
8.03,2.62,41.03431,-73.63020,17162.55,4425.95,0.50,0.49,0.64,GREENWICH HOSPITAL ASSOCIATION
7.65,3.49,41.30400,-72.93502,16274.18,6477.52,0.67,0.41,0.03,YALE-NEW HAVEN HOSPITAL
6.75,3.11,41.75412,-72.67927,14153.00,5569.88,0.50,0.47,0.10,HARTFORD HOSPITAL
7.05,2.80,41.20049,-73.20281,14867.08,4844.31,0.67,0.79,0.64,ST VINCENT'S MEDICAL CENTER
4.83,2.75,41.40474,-73.44739,9636.73,4714.20,0.50,0.66,0.58,DANBURY HOSPITAL
10.13,2.92,41.11147,-73.42010,22118.56,5119.80,0.50,0.72,0.93,NORWALK HOSPITAL ASSOCIATION
6.16,2.71,41.66107,-72.78671,12759.60,4634.27,0.50,0.53,0.08,HOSPITAL OF CENTRAL CONNECTICUT THE
5.16,2.84,39.69005,-75.68408,10397.38,4935.85,0.67,0.59,0.39,CHRISTIANA CARE HEALTH SERVICES INC.
6.96,2.59,39.74954,-75.56662,14644.23,4338.31,0.50,0.81,0.80,ST FRANCIS HOSPITAL
5.46,2.63,39.15135,-75.52309,11105.70,4437.19,0.50,0.59,0.91,BAYHEALTH - KENT GENERAL HOSPITAL
7.40,3.16,38.90106,-77.05079,15690.78,5692.83,0.50,0.50,0.14,GEORGE WASHINGTON UNIV HOSPITAL
6.88,4.05,38.91770,-77.02193,14470.02,7777.93,0.50,0.66,0.01,HOWARD UNIVERSITY HOSPITAL
6.26,2.93,38.94397,-76.99040,13000.71,5141.18,0.50,0.57,0.25,PROVIDENCE HOSPITAL
8.98,3.15,38.92944,-77.01473,19404.97,5661.00,0.33,0.59,0.02,WASHINGTON HOSPITAL CENTER
8.52,3.07,30.34913,-81.66391,18318.33,5486.15,0.50,0.62,0.00,SHANDS JACKSONVILLE MEDICAL CENTER
11.00,2.46,26.50479,-80.06979,24168.20,4039.97,0.50,0.54,0.99,BETHESDA MEMORIAL HOSPITAL
9.87,2.57,28.52517,-81.37729,21507.68,4294.95,0.67,0.47,0.29,ORLANDO HEALTH
7.93,2.44,28.57345,-81.36990,16945.41,3982.41,0.83,0.66,0.25,FLORIDA HOSPITAL
15.06,2.79,25.78846,-80.21644,33739.74,4819.41,0.83,0.56,0.01,UNIVERSITY OF MIAMI HOSPITAL
6.69,2.32,26.62849,-81.87423,14005.00,3717.03,0.67,0.53,0.16,LEE MEMORIAL HOSPITAL
6.34,2.73,29.20117,-81.05828,13188.79,4675.64,0.67,0.76,0.80,HALIFAX HEALTH MEDICAL CENTER
7.44,2.27,26.15053,-81.79919,15769.48,3596.45,0.67,0.62,0.39,NAPLES COMMUNITY HOSPITAL
7.80,2.24,28.08771,-80.61362,16623.27,3519.04,0.67,0.59,0.17,HOLMES REGIONAL MEDICAL CENTER
7.89,3.91,25.79143,-80.21250,16849.70,7450.79,0.83,0.49,0.05,JACKSON MEMORIAL HOSPITAL
7.21,2.41,30.47650,-87.21219,15248.54,3932.43,0.50,0.41,0.39,SACRED HEART HOSPITAL
5.95,2.21,30.15963,-85.64818,12264.33,3458.56,0.67,0.74,0.43,BAY MEDICAL CENTER
6.43,2.68,28.63051,-80.82437,13393.21,4559.53,0.50,0.69,0.98,PARRISH MEDICAL CENTER
14.12,2.68,25.86166,-80.21398,31536.72,4551.80,0.50,0.84,0.70,NORTH SHORE MEDICAL CENTER
7.75,2.34,28.54917,-81.52746,16512.00,3753.64,0.50,0.70,0.58,HEALTH CENTRAL
8.51,2.53,27.76332,-82.64325,18298.58,4214.92,0.50,0.82,0.20,BAYFRONT MEDICAL CENTER INC
12.04,2.82,25.81317,-80.13996,26615.91,4887.26,0.67,0.47,0.25,MOUNT SINAI MEDICAL CENTER
9.75,2.33,27.49789,-82.56220,21229.14,3745.00,0.50,0.55,0.30,MANATEE MEMORIAL HOSPITAL
10.80,2.58,26.01867,-80.17981,23704.37,4334.84,0.83,0.64,0.76,MEMORIAL REGIONAL HOSPITAL
8.29,2.95,26.10282,-80.14245,17776.43,5203.93,0.75,0.76,0.97,BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER
6.74,2.26,30.30835,-81.68919,14139.59,3559.61,0.50,0.69,0.83,ST VINCENT'S MEDICAL CENTER
7.57,2.12,28.01404,-82.78368,16084.36,3232.27,0.50,0.75,0.54,MEASE HOSPITAL DUNEDIN
9.22,2.35,27.19837,-80.24306,19968.74,3785.00,0.67,0.70,0.58,MARTIN MEMORIAL MEDICAL CENTER
9.45,2.23,28.26092,-82.18802,20519.26,3498.81,0.50,0.62,0.89,FLORIDA HOSPITAL ZEPHYRHILLS
6.57,2.13,26.94042,-82.04094,13720.19,3267.50,0.50,0.72,0.86,CHARLOTTE REGIONAL MEDICAL CENTER
6.53,2.18,27.46707,-81.43358,13623.79,3386.53,0.00,0.00,0.00,HIGHLANDS REGIONAL MEDICAL CENTER
7.80,2.76,25.86856,-80.31222,16633.67,4753.00,0.50,0.89,0.93,PALM SPRINGS GENERAL HOSPITAL
10.43,2.23,28.02768,-81.72466,22836.53,3503.00,0.50,0.62,0.03,WINTER HAVEN HOSPITAL
15.83,3.04,25.84597,-80.26872,35569.03,5401.51,0.75,0.82,1.00,HIALEAH HOSPITAL
8.10,2.25,28.82358,-81.71133,17331.19,3554.61,0.50,0.71,0.48,FLORIDA HOSPITAL WATERMAN
6.31,2.62,25.74067,-80.21244,13116.59,4418.82,0.00,0.00,0.00,MERCY HOSPITAL INC
7.35,2.12,28.25431,-82.71447,15563.23,3233.00,0.50,0.96,0.39,MORTON PLANT NORTH BAY HOSPITAL
6.70,2.20,27.78088,-82.65126,14034.47,3430.41,0.50,0.69,0.58,ST ANTHONY'S HOSPITAL
8.63,2.13,27.09043,-82.44499,18581.27,3266.00,0.50,0.76,0.48,VENICE REGIONAL MEDICAL CENTER
15.32,2.31,28.53906,-82.44193,34344.28,3692.56,0.50,0.75,0.58,BROOKSVILLE REGIONAL HOSPITAL
7.42,2.24,28.91403,-81.28480,15734.08,3512.42,0.83,0.75,0.05,FLORIDA HOSPITAL FISH MEMORIAL
10.57,2.24,26.18711,-80.11941,23166.69,3512.00,0.83,0.57,0.38,HOLY CROSS HOSPITAL INC
8.56,2.46,27.98242,-82.49025,18414.62,4046.02,0.67,0.60,0.30,ST JOSEPH'S HOSPITAL
8.24,2.90,25.77941,-80.29397,17657.00,5086.92,0.00,0.00,0.00,METROPOLITAN HOSPITAL OF MIAMI
9.60,2.23,26.98905,-82.09559,20865.20,3498.73,0.50,0.69,0.43,PEACE RIVER REGIONAL MEDICAL CENTER
11.23,2.38,26.59805,-80.09271,24704.30,3845.26,1.00,0.60,0.28,JFK MEDICAL CENTER
7.16,2.19,28.80659,-81.86906,15129.50,3398.43,0.33,0.68,0.25,LEESBURG REGIONAL MEDICAL CENTER
3.88,2.20,27.31827,-82.53140,7399.45,3418.64,0.33,0.38,0.70,SARASOTA MEMORIAL HOSPITAL
10.38,2.41,30.31525,-81.66398,22712.32,3925.13,0.67,0.47,0.13,BAPTIST MEDICAL CENTER
7.57,2.65,29.86371,-81.31749,16080.42,4488.63,0.67,0.76,0.30,FLAGLER HOSPITAL
6.97,2.24,28.33522,-80.72319,14674.26,3528.10,0.50,0.64,0.97,WUESTHOFF MEDICAL CENTER  ROCKLEDGE
9.93,2.16,27.89590,-81.56547,21660.44,3326.29,0.00,0.00,0.00,LAKE WALES MEDICAL CENTER
4.32,2.28,27.65832,-80.39307,8424.47,3625.00,0.67,0.76,0.99,INDIAN RIVER MEDICAL CENTER
6.92,2.25,27.50001,-81.43962,14561.55,3536.91,0.50,0.61,0.86,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER
14.54,2.56,28.29946,-81.41021,32522.64,4271.76,0.50,0.64,0.51,OSCEOLA REGIONAL MEDICAL CENTER
