size_charge,size_pay,lat,lon,state,charge,pay,AcquiredInfect,AcquiredConditions,PatientSafetySummary,name
6.07,2.15,31.21673,-85.36307,AL,18000,5000,50,51,21,Southeast Alabama Medical Center
7.93,2.30,33.59616,-86.66750,AL,25000,5000,66,78,1,St Vincent'S East
5.08,2.13,34.74649,-87.69895,AL,15000,5000,50,91,33,Helen Keller Memorial Hospital
6.61,2.41,32.32785,-86.27750,AL,20000,6000,50,67,54,Baptist Medical Center South
7.14,2.50,32.36656,-86.28572,AL,22000,6000,50,68,82,Jackson Hospital & Clinic Inc
3.11,2.22,32.82377,-85.17019,AL,8000,5000,0,0,0,George H. Lanier Memorial Hospital
3.85,2.35,32.63806,-85.40413,AL,11000,6000,50,80,13,East Alabama Medical Center And Snf
9.61,2.72,33.50619,-86.80210,AL,31000,7000,66,45,11,University Of Alabama Hospital
10.11,2.64,34.72007,-86.58108,AL,33000,7000,50,65,44,Huntsville Hospital
17.34,2.15,34.00941,-85.97078,AL,58000,5000,66,67,27,Gadsden Regional Medical Center
8.97,2.05,31.23767,-85.45625,AL,29000,5000,50,55,79,Flowers Hospital
6.21,2.22,33.50734,-86.78958,AL,19000,5000,50,72,21,St Vincent'S Birmingham
4.29,2.08,33.65640,-85.82284,AL,12000,5000,50,60,5,Northeast Alabama Regional Med Center
7.49,2.66,30.68199,-88.19897,AL,23000,7000,83,86,0,Providence Hospital
5.83,2.25,33.20521,-87.52546,AL,18000,5000,66,66,21,D C H Regional Medical Center
5.77,2.12,30.69697,-88.08081,AL,17000,5000,66,55,24,Mobile Infirmary
23.06,2.12,33.46420,-86.77409,AL,78000,5000,50,65,29,Brookwood Medical Center
8.39,2.64,33.46514,-112.05797,AZ,27000,7000,50,48,69,Banner Good Samaritan Medical Center
6.84,2.46,32.25294,-110.88135,AZ,21000,6000,50,48,3,Tucson Medical Center
7.87,2.33,32.22734,-111.00065,AZ,25000,6000,33,75,63,Carondelet St  Marys Hospital
5.95,2.21,32.22685,-110.85520,AZ,18000,5000,66,55,21,Carondelet St Josephs Hospital
12.45,2.48,34.56017,-112.48217,AZ,41000,6000,25,67,17,Yavapai Regional Medical Center
5.55,2.45,32.68274,-114.63506,AZ,17000,6000,50,63,69,Yuma Regional Medical Center
9.97,2.37,33.56894,-112.07108,AZ,32000,6000,50,80,16,John C Lincoln North Mountain Hospital
8.73,2.97,33.48073,-112.07948,AZ,28000,8000,33,52,11,St Joseph'S Hospital And Medical Center
7.94,2.38,33.48885,-111.92387,AZ,25000,6000,66,76,54,Scottsdale Healthcare-Osborn Medical Center
7.79,2.19,33.60432,-112.28378,AZ,24000,5000,83,75,95,Banner Boswell Medical Center
7.80,2.42,33.39097,-111.87638,AZ,25000,6000,66,80,56,Banner Desert Medical Center
7.69,2.27,33.41128,-111.68916,AZ,24000,5000,50,70,63,Banner Baywood Medical Center
6.58,2.54,33.60949,-112.18129,AZ,20000,6000,66,73,76,Banner Thunderbird Medical Center
9.39,2.23,33.65965,-112.37283,AZ,30000,5000,50,77,97,Banner Del E Webb Medical Center
7.64,3.27,33.65947,-111.95626,AZ,24000,9000,66,53,95,Mayo Clinic Hospital
6.40,2.52,33.46202,-112.35299,AZ,20000,6000,75,65,69,West Valley Hospital
8.34,2.50,33.47818,-112.25744,AZ,26000,6000,50,58,69,Banner Estrella Medical Center
