size_charge,size_pay,lat,lon,charge,pay,Air,BloodInf,UrinaryInf,Falls,Mismatch,Objects,Sores,Sugar,name
3.39,2.12,36.34295,-92.39442,6111.77,3106.46,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0,BAXTER REGIONAL MEDICAL CENTER
6.53,2.20,34.77770,-92.12539,13557.20,3283.33,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
4.62,2.22,35.37445,-94.41868,9017.95,3341.62,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069,SPARKS REGIONAL MEDICAL CENTER
9.46,2.19,35.35395,-94.35262,20501.19,3258.05,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0,ST EDWARD MERCY MEDICAL CENTER
11.09,2.21,35.60836,-91.26499,24366.23,3322.00,0.0,0.444,1.333,0.0,0.0,0.0,0.0,0.0,HARRIS HOSPITAL
8.53,2.32,33.22053,-92.67102,18287.65,3579.85,0.0,0.379,0.947,0.0,0.0,0.189,0.0,0.0,MEDICAL CENTER SOUTH ARKANSAS
4.75,2.21,34.74866,-92.35422,9340.54,3306.54,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
6.60,2.82,34.73868,-92.39307,13721.82,4748.73,0.0,0.101,0.101,0.101,0.0,0.0,0.0,0.0,ARKANSAS HEART HOSPITAL
17.06,3.62,37.63362,-122.08802,38514.42,6645.73,0.0,1.826,0.609,0.812,0.0,0.0,0.203,0.0,ST ROSE HOSPITAL
7.80,3.67,34.06505,-118.23913,16576.50,6764.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356,PACIFIC ALLIANCE MEDICAL CENTER
16.38,2.92,33.97659,-117.38184,36916.75,4995.56,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216,RIVERSIDE COMMUNITY HOSPITAL
8.71,3.03,32.68425,-117.08161,18716.47,5254.56,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,PARADISE VALLEY HOSPITAL
9.35,2.69,39.50528,-121.54100,20233.74,4459.08,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0,OROVILLE HOSPITAL
9.81,4.39,34.30238,-118.36957,21322.25,8476.67,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0,LAC/OLIVE VIEW-UCLA MEDICAL CENTER
12.20,2.92,32.78037,-115.56848,26991.07,4996.00,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,EL CENTRO REGIONAL MEDICAL CENTER
7.72,2.87,34.67486,-118.15771,16386.16,4881.68,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0,ANTELOPE VALLEY HOSPITAL MED CENTER
9.02,2.70,36.32737,-119.29548,19460.14,4483.26,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067,KAWEAH DELTA MEDICAL CENTER
