size_charge,size_pay,lat,lon,charge,pay,name
6.53,2.25,36.18082,-94.13644,26981.31,6652.88,NW ARKANSAS HOSPITALS, LLC
8.12,2.28,34.46784,-93.06667,34529.69,6796.90,ST JOSEPHS MERCY HEALTH CENTER INC
3.75,2.16,36.34295,-92.39442,13761.61,6219.22,BAXTER REGIONAL MEDICAL CENTER
5.24,2.17,34.77770,-92.12539,20867.55,6259.77,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
5.46,2.29,35.37445,-94.41868,21878.31,6849.97,SPARKS REGIONAL MEDICAL CENTER
5.21,2.13,35.35395,-94.35262,20730.06,6101.56,ST EDWARD MERCY MEDICAL CENTER
11.02,2.31,34.48600,-93.03521,48306.58,6959.00,NATIONAL PARK MEDICAL CENTER
5.99,2.23,34.74866,-92.35422,24401.61,6570.09,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
8.85,2.95,35.80838,-90.66658,38006.92,9962.46,NEA BAPTIST MEMORIAL HOSPITAL
8.52,2.48,35.76927,-91.63408,36411.00,7748.96,WHITE RIVER MEDICAL CENTER
13.06,3.53,37.63362,-122.08802,57976.54,12731.50,ST ROSE HOSPITAL
10.91,2.73,37.59283,-122.38249,47769.00,8916.00,PENINSULA MEDICAL CENTER
11.31,2.87,38.32472,-122.29671,49648.62,9600.06,QUEEN OF THE VALLEY MEDICAL CENTER
10.11,3.10,38.54384,-122.47401,43975.17,10714.00,ST HELENA HOSPITAL
10.72,2.86,38.57053,-121.45216,46850.77,9544.82,MERCY GENERAL HOSPITAL
18.21,3.67,33.97659,-117.38184,82398.95,13421.71,RIVERSIDE COMMUNITY HOSPITAL
7.09,3.04,32.68425,-117.08161,29620.00,10410.06,PARADISE VALLEY HOSPITAL
7.79,3.61,32.75426,-117.16592,32967.95,13124.00,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
10.19,2.64,32.77495,-117.01467,44345.55,8529.26,GROSSMONT HOSPITAL
8.68,2.71,39.50528,-121.54100,37169.90,8827.17,OROVILLE HOSPITAL
9.90,2.74,35.38736,-119.01690,42954.43,8985.62,BAKERSFIELD MEMORIAL HOSPITAL
10.85,2.51,39.74221,-121.85000,47492.97,7918.88,ENLOE MEDICAL CENTER
15.26,3.42,37.82206,-122.26275,68421.52,12212.32,ALTA BATES SUMMIT MEDICAL CENTER
10.87,2.93,32.78037,-115.56848,47590.50,9866.80,EL CENTRO REGIONAL MEDICAL CENTER
21.18,4.75,37.79100,-122.43125,96486.94,18504.40,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
11.90,3.57,37.74717,-122.42088,52467.73,12920.64,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS
